bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number	this_action
1	[BUG]  [BUGGY]  this.epsilon  =  Double.parseDouble(epsilon)/  1;  [CE]  illegal  start  of  expression  [FE]              AssertionError      [CONTEXT]      public  SimplexSolver(final  double  epsilon)  {  this.epsilon  =  epsilon;      [BUGGY]  this.epsilon  =  Double.parseDouble(epsilon)/  1;  [BUGGY]      }  [CLASS]  SimplexSolver  [METHOD]  <init>  [RETURN_TYPE]  SimplexSolver(double)  final  double  epsilon  [VARIABLES]  double  DEFAULT_EPSILON  epsilon  boolean  	projects/Math82/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java	0.2672612419124244	51	51	1	replace	this.epsilon  =  Double.parseDouble(epsilon)/  1;	  this.epsilon    =    Double.parseDouble(epsilon)+    1;    	non-compiled	[CE]  illegal  start  of  expression	22	None	replace
2	[BUG]  [BUGGY]  this.epsilon  =  Double.parseDouble(epsilon)+  2;  [CE]  illegal  start  of  expression  [FE]                AssertionError      [CONTEXT]      public  SimplexSolver(final  double  epsilon)  {  this.epsilon  =  epsilon;      [BUGGY]  this.epsilon  =  Double.parseDouble(epsilon)+  2;  [BUGGY]      }  [CLASS]  SimplexSolver  [METHOD]  <init>  [RETURN_TYPE]  SimplexSolver(double)  final  double  epsilon  [VARIABLES]  double  DEFAULT_EPSILON  epsilon  boolean  	projects/Math82/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java	0.2672612419124244	51	51	1	replace	this.epsilon  =  Double.parseDouble(epsilon)+  2;	  this.epsilon    =    Double.parseDouble(epsilon)+    1;    	non-compiled	[CE]  illegal  start  of  expression	22	None	replace
3	[BUG]  [BUGGY]  super(new  Double(epsilon),  DEFAULT_EPSILON,  epsilon);  [CE]  illegal  start  of  expression  [FE]                  AssertionError      [CONTEXT]      public  SimplexSolver(final  double  epsilon)  {  this.epsilon  =  epsilon;      [BUGGY]  super(new  Double(epsilon),  DEFAULT_EPSILON,  epsilon);  [BUGGY]      }  [CLASS]  SimplexSolver  [METHOD]  <init>  [RETURN_TYPE]  SimplexSolver(double)  final  double  epsilon  [VARIABLES]  double  DEFAULT_EPSILON  epsilon  boolean  	projects/Math82/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java	0.2672612419124244	51	51	1	replace	super(new  Double(epsilon),  DEFAULT_EPSILON,  epsilon);	  super(new    Double(epsilon),    DEFAULT_EPSILON);    	non-compiled	[CE]  illegal  start  of  expression	9	None	replace
4	[BUG]  [BUGGY]  super(new  Double(epsilon),  DEFAULT_EPSILON,  epsilon.doubleValue());  [CE]  illegal  start  of  expression  [FE]                    AssertionError      [CONTEXT]      public  SimplexSolver(final  double  epsilon)  {  this.epsilon  =  epsilon;      [BUGGY]  super(new  Double(epsilon),  DEFAULT_EPSILON,  epsilon.doubleValue());  [BUGGY]      }  [CLASS]  SimplexSolver  [METHOD]  <init>  [RETURN_TYPE]  SimplexSolver(double)  final  double  epsilon  [VARIABLES]  double  DEFAULT_EPSILON  epsilon  boolean  	projects/Math82/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java	0.2672612419124244	51	51	1	replace	super(new  Double(epsilon),  DEFAULT_EPSILON,  epsilon.doubleValue());	  super(new    Double(epsilon),    DEFAULT_EPSILON);    	non-compiled	[CE]  illegal  start  of  expression	9	None	replace
5	[BUG]  [BUGGY]  super(new  Double(epsilon),  DEFAULT_EPSILON,  true);  [CE]  illegal  start  of  expression  [FE]                      AssertionError      [CONTEXT]      public  SimplexSolver(final  double  epsilon)  {  this.epsilon  =  epsilon;      [BUGGY]  super(new  Double(epsilon),  DEFAULT_EPSILON,  true);  [BUGGY]      }  [CLASS]  SimplexSolver  [METHOD]  <init>  [RETURN_TYPE]  SimplexSolver(double)  final  double  epsilon  [VARIABLES]  double  DEFAULT_EPSILON  epsilon  boolean  	projects/Math82/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java	0.2672612419124244	51	51	1	replace	super(new  Double(epsilon),  DEFAULT_EPSILON,  true);	  super(new    Double(epsilon),    DEFAULT_EPSILON);    	non-compiled	[CE]  illegal  start  of  expression	9	None	replace
6	[BUG]  [BUGGY]  super(epsilon,  DEFAULT_EPSILON,  1);  [CE]  illegal  start  of  expression  [FE]                AssertionError      [CONTEXT]      public  SimplexSolver(final  double  epsilon)  {  this.epsilon  =  epsilon;      [BUGGY]  super(epsilon,  DEFAULT_EPSILON,  1);  [BUGGY]        [CLASS]  SimplexSolver  [METHOD]  <init>  [RETURN_TYPE]  SimplexSolver(double)  final  double  epsilon  [VARIABLES]  double  DEFAULT_EPSILON  epsilon  boolean  	projects/Math82/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java	0.2672612419124244	51	51	1	replace	super(epsilon,  DEFAULT_EPSILON,  1);	  super(epsilon,    DEFAULT_EPSILON,    0);    	non-compiled	[CE]  illegal  start  of  expression	7	None	replace
7	[BUG]  [BUGGY]  super(epsilon,  DEFAULT_EPSILON,  0,  epsilon.doubleValue());  [CE]  illegal  start  of  expression  [FE]                  AssertionError      [CONTEXT]      public  SimplexSolver(final  double  epsilon)  {  this.epsilon  =  epsilon;      [BUGGY]  super(epsilon,  DEFAULT_EPSILON,  0,  epsilon.doubleValue());  [BUGGY]        [CLASS]  SimplexSolver  [METHOD]  <init>  [RETURN_TYPE]  SimplexSolver(double)  final  double  epsilon  [VARIABLES]  double  DEFAULT_EPSILON  epsilon  boolean  	projects/Math82/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java	0.2672612419124244	51	51	1	replace	super(epsilon,  DEFAULT_EPSILON,  0,  epsilon.doubleValue());	  super(epsilon,    DEFAULT_EPSILON,    0);    	non-compiled	[CE]  illegal  start  of  expression	7	None	replace
8	[BUG]  [BUGGY]  super(epsilon,  DEFAULT_EPSILON,  0,  epsilon.length);  [CE]  illegal  start  of  expression  [FE]                    AssertionError      [CONTEXT]      public  SimplexSolver(final  double  epsilon)  {  this.epsilon  =  epsilon;      [BUGGY]  super(epsilon,  DEFAULT_EPSILON,  0,  epsilon.length);  [BUGGY]        [CLASS]  SimplexSolver  [METHOD]  <init>  [RETURN_TYPE]  SimplexSolver(double)  final  double  epsilon  [VARIABLES]  double  DEFAULT_EPSILON  epsilon  boolean  	projects/Math82/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java	0.2672612419124244	51	51	1	replace	super(epsilon,  DEFAULT_EPSILON,  0,  epsilon.length);	  super(epsilon,    DEFAULT_EPSILON,    0);    	non-compiled	[CE]  illegal  start  of  expression	7	None	replace
9	[BUG]  [BUGGY]  this.def  =  epsilon  +  DEFAULT_EPSILON;  [CE]  illegal  start  of  expression  [FE]                  AssertionError      [CONTEXT]      public  SimplexSolver(final  double  epsilon)  {  this.epsilon  =  epsilon;      [BUGGY]  this.def  =  epsilon  +  DEFAULT_EPSILON;  [BUGGY]      }  [CLASS]  SimplexSolver  [METHOD]  <init>  [RETURN_TYPE]  SimplexSolver(double)  final  double  epsilon  [VARIABLES]  double  DEFAULT_EPSILON  epsilon  boolean  	projects/Math82/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java	0.2672612419124244	51	51	1	replace	this.def  =  epsilon  +  DEFAULT_EPSILON;	  this.def    =    epsilon;    	non-compiled	[CE]  illegal  start  of  expression	14	None	replace
10	[BUG]  [BUGGY]  this.epsilon  =  epsilon  /  DEFAULT_EPSILON;  [CE]  illegal  start  of  expression  [FE]                AssertionError      [CONTEXT]      public  SimplexSolver(final  double  epsilon)  {  this.epsilon  =  epsilon;      [BUGGY]  this.epsilon  =  epsilon  /  DEFAULT_EPSILON;  [BUGGY]      }  [CLASS]  SimplexSolver  [METHOD]  <init>  [RETURN_TYPE]  SimplexSolver(double)  final  double  epsilon  [VARIABLES]  double  DEFAULT_EPSILON  epsilon  boolean  	projects/Math82/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java	0.2672612419124244	51	51	1	replace	this.epsilon  =  epsilon  /  DEFAULT_EPSILON;	  this.epsilon    =    epsilon    *    DEFAULT_EPSILON;    	non-compiled	[CE]  illegal  start  of  expression	25	None	replace
11	[BUG]  [BUGGY]  this.epsilon  =  epsilon  *  DEFAULT_EPSILON  +  1;  [CE]  illegal  start  of  expression  [FE]                  AssertionError      [CONTEXT]      public  SimplexSolver(final  double  epsilon)  {  this.epsilon  =  epsilon;      [BUGGY]  this.epsilon  =  epsilon  *  DEFAULT_EPSILON  +  1;  [BUGGY]      }  [CLASS]  SimplexSolver  [METHOD]  <init>  [RETURN_TYPE]  SimplexSolver(double)  final  double  epsilon  [VARIABLES]  double  DEFAULT_EPSILON  epsilon  boolean  	projects/Math82/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java	0.2672612419124244	51	51	1	replace	this.epsilon  =  epsilon  *  DEFAULT_EPSILON  +  1;	  this.epsilon    =    epsilon    *    DEFAULT_EPSILON;    	non-compiled	[CE]  illegal  start  of  expression	25	None	replace
12	[BUG]  [BUGGY]  super(epsilon,  DEFAULT_EPSILON,  false);  [CE]  illegal  start  of  expression  [FE]                    AssertionError      [CONTEXT]      public  SimplexSolver(final  double  epsilon)  {  this.epsilon  =  epsilon;      [BUGGY]  super(epsilon,  DEFAULT_EPSILON,  false);  [BUGGY]      }  [CLASS]  SimplexSolver  [METHOD]  <init>  [RETURN_TYPE]  SimplexSolver(double)  final  double  epsilon  [VARIABLES]  double  DEFAULT_EPSILON  epsilon  boolean  	projects/Math82/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java	0.2672612419124244	51	51	1	replace	super(epsilon,  DEFAULT_EPSILON,  false);	  super(DEFAULT_EPSILON,    epsilon,    false);    	non-compiled	[CE]  illegal  start  of  expression	10	None	replace
