bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]  --p  >  max;  [CE]  not  a  statement  [CONTEXT]  mainTridiagonal[i]  =  a  *  a  +  b  *  b;  }  eigenDecomposition  =  new  EigenDecompositionImpl(mainTridiagonal,  secondaryTridiagonal,  MathUtils.SAFE_MIN);  final  double[]  eigenValues  =  eigenDecomposition.getRealEigenvalues();  int  p  =  Math.min(max,  eigenValues.length);  while  ((p  >  0)  &&  (eigenValues[p  -  1]  <=  0))  {  [BUGGY]  --p  >  max;  [BUGGY]  }  singularValues  =  new  double[p];  for  (int  i  =  0;  i  <  p;  ++i)  {  singularValues[i]  =  Math.sqrt(eigenValues[i]);  }  }  [CLASS]  SingularValueDecompositionImpl  1  Solver  [METHOD]  <init>  [RETURN_TYPE]  RealMatrix,int)  RealMatrix  matrix  final  int  max  [VARIABLES]  EigenDecomposition  eigenDecomposition  boolean  nonSingular  double[]  eigenValues  mainBidiagonal  mainTridiagonal  secondaryBidiagonal  secondaryTridiagonal  singularValues  RealMatrix  cachedS  cachedU  cachedUt  cachedV  cachedVt  matrix  pseudoInverse  double  a  b  BiDiagonalTransformer  transformer  int  i  m  max  n  p  	projects/Math76/src/main/java/org/apache/commons/math/linear/SingularValueDecompositionImpl.java	0.8164965809277261	143	143	2	replace	--p  >  max;	--p;  	non-compiled	[CE]  not  a  statement	1	None	replace
2	[BUG]  [BUGGY]  --p  >  0;  [CE]  not  a  statement  [CONTEXT]  mainTridiagonal[i]  =  a  *  a  +  b  *  b;  }  eigenDecomposition  =  new  EigenDecompositionImpl(mainTridiagonal,  secondaryTridiagonal,  MathUtils.SAFE_MIN);  final  double[]  eigenValues  =  eigenDecomposition.getRealEigenvalues();  int  p  =  Math.min(max,  eigenValues.length);  while  ((p  >  0)  &&  (eigenValues[p  -  1]  <=  0))  {  [BUGGY]  --p  >  0;  [BUGGY]  }  singularValues  =  new  double[p];  for  (int  i  =  0;  i  <  p;  ++i)  {  singularValues[i]  =  Math.sqrt(eigenValues[i]);  }  }  [CLASS]  SingularValueDecompositionImpl  1  Solver  [METHOD]  <init>  [RETURN_TYPE]  RealMatrix,int)  RealMatrix  matrix  final  int  max  [VARIABLES]  EigenDecomposition  eigenDecomposition  boolean  nonSingular  double[]  eigenValues  mainBidiagonal  mainTridiagonal  secondaryBidiagonal  secondaryTridiagonal  singularValues  RealMatrix  cachedS  cachedU  cachedUt  cachedV  cachedVt  matrix  pseudoInverse  double  a  b  BiDiagonalTransformer  transformer  int  i  m  max  n  p  	projects/Math76/src/main/java/org/apache/commons/math/linear/SingularValueDecompositionImpl.java	0.8164965809277261	143	143	2	replace	--p  >  0;	--p;  	non-compiled	[CE]  not  a  statement	1	None	replace
3	[BUG]  [BUGGY]  --p  +  1;  [CE]  not  a  statement  [CONTEXT]  mainTridiagonal[i]  =  a  *  a  +  b  *  b;  }  eigenDecomposition  =  new  EigenDecompositionImpl(mainTridiagonal,  secondaryTridiagonal,  MathUtils.SAFE_MIN);  final  double[]  eigenValues  =  eigenDecomposition.getRealEigenvalues();  int  p  =  Math.min(max,  eigenValues.length);  while  ((p  >  0)  &&  (eigenValues[p  -  1]  <=  0))  {  [BUGGY]  --p  +  1;  [BUGGY]  }  singularValues  =  new  double[p];  for  (int  i  =  0;  i  <  p;  ++i)  {  singularValues[i]  =  Math.sqrt(eigenValues[i]);  }  }  [CLASS]  SingularValueDecompositionImpl  1  Solver  [METHOD]  <init>  [RETURN_TYPE]  RealMatrix,int)  RealMatrix  matrix  final  int  max  [VARIABLES]  EigenDecomposition  eigenDecomposition  boolean  nonSingular  double[]  eigenValues  mainBidiagonal  mainTridiagonal  secondaryBidiagonal  secondaryTridiagonal  singularValues  RealMatrix  cachedS  cachedU  cachedUt  cachedV  cachedVt  matrix  pseudoInverse  double  a  b  BiDiagonalTransformer  transformer  int  i  m  max  n  p  	projects/Math76/src/main/java/org/apache/commons/math/linear/SingularValueDecompositionImpl.java	0.8164965809277261	143	143	2	replace	--p  +  1;	--p;  	non-compiled	[CE]  not  a  statement	1	None	replace
4	[BUG]  [BUGGY]  --p  -  1;  [CE]  not  a  statement  [CONTEXT]  mainTridiagonal[i]  =  a  *  a  +  b  *  b;  }  eigenDecomposition  =  new  EigenDecompositionImpl(mainTridiagonal,  secondaryTridiagonal,  MathUtils.SAFE_MIN);  final  double[]  eigenValues  =  eigenDecomposition.getRealEigenvalues();  int  p  =  Math.min(max,  eigenValues.length);  while  ((p  >  0)  &&  (eigenValues[p  -  1]  <=  0))  {  [BUGGY]  --p  -  1;  [BUGGY]  }  singularValues  =  new  double[p];  for  (int  i  =  0;  i  <  p;  ++i)  {  singularValues[i]  =  Math.sqrt(eigenValues[i]);  }  }  [CLASS]  SingularValueDecompositionImpl  1  Solver  [METHOD]  <init>  [RETURN_TYPE]  RealMatrix,int)  RealMatrix  matrix  final  int  max  [VARIABLES]  EigenDecomposition  eigenDecomposition  boolean  nonSingular  double[]  eigenValues  mainBidiagonal  mainTridiagonal  secondaryBidiagonal  secondaryTridiagonal  singularValues  RealMatrix  cachedS  cachedU  cachedUt  cachedV  cachedVt  matrix  pseudoInverse  double  a  b  BiDiagonalTransformer  transformer  int  i  m  max  n  p  	projects/Math76/src/main/java/org/apache/commons/math/linear/SingularValueDecompositionImpl.java	0.8164965809277261	143	143	2	replace	--p  -  1;	--p;  	non-compiled	[CE]  not  a  statement	1	None	replace
5	[BUG]  [BUGGY]  timeout  [CONTEXT]  mainTridiagonal[i]  =  a  *  a  +  b  *  b;  }  eigenDecomposition  =  new  EigenDecompositionImpl(mainTridiagonal,  secondaryTridiagonal,  MathUtils.SAFE_MIN);  final  double[]  eigenValues  =  eigenDecomposition.getRealEigenvalues();  int  p  =  Math.min(max,  eigenValues.length);  while  ((p  >  0)  &&  (eigenValues[p  -  1]  <=  0))  {  [BUGGY]    [BUGGY]  }  singularValues  =  new  double[p];  for  (int  i  =  0;  i  <  p;  ++i)  {  singularValues[i]  =  Math.sqrt(eigenValues[i]);  }  }  [CLASS]  SingularValueDecompositionImpl  1  Solver  [METHOD]  <init>  [RETURN_TYPE]  RealMatrix,int)  RealMatrix  matrix  final  int  max  [VARIABLES]  EigenDecomposition  eigenDecomposition  boolean  nonSingular  double[]  eigenValues  mainBidiagonal  mainTridiagonal  secondaryBidiagonal  secondaryTridiagonal  singularValues  RealMatrix  cachedS  cachedU  cachedUt  cachedV  cachedVt  matrix  pseudoInverse  double  a  b  BiDiagonalTransformer  transformer  int  i  m  max  n  p  	projects/Math76/src/main/java/org/apache/commons/math/linear/SingularValueDecompositionImpl.java	0.8164965809277261	143	143	2	add	  	--p;  	compilable	timeout	1	1
6	[BUG]  [BUGGY]    timeout  [CONTEXT]  mainTridiagonal[i]  =  a  *  a  +  b  *  b;  }  eigenDecomposition  =  new  EigenDecompositionImpl(mainTridiagonal,  secondaryTridiagonal,  MathUtils.SAFE_MIN);  final  double[]  eigenValues  =  eigenDecomposition.getRealEigenvalues();  int  p  =  Math.min(max,  eigenValues.length);  while  ((p  >  0)  &&  (eigenValues[p  -  1]  <=  0))  {  [BUGGY]    [BUGGY]  }  singularValues  =  new  double[p];  for  (int  i  =  0;  i  <  p;  ++i)  {  singularValues[i]  =  Math.sqrt(eigenValues[i]);  }  }  [CLASS]  SingularValueDecompositionImpl  1  Solver  [METHOD]  <init>  [RETURN_TYPE]  RealMatrix,int)  RealMatrix  matrix  final  int  max  [VARIABLES]  EigenDecomposition  eigenDecomposition  boolean  nonSingular  double[]  eigenValues  mainBidiagonal  mainTridiagonal  secondaryBidiagonal  secondaryTridiagonal  singularValues  RealMatrix  cachedS  cachedU  cachedUt  cachedV  cachedVt  matrix  pseudoInverse  double  a  b  BiDiagonalTransformer  transformer  int  i  m  max  n  p  	projects/Math76/src/main/java/org/apache/commons/math/linear/SingularValueDecompositionImpl.java	0.8164965809277261	143	143	2	replace	  	--p;  	compilable	timeout	1	1	replace
11	[BUG]  [BUGGY]    wData[p  -  1][j]  =(singularValues[i  -  1])/  mainBidiagonal[p  -  1];  [CE]  cannot  find  symbol  j  [CONTEXT]  final  double  si  =  secondaryBidiagonal[i];  for  (int  j  =  0;  j  <  p;  ++j)  {  wi[j]  =  (mi  *  ei0[j]  +  si  *  ei1[j])  /  singularValues[j];  }  }  for  (int  j  =  0;  j  <  p;  ++j)  {  wData[p  -  1][j]  =  ei1[j]  *  mainBidiagonal[p  -  1]  /  singularValues[j];  }  for  (int  i  =  p;  i  <  m;  ++i)  {  [BUGGY]    wData[p  -  1][j]  =(singularValues[i  -  1])/  mainBidiagonal[p  -  1];  [BUGGY]  wData[i]  =  new  double[p];  }  cachedU  =  transformer.getU().multiply(MatrixUtils.createRealMatrix(wData));  }  else  {  final  RealMatrix  e  =  eigenDecomposition.getV().getSubMatrix(0,  m  -  1,  0,  p  -  1);  cachedU  =  transformer.getU().multiply(e);  }  [CLASS]  SingularValueDecompositionImpl  1  Solver  [METHOD]  getU  [RETURN_TYPE]  RealMatrix  [VARIABLES]  EigenDecomposition  eigenDecomposition  boolean  nonSingular  double[]  ei0  ei1  eigenValues  mainBidiagonal  mainTridiagonal  secondaryBidiagonal  secondaryTridiagonal  singularValues  suTi  wi  RealMatrix  cachedS  cachedU  cachedUt  cachedV  cachedVt  e  matrix  pseudoInverse  uT  v  double  mi  si  double[][]  eData  wData  BiDiagonalTransformer  transformer  int  i  j  m  max  n  p  	projects/Math76/src/main/java/org/apache/commons/math/linear/SingularValueDecompositionImpl.java	0.7071067811865475	182	182	2	replace	    wData[p  -  1][j]  =(singularValues[i  -  1])/  mainBidiagonal[p  -  1];		non-compiled	[CE]  cannot  find  symbol  j	16	None	add
12	[BUG]  [BUGGY]    wData[p  -  1][j]  =(singularValues[i  -  1]  +  si  *  ei1[j])/  mainBidiagonal[p  -  1];  [CE]  cannot  find  symbol  j  [CONTEXT]  final  double  si  =  secondaryBidiagonal[i];  for  (int  j  =  0;  j  <  p;  ++j)  {  wi[j]  =  (mi  *  ei0[j]  +  si  *  ei1[j])  /  singularValues[j];  }  }  for  (int  j  =  0;  j  <  p;  ++j)  {  wData[p  -  1][j]  =  ei1[j]  *  mainBidiagonal[p  -  1]  /  singularValues[j];  }  for  (int  i  =  p;  i  <  m;  ++i)  {  [BUGGY]    wData[p  -  1][j]  =(singularValues[i  -  1]  +  si  *  ei1[j])/  mainBidiagonal[p  -  1];  [BUGGY]  wData[i]  =  new  double[p];  }  cachedU  =  transformer.getU().multiply(MatrixUtils.createRealMatrix(wData));  }  else  {  final  RealMatrix  e  =  eigenDecomposition.getV().getSubMatrix(0,  m  -  1,  0,  p  -  1);  cachedU  =  transformer.getU().multiply(e);  }  [CLASS]  SingularValueDecompositionImpl  1  Solver  [METHOD]  getU  [RETURN_TYPE]  RealMatrix  [VARIABLES]  EigenDecomposition  eigenDecomposition  boolean  nonSingular  double[]  ei0  ei1  eigenValues  mainBidiagonal  mainTridiagonal  secondaryBidiagonal  secondaryTridiagonal  singularValues  suTi  wi  RealMatrix  cachedS  cachedU  cachedUt  cachedV  cachedVt  e  matrix  pseudoInverse  uT  v  double  mi  si  double[][]  eData  wData  BiDiagonalTransformer  transformer  int  i  j  m  max  n  p  	projects/Math76/src/main/java/org/apache/commons/math/linear/SingularValueDecompositionImpl.java	0.7071067811865475	182	182	2	replace	    wData[p  -  1][j]  =(singularValues[i  -  1]  +  si  *  ei1[j])/  mainBidiagonal[p  -  1];		non-compiled	[CE]  cannot  find  symbol  j	16	None	add
13	[BUG]  [BUGGY]    wData[p  -  1][j]  =(singularValues[i  -  1]  +  si  *  ei1[j])/  singularValues[j];  [CE]  cannot  find  symbol  j  [CONTEXT]  final  double  si  =  secondaryBidiagonal[i];  for  (int  j  =  0;  j  <  p;  ++j)  {  wi[j]  =  (mi  *  ei0[j]  +  si  *  ei1[j])  /  singularValues[j];  }  }  for  (int  j  =  0;  j  <  p;  ++j)  {  wData[p  -  1][j]  =  ei1[j]  *  mainBidiagonal[p  -  1]  /  singularValues[j];  }  for  (int  i  =  p;  i  <  m;  ++i)  {  [BUGGY]    wData[p  -  1][j]  =(singularValues[i  -  1]  +  si  *  ei1[j])/  singularValues[j];  [BUGGY]  wData[i]  =  new  double[p];  }  cachedU  =  transformer.getU().multiply(MatrixUtils.createRealMatrix(wData));  }  else  {  final  RealMatrix  e  =  eigenDecomposition.getV().getSubMatrix(0,  m  -  1,  0,  p  -  1);  cachedU  =  transformer.getU().multiply(e);  }  [CLASS]  SingularValueDecompositionImpl  1  Solver  [METHOD]  getU  [RETURN_TYPE]  RealMatrix  [VARIABLES]  EigenDecomposition  eigenDecomposition  boolean  nonSingular  double[]  ei0  ei1  eigenValues  mainBidiagonal  mainTridiagonal  secondaryBidiagonal  secondaryTridiagonal  singularValues  suTi  wi  RealMatrix  cachedS  cachedU  cachedUt  cachedV  cachedVt  e  matrix  pseudoInverse  uT  v  double  mi  si  double[][]  eData  wData  BiDiagonalTransformer  transformer  int  i  j  m  max  n  p  	projects/Math76/src/main/java/org/apache/commons/math/linear/SingularValueDecompositionImpl.java	0.7071067811865475	182	182	2	replace	    wData[p  -  1][j]  =(singularValues[i  -  1]  +  si  *  ei1[j])/  singularValues[j];		non-compiled	[CE]  cannot  find  symbol  j	16	None	add
14	[BUG]  [BUGGY]    wData[p  -  1][j]  =(singularValues[i  -  1]  +  si  *  ei1[j])/  secondaryBidiagonal[p  -  1];  [CE]  cannot  find  symbol  j  [CONTEXT]  final  double  si  =  secondaryBidiagonal[i];  for  (int  j  =  0;  j  <  p;  ++j)  {  wi[j]  =  (mi  *  ei0[j]  +  si  *  ei1[j])  /  singularValues[j];  }  }  for  (int  j  =  0;  j  <  p;  ++j)  {  wData[p  -  1][j]  =  ei1[j]  *  mainBidiagonal[p  -  1]  /  singularValues[j];  }  for  (int  i  =  p;  i  <  m;  ++i)  {  [BUGGY]    wData[p  -  1][j]  =(singularValues[i  -  1]  +  si  *  ei1[j])/  secondaryBidiagonal[p  -  1];  [BUGGY]  wData[i]  =  new  double[p];  }  cachedU  =  transformer.getU().multiply(MatrixUtils.createRealMatrix(wData));  }  else  {  final  RealMatrix  e  =  eigenDecomposition.getV().getSubMatrix(0,  m  -  1,  0,  p  -  1);  cachedU  =  transformer.getU().multiply(e);  }  [CLASS]  SingularValueDecompositionImpl  1  Solver  [METHOD]  getU  [RETURN_TYPE]  RealMatrix  [VARIABLES]  EigenDecomposition  eigenDecomposition  boolean  nonSingular  double[]  ei0  ei1  eigenValues  mainBidiagonal  mainTridiagonal  secondaryBidiagonal  secondaryTridiagonal  singularValues  suTi  wi  RealMatrix  cachedS  cachedU  cachedUt  cachedV  cachedVt  e  matrix  pseudoInverse  uT  v  double  mi  si  double[][]  eData  wData  BiDiagonalTransformer  transformer  int  i  j  m  max  n  p  	projects/Math76/src/main/java/org/apache/commons/math/linear/SingularValueDecompositionImpl.java	0.7071067811865475	182	182	2	replace	    wData[p  -  1][j]  =(singularValues[i  -  1]  +  si  *  ei1[j])/  secondaryBidiagonal[p  -  1];		non-compiled	[CE]  cannot  find  symbol  j	16	None	add
