bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]    tokens.add( "- "  +  ch);  currentOption  =  options.getOption(ch);  [CE]  'else'  without  'if'  [CONTEXT]  tokens.add( "- "  +  ch);  currentOption  =  options.getOption(ch);  if  (currentOption.hasArg()  &&  (token.length()  !=  (i  +  1)))  {  tokens.add(token.substring(i  +  1));  break;  }  }  [BUGGY]    tokens.add( "- "  +  ch);  currentOption  =  options.getOption(ch);  [BUGGY]  else  if  (stopAtNonOption)    {  {  process(token.substring(i));  }  else  {  tokens.add(token);  break;  }  }  }  [CLASS]  PosixParser  [METHOD]  burstToken  [RETURN_TYPE]  void  String  token  boolean  stopAtNonOption  [VARIABLES]  Options  options  List  tokens  Option  currentOption  boolean  eatTheRest  stopAtNonOption  String  ch  token  int  i  	projects/Cli17/src/java/org/apache/commons/cli/PosixParser.java	0.7071067811865475	300	301	1	replace	    tokens.add( "- "  +  ch);  currentOption  =  options.getOption(ch);		non-compiled	[CE]  'else'  without  'if'	4	None	add
2	[BUG]  [BUGGY]    tokens.add( "- "  +  ch);  [CE]  'else'  without  'if'  [CONTEXT]  tokens.add( "- "  +  ch);  currentOption  =  options.getOption(ch);  if  (currentOption.hasArg()  &&  (token.length()  !=  (i  +  1)))  {  tokens.add(token.substring(i  +  1));  break;  }  }  [BUGGY]    tokens.add( "- "  +  ch);  [BUGGY]  else  if  (stopAtNonOption)    {  {  process(token.substring(i));  }  else  {  tokens.add(token);  break;  }  }  }  [CLASS]  PosixParser  [METHOD]  burstToken  [RETURN_TYPE]  void  String  token  boolean  stopAtNonOption  [VARIABLES]  Options  options  List  tokens  Option  currentOption  boolean  eatTheRest  stopAtNonOption  String  ch  token  int  i  	projects/Cli17/src/java/org/apache/commons/cli/PosixParser.java	0.7071067811865475	300	301	1	replace	    tokens.add( "- "  +  ch);		non-compiled	[CE]  'else'  without  'if'	4	None	add
3	[BUG]  [BUGGY]    tokens.add(token.substring(i  +  1));  currentOption  =  options.getOption(ch);  [CE]  'else'  without  'if'  [CONTEXT]  tokens.add( "- "  +  ch);  currentOption  =  options.getOption(ch);  if  (currentOption.hasArg()  &&  (token.length()  !=  (i  +  1)))  {  tokens.add(token.substring(i  +  1));  break;  }  }  [BUGGY]    tokens.add(token.substring(i  +  1));  currentOption  =  options.getOption(ch);  [BUGGY]  else  if  (stopAtNonOption)    {  {  process(token.substring(i));  }  else  {  tokens.add(token);  break;  }  }  }  [CLASS]  PosixParser  [METHOD]  burstToken  [RETURN_TYPE]  void  String  token  boolean  stopAtNonOption  [VARIABLES]  Options  options  List  tokens  Option  currentOption  boolean  eatTheRest  stopAtNonOption  String  ch  token  int  i  	projects/Cli17/src/java/org/apache/commons/cli/PosixParser.java	0.7071067811865475	300	301	1	replace	    tokens.add(token.substring(i  +  1));  currentOption  =  options.getOption(ch);		non-compiled	[CE]  'else'  without  'if'	4	None	add
4	[BUG]  [BUGGY]    tokens.add(token);  currentOption  =  options.getOption(ch);  [CE]  'else'  without  'if'  [CONTEXT]  tokens.add( "- "  +  ch);  currentOption  =  options.getOption(ch);  if  (currentOption.hasArg()  &&  (token.length()  !=  (i  +  1)))  {  tokens.add(token.substring(i  +  1));  break;  }  }  [BUGGY]    tokens.add(token);  currentOption  =  options.getOption(ch);  [BUGGY]  else  if  (stopAtNonOption)    {  {  process(token.substring(i));  }  else  {  tokens.add(token);  break;  }  }  }  [CLASS]  PosixParser  [METHOD]  burstToken  [RETURN_TYPE]  void  String  token  boolean  stopAtNonOption  [VARIABLES]  Options  options  List  tokens  Option  currentOption  boolean  eatTheRest  stopAtNonOption  String  ch  token  int  i  	projects/Cli17/src/java/org/apache/commons/cli/PosixParser.java	0.7071067811865475	300	301	1	replace	    tokens.add(token);  currentOption  =  options.getOption(ch);		non-compiled	[CE]  'else'  without  'if'	4	None	add
12	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testStopBursting  [CONTEXT]  }  else  if  (currentOption.hasArgs())  {  tokens.add(value);  }  }  else  {  eatTheRest  =  true;  tokens.add( "-- ");  [BUGGY]    tokens.add( "-- ");  [BUGGY]  tokens.add(value);  }  }  [CLASS]  PosixParser  [METHOD]  process  [RETURN_TYPE]  void  String  value  [VARIABLES]  Options  options  List  tokens  Option  currentOption  boolean  eatTheRest  stopAtNonOption  String  value  	projects/Cli17/src/java/org/apache/commons/cli/PosixParser.java	0.5	215	215	1	add	    tokens.add( "-- ");		compilable	  [FE]  AssertionFailedError  testStopBursting	14	1
13	[BUG]  [BUGGY]    tokens.add( "-- ");  [FE]  AssertionFailedError  testStopBursting  [CONTEXT]  }  else  if  (currentOption.hasArgs())  {  tokens.add(value);  }  }  else  {  eatTheRest  =  true;  tokens.add( "-- ");  [BUGGY]    tokens.add( "-- ");  [BUGGY]  tokens.add(value);  }  }  [CLASS]  PosixParser  [METHOD]  process  [RETURN_TYPE]  void  String  value  [VARIABLES]  Options  options  List  tokens  Option  currentOption  boolean  eatTheRest  stopAtNonOption  String  value  	projects/Cli17/src/java/org/apache/commons/cli/PosixParser.java	0.5	215	215	1	replace	    tokens.add( "-- ");		compilable	  [FE]  AssertionFailedError  testStopBursting	14	1	add
14	[BUG]  [BUGGY]    tokens.add(currentOption.getLeastSupertype( "- "));  [CE]  cannot  find  symbol  [CONTEXT]  }  else  if  (currentOption.hasArgs())  {  tokens.add(value);  }  }  else  {  eatTheRest  =  true;  tokens.add( "-- ");  [BUGGY]    tokens.add(currentOption.getLeastSupertype( "- "));  [BUGGY]  tokens.add(value);  }  }  [CLASS]  PosixParser  [METHOD]  process  [RETURN_TYPE]  void  String  value  [VARIABLES]  Options  options  List  tokens  Option  currentOption  boolean  eatTheRest  stopAtNonOption  String  value  	projects/Cli17/src/java/org/apache/commons/cli/PosixParser.java	0.5	215	215	1	replace	    tokens.add(currentOption.getLeastSupertype( "- "));		non-compiled	[CE]  cannot  find  symbol	14	None	add
15	[BUG]  [BUGGY]    tokens.add(currentOption.getLeastSupertype( "-- "));  [CE]  cannot  find  symbol  [CONTEXT]  }  else  if  (currentOption.hasArgs())  {  tokens.add(value);  }  }  else  {  eatTheRest  =  true;  tokens.add( "-- ");  [BUGGY]    tokens.add(currentOption.getLeastSupertype( "-- "));  [BUGGY]  tokens.add(value);  }  }  [CLASS]  PosixParser  [METHOD]  process  [RETURN_TYPE]  void  String  value  [VARIABLES]  Options  options  List  tokens  Option  currentOption  boolean  eatTheRest  stopAtNonOption  String  value  	projects/Cli17/src/java/org/apache/commons/cli/PosixParser.java	0.5	215	215	1	replace	    tokens.add(currentOption.getLeastSupertype( "-- "));		non-compiled	[CE]  cannot  find  symbol	14	None	add
21	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testStopBursting  [CONTEXT]  if  (currentOption.hasArg()  &&  (token.length()  !=  (i  +  1)))  {  tokens.add(token.substring(i  +  1));  break;  }  }  else  if  (stopAtNonOption)  {  [BUGGY]    tokens.add(token);  [BUGGY]  process(token.substring(i));  }  else  {  tokens.add(token);  break;  }  }  }  [CLASS]  PosixParser  [METHOD]  burstToken  [RETURN_TYPE]  void  String  token  boolean  stopAtNonOption  [VARIABLES]  Options  options  List  tokens  Option  currentOption  boolean  eatTheRest  stopAtNonOption  String  ch  token  int  i  	projects/Cli17/src/java/org/apache/commons/cli/PosixParser.java	1.0	302	302	1	add	    tokens.add(token);		compilable	  [FE]  AssertionFailedError  testStopBursting	2	1
22	[BUG]  [BUGGY]    tokens.add(token);  [FE]  AssertionFailedError  testStopBursting  [CONTEXT]  if  (currentOption.hasArg()  &&  (token.length()  !=  (i  +  1)))  {  tokens.add(token.substring(i  +  1));  break;  }  }  else  if  (stopAtNonOption)  {  [BUGGY]    tokens.add(token);  [BUGGY]  process(token.substring(i));  }  else  {  tokens.add(token);  break;  }  }  }  [CLASS]  PosixParser  [METHOD]  burstToken  [RETURN_TYPE]  void  String  token  boolean  stopAtNonOption  [VARIABLES]  Options  options  List  tokens  Option  currentOption  boolean  eatTheRest  stopAtNonOption  String  ch  token  int  i  	projects/Cli17/src/java/org/apache/commons/cli/PosixParser.java	1.0	302	302	1	replace	    tokens.add(token);		compilable	  [FE]  AssertionFailedError  testStopBursting	2	1	add
22	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testStopBursting  [CONTEXT]  if  (currentOption.hasArg()  &&  (token.length()  !=  (i  +  1)))  {  tokens.add(token.substring(i  +  1));  break;  }  }  else  if  (stopAtNonOption)  {  [BUGGY]    tokens.add(token);  currentOption  =  options.getOption(ch);  [BUGGY]  process(token.substring(i));  }  else  {  tokens.add(token);  break;  }  }  }  [CLASS]  PosixParser  [METHOD]  burstToken  [RETURN_TYPE]  void  String  token  boolean  stopAtNonOption  [VARIABLES]  Options  options  List  tokens  Option  currentOption  boolean  eatTheRest  stopAtNonOption  String  ch  token  int  i  	projects/Cli17/src/java/org/apache/commons/cli/PosixParser.java	1.0	302	302	1	add	    tokens.add(token);  currentOption  =  options.getOption(ch);		compilable	  [FE]  AssertionFailedError  testStopBursting	2	1
23	[BUG]  [BUGGY]    tokens.add(token);  currentOption  =  options.getOption(ch);  [FE]  AssertionFailedError  testStopBursting  [CONTEXT]  if  (currentOption.hasArg()  &&  (token.length()  !=  (i  +  1)))  {  tokens.add(token.substring(i  +  1));  break;  }  }  else  if  (stopAtNonOption)  {  [BUGGY]    tokens.add(token);  currentOption  =  options.getOption(ch);  [BUGGY]  process(token.substring(i));  }  else  {  tokens.add(token);  break;  }  }  }  [CLASS]  PosixParser  [METHOD]  burstToken  [RETURN_TYPE]  void  String  token  boolean  stopAtNonOption  [VARIABLES]  Options  options  List  tokens  Option  currentOption  boolean  eatTheRest  stopAtNonOption  String  ch  token  int  i  	projects/Cli17/src/java/org/apache/commons/cli/PosixParser.java	1.0	302	302	1	replace	    tokens.add(token);  currentOption  =  options.getOption(ch);		compilable	  [FE]  AssertionFailedError  testStopBursting	2	1	add
23	[BUG]  [BUGGY]    tokens.add(token);  currentOption.setLength(0);  [CE]  cannot  find  symbol  [CONTEXT]  if  (currentOption.hasArg()  &&  (token.length()  !=  (i  +  1)))  {  tokens.add(token.substring(i  +  1));  break;  }  }  else  if  (stopAtNonOption)  {  [BUGGY]    tokens.add(token);  currentOption.setLength(0);  [BUGGY]  process(token.substring(i));  }  else  {  tokens.add(token);  break;  }  }  }  [CLASS]  PosixParser  [METHOD]  burstToken  [RETURN_TYPE]  void  String  token  boolean  stopAtNonOption  [VARIABLES]  Options  options  List  tokens  Option  currentOption  boolean  eatTheRest  stopAtNonOption  String  ch  token  int  i  	projects/Cli17/src/java/org/apache/commons/cli/PosixParser.java	1.0	302	302	1	replace	    tokens.add(token);  currentOption.setLength(0);		non-compiled	[CE]  cannot  find  symbol	2	None	add
24	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testStopBursting  [CONTEXT]  if  (currentOption.hasArg()  &&  (token.length()  !=  (i  +  1)))  {  tokens.add(token.substring(i  +  1));  break;  }  }  else  if  (stopAtNonOption)  {  [BUGGY]    tokens.add(token);  stopAtNonOption  =  true;  [BUGGY]  process(token.substring(i));  }  else  {  tokens.add(token);  break;  }  }  }  [CLASS]  PosixParser  [METHOD]  burstToken  [RETURN_TYPE]  void  String  token  boolean  stopAtNonOption  [VARIABLES]  Options  options  List  tokens  Option  currentOption  boolean  eatTheRest  stopAtNonOption  String  ch  token  int  i  	projects/Cli17/src/java/org/apache/commons/cli/PosixParser.java	1.0	302	302	1	add	    tokens.add(token);  stopAtNonOption  =  true;		compilable	  [FE]  AssertionFailedError  testStopBursting	2	1
25	[BUG]  [BUGGY]    tokens.add(token);  stopAtNonOption  =  true;  [FE]  AssertionFailedError  testStopBursting  [CONTEXT]  if  (currentOption.hasArg()  &&  (token.length()  !=  (i  +  1)))  {  tokens.add(token.substring(i  +  1));  break;  }  }  else  if  (stopAtNonOption)  {  [BUGGY]    tokens.add(token);  stopAtNonOption  =  true;  [BUGGY]  process(token.substring(i));  }  else  {  tokens.add(token);  break;  }  }  }  [CLASS]  PosixParser  [METHOD]  burstToken  [RETURN_TYPE]  void  String  token  boolean  stopAtNonOption  [VARIABLES]  Options  options  List  tokens  Option  currentOption  boolean  eatTheRest  stopAtNonOption  String  ch  token  int  i  	projects/Cli17/src/java/org/apache/commons/cli/PosixParser.java	1.0	302	302	1	replace	    tokens.add(token);  stopAtNonOption  =  true;		compilable	  [FE]  AssertionFailedError  testStopBursting	2	1	add
25	[BUG]  [BUGGY]    tokens.add(token);  currentOption  =  Options.getOption(ch);  [CE]  non-static  method  getOption(String)  cannot  be  referenced  from  a  static  context  [CONTEXT]  if  (currentOption.hasArg()  &&  (token.length()  !=  (i  +  1)))  {  tokens.add(token.substring(i  +  1));  break;  }  }  else  if  (stopAtNonOption)  {  [BUGGY]    tokens.add(token);  currentOption  =  Options.getOption(ch);  [BUGGY]  process(token.substring(i));  }  else  {  tokens.add(token);  break;  }  }  }  [CLASS]  PosixParser  [METHOD]  burstToken  [RETURN_TYPE]  void  String  token  boolean  stopAtNonOption  [VARIABLES]  Options  options  List  tokens  Option  currentOption  boolean  eatTheRest  stopAtNonOption  String  ch  token  int  i  	projects/Cli17/src/java/org/apache/commons/cli/PosixParser.java	1.0	302	302	1	replace	    tokens.add(token);  currentOption  =  Options.getOption(ch);		non-compiled	[CE]  non-static  method  getOption(String)  cannot  be  referenced  from  a  static  context	2	None	add
31	[BUG]  [BUGGY]    tokens.add( "- "  +  ch);  [CE]  cannot  find  symbol  ch  [CONTEXT]  {  [BUGGY]    tokens.add( "- "  +  ch);  [BUGGY]  for  (int  i  =  1;  i  <  token.length();  i++)  {  {  String  ch  =  String.valueOf(token.charAt(i));  if  (options.hasOption(ch))  {  tokens.add( "- "  +  ch);  currentOption  =  options.getOption(ch);  if  (currentOption.hasArg()  &&  (token.length()  !=  (i  +  1)))  {  [CLASS]  PosixParser  [METHOD]  burstToken  [RETURN_TYPE]  void  String  token  boolean  stopAtNonOption  [VARIABLES]  Options  options  List  tokens  Option  currentOption  boolean  eatTheRest  stopAtNonOption  String  ch  token  int  i  	projects/Cli17/src/java/org/apache/commons/cli/PosixParser.java	0.4082482904638631	284	285	1	replace	    tokens.add( "- "  +  ch);		non-compiled	[CE]  cannot  find  symbol  ch	20	None	add
