bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	original_buggy	action	patch	execution_result	diagnosis	previous_bug_id	original_failing_test_number
752	[BUG]  [BUGGY]    [FE]  NullPointerException  [CONTEXT]      [BUGGY]  this.axisOffset  =  new  RectangleInsets(4.0,  4.0,  4.0,  4.0);  [BUGGY]    this.axisOffset  =  new  RectangleInsets(4.0,  4.0,  4.0,  4.0);    this.domainAxes  =  new  ObjectList();  this.domainAxisLocations  =  new  ObjectList();  this.foregroundDomainMarkers  =  new  HashMap();  this.backgroundDomainMarkers  =  new  HashMap();  this.rangeAxes  =  new  ObjectList();  this.rangeAxisLocations  =  new  ObjectList();  this.foregroundRangeMarkers  =  new  HashMap();  [CLASS]  XYPlot  [METHOD]  <init>  [RETURN_TYPE]  XYItemRenderer)    XYDataset  dataset  ValueAxis  domainAxis  ValueAxis  rangeAxis  XYItemRenderer  renderer  	projects/Chart4/source/org/jfree/chart/plot/XYPlot.java	0.6841674549282352	625	625	22	add	this.axisOffset  =  new  RectangleInsets(4.0,  4.0,  4.0,  4.0);		compilable	  [FE]  NullPointerException	126	22
753	[BUG]  [BUGGY]  this.axisOffset  =  new  RectangleInsets(4.0,  4.0,  4.0,  4.0);    [FE]  NullPointerException  [CONTEXT]      [BUGGY]  this.axisOffset  =  new  RectangleInsets(4.0,  4.0,  4.0,  4.0);  [BUGGY]    this.axisOffset  =  new  RectangleInsets(4.0,  4.0,  4.0,  4.0);    this.domainAxes  =  new  ObjectList();  this.domainAxisLocations  =  new  ObjectList();  this.foregroundDomainMarkers  =  new  HashMap();  this.backgroundDomainMarkers  =  new  HashMap();  this.rangeAxes  =  new  ObjectList();  this.rangeAxisLocations  =  new  ObjectList();  this.foregroundRangeMarkers  =  new  HashMap();  [CLASS]  XYPlot  [METHOD]  <init>  [RETURN_TYPE]  XYItemRenderer)    XYDataset  dataset  ValueAxis  domainAxis  ValueAxis  rangeAxis  XYItemRenderer  renderer  	projects/Chart4/source/org/jfree/chart/plot/XYPlot.java	0.6841674549282352	625	625	22	replace	this.axisOffset  =  new  RectangleInsets(4.0,  4.0,  4.0,  4.0);		compilable	  [FE]  NullPointerException	126	22
753	[BUG]  [BUGGY]    [FE]  NullPointerException  [CONTEXT]      [BUGGY]  this.axisOffset  =  new  RectangleInsets(0.0,  0.0,  0.0,  0.0);  [BUGGY]    this.axisOffset  =  new  RectangleInsets(4.0,  4.0,  4.0,  4.0);    this.domainAxes  =  new  ObjectList();  this.domainAxisLocations  =  new  ObjectList();  this.foregroundDomainMarkers  =  new  HashMap();  this.backgroundDomainMarkers  =  new  HashMap();  this.rangeAxes  =  new  ObjectList();  this.rangeAxisLocations  =  new  ObjectList();  this.foregroundRangeMarkers  =  new  HashMap();  [CLASS]  XYPlot  [METHOD]  <init>  [RETURN_TYPE]  XYItemRenderer)    XYDataset  dataset  ValueAxis  domainAxis  ValueAxis  rangeAxis  XYItemRenderer  renderer  	projects/Chart4/source/org/jfree/chart/plot/XYPlot.java	0.6841674549282352	625	625	22	add	this.axisOffset  =  new  RectangleInsets(0.0,  0.0,  0.0,  0.0);		compilable	  [FE]  NullPointerException	126	22
754	[BUG]  [BUGGY]  this.axisOffset  =  new  RectangleInsets(0.0,  0.0,  0.0,  0.0);    [FE]  NullPointerException  [CONTEXT]      [BUGGY]  this.axisOffset  =  new  RectangleInsets(0.0,  0.0,  0.0,  0.0);  [BUGGY]    this.axisOffset  =  new  RectangleInsets(4.0,  4.0,  4.0,  4.0);    this.domainAxes  =  new  ObjectList();  this.domainAxisLocations  =  new  ObjectList();  this.foregroundDomainMarkers  =  new  HashMap();  this.backgroundDomainMarkers  =  new  HashMap();  this.rangeAxes  =  new  ObjectList();  this.rangeAxisLocations  =  new  ObjectList();  this.foregroundRangeMarkers  =  new  HashMap();  [CLASS]  XYPlot  [METHOD]  <init>  [RETURN_TYPE]  XYItemRenderer)    XYDataset  dataset  ValueAxis  domainAxis  ValueAxis  rangeAxis  XYItemRenderer  renderer  	projects/Chart4/source/org/jfree/chart/plot/XYPlot.java	0.6841674549282352	625	625	22	replace	this.axisOffset  =  new  RectangleInsets(0.0,  0.0,  0.0,  0.0);		compilable	  [FE]  NullPointerException	126	22
530	[BUG]  [BUGGY]    [FE]  NullPointerException  [CONTEXT]      [BUGGY]  if(this.annotations  ==  null)  {  [BUGGY]      Iterator  iterator  =  this.annotations.iterator();  while  (iterator.hasNext())  {  XYAnnotation  annotation  =  (XYAnnotation)  iterator.next();  if  (annotation  instanceof  XYAnnotationBoundsInfo)  {  includedAnnotations.add(annotation);  }  }  }  }  [CLASS]  XYPlot  [METHOD]  getDataRange  [RETURN_TYPE]  Range    ValueAxis  axis  	projects/Chart4/source/org/jfree/chart/plot/XYPlot.java	0.7817359599705717	4438	4438	22	add	if(this.annotations  ==  null)  {	if  (domainIndex  ==  0)  {  	compilable	  [FE]  NullPointerException	89	22
531	[BUG]  [BUGGY]  if(this.annotations  ==  null)  {    [FE]  NullPointerException  [CONTEXT]      [BUGGY]  if(this.annotations  ==  null)  {  [BUGGY]      Iterator  iterator  =  this.annotations.iterator();  while  (iterator.hasNext())  {  XYAnnotation  annotation  =  (XYAnnotation)  iterator.next();  if  (annotation  instanceof  XYAnnotationBoundsInfo)  {  includedAnnotations.add(annotation);  }  }  }  }  [CLASS]  XYPlot  [METHOD]  getDataRange  [RETURN_TYPE]  Range    ValueAxis  axis  	projects/Chart4/source/org/jfree/chart/plot/XYPlot.java	0.7817359599705717	4438	4438	22	replace	if(this.annotations  ==  null)  {	if  (domainIndex  ==  0)  {  	compilable	  [FE]  NullPointerException	89	22
531	[BUG]  [BUGGY]    [FE]  NullPointerException  [CONTEXT]      [BUGGY]  if(this.annotations!=  null)  {  [BUGGY]      Iterator  iterator  =  this.annotations.iterator();  while  (iterator.hasNext())  {  XYAnnotation  annotation  =  (XYAnnotation)  iterator.next();  if  (annotation  instanceof  XYAnnotationBoundsInfo)  {  includedAnnotations.add(annotation);  }  }  }  }  [CLASS]  XYPlot  [METHOD]  getDataRange  [RETURN_TYPE]  Range    ValueAxis  axis  	projects/Chart4/source/org/jfree/chart/plot/XYPlot.java	0.7817359599705717	4438	4438	22	add	if(this.annotations!=  null)  {	if  (domainIndex  ==  0)  {  	compilable	  [FE]  NullPointerException	89	22
532	[BUG]  [BUGGY]  if(this.annotations!=  null)  {    [FE]  NullPointerException  [CONTEXT]      [BUGGY]  if(this.annotations!=  null)  {  [BUGGY]      Iterator  iterator  =  this.annotations.iterator();  while  (iterator.hasNext())  {  XYAnnotation  annotation  =  (XYAnnotation)  iterator.next();  if  (annotation  instanceof  XYAnnotationBoundsInfo)  {  includedAnnotations.add(annotation);  }  }  }  }  [CLASS]  XYPlot  [METHOD]  getDataRange  [RETURN_TYPE]  Range    ValueAxis  axis  	projects/Chart4/source/org/jfree/chart/plot/XYPlot.java	0.7817359599705717	4438	4438	22	replace	if(this.annotations!=  null)  {	if  (domainIndex  ==  0)  {  	compilable	  [FE]  NullPointerException	89	22
746	[BUG]  [BUGGY]    [FE]  NullPointerException  [CONTEXT]      [BUGGY]  this.axisOffset  =  new  RectangleInsets(5.0,  5.0,  5.0,  5.0);  [BUGGY]        this.domainAxes  =  new  ObjectList();  this.domainAxisLocations  =  new  ObjectList();  this.foregroundDomainMarkers  =  new  HashMap();  this.backgroundDomainMarkers  =  new  HashMap();  this.rangeAxes  =  new  ObjectList();  this.rangeAxisLocations  =  new  ObjectList();  this.foregroundRangeMarkers  =  new  HashMap();  [CLASS]  XYPlot  [METHOD]  <init>  [RETURN_TYPE]  XYItemRenderer)    XYDataset  dataset  ValueAxis  domainAxis  ValueAxis  rangeAxis  XYItemRenderer  renderer  	projects/Chart4/source/org/jfree/chart/plot/XYPlot.java	0.6841674549282352	625	625	22	add	this.axisOffset  =  new  RectangleInsets(5.0,  5.0,  5.0,  5.0);	this.axisOffset  =  new  RectangleInsets(4.0,  4.0,  4.0,  4.0);  	compilable	  [FE]  NullPointerException	125	22
747	[BUG]  [BUGGY]  this.axisOffset  =  new  RectangleInsets(5.0,  5.0,  5.0,  5.0);    [FE]  NullPointerException  [CONTEXT]      [BUGGY]  this.axisOffset  =  new  RectangleInsets(5.0,  5.0,  5.0,  5.0);  [BUGGY]        this.domainAxes  =  new  ObjectList();  this.domainAxisLocations  =  new  ObjectList();  this.foregroundDomainMarkers  =  new  HashMap();  this.backgroundDomainMarkers  =  new  HashMap();  this.rangeAxes  =  new  ObjectList();  this.rangeAxisLocations  =  new  ObjectList();  this.foregroundRangeMarkers  =  new  HashMap();  [CLASS]  XYPlot  [METHOD]  <init>  [RETURN_TYPE]  XYItemRenderer)    XYDataset  dataset  ValueAxis  domainAxis  ValueAxis  rangeAxis  XYItemRenderer  renderer  	projects/Chart4/source/org/jfree/chart/plot/XYPlot.java	0.6841674549282352	625	625	22	replace	this.axisOffset  =  new  RectangleInsets(5.0,  5.0,  5.0,  5.0);	this.axisOffset  =  new  RectangleInsets(4.0,  4.0,  4.0,  4.0);  	compilable	  [FE]  NullPointerException	125	22
