compilation error,124,add,[CE] no suitable method found for solve(double,double,double,AllowedSolution),,  solve(min, max, startValue, AllowedSolution.ANY_SIDE);
compilation error,124,add,[CE] variable min is already defined in method solve(int,UnivariateRealFunction,double,double,double),,  final int min = f.getMinimumFractionDigits();
compilation error,124,add,[CE] variable min is already defined in method solve(int,UnivariateRealFunction,double,double,double),,  final int min = f.getMinimumSize();
compilation error,124,add,[CE] variable min is already defined in method solve(int,UnivariateRealFunction,double,double,double),,  final int min = f.getMinimumFractionDigits(min, startValue);
compilation error,124,add,[CE] variable min is already defined in method solve(int,UnivariateRealFunction,double,double,double),,  final int min = f.getMinimumFractionDigits(min, max);
increase failing tests,160,replace, [FE] TooManyEvaluationsException testSolutionRightSide,final double x = x1 - ((f1 * (x1 - x0)) / (f1 - f0)); ,final double x = f0 -(( f1 *(x1 - x0)) /(f1 - x0));
increase failing tests,160,replace, [FE] TooManyEvaluationsException testSolutionRightSide,final double x = x1 - ((f1 * (x1 - x0)) / (f1 - f0)); ,final double x = atol -(( f1 *(x1 - x0)) /(f1 - x0));
increase failing tests,160,replace, [FE] TooManyEvaluationsException testSolutionRightSide,final double x = x1 - ((f1 * (x1 - x0)) / (f1 - f0)); ,final double x = x0 -(( f1 *(x1 - x0)) /(f1 - x0));
compilation error,160,replace,[CE] cannot find symbol x,final double x = x1 - ((f1 * (x1 - x0)) / (f1 - f0)); , 
increase failing tests,155,replace, [FE] AssertionError testIssue631,boolean inverted = false; ,boolean inverted = true;
compilation error,155,replace,[CE] cannot assign a value to final variable inverted,boolean inverted = false; ,final boolean inverted = false;
compilation error,155,replace,[CE] cannot assign a value to final variable inverted,boolean inverted = false; ,final boolean inverted = true;
compilation error,155,replace,[CE] cannot find symbol inverted,boolean inverted = false; , 
compilation error,189,replace,[CE] method computeObjectiveValue in class BaseAbstractUnivariateRealSolver<FUNC> cannot be applied to given types;,f0 = computeObjectiveValue(x0); ,f0 = computeObjectiveValue(x0, atol);
compilation error,189,replace,[CE] cannot find symbol,f0 = computeObjectiveValue(x0); ,f0 = computeRelativeAccuracy(x0);
compilation error,149,replace,[CE] cannot find symbol,final double ftol = getFunctionValueAccuracy(); ,final double ftol = getTotalFunctionValueAccuracy();
compilation error,149,replace,[CE] cannot find symbol,final double ftol = getFunctionValueAccuracy(); ,final double ftol = getFullAccuracy();
compilation error,149,replace,[CE] cannot find symbol ftol,final double ftol = getFunctionValueAccuracy(); , 
compilation error,188,add,[CE] ';' expected,,  atol = Math.max(rtol - FastMath.abs(x1), atol));
compilation error,188,add,[CE] ';' expected,,  double rtol = Math.max(rtol * FastMath.abs(x1), atol));
compilation error,188,add,[CE] ';' expected,,  double rtol = Math.max(rtol - FastMath.abs(x1), atol));
compilation error,188,add,[CE] ';' expected,,  double atol = Math.max(rtol - FastMath.abs(x1), atol));
