bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	action	patch
1	[BUG] [BUGGY] if (p1 == null) { [FE] AssertionFailedError [CONTEXT] public static boolean equal(GeneralPath p1, GeneralPath p2) { [BUGGY] if (p1 == null) { [BUGGY] return (p2 == null); } if (p2 == null) { return false; } if (p1.getWindingRule() != p2.getWindingRule()) { return false; } PathIterator iterator1 = p1.getPathIterator(null); PathIterator iterator2 = p1.getPathIterator(null); [CLASS] ShapeUtilities [METHOD] equal [RETURN_TYPE] boolean  GeneralPath p1 GeneralPath p2 [VARIABLES] boolean done float SQRT2 GeneralPath p1 p2 double[] d1 d2 PathIterator iterator1 iterator2 int seg1 seg2  	projects/Chart11/source/org/jfree/chart/util/ShapeUtilities.java	0.7071067811865475	265	265	1	replace	
2	[BUG] [BUGGY] [FE] AssertionFailedError [CONTEXT] public static boolean equal(GeneralPath p1, GeneralPath p2) { [BUGGY] [BUGGY] if (p1 == null) { return (p2 == null); } if (p2 == null) { return false; } if (p1.getWindingRule() != p2.getWindingRule()) { return false; } PathIterator iterator1 = p1.getPathIterator(null); PathIterator iterator2 = p1.getPathIterator(null); [CLASS] ShapeUtilities [METHOD] equal [RETURN_TYPE] boolean  GeneralPath p1 GeneralPath p2 [VARIABLES] boolean done float SQRT2 GeneralPath p1 p2 double[] d1 d2 PathIterator iterator1 iterator2 int seg1 seg2  	projects/Chart11/source/org/jfree/chart/util/ShapeUtilities.java	0.7071067811865475	265	265	1	add	
3	[BUG] [BUGGY] if (p2 == null) { [FE] AssertionFailedError [CONTEXT] public static boolean equal(GeneralPath p1, GeneralPath p2) { if (p1 == null) { return (p2 == null); } [BUGGY] if (p2 == null) { [BUGGY] return false; } if (p1.getWindingRule() != p2.getWindingRule()) { return false; } PathIterator iterator1 = p1.getPathIterator(null); PathIterator iterator2 = p1.getPathIterator(null); double[] d1 = new double[6]; double[] d2 = new double[6]; boolean done = iterator1.isDone() && iterator2.isDone(); [CLASS] ShapeUtilities [METHOD] equal [RETURN_TYPE] boolean  GeneralPath p1 GeneralPath p2 [VARIABLES] boolean done float SQRT2 GeneralPath p1 p2 double[] d1 d2 PathIterator iterator1 iterator2 int seg1 seg2  	projects/Chart11/source/org/jfree/chart/util/ShapeUtilities.java	0.7071067811865475	268	268	1	replace	
4	[BUG] [BUGGY] [FE] AssertionFailedError [CONTEXT] public static boolean equal(GeneralPath p1, GeneralPath p2) { if (p1 == null) { return (p2 == null); } [BUGGY] [BUGGY] if (p2 == null) { return false; } if (p1.getWindingRule() != p2.getWindingRule()) { return false; } PathIterator iterator1 = p1.getPathIterator(null); PathIterator iterator2 = p1.getPathIterator(null); double[] d1 = new double[6]; double[] d2 = new double[6]; boolean done = iterator1.isDone() && iterator2.isDone(); [CLASS] ShapeUtilities [METHOD] equal [RETURN_TYPE] boolean  GeneralPath p1 GeneralPath p2 [VARIABLES] boolean done float SQRT2 GeneralPath p1 p2 double[] d1 d2 PathIterator iterator1 iterator2 int seg1 seg2  	projects/Chart11/source/org/jfree/chart/util/ShapeUtilities.java	0.7071067811865475	268	268	1	add	
5	[BUG] [BUGGY] if (p1.getWindingRule() != p2.getWindingRule()) { [FE] AssertionFailedError [CONTEXT] public static boolean equal(GeneralPath p1, GeneralPath p2) { if (p1 == null) { return (p2 == null); } if (p2 == null) { return false; } [BUGGY] if (p1.getWindingRule() != p2.getWindingRule()) { [BUGGY] return false; } PathIterator iterator1 = p1.getPathIterator(null); PathIterator iterator2 = p1.getPathIterator(null); double[] d1 = new double[6]; double[] d2 = new double[6]; boolean done = iterator1.isDone() && iterator2.isDone(); while (!done) { if (iterator1.isDone() != iterator2.isDone()) { return false; [CLASS] ShapeUtilities [METHOD] equal [RETURN_TYPE] boolean  GeneralPath p1 GeneralPath p2 [VARIABLES] boolean done float SQRT2 GeneralPath p1 p2 double[] d1 d2 PathIterator iterator1 iterator2 int seg1 seg2  	projects/Chart11/source/org/jfree/chart/util/ShapeUtilities.java	0.7071067811865475	271	271	1	replace	
6	[BUG] [BUGGY] [FE] AssertionFailedError [CONTEXT] public static boolean equal(GeneralPath p1, GeneralPath p2) { if (p1 == null) { return (p2 == null); } if (p2 == null) { return false; } [BUGGY] [BUGGY] if (p1.getWindingRule() != p2.getWindingRule()) { return false; } PathIterator iterator1 = p1.getPathIterator(null); PathIterator iterator2 = p1.getPathIterator(null); double[] d1 = new double[6]; double[] d2 = new double[6]; boolean done = iterator1.isDone() && iterator2.isDone(); while (!done) { if (iterator1.isDone() != iterator2.isDone()) { return false; [CLASS] ShapeUtilities [METHOD] equal [RETURN_TYPE] boolean  GeneralPath p1 GeneralPath p2 [VARIABLES] boolean done float SQRT2 GeneralPath p1 p2 double[] d1 d2 PathIterator iterator1 iterator2 int seg1 seg2  	projects/Chart11/source/org/jfree/chart/util/ShapeUtilities.java	0.7071067811865475	271	271	1	add	
7	[BUG] [BUGGY] PathIterator iterator1 = p1.getPathIterator(null); [FE] AssertionFailedError [CONTEXT] public static boolean equal(GeneralPath p1, GeneralPath p2) { if (p1 == null) { return (p2 == null); } if (p2 == null) { return false; } if (p1.getWindingRule() != p2.getWindingRule()) { return false; } [BUGGY] PathIterator iterator1 = p1.getPathIterator(null); [BUGGY] PathIterator iterator2 = p1.getPathIterator(null); double[] d1 = new double[6]; double[] d2 = new double[6]; boolean done = iterator1.isDone() && iterator2.isDone(); while (!done) { if (iterator1.isDone() != iterator2.isDone()) { return false; } int seg1 = iterator1.currentSegment(d1); int seg2 = iterator2.currentSegment(d2); [CLASS] ShapeUtilities [METHOD] equal [RETURN_TYPE] boolean  GeneralPath p1 GeneralPath p2 [VARIABLES] boolean done float SQRT2 GeneralPath p1 p2 double[] d1 d2 PathIterator iterator1 iterator2 int seg1 seg2  	projects/Chart11/source/org/jfree/chart/util/ShapeUtilities.java	0.7071067811865475	274	274	1	replace	
8	[BUG] [BUGGY] [FE] AssertionFailedError [CONTEXT] public static boolean equal(GeneralPath p1, GeneralPath p2) { if (p1 == null) { return (p2 == null); } if (p2 == null) { return false; } if (p1.getWindingRule() != p2.getWindingRule()) { return false; } [BUGGY] [BUGGY] PathIterator iterator1 = p1.getPathIterator(null); PathIterator iterator2 = p1.getPathIterator(null); double[] d1 = new double[6]; double[] d2 = new double[6]; boolean done = iterator1.isDone() && iterator2.isDone(); while (!done) { if (iterator1.isDone() != iterator2.isDone()) { return false; } int seg1 = iterator1.currentSegment(d1); int seg2 = iterator2.currentSegment(d2); [CLASS] ShapeUtilities [METHOD] equal [RETURN_TYPE] boolean  GeneralPath p1 GeneralPath p2 [VARIABLES] boolean done float SQRT2 GeneralPath p1 p2 double[] d1 d2 PathIterator iterator1 iterator2 int seg1 seg2  	projects/Chart11/source/org/jfree/chart/util/ShapeUtilities.java	0.7071067811865475	274	274	1	add	
9	[BUG] [BUGGY] PathIterator iterator2 = p1.getPathIterator(null); [FE] AssertionFailedError [CONTEXT] if (p1 == null) { return (p2 == null); } if (p2 == null) { return false; } if (p1.getWindingRule() != p2.getWindingRule()) { return false; } PathIterator iterator1 = p1.getPathIterator(null); [BUGGY] PathIterator iterator2 = p1.getPathIterator(null); [BUGGY] double[] d1 = new double[6]; double[] d2 = new double[6]; boolean done = iterator1.isDone() && iterator2.isDone(); while (!done) { if (iterator1.isDone() != iterator2.isDone()) { return false; } int seg1 = iterator1.currentSegment(d1); int seg2 = iterator2.currentSegment(d2); if (seg1 != seg2) { [CLASS] ShapeUtilities [METHOD] equal [RETURN_TYPE] boolean  GeneralPath p1 GeneralPath p2 [VARIABLES] boolean done float SQRT2 GeneralPath p1 p2 double[] d1 d2 PathIterator iterator1 iterator2 int seg1 seg2  	projects/Chart11/source/org/jfree/chart/util/ShapeUtilities.java	0.7071067811865475	275	275	1	replace	
10	[BUG] [BUGGY] [FE] AssertionFailedError [CONTEXT] if (p1 == null) { return (p2 == null); } if (p2 == null) { return false; } if (p1.getWindingRule() != p2.getWindingRule()) { return false; } PathIterator iterator1 = p1.getPathIterator(null); [BUGGY] [BUGGY] PathIterator iterator2 = p1.getPathIterator(null); double[] d1 = new double[6]; double[] d2 = new double[6]; boolean done = iterator1.isDone() && iterator2.isDone(); while (!done) { if (iterator1.isDone() != iterator2.isDone()) { return false; } int seg1 = iterator1.currentSegment(d1); int seg2 = iterator2.currentSegment(d2); if (seg1 != seg2) { [CLASS] ShapeUtilities [METHOD] equal [RETURN_TYPE] boolean  GeneralPath p1 GeneralPath p2 [VARIABLES] boolean done float SQRT2 GeneralPath p1 p2 double[] d1 d2 PathIterator iterator1 iterator2 int seg1 seg2  	projects/Chart11/source/org/jfree/chart/util/ShapeUtilities.java	0.7071067811865475	275	275	1	add	
