bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number	this_action
1	[BUG]  [BUGGY]  System.arraycopy(assemBuf,  0,  buffer,  0,  TarBuffer.DEFAULT_RCDSIZE);  [CE]  illegal  start  of  type  [FE]        AssertionFailedError    [CONTEXT]    public  TarArchiveOutputStream(OutputStream  os)  {  this(os,  TarBuffer.DEFAULT_BLKSIZE,  TarBuffer.DEFAULT_RCDSIZE);    [BUGGY]  System.arraycopy(assemBuf,  0,  buffer,  0,  TarBuffer.DEFAULT_RCDSIZE);  [BUGGY]      [CLASS]  TarArchiveOutputStream  [METHOD]  <init>  [RETURN_TYPE]  OutputStream)  OutputStream  os  [VARIABLES]  byte[]  assemBuf  recordBuf  boolean  closed  OutputStream  os  out  TarBuffer  buffer  String  currName  int  LONGFILE_ERROR  LONGFILE_GNU  LONGFILE_TRUNCATE  assemLen  longFileMode  long  currBytes  currSize  	projects/Compress3/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java	1.0	64	64	1	replace	System.arraycopy(assemBuf,  0,  buffer,  0,  TarBuffer.DEFAULT_RCDSIZE);	  System.arraycopy(assemBuf,    0,    buffer,    assemLen,    TarBuffer.DEFAULT_RCDSIZE);    	non-compiled	[CE]  illegal  start  of  type	9	None	replace
2	[BUG]  [BUGGY]  System.arraycopy(assemBuf,  0,  buffer,  assemLen,  TarBuffer.DEFAULT_RCDSIZE,  TarBuffer.DEFAULT_BLKSIZE);  [CE]  illegal  start  of  type  [FE]          AssertionFailedError    [CONTEXT]    public  TarArchiveOutputStream(OutputStream  os)  {  this(os,  TarBuffer.DEFAULT_BLKSIZE,  TarBuffer.DEFAULT_RCDSIZE);    [BUGGY]  System.arraycopy(assemBuf,  0,  buffer,  assemLen,  TarBuffer.DEFAULT_RCDSIZE,  TarBuffer.DEFAULT_BLKSIZE);  [BUGGY]      [CLASS]  TarArchiveOutputStream  [METHOD]  <init>  [RETURN_TYPE]  OutputStream)  OutputStream  os  [VARIABLES]  byte[]  assemBuf  recordBuf  boolean  closed  OutputStream  os  out  TarBuffer  buffer  String  currName  int  LONGFILE_ERROR  LONGFILE_GNU  LONGFILE_TRUNCATE  assemLen  longFileMode  long  currBytes  currSize  	projects/Compress3/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java	1.0	64	64	1	replace	System.arraycopy(assemBuf,  0,  buffer,  assemLen,  TarBuffer.DEFAULT_RCDSIZE,  TarBuffer.DEFAULT_BLKSIZE);	  System.arraycopy(assemBuf,    0,    buffer,    assemLen,    TarBuffer.DEFAULT_RCDSIZE);    	non-compiled	[CE]  illegal  start  of  type	9	None	replace
3	[BUG]  [BUGGY]  System.arraycopy(assemBuf,  0,  this.assemBuf,  assemLen,  TarBuffer.DEFAULT_RCDSIZE);  [CE]  illegal  start  of  type  [FE]            AssertionFailedError    [CONTEXT]    public  TarArchiveOutputStream(OutputStream  os)  {  this(os,  TarBuffer.DEFAULT_BLKSIZE,  TarBuffer.DEFAULT_RCDSIZE);    [BUGGY]  System.arraycopy(assemBuf,  0,  this.assemBuf,  assemLen,  TarBuffer.DEFAULT_RCDSIZE);  [BUGGY]      [CLASS]  TarArchiveOutputStream  [METHOD]  <init>  [RETURN_TYPE]  OutputStream)  OutputStream  os  [VARIABLES]  byte[]  assemBuf  recordBuf  boolean  closed  OutputStream  os  out  TarBuffer  buffer  String  currName  int  LONGFILE_ERROR  LONGFILE_GNU  LONGFILE_TRUNCATE  assemLen  longFileMode  long  currBytes  currSize  	projects/Compress3/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java	1.0	64	64	1	replace	System.arraycopy(assemBuf,  0,  this.assemBuf,  assemLen,  TarBuffer.DEFAULT_RCDSIZE);	  System.arraycopy(assemBuf,    0,    buffer,    assemLen,    TarBuffer.DEFAULT_RCDSIZE);    	non-compiled	[CE]  illegal  start  of  type	9	None	replace
4	[BUG]  [BUGGY]  System.arraycopy(assemBuf,  0,  buffer,  assemLen,  TarBuffer.DEFAULT_BLKSIZE);  [CE]  illegal  start  of  type  [FE]              AssertionFailedError    [CONTEXT]    public  TarArchiveOutputStream(OutputStream  os)  {  this(os,  TarBuffer.DEFAULT_BLKSIZE,  TarBuffer.DEFAULT_RCDSIZE);    [BUGGY]  System.arraycopy(assemBuf,  0,  buffer,  assemLen,  TarBuffer.DEFAULT_BLKSIZE);  [BUGGY]      [CLASS]  TarArchiveOutputStream  [METHOD]  <init>  [RETURN_TYPE]  OutputStream)  OutputStream  os  [VARIABLES]  byte[]  assemBuf  recordBuf  boolean  closed  OutputStream  os  out  TarBuffer  buffer  String  currName  int  LONGFILE_ERROR  LONGFILE_GNU  LONGFILE_TRUNCATE  assemLen  longFileMode  long  currBytes  currSize  	projects/Compress3/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java	1.0	64	64	1	replace	System.arraycopy(assemBuf,  0,  buffer,  assemLen,  TarBuffer.DEFAULT_BLKSIZE);	  System.arraycopy(assemBuf,    0,    buffer,    assemLen,    TarBuffer.DEFAULT_RCDSIZE);    	non-compiled	[CE]  illegal  start  of  type	9	None	replace
5	[BUG]  [BUGGY]  System.arraycopy(assemBuf,  0,  buffer,  currName,  TarBuffer.DEFAULT_RCDSIZE);  [CE]  illegal  start  of  type  [FE]                AssertionFailedError    [CONTEXT]    public  TarArchiveOutputStream(OutputStream  os)  {  this(os,  TarBuffer.DEFAULT_BLKSIZE,  TarBuffer.DEFAULT_RCDSIZE);    [BUGGY]  System.arraycopy(assemBuf,  0,  buffer,  currName,  TarBuffer.DEFAULT_RCDSIZE);  [BUGGY]      [CLASS]  TarArchiveOutputStream  [METHOD]  <init>  [RETURN_TYPE]  OutputStream)  OutputStream  os  [VARIABLES]  byte[]  assemBuf  recordBuf  boolean  closed  OutputStream  os  out  TarBuffer  buffer  String  currName  int  LONGFILE_ERROR  LONGFILE_GNU  LONGFILE_TRUNCATE  assemLen  longFileMode  long  currBytes  currSize  	projects/Compress3/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java	1.0	64	64	1	replace	System.arraycopy(assemBuf,  0,  buffer,  currName,  TarBuffer.DEFAULT_RCDSIZE);	  System.arraycopy(assemBuf,    0,    buffer,    assemLen,    TarBuffer.DEFAULT_RCDSIZE);    	non-compiled	[CE]  illegal  start  of  type	9	None	replace
6	[BUG]  [BUGGY]  System.arraycopy(assemBuf,  0,  buffer,  0,  TarBuffer.DEFAULT_RCDSIZE  +  1);  [CE]  illegal  start  of  type  [FE]                  AssertionFailedError    [CONTEXT]    public  TarArchiveOutputStream(OutputStream  os)  {  this(os,  TarBuffer.DEFAULT_BLKSIZE,  TarBuffer.DEFAULT_RCDSIZE);    [BUGGY]  System.arraycopy(assemBuf,  0,  buffer,  0,  TarBuffer.DEFAULT_RCDSIZE  +  1);  [BUGGY]      [CLASS]  TarArchiveOutputStream  [METHOD]  <init>  [RETURN_TYPE]  OutputStream)  OutputStream  os  [VARIABLES]  byte[]  assemBuf  recordBuf  boolean  closed  OutputStream  os  out  TarBuffer  buffer  String  currName  int  LONGFILE_ERROR  LONGFILE_GNU  LONGFILE_TRUNCATE  assemLen  longFileMode  long  currBytes  currSize  	projects/Compress3/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java	1.0	64	64	1	replace	System.arraycopy(assemBuf,  0,  buffer,  0,  TarBuffer.DEFAULT_RCDSIZE  +  1);	  System.arraycopy(assemBuf,    0,    buffer,    assemLen,    TarBuffer.DEFAULT_RCDSIZE);    	non-compiled	[CE]  illegal  start  of  type	9	None	replace
7	[BUG]  [BUGGY]  this.assemLen  =  TarBuffer.DEFAULT_GNU.read(os);  [CE]  illegal  start  of  type  [FE]            AssertionFailedError    [CONTEXT]    public  TarArchiveOutputStream(OutputStream  os)  {  this(os,  TarBuffer.DEFAULT_BLKSIZE,  TarBuffer.DEFAULT_RCDSIZE);    [BUGGY]  this.assemLen  =  TarBuffer.DEFAULT_GNU.read(os);  [BUGGY]      [CLASS]  TarArchiveOutputStream  [METHOD]  <init>  [RETURN_TYPE]  OutputStream)  OutputStream  os  [VARIABLES]  byte[]  assemBuf  recordBuf  boolean  closed  OutputStream  os  out  TarBuffer  buffer  String  currName  int  LONGFILE_ERROR  LONGFILE_GNU  LONGFILE_TRUNCATE  assemLen  longFileMode  long  currBytes  currSize  	projects/Compress3/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java	1.0	64	64	1	replace	this.assemLen  =  TarBuffer.DEFAULT_GNU.read(os);	  this.assemLen    =    os.read(TarBuffer.DEFAULT_GNU);    	non-compiled	[CE]  illegal  start  of  type	17	None	replace
8	[BUG]  [BUGGY]  this.assemLen  =  TarBuffer.DEFAULT_GNU.read();  [CE]  illegal  start  of  type  [FE]              AssertionFailedError    [CONTEXT]    public  TarArchiveOutputStream(OutputStream  os)  {  this(os,  TarBuffer.DEFAULT_BLKSIZE,  TarBuffer.DEFAULT_RCDSIZE);    [BUGGY]  this.assemLen  =  TarBuffer.DEFAULT_GNU.read();  [BUGGY]      [CLASS]  TarArchiveOutputStream  [METHOD]  <init>  [RETURN_TYPE]  OutputStream)  OutputStream  os  [VARIABLES]  byte[]  assemBuf  recordBuf  boolean  closed  OutputStream  os  out  TarBuffer  buffer  String  currName  int  LONGFILE_ERROR  LONGFILE_GNU  LONGFILE_TRUNCATE  assemLen  longFileMode  long  currBytes  currSize  	projects/Compress3/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java	1.0	64	64	1	replace	this.assemLen  =  TarBuffer.DEFAULT_GNU.read();	  this.assemLen    =    os.read(TarBuffer.DEFAULT_GNU);    	non-compiled	[CE]  illegal  start  of  type	17	None	replace
9	[BUG]  [BUGGY]  this.assemLen  =  os.read(TarBuffer.DEFAULT_GNU,  TarBuffer.DEFAULT_BLKSIZE);  [CE]  illegal  start  of  type  [FE]                AssertionFailedError    [CONTEXT]    public  TarArchiveOutputStream(OutputStream  os)  {  this(os,  TarBuffer.DEFAULT_BLKSIZE,  TarBuffer.DEFAULT_RCDSIZE);    [BUGGY]  this.assemLen  =  os.read(TarBuffer.DEFAULT_GNU,  TarBuffer.DEFAULT_BLKSIZE);  [BUGGY]      [CLASS]  TarArchiveOutputStream  [METHOD]  <init>  [RETURN_TYPE]  OutputStream)  OutputStream  os  [VARIABLES]  byte[]  assemBuf  recordBuf  boolean  closed  OutputStream  os  out  TarBuffer  buffer  String  currName  int  LONGFILE_ERROR  LONGFILE_GNU  LONGFILE_TRUNCATE  assemLen  longFileMode  long  currBytes  currSize  	projects/Compress3/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java	1.0	64	64	1	replace	this.assemLen  =  os.read(TarBuffer.DEFAULT_GNU,  TarBuffer.DEFAULT_BLKSIZE);	  this.assemLen    =    os.read(TarBuffer.DEFAULT_GNU);    	non-compiled	[CE]  illegal  start  of  type	17	None	replace
10	[BUG]  [BUGGY]  this.assemLen  =  os.read(TarBuffer.DEFAULT_BLKSIZE,  TarBuffer.DEFAULT_GNU);  [CE]  illegal  start  of  type  [FE]                  AssertionFailedError    [CONTEXT]    public  TarArchiveOutputStream(OutputStream  os)  {  this(os,  TarBuffer.DEFAULT_BLKSIZE,  TarBuffer.DEFAULT_RCDSIZE);    [BUGGY]  this.assemLen  =  os.read(TarBuffer.DEFAULT_BLKSIZE,  TarBuffer.DEFAULT_GNU);  [BUGGY]      [CLASS]  TarArchiveOutputStream  [METHOD]  <init>  [RETURN_TYPE]  OutputStream)  OutputStream  os  [VARIABLES]  byte[]  assemBuf  recordBuf  boolean  closed  OutputStream  os  out  TarBuffer  buffer  String  currName  int  LONGFILE_ERROR  LONGFILE_GNU  LONGFILE_TRUNCATE  assemLen  longFileMode  long  currBytes  currSize  	projects/Compress3/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java	1.0	64	64	1	replace	this.assemLen  =  os.read(TarBuffer.DEFAULT_BLKSIZE,  TarBuffer.DEFAULT_GNU);	  this.assemLen    =    os.read(TarBuffer.DEFAULT_GNU);    	non-compiled	[CE]  illegal  start  of  type	17	None	replace
