bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	original_buggy	action	patch	execution_result	diagnosis	previous_bug_id	original_failing_test_number
9809719	[BUG]  [BUGGY]  [FE]  AssertionFailedError  [CONTEXT]              public  TimePeriodValues(Comparable  name,  String  domain,  String  range)  {  super(name);  this.domain  =  domain;              [BUGGY]  this.minMiddleIndex  =  Math.min(this.minStartIndex,  -1);  [BUGGY]              this.range  =  range;  this.data  =  new  ArrayList();  }  [CLASS]  TimePeriodValues  [METHOD]  <init>  [RETURN_TYPE]  String)  Comparable  name  String  domain  String  range  [VARIABLES]  List  data  Comparable  name  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  domain  range  boolean  long  serialVersionUID  int  maxEndIndex  maxMiddleIndex  maxStartIndex  minEndIndex  minMiddleIndex  minStartIndex  	projects/Chart7/source/org/jfree/data/time/TimePeriodValues.java	0.31622776601683794	131	131	1	add	this.minMiddleIndex  =  Math.min(this.minStartIndex,  -1);	  this.minEndIndex    =    Math.min(maxEndIndex,    minEndIndex    +    1);    	compilable	  [FE]  AssertionFailedError	1634954	1
9809720	[BUG]  [BUGGY]  this.minMiddleIndex  =  Math.min(this.minStartIndex,  -1);  [FE]  AssertionFailedError  [CONTEXT]              public  TimePeriodValues(Comparable  name,  String  domain,  String  range)  {  super(name);  this.domain  =  domain;              [BUGGY]  this.minMiddleIndex  =  Math.min(this.minStartIndex,  -1);  [BUGGY]              this.range  =  range;  this.data  =  new  ArrayList();  }  [CLASS]  TimePeriodValues  [METHOD]  <init>  [RETURN_TYPE]  String)  Comparable  name  String  domain  String  range  [VARIABLES]  List  data  Comparable  name  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  domain  range  boolean  long  serialVersionUID  int  maxEndIndex  maxMiddleIndex  maxStartIndex  minEndIndex  minMiddleIndex  minStartIndex  	projects/Chart7/source/org/jfree/data/time/TimePeriodValues.java	0.31622776601683794	131	131	1	replace	this.minMiddleIndex  =  Math.min(this.minStartIndex,  -1);	  this.minEndIndex    =    Math.min(maxEndIndex,    minEndIndex    +    1);    	compilable	  [FE]  AssertionFailedError	1634954	1
9809720	[BUG]  [BUGGY]  [FE]  AssertionFailedError  [CONTEXT]              public  TimePeriodValues(Comparable  name,  String  domain,  String  range)  {  super(name);  this.domain  =  domain;              [BUGGY]  this.maxMiddleIndex  =  Math.min(this.minStartIndex,  -1);  [BUGGY]              this.range  =  range;  this.data  =  new  ArrayList();  }  [CLASS]  TimePeriodValues  [METHOD]  <init>  [RETURN_TYPE]  String)  Comparable  name  String  domain  String  range  [VARIABLES]  List  data  Comparable  name  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  domain  range  boolean  long  serialVersionUID  int  maxEndIndex  maxMiddleIndex  maxStartIndex  minEndIndex  minMiddleIndex  minStartIndex  	projects/Chart7/source/org/jfree/data/time/TimePeriodValues.java	0.31622776601683794	131	131	1	add	this.maxMiddleIndex  =  Math.min(this.minStartIndex,  -1);	  this.minEndIndex    =    Math.min(maxEndIndex,    minEndIndex    +    1);    	compilable	  [FE]  AssertionFailedError	1634954	1
9809721	[BUG]  [BUGGY]  this.maxMiddleIndex  =  Math.min(this.minStartIndex,  -1);  [FE]  AssertionFailedError  [CONTEXT]              public  TimePeriodValues(Comparable  name,  String  domain,  String  range)  {  super(name);  this.domain  =  domain;              [BUGGY]  this.maxMiddleIndex  =  Math.min(this.minStartIndex,  -1);  [BUGGY]              this.range  =  range;  this.data  =  new  ArrayList();  }  [CLASS]  TimePeriodValues  [METHOD]  <init>  [RETURN_TYPE]  String)  Comparable  name  String  domain  String  range  [VARIABLES]  List  data  Comparable  name  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  domain  range  boolean  long  serialVersionUID  int  maxEndIndex  maxMiddleIndex  maxStartIndex  minEndIndex  minMiddleIndex  minStartIndex  	projects/Chart7/source/org/jfree/data/time/TimePeriodValues.java	0.31622776601683794	131	131	1	replace	this.maxMiddleIndex  =  Math.min(this.minStartIndex,  -1);	  this.minEndIndex    =    Math.min(maxEndIndex,    minEndIndex    +    1);    	compilable	  [FE]  AssertionFailedError	1634954	1
9809935	[BUG]  [BUGGY]  [FE]  AssertionFailedError  [CONTEXT]              public  TimePeriodValues(Comparable  name,  String  domain,  String  range)  {  super(name);  this.domain  =  domain;              [BUGGY]  this.maxEndIndex  =  Math.max(this.maxEndIndex,  Math.min(this.maxEndIndex,  0));  [BUGGY]              this.range  =  range;  this.data  =  new  ArrayList();  }  [CLASS]  TimePeriodValues  [METHOD]  <init>  [RETURN_TYPE]  String)  Comparable  name  String  domain  String  range  [VARIABLES]  List  data  Comparable  name  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  domain  range  boolean  long  serialVersionUID  int  maxEndIndex  maxMiddleIndex  maxStartIndex  minEndIndex  minMiddleIndex  minStartIndex  	projects/Chart7/source/org/jfree/data/time/TimePeriodValues.java	0.31622776601683794	131	131	1	add	this.maxEndIndex  =  Math.max(this.maxEndIndex,  Math.min(this.maxEndIndex,  0));	  	compilable	  [FE]  AssertionFailedError	1634990	1
9809936	[BUG]  [BUGGY]  this.maxEndIndex  =  Math.max(this.maxEndIndex,  Math.min(this.maxEndIndex,  0));  [FE]  AssertionFailedError  [CONTEXT]              public  TimePeriodValues(Comparable  name,  String  domain,  String  range)  {  super(name);  this.domain  =  domain;              [BUGGY]  this.maxEndIndex  =  Math.max(this.maxEndIndex,  Math.min(this.maxEndIndex,  0));  [BUGGY]              this.range  =  range;  this.data  =  new  ArrayList();  }  [CLASS]  TimePeriodValues  [METHOD]  <init>  [RETURN_TYPE]  String)  Comparable  name  String  domain  String  range  [VARIABLES]  List  data  Comparable  name  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  domain  range  boolean  long  serialVersionUID  int  maxEndIndex  maxMiddleIndex  maxStartIndex  minEndIndex  minMiddleIndex  minStartIndex  	projects/Chart7/source/org/jfree/data/time/TimePeriodValues.java	0.31622776601683794	131	131	1	replace	this.maxEndIndex  =  Math.max(this.maxEndIndex,  Math.min(this.maxEndIndex,  0));	  	compilable	  [FE]  AssertionFailedError	1634990	1
9809937	[BUG]  [BUGGY]  [FE]  AssertionFailedError  [CONTEXT]              public  TimePeriodValues(Comparable  name,  String  domain,  String  range)  {  super(name);  this.domain  =  domain;              [BUGGY]  this.maxEndIndex  =  Math.max(this.maxEndIndex,  Math.min(this.maxEndIndex,  1));  [BUGGY]              this.range  =  range;  this.data  =  new  ArrayList();  }  [CLASS]  TimePeriodValues  [METHOD]  <init>  [RETURN_TYPE]  String)  Comparable  name  String  domain  String  range  [VARIABLES]  List  data  Comparable  name  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  domain  range  boolean  long  serialVersionUID  int  maxEndIndex  maxMiddleIndex  maxStartIndex  minEndIndex  minMiddleIndex  minStartIndex  	projects/Chart7/source/org/jfree/data/time/TimePeriodValues.java	0.31622776601683794	131	131	1	add	this.maxEndIndex  =  Math.max(this.maxEndIndex,  Math.min(this.maxEndIndex,  1));	  	compilable	  [FE]  AssertionFailedError	1634990	1
9809938	[BUG]  [BUGGY]  this.maxEndIndex  =  Math.max(this.maxEndIndex,  Math.min(this.maxEndIndex,  1));  [FE]  AssertionFailedError  [CONTEXT]              public  TimePeriodValues(Comparable  name,  String  domain,  String  range)  {  super(name);  this.domain  =  domain;              [BUGGY]  this.maxEndIndex  =  Math.max(this.maxEndIndex,  Math.min(this.maxEndIndex,  1));  [BUGGY]              this.range  =  range;  this.data  =  new  ArrayList();  }  [CLASS]  TimePeriodValues  [METHOD]  <init>  [RETURN_TYPE]  String)  Comparable  name  String  domain  String  range  [VARIABLES]  List  data  Comparable  name  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  domain  range  boolean  long  serialVersionUID  int  maxEndIndex  maxMiddleIndex  maxStartIndex  minEndIndex  minMiddleIndex  minStartIndex  	projects/Chart7/source/org/jfree/data/time/TimePeriodValues.java	0.31622776601683794	131	131	1	replace	this.maxEndIndex  =  Math.max(this.maxEndIndex,  Math.min(this.maxEndIndex,  1));	  	compilable	  [FE]  AssertionFailedError	1634990	1
1697162	[BUG]  [BUGGY]  [FE]  AssertionFailedError  [CONTEXT]              }  }  else  {  this.maxMiddleIndex  =  index;  }  if  (this.minEndIndex  >=  0)  {  long  minEnd  =  getDataItem(this.minEndIndex).getPeriod().getEnd()  .getTime();  if  (end  <  minEnd)  {              [BUGGY]  this.minEndIndex  =  index  +  2;  if(this.minEndIndex  >=  0)  {  this.minEndIndex  =  index  +  1;  }  [BUGGY]              }  }  else  {  this.minEndIndex  =  index;  }  if  (this.maxEndIndex  >=  0)  {  long  maxEnd  =  getDataItem(this.maxEndIndex).getPeriod().getEnd()  .getTime();  if  (end  >  maxEnd)  {  [CLASS]  TimePeriodValues  [METHOD]  updateBounds  [RETURN_TYPE]  void  TimePeriod  period  int  index  [VARIABLES]  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  boolean  long  e  end  maxEnd  maxMiddle  maxStart  middle  minEnd  minMiddle  minStart  s  serialVersionUID  start  int  index  maxEndIndex  maxMiddleIndex  maxStartIndex  minEndIndex  minMiddleIndex  minStartIndex  TimePeriod  period  	projects/Chart7/source/org/jfree/data/time/TimePeriodValues.java	0.5	317	317	1	add	this.minEndIndex  =  index  +  2;  if(this.minEndIndex  >=  0)  {  this.minEndIndex  =  index  +  1;  }	  this.minEndIndex    =    index    +    1;    if(this.minEndIndex    >    index    +    1)    {    this.minEndIndex    =    index    +    1;    }    	compilable	  [FE]  AssertionFailedError	282861	1
1697163	[BUG]  [BUGGY]  this.minEndIndex  =  index  +  2;  if(this.minEndIndex  >=  0)  {  this.minEndIndex  =  index  +  1;  }  [FE]  AssertionFailedError  [CONTEXT]              }  }  else  {  this.maxMiddleIndex  =  index;  }  if  (this.minEndIndex  >=  0)  {  long  minEnd  =  getDataItem(this.minEndIndex).getPeriod().getEnd()  .getTime();  if  (end  <  minEnd)  {              [BUGGY]  this.minEndIndex  =  index  +  2;  if(this.minEndIndex  >=  0)  {  this.minEndIndex  =  index  +  1;  }  [BUGGY]              }  }  else  {  this.minEndIndex  =  index;  }  if  (this.maxEndIndex  >=  0)  {  long  maxEnd  =  getDataItem(this.maxEndIndex).getPeriod().getEnd()  .getTime();  if  (end  >  maxEnd)  {  [CLASS]  TimePeriodValues  [METHOD]  updateBounds  [RETURN_TYPE]  void  TimePeriod  period  int  index  [VARIABLES]  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  boolean  long  e  end  maxEnd  maxMiddle  maxStart  middle  minEnd  minMiddle  minStart  s  serialVersionUID  start  int  index  maxEndIndex  maxMiddleIndex  maxStartIndex  minEndIndex  minMiddleIndex  minStartIndex  TimePeriod  period  	projects/Chart7/source/org/jfree/data/time/TimePeriodValues.java	0.5	317	317	1	replace	this.minEndIndex  =  index  +  2;  if(this.minEndIndex  >=  0)  {  this.minEndIndex  =  index  +  1;  }	  this.minEndIndex    =    index    +    1;    if(this.minEndIndex    >    index    +    1)    {    this.minEndIndex    =    index    +    1;    }    	compilable	  [FE]  AssertionFailedError	282861	1
