compilation error,306,add,[CE] illegal start of expression, ,if(this.maxMiddleIndex > index * 4 + 1) { this.maxMiddleIndex = index * 4 + 1; >>
compilation error,306,add,[CE] illegal start of expression, ,if(this.maxMiddleIndex > index * 4 + 1) { this.maxMiddleIndex = index * 4 + 1;!=
patch is same with buggy,131,replace,, this.maxMiddleIndex  =  Math.min(this.maxMiddleIndex,  this.minMiddleIndex  +  1);  ,this.maxMiddleIndex = Math.min(this.maxMiddleIndex, this.minMiddleIndex + 1);
compilation error,317,add,[CE] illegal start of expression, ,if(end < minEnd) { this.minEndIndex = index * 2; if(end > minEnd) { this.minEndIndex = index * 2; }
compilation error,317,add,[CE] illegal start of expression, ,if(end > minEnd) { this.minEndIndex = index * 2; if(end < minEnd) { this.minEndIndex = index * 2; }
compilation error,317,add,[CE] illegal start of expression, ,if(end > minEnd) { this.minEndIndex = index * 2; if(end < minEnd) { this.minEndIndex = index * 3; }
patch is same with buggy,306,replace,, this.maxMiddleIndex  =  index  +  2;  if(this.maxMiddleIndex  >  0)  {  this.maxMiddleIndex  =  index  +  2;  }  ,this.maxMiddleIndex = index + 2; if(this.maxMiddleIndex > 0) { this.maxMiddleIndex = index + 2; }
patch is same with buggy,131,replace,, this.minEndIndex  =  minMiddleIndex;  this.maxStartIndex  =  maxMiddleIndex;  ,this.minEndIndex = minMiddleIndex; this.maxStartIndex = maxMiddleIndex;
compilation error,131,replace,[CE] cannot find symbol maxMethodIndex, this.minEndIndex  =  minMiddleIndex;  this.maxStartIndex  =  maxMiddleIndex;  ,this.minEndIndex = minMiddleIndex; this.maxStartIndex = maxMethodIndex;
compilation error,246,add,[CE] cannot find symbol, ,updateBounds(item.getSeries(), this.data.size() - 1);
increase failing tests,246,add, [FE]  Size, ,updateBounds(item.getPeriod(), this.data.size() - 1); fireSeriesChanged();
patch is same with buggy,131,replace,, this.maxEndIndex  =  Math.max(maxEndIndex,  Math.min(maxStartIndex,  minMiddleIndex));  ,this.maxEndIndex = Math.max(maxEndIndex, Math.min(maxStartIndex, minMiddleIndex));
