bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number	this_action
1	[BUG]  [BUGGY]  ensureDataConstructance(x,  y,  ranks);  [CE]  cannot  find  symbol  ranks  [FE]            AssertionError    [CONTEXT]    throws  NullArgumentException,  NoDataException  {    [BUGGY]  ensureDataConstructance(x,  y,  ranks);  [BUGGY]      final  double[]  z  =  concatenateSamples(x,  y);  final  double[]  ranks  =  naturalRanking.rank(z);  double  sumRankX  =  0;      [CLASS]  MannWhitneyUTest  [METHOD]  mannWhitneyU  [RETURN_TYPE]  double  final  double[]  x  final  double[]  y  [VARIABLES]  NaturalRanking  naturalRanking  boolean  double[]  ranks  x  y  z  double  U1  U2  sumRankX  int  i  	projects/Math30/src/main/java/org/apache/commons/math3/stat/inference/MannWhitneyUTest.java	0.7071067811865475	129	129	1	replace	ensureDataConstructance(x,  y,  ranks);	  ensureDataConstructance(x,    y);    	non-compiled	[CE]  cannot  find  symbol  ranks	3	None	replace
2	[BUG]  [BUGGY]  ensureDataConstructance(x,  y,  null);  [CE]  cannot  find  symbol  [FE]              AssertionError    [CONTEXT]    throws  NullArgumentException,  NoDataException  {    [BUGGY]  ensureDataConstructance(x,  y,  null);  [BUGGY]      final  double[]  z  =  concatenateSamples(x,  y);  final  double[]  ranks  =  naturalRanking.rank(z);  double  sumRankX  =  0;      [CLASS]  MannWhitneyUTest  [METHOD]  mannWhitneyU  [RETURN_TYPE]  double  final  double[]  x  final  double[]  y  [VARIABLES]  NaturalRanking  naturalRanking  boolean  double[]  ranks  x  y  z  double  U1  U2  sumRankX  int  i  	projects/Math30/src/main/java/org/apache/commons/math3/stat/inference/MannWhitneyUTest.java	0.7071067811865475	129	129	1	replace	ensureDataConstructance(x,  y,  null);	  ensureDataConstructance(x,    y);    	non-compiled	[CE]  cannot  find  symbol	3	None	replace
3	[BUG]  [BUGGY]  ensureDataConstructance(x,  y,  i);  [CE]  cannot  find  symbol  i  [FE]                AssertionError    [CONTEXT]    throws  NullArgumentException,  NoDataException  {    [BUGGY]  ensureDataConstructance(x,  y,  i);  [BUGGY]      final  double[]  z  =  concatenateSamples(x,  y);  final  double[]  ranks  =  naturalRanking.rank(z);  double  sumRankX  =  0;      [CLASS]  MannWhitneyUTest  [METHOD]  mannWhitneyU  [RETURN_TYPE]  double  final  double[]  x  final  double[]  y  [VARIABLES]  NaturalRanking  naturalRanking  boolean  double[]  ranks  x  y  z  double  U1  U2  sumRankX  int  i  	projects/Math30/src/main/java/org/apache/commons/math3/stat/inference/MannWhitneyUTest.java	0.7071067811865475	129	129	1	replace	ensureDataConstructance(x,  y,  i);	  ensureDataConstructance(x,    y);    	non-compiled	[CE]  cannot  find  symbol  i	3	None	replace
4	[BUG]  [BUGGY]  ensureDataConstructor(x,  y,  null);  [CE]  cannot  find  symbol  [FE]        AssertionError    [CONTEXT]    throws  NullArgumentException,  NoDataException  {    [BUGGY]  ensureDataConstructor(x,  y,  null);  [BUGGY]      final  double[]  z  =  concatenateSamples(x,  y);  final  double[]  ranks  =  naturalRanking.rank(z);  double  sumRankX  =  0;      [CLASS]  MannWhitneyUTest  [METHOD]  mannWhitneyU  [RETURN_TYPE]  double  final  double[]  x  final  double[]  y  [VARIABLES]  NaturalRanking  naturalRanking  boolean  double[]  ranks  x  y  z  double  U1  U2  sumRankX  int  i  	projects/Math30/src/main/java/org/apache/commons/math3/stat/inference/MannWhitneyUTest.java	0.7071067811865475	129	129	1	replace	ensureDataConstructor(x,  y,  null);	  ensureDataConstructor(x,    y);    	non-compiled	[CE]  cannot  find  symbol	16	None	replace
5	[BUG]  [BUGGY]  ensureDataConstructor(x,  y,  ranks);  [CE]  cannot  find  symbol  ranks  [FE]          AssertionError    [CONTEXT]    throws  NullArgumentException,  NoDataException  {    [BUGGY]  ensureDataConstructor(x,  y,  ranks);  [BUGGY]      final  double[]  z  =  concatenateSamples(x,  y);  final  double[]  ranks  =  naturalRanking.rank(z);  double  sumRankX  =  0;      [CLASS]  MannWhitneyUTest  [METHOD]  mannWhitneyU  [RETURN_TYPE]  double  final  double[]  x  final  double[]  y  [VARIABLES]  NaturalRanking  naturalRanking  boolean  double[]  ranks  x  y  z  double  U1  U2  sumRankX  int  i  	projects/Math30/src/main/java/org/apache/commons/math3/stat/inference/MannWhitneyUTest.java	0.7071067811865475	129	129	1	replace	ensureDataConstructor(x,  y,  ranks);	  ensureDataConstructor(x,    y);    	non-compiled	[CE]  cannot  find  symbol  ranks	16	None	replace
6	[BUG]  [BUGGY]  ensureDataConstructor(x,  y,  i);  [CE]  cannot  find  symbol  i  [FE]            AssertionError    [CONTEXT]    throws  NullArgumentException,  NoDataException  {    [BUGGY]  ensureDataConstructor(x,  y,  i);  [BUGGY]      final  double[]  z  =  concatenateSamples(x,  y);  final  double[]  ranks  =  naturalRanking.rank(z);  double  sumRankX  =  0;      [CLASS]  MannWhitneyUTest  [METHOD]  mannWhitneyU  [RETURN_TYPE]  double  final  double[]  x  final  double[]  y  [VARIABLES]  NaturalRanking  naturalRanking  boolean  double[]  ranks  x  y  z  double  U1  U2  sumRankX  int  i  	projects/Math30/src/main/java/org/apache/commons/math3/stat/inference/MannWhitneyUTest.java	0.7071067811865475	129	129	1	replace	ensureDataConstructor(x,  y,  i);	  ensureDataConstructor(x,    y);    	non-compiled	[CE]  cannot  find  symbol  i	16	None	replace
7	[BUG]  [BUGGY]  ensureDataConstructor(x,  y,  naturalRanking);  [CE]  cannot  find  symbol  [FE]              AssertionError    [CONTEXT]    throws  NullArgumentException,  NoDataException  {    [BUGGY]  ensureDataConstructor(x,  y,  naturalRanking);  [BUGGY]      final  double[]  z  =  concatenateSamples(x,  y);  final  double[]  ranks  =  naturalRanking.rank(z);  double  sumRankX  =  0;      [CLASS]  MannWhitneyUTest  [METHOD]  mannWhitneyU  [RETURN_TYPE]  double  final  double[]  x  final  double[]  y  [VARIABLES]  NaturalRanking  naturalRanking  boolean  double[]  ranks  x  y  z  double  U1  U2  sumRankX  int  i  	projects/Math30/src/main/java/org/apache/commons/math3/stat/inference/MannWhitneyUTest.java	0.7071067811865475	129	129	1	replace	ensureDataConstructor(x,  y,  naturalRanking);	  ensureDataConstructor(x,    y);    	non-compiled	[CE]  cannot  find  symbol	16	None	replace
8	[BUG]  [BUGGY]  int  i  =  getImmediateNode().getImmediateChildCount()  +  1;  [CE]  cannot  find  symbol  [FE]          AssertionError    [CONTEXT]    throws  NullArgumentException,  NoDataException  {    [BUGGY]  int  i  =  getImmediateNode().getImmediateChildCount()  +  1;  [BUGGY]    ensureDataConformance(x,  y);  final  double[]  z  =  concatenateSamples(x,  y);  final  double[]  ranks  =  naturalRanking.rank(z);  double  sumRankX  =  0;      [CLASS]  MannWhitneyUTest  [METHOD]  mannWhitneyU  [RETURN_TYPE]  double  final  double[]  x  final  double[]  y  [VARIABLES]  NaturalRanking  naturalRanking  boolean  double[]  ranks  x  y  z  double  U1  U2  sumRankX  int  i  	projects/Math30/src/main/java/org/apache/commons/math3/stat/inference/MannWhitneyUTest.java	0.7071067811865475	129	129	1	replace	int  i  =  getImmediateNode().getImmediateChildCount()  +  1;	      int    i    =    getImmediateNode().getImmediateChildCount();    	non-compiled	[CE]  cannot  find  symbol	12	None	replace
9	[BUG]  [BUGGY]  int  i  =  getImmediateNode().getImmediateChildCount()  -  1;  [CE]  cannot  find  symbol  [FE]            AssertionError    [CONTEXT]    throws  NullArgumentException,  NoDataException  {    [BUGGY]  int  i  =  getImmediateNode().getImmediateChildCount()  -  1;  [BUGGY]    ensureDataConformance(x,  y);  final  double[]  z  =  concatenateSamples(x,  y);  final  double[]  ranks  =  naturalRanking.rank(z);  double  sumRankX  =  0;      [CLASS]  MannWhitneyUTest  [METHOD]  mannWhitneyU  [RETURN_TYPE]  double  final  double[]  x  final  double[]  y  [VARIABLES]  NaturalRanking  naturalRanking  boolean  double[]  ranks  x  y  z  double  U1  U2  sumRankX  int  i  	projects/Math30/src/main/java/org/apache/commons/math3/stat/inference/MannWhitneyUTest.java	0.7071067811865475	129	129	1	replace	int  i  =  getImmediateNode().getImmediateChildCount()  -  1;	      int    i    =    getImmediateNode().getImmediateChildCount();    	non-compiled	[CE]  cannot  find  symbol	12	None	replace
10	[BUG]  [BUGGY]  int  i  =  getImmediateNode().getImmediateChildCount()  *  2;  [CE]  cannot  find  symbol  [FE]              AssertionError    [CONTEXT]    throws  NullArgumentException,  NoDataException  {    [BUGGY]  int  i  =  getImmediateNode().getImmediateChildCount()  *  2;  [BUGGY]    ensureDataConformance(x,  y);  final  double[]  z  =  concatenateSamples(x,  y);  final  double[]  ranks  =  naturalRanking.rank(z);  double  sumRankX  =  0;      [CLASS]  MannWhitneyUTest  [METHOD]  mannWhitneyU  [RETURN_TYPE]  double  final  double[]  x  final  double[]  y  [VARIABLES]  NaturalRanking  naturalRanking  boolean  double[]  ranks  x  y  z  double  U1  U2  sumRankX  int  i  	projects/Math30/src/main/java/org/apache/commons/math3/stat/inference/MannWhitneyUTest.java	0.7071067811865475	129	129	1	replace	int  i  =  getImmediateNode().getImmediateChildCount()  *  2;	      int    i    =    getImmediateNode().getImmediateChildCount();    	non-compiled	[CE]  cannot  find  symbol	12	None	replace
