bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
1	[BUG]  [BUGGY]  [FE]  StackOverflowError  testIsSupportLowerBoundInclusive  [CONTEXT]  public  boolean  isSupportLowerBoundInclusive()  {  [BUGGY]    if(!isSupportLowerBoundInclusive())  {  throw  new  IllegalArgumentException( " ");  }  [BUGGY]  return  true;  }  [CLASS]  FDistribution  [METHOD]  isSupportLowerBoundInclusive  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  numericalVarianceIsCalculated  double  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  denomDFMinusTwo  denominatorDF  denominatorDegreesOfFreedom  inverseCumAccuracy  logm  logn  lognxm  logx  m  mhalf  n  nhalf  numeratorDF  numeratorDegreesOfFreedom  numericalVariance  ret  solverAbsoluteAccuracy  x  long  serialVersionUID  	projects/Math22/src/main/java/org/apache/commons/math3/distribution/FDistribution.java	0.7071067811865475	275	275	2	add	    if(!isSupportLowerBoundInclusive())  {  throw  new  IllegalArgumentException( " ");  }		compilable	  [FE]  StackOverflowError  testIsSupportLowerBoundInclusive	2	2
2	[BUG]  [BUGGY]    if(!isSupportLowerBoundInclusive())  {  throw  new  IllegalArgumentException( " ");  }  [FE]  StackOverflowError  testIsSupportLowerBoundInclusive  [CONTEXT]  public  boolean  isSupportLowerBoundInclusive()  {  [BUGGY]    if(!isSupportLowerBoundInclusive())  {  throw  new  IllegalArgumentException( " ");  }  [BUGGY]  return  true;  }  [CLASS]  FDistribution  [METHOD]  isSupportLowerBoundInclusive  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  numericalVarianceIsCalculated  double  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  denomDFMinusTwo  denominatorDF  denominatorDegreesOfFreedom  inverseCumAccuracy  logm  logn  lognxm  logx  m  mhalf  n  nhalf  numeratorDF  numeratorDegreesOfFreedom  numericalVariance  ret  solverAbsoluteAccuracy  x  long  serialVersionUID  	projects/Math22/src/main/java/org/apache/commons/math3/distribution/FDistribution.java	0.7071067811865475	275	275	2	replace	    if(!isSupportLowerBoundInclusive())  {  throw  new  IllegalArgumentException( " ");  }		compilable	  [FE]  StackOverflowError  testIsSupportLowerBoundInclusive	2	2
2	[BUG]  [BUGGY]  [FE]  StackOverflowError  testIsSupportLowerBoundInclusive  [CONTEXT]  public  boolean  isSupportLowerBoundInclusive()  {  [BUGGY]    if(!isSupportLowerBoundInclusive())  {  throw  new  IllegalStateException( " ");  }  [BUGGY]  return  true;  }  [CLASS]  FDistribution  [METHOD]  isSupportLowerBoundInclusive  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  numericalVarianceIsCalculated  double  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  denomDFMinusTwo  denominatorDF  denominatorDegreesOfFreedom  inverseCumAccuracy  logm  logn  lognxm  logx  m  mhalf  n  nhalf  numeratorDF  numeratorDegreesOfFreedom  numericalVariance  ret  solverAbsoluteAccuracy  x  long  serialVersionUID  	projects/Math22/src/main/java/org/apache/commons/math3/distribution/FDistribution.java	0.7071067811865475	275	275	2	add	    if(!isSupportLowerBoundInclusive())  {  throw  new  IllegalStateException( " ");  }		compilable	  [FE]  StackOverflowError  testIsSupportLowerBoundInclusive	2	2
3	[BUG]  [BUGGY]    if(!isSupportLowerBoundInclusive())  {  throw  new  IllegalStateException( " ");  }  [FE]  StackOverflowError  testIsSupportLowerBoundInclusive  [CONTEXT]  public  boolean  isSupportLowerBoundInclusive()  {  [BUGGY]    if(!isSupportLowerBoundInclusive())  {  throw  new  IllegalStateException( " ");  }  [BUGGY]  return  true;  }  [CLASS]  FDistribution  [METHOD]  isSupportLowerBoundInclusive  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  numericalVarianceIsCalculated  double  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  denomDFMinusTwo  denominatorDF  denominatorDegreesOfFreedom  inverseCumAccuracy  logm  logn  lognxm  logx  m  mhalf  n  nhalf  numeratorDF  numeratorDegreesOfFreedom  numericalVariance  ret  solverAbsoluteAccuracy  x  long  serialVersionUID  	projects/Math22/src/main/java/org/apache/commons/math3/distribution/FDistribution.java	0.7071067811865475	275	275	2	replace	    if(!isSupportLowerBoundInclusive())  {  throw  new  IllegalStateException( " ");  }		compilable	  [FE]  StackOverflowError  testIsSupportLowerBoundInclusive	2	2
3	[BUG]  [BUGGY]    if(!isSupportLowerBoundInclusive())  {  throw  new  IllegalArgumentException( " ");  }  else  {  Preconditions.checkState(this.supportLowerBoundInclusive  ==  false);  }  [CE]  cannot  find  symbol  supportLowerBoundInclusive  [CONTEXT]  public  boolean  isSupportLowerBoundInclusive()  {  [BUGGY]    if(!isSupportLowerBoundInclusive())  {  throw  new  IllegalArgumentException( " ");  }  else  {  Preconditions.checkState(this.supportLowerBoundInclusive  ==  false);  }  [BUGGY]  return  true;  }  [CLASS]  FDistribution  [METHOD]  isSupportLowerBoundInclusive  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  numericalVarianceIsCalculated  double  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  denomDFMinusTwo  denominatorDF  denominatorDegreesOfFreedom  inverseCumAccuracy  logm  logn  lognxm  logx  m  mhalf  n  nhalf  numeratorDF  numeratorDegreesOfFreedom  numericalVariance  ret  solverAbsoluteAccuracy  x  long  serialVersionUID  	projects/Math22/src/main/java/org/apache/commons/math3/distribution/FDistribution.java	0.7071067811865475	275	275	2	replace	    if(!isSupportLowerBoundInclusive())  {  throw  new  IllegalArgumentException( " ");  }  else  {  Preconditions.checkState(this.supportLowerBoundInclusive  ==  false);  }		non-compiled	[CE]  cannot  find  symbol  supportLowerBoundInclusive	2	None
4	[BUG]  [BUGGY]    if(!isSupportLowerBoundInclusive())  {  throw  new  IllegalArgumentException( " ");  }  else  {  Preconditions.checkState(this.supportLowerBoundInclusive!=  false);  }  [CE]  cannot  find  symbol  supportLowerBoundInclusive  [CONTEXT]  public  boolean  isSupportLowerBoundInclusive()  {  [BUGGY]    if(!isSupportLowerBoundInclusive())  {  throw  new  IllegalArgumentException( " ");  }  else  {  Preconditions.checkState(this.supportLowerBoundInclusive!=  false);  }  [BUGGY]  return  true;  }  [CLASS]  FDistribution  [METHOD]  isSupportLowerBoundInclusive  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  numericalVarianceIsCalculated  double  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  denomDFMinusTwo  denominatorDF  denominatorDegreesOfFreedom  inverseCumAccuracy  logm  logn  lognxm  logx  m  mhalf  n  nhalf  numeratorDF  numeratorDegreesOfFreedom  numericalVariance  ret  solverAbsoluteAccuracy  x  long  serialVersionUID  	projects/Math22/src/main/java/org/apache/commons/math3/distribution/FDistribution.java	0.7071067811865475	275	275	2	replace	    if(!isSupportLowerBoundInclusive())  {  throw  new  IllegalArgumentException( " ");  }  else  {  Preconditions.checkState(this.supportLowerBoundInclusive!=  false);  }		non-compiled	[CE]  cannot  find  symbol  supportLowerBoundInclusive	2	None
5	[BUG]  [BUGGY]    if(!isSupportLowerBoundInclusive())  {  throw  new  IllegalArgumentException( " ");  }  else  {  Preconditions.checkState(this.supportLowerBoundInclusive  ==  false);  return  false;  }  [CE]  cannot  find  symbol  supportLowerBoundInclusive  [CONTEXT]  public  boolean  isSupportLowerBoundInclusive()  {  [BUGGY]    if(!isSupportLowerBoundInclusive())  {  throw  new  IllegalArgumentException( " ");  }  else  {  Preconditions.checkState(this.supportLowerBoundInclusive  ==  false);  return  false;  }  [BUGGY]  return  true;  }  [CLASS]  FDistribution  [METHOD]  isSupportLowerBoundInclusive  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  numericalVarianceIsCalculated  double  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  denomDFMinusTwo  denominatorDF  denominatorDegreesOfFreedom  inverseCumAccuracy  logm  logn  lognxm  logx  m  mhalf  n  nhalf  numeratorDF  numeratorDegreesOfFreedom  numericalVariance  ret  solverAbsoluteAccuracy  x  long  serialVersionUID  	projects/Math22/src/main/java/org/apache/commons/math3/distribution/FDistribution.java	0.7071067811865475	275	275	2	replace	    if(!isSupportLowerBoundInclusive())  {  throw  new  IllegalArgumentException( " ");  }  else  {  Preconditions.checkState(this.supportLowerBoundInclusive  ==  false);  return  false;  }		non-compiled	[CE]  cannot  find  symbol  supportLowerBoundInclusive	2	None
11	[BUG]  [BUGGY]    final  double  lognxm  =  FastMath.log(lognxm  *  x);  [CE]  variable  lognxm  is  already  defined  in  method  density(double)  [CONTEXT]  public  double  density(double  x)  {  final  double  nhalf  =  numeratorDegreesOfFreedom  /  2;  final  double  mhalf  =  denominatorDegreesOfFreedom  /  2;  final  double  logx  =  FastMath.log(x);  final  double  logn  =  FastMath.log(numeratorDegreesOfFreedom);  final  double  logm  =  FastMath.log(denominatorDegreesOfFreedom);  final  double  lognxm  =  FastMath.log(numeratorDegreesOfFreedom  *  x  +  denominatorDegreesOfFreedom);  [BUGGY]    final  double  lognxm  =  FastMath.log(lognxm  *  x);  [BUGGY]  return  FastMath.exp(nhalf  *  logn  +  nhalf  *  logx  -  logx  +        mhalf  *  logm  -  nhalf  *  lognxm  -  mhalf  *  lognxm  -              Beta.logBeta(nhalf,  mhalf));  mhalf  *  logm  -  nhalf  *  lognxm  -  mhalf  *  lognxm  -  Beta.logBeta(nhalf,  mhalf));  }  [CLASS]  FDistribution  [METHOD]  density  [RETURN_TYPE]  double  double  x  [VARIABLES]  boolean  numericalVarianceIsCalculated  double  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  denominatorDegreesOfFreedom  inverseCumAccuracy  logm  logn  lognxm  logx  mhalf  nhalf  numeratorDegreesOfFreedom  numericalVariance  solverAbsoluteAccuracy  x  long  serialVersionUID  	projects/Math22/src/main/java/org/apache/commons/math3/distribution/FDistribution.java	0.35355339059327373	136	138	2	replace	    final  double  lognxm  =  FastMath.log(lognxm  *  x);		non-compiled	[CE]  variable  lognxm  is  already  defined  in  method  density(double)	18	None
12	[BUG]  [BUGGY]    final  double  mhalf  =  FastMath.log(lognxm  *  x);  [CE]  variable  mhalf  is  already  defined  in  method  density(double)  [CONTEXT]  public  double  density(double  x)  {  final  double  nhalf  =  numeratorDegreesOfFreedom  /  2;  final  double  mhalf  =  denominatorDegreesOfFreedom  /  2;  final  double  logx  =  FastMath.log(x);  final  double  logn  =  FastMath.log(numeratorDegreesOfFreedom);  final  double  logm  =  FastMath.log(denominatorDegreesOfFreedom);  final  double  lognxm  =  FastMath.log(numeratorDegreesOfFreedom  *  x  +  denominatorDegreesOfFreedom);  [BUGGY]    final  double  mhalf  =  FastMath.log(lognxm  *  x);  [BUGGY]  return  FastMath.exp(nhalf  *  logn  +  nhalf  *  logx  -  logx  +        mhalf  *  logm  -  nhalf  *  lognxm  -  mhalf  *  lognxm  -              Beta.logBeta(nhalf,  mhalf));  mhalf  *  logm  -  nhalf  *  lognxm  -  mhalf  *  lognxm  -  Beta.logBeta(nhalf,  mhalf));  }  [CLASS]  FDistribution  [METHOD]  density  [RETURN_TYPE]  double  double  x  [VARIABLES]  boolean  numericalVarianceIsCalculated  double  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  denominatorDegreesOfFreedom  inverseCumAccuracy  logm  logn  lognxm  logx  mhalf  nhalf  numeratorDegreesOfFreedom  numericalVariance  solverAbsoluteAccuracy  x  long  serialVersionUID  	projects/Math22/src/main/java/org/apache/commons/math3/distribution/FDistribution.java	0.35355339059327373	136	138	2	replace	    final  double  mhalf  =  FastMath.log(lognxm  *  x);		non-compiled	[CE]  variable  mhalf  is  already  defined  in  method  density(double)	18	None
13	[BUG]  [BUGGY]    final  double  mhalf  =  FastMath.log(lognxm);  [CE]  variable  mhalf  is  already  defined  in  method  density(double)  [CONTEXT]  public  double  density(double  x)  {  final  double  nhalf  =  numeratorDegreesOfFreedom  /  2;  final  double  mhalf  =  denominatorDegreesOfFreedom  /  2;  final  double  logx  =  FastMath.log(x);  final  double  logn  =  FastMath.log(numeratorDegreesOfFreedom);  final  double  logm  =  FastMath.log(denominatorDegreesOfFreedom);  final  double  lognxm  =  FastMath.log(numeratorDegreesOfFreedom  *  x  +  denominatorDegreesOfFreedom);  [BUGGY]    final  double  mhalf  =  FastMath.log(lognxm);  [BUGGY]  return  FastMath.exp(nhalf  *  logn  +  nhalf  *  logx  -  logx  +        mhalf  *  logm  -  nhalf  *  lognxm  -  mhalf  *  lognxm  -              Beta.logBeta(nhalf,  mhalf));  mhalf  *  logm  -  nhalf  *  lognxm  -  mhalf  *  lognxm  -  Beta.logBeta(nhalf,  mhalf));  }  [CLASS]  FDistribution  [METHOD]  density  [RETURN_TYPE]  double  double  x  [VARIABLES]  boolean  numericalVarianceIsCalculated  double  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  denominatorDegreesOfFreedom  inverseCumAccuracy  logm  logn  lognxm  logx  mhalf  nhalf  numeratorDegreesOfFreedom  numericalVariance  solverAbsoluteAccuracy  x  long  serialVersionUID  	projects/Math22/src/main/java/org/apache/commons/math3/distribution/FDistribution.java	0.35355339059327373	136	138	2	replace	    final  double  mhalf  =  FastMath.log(lognxm);		non-compiled	[CE]  variable  mhalf  is  already  defined  in  method  density(double)	18	None
