bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number	this_action
1	[BUG]  [BUGGY]  [FE]  AssertionError  [FE]      AssertionError  [CONTEXT]  public  boolean  isSupportUpperBoundInclusive()  {  [BUGGY]  return  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ==  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  &&  DEFAULT_INVERSE_ABSOLUTE_ACCURACY!=  DEFAULT_INVERSE_ABSOLUTE_ACCURACY;  [BUGGY]  }  [CLASS]  UniformRealDistribution  [METHOD]  isSupportUpperBoundInclusive  [RETURN_TYPE]  boolean  [VARIABLES]  double  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  inverseCumAccuracy  lower  solverAbsoluteAccuracy  ul  upper  x  long  serialVersionUID  boolean  	projects/Math22/src/main/java/org/apache/commons/math3/distribution/UniformRealDistribution.java	1.0	184	184	1	add	return  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ==  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  &&  DEFAULT_INVERSE_ABSOLUTE_ACCURACY!=  DEFAULT_INVERSE_ABSOLUTE_ACCURACY;	return  false;  	compilable	  [FE]  AssertionError  	1	1	replace
2	[BUG]  [BUGGY]  return  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ==  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  &&  DEFAULT_INVERSE_ABSOLUTE_ACCURACY!=  DEFAULT_INVERSE_ABSOLUTE_ACCURACY;  [FE]  AssertionError  [FE]      AssertionError  [CONTEXT]  public  boolean  isSupportUpperBoundInclusive()  {  [BUGGY]  return  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ==  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  &&  DEFAULT_INVERSE_ABSOLUTE_ACCURACY!=  DEFAULT_INVERSE_ABSOLUTE_ACCURACY;  [BUGGY]  }  [CLASS]  UniformRealDistribution  [METHOD]  isSupportUpperBoundInclusive  [RETURN_TYPE]  boolean  [VARIABLES]  double  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  inverseCumAccuracy  lower  solverAbsoluteAccuracy  ul  upper  x  long  serialVersionUID  boolean  	projects/Math22/src/main/java/org/apache/commons/math3/distribution/UniformRealDistribution.java	1.0	184	184	1	replace	return  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ==  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  &&  DEFAULT_INVERSE_ABSOLUTE_ACCURACY!=  DEFAULT_INVERSE_ABSOLUTE_ACCURACY;	return  false;  	compilable	  [FE]  AssertionError  	1	1	replace
3	[BUG]  [BUGGY]  [FE]  AssertionError  [FE]        AssertionError  [CONTEXT]  public  boolean  isSupportUpperBoundInclusive()  {  [BUGGY]  return  DEFAULT_INVERSE_ABSOLUTE_ACCURACY!=  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  &&  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ==  DEFAULT_INVERSE_ABSOLUTE_ACCURACY;  [BUGGY]  }  [CLASS]  UniformRealDistribution  [METHOD]  isSupportUpperBoundInclusive  [RETURN_TYPE]  boolean  [VARIABLES]  double  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  inverseCumAccuracy  lower  solverAbsoluteAccuracy  ul  upper  x  long  serialVersionUID  boolean  	projects/Math22/src/main/java/org/apache/commons/math3/distribution/UniformRealDistribution.java	1.0	184	184	1	add	return  DEFAULT_INVERSE_ABSOLUTE_ACCURACY!=  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  &&  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ==  DEFAULT_INVERSE_ABSOLUTE_ACCURACY;	return  false;  	compilable	  [FE]  AssertionError  	1	1	replace
4	[BUG]  [BUGGY]  return  DEFAULT_INVERSE_ABSOLUTE_ACCURACY!=  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  &&  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ==  DEFAULT_INVERSE_ABSOLUTE_ACCURACY;  [FE]  AssertionError  [FE]        AssertionError  [CONTEXT]  public  boolean  isSupportUpperBoundInclusive()  {  [BUGGY]  return  DEFAULT_INVERSE_ABSOLUTE_ACCURACY!=  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  &&  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ==  DEFAULT_INVERSE_ABSOLUTE_ACCURACY;  [BUGGY]  }  [CLASS]  UniformRealDistribution  [METHOD]  isSupportUpperBoundInclusive  [RETURN_TYPE]  boolean  [VARIABLES]  double  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  inverseCumAccuracy  lower  solverAbsoluteAccuracy  ul  upper  x  long  serialVersionUID  boolean  	projects/Math22/src/main/java/org/apache/commons/math3/distribution/UniformRealDistribution.java	1.0	184	184	1	replace	return  DEFAULT_INVERSE_ABSOLUTE_ACCURACY!=  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  &&  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ==  DEFAULT_INVERSE_ABSOLUTE_ACCURACY;	return  false;  	compilable	  [FE]  AssertionError  	1	1	replace
5	[BUG]  [BUGGY]  return  DEFAULT_INVERSE_ABSOLUTE_ACCURACY!=  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ||  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ==  DEFAULT_INVERSE_ABSOLUTE_ACCURACY);  [CE]  ';'  expected  [FE]                AssertionError  [CONTEXT]  public  boolean  isSupportUpperBoundInclusive()  {  [BUGGY]  return  DEFAULT_INVERSE_ABSOLUTE_ACCURACY!=  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ||  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ==  DEFAULT_INVERSE_ABSOLUTE_ACCURACY);  [BUGGY]  }  [CLASS]  UniformRealDistribution  [METHOD]  isSupportUpperBoundInclusive  [RETURN_TYPE]  boolean  [VARIABLES]  double  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  inverseCumAccuracy  lower  solverAbsoluteAccuracy  ul  upper  x  long  serialVersionUID  boolean  	projects/Math22/src/main/java/org/apache/commons/math3/distribution/UniformRealDistribution.java	1.0	184	184	1	replace	return  DEFAULT_INVERSE_ABSOLUTE_ACCURACY!=  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ||  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ==  DEFAULT_INVERSE_ABSOLUTE_ACCURACY);	return  false;  	non-compiled	[CE]  ';'  expected	1	None	replace
6	[BUG]  [BUGGY]  return  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ==  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ||  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ==  DEFAULT_INVERSE_ABSOLUTE_ACCURACY);  [CE]  ';'  expected  [FE]                  AssertionError  [CONTEXT]  public  boolean  isSupportUpperBoundInclusive()  {  [BUGGY]  return  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ==  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ||  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ==  DEFAULT_INVERSE_ABSOLUTE_ACCURACY);  [BUGGY]  }  [CLASS]  UniformRealDistribution  [METHOD]  isSupportUpperBoundInclusive  [RETURN_TYPE]  boolean  [VARIABLES]  double  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  inverseCumAccuracy  lower  solverAbsoluteAccuracy  ul  upper  x  long  serialVersionUID  boolean  	projects/Math22/src/main/java/org/apache/commons/math3/distribution/UniformRealDistribution.java	1.0	184	184	1	replace	return  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ==  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ||  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ==  DEFAULT_INVERSE_ABSOLUTE_ACCURACY);	return  false;  	non-compiled	[CE]  ';'  expected	1	None	replace
7	[BUG]  [BUGGY]  [FE]  AssertionError  [FE]                        AssertionError  [CONTEXT]  public  boolean  isSupportUpperBoundInclusive()  {  [BUGGY]  return  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  >=  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  &&  DEFAULT_INVERSE_ABSOLUTE_ACCURACY!=  DEFAULT_INVERSE_ABSOLUTE_ACCURACY;  [BUGGY]  }  [CLASS]  UniformRealDistribution  [METHOD]  isSupportUpperBoundInclusive  [RETURN_TYPE]  boolean  [VARIABLES]  double  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  inverseCumAccuracy  lower  solverAbsoluteAccuracy  ul  upper  x  long  serialVersionUID  boolean  	projects/Math22/src/main/java/org/apache/commons/math3/distribution/UniformRealDistribution.java	1.0	184	184	1	add	return  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  >=  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  &&  DEFAULT_INVERSE_ABSOLUTE_ACCURACY!=  DEFAULT_INVERSE_ABSOLUTE_ACCURACY;	return  false;  	compilable	  [FE]  AssertionError  	1	1	replace
8	[BUG]  [BUGGY]  return  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  >=  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  &&  DEFAULT_INVERSE_ABSOLUTE_ACCURACY!=  DEFAULT_INVERSE_ABSOLUTE_ACCURACY;  [FE]  AssertionError  [FE]                        AssertionError  [CONTEXT]  public  boolean  isSupportUpperBoundInclusive()  {  [BUGGY]  return  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  >=  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  &&  DEFAULT_INVERSE_ABSOLUTE_ACCURACY!=  DEFAULT_INVERSE_ABSOLUTE_ACCURACY;  [BUGGY]  }  [CLASS]  UniformRealDistribution  [METHOD]  isSupportUpperBoundInclusive  [RETURN_TYPE]  boolean  [VARIABLES]  double  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  inverseCumAccuracy  lower  solverAbsoluteAccuracy  ul  upper  x  long  serialVersionUID  boolean  	projects/Math22/src/main/java/org/apache/commons/math3/distribution/UniformRealDistribution.java	1.0	184	184	1	replace	return  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  >=  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  &&  DEFAULT_INVERSE_ABSOLUTE_ACCURACY!=  DEFAULT_INVERSE_ABSOLUTE_ACCURACY;	return  false;  	compilable	  [FE]  AssertionError  	1	1	replace
9	[BUG]  [BUGGY]  return  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ==  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ||  DEFAULT_INVERSE_ABSOLUTE_ACCURACY!=  DEFAULT_INVERSE_ABSOLUTE_ACCURACY);  [CE]  ';'  expected  [FE]                            AssertionError  [CONTEXT]  public  boolean  isSupportUpperBoundInclusive()  {  [BUGGY]  return  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ==  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ||  DEFAULT_INVERSE_ABSOLUTE_ACCURACY!=  DEFAULT_INVERSE_ABSOLUTE_ACCURACY);  [BUGGY]  }  [CLASS]  UniformRealDistribution  [METHOD]  isSupportUpperBoundInclusive  [RETURN_TYPE]  boolean  [VARIABLES]  double  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  inverseCumAccuracy  lower  solverAbsoluteAccuracy  ul  upper  x  long  serialVersionUID  boolean  	projects/Math22/src/main/java/org/apache/commons/math3/distribution/UniformRealDistribution.java	1.0	184	184	1	replace	return  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ==  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ||  DEFAULT_INVERSE_ABSOLUTE_ACCURACY!=  DEFAULT_INVERSE_ABSOLUTE_ACCURACY);	return  false;  	non-compiled	[CE]  ';'  expected	1	None	replace
10	[BUG]  [BUGGY]  return  DEFAULT_INVERSE_ABSOLUTE_ACCURACY!=  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  &&  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ==  DEFAULT_INVERSE_ABSOLUTE_ACCURACY);  [CE]  ';'  expected  [FE]                              AssertionError  [CONTEXT]  public  boolean  isSupportUpperBoundInclusive()  {  [BUGGY]  return  DEFAULT_INVERSE_ABSOLUTE_ACCURACY!=  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  &&  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ==  DEFAULT_INVERSE_ABSOLUTE_ACCURACY);  [BUGGY]  }  [CLASS]  UniformRealDistribution  [METHOD]  isSupportUpperBoundInclusive  [RETURN_TYPE]  boolean  [VARIABLES]  double  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  inverseCumAccuracy  lower  solverAbsoluteAccuracy  ul  upper  x  long  serialVersionUID  boolean  	projects/Math22/src/main/java/org/apache/commons/math3/distribution/UniformRealDistribution.java	1.0	184	184	1	replace	return  DEFAULT_INVERSE_ABSOLUTE_ACCURACY!=  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  &&  DEFAULT_INVERSE_ABSOLUTE_ACCURACY  ==  DEFAULT_INVERSE_ABSOLUTE_ACCURACY);	return  false;  	non-compiled	[CE]  ';'  expected	1	None	replace
