projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.rightBlock.arrange(g2,c3);
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.centerBlock.arrange(g2,c3);
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.leftBlock.arrange(g2,c3);w[3]=size.width;h[3]=size.height;
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.rightBlock.arrange(g2,c3);w[3]=size.width;h[3]=size.height;
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.centerBlock.arrange(g2,c3);w[3]=size.width;h[3]=size.height;
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.bottomBlock.arrange(g2,c3);
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.leftBlock.arrange(g2,c3);
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.leftBlock.arrange(g2,c3);w[3]=size.width;
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.rightBlock.arrange(g2,c4);
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.rightBlock.arrange(g2,c3);w[3]=size.width;h[3]=h;
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.rightBlock.arrange(g2,c3);w[2]=size.width;h[3]=size.height;
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.centerBlock.arrange(g2,c1);w[3]=size.width;h[3]=size.height;
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.centerBlock.arrange(g2,c3);w[2]=size.width;h[3]=size.height;
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.leftBlock.arrange(g2,c1);w[3]=size.width;
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.centerBlock.arrange(g2,c1);
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.leftBlock.arrange(g2,c1);
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.bottomBlock.arrange(g2,c1);
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.leftBlock.arrange(g2,c1);w[3]=size.width;h[3]=size.height;
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.leftBlock.arrange(g2,c3);w[2]=size.width;h[2]=size.height;
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.bottomBlock.arrange(g2,c3);Size2Dsize=this.bottomBlock.arrange(g2,c3);
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.bottomBlock.arrange(g2,c3);Size2Dsize=this.bottomBlock.arrange(g2,c4);
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.bottomBlock.arrange(g2,c3);Size2Dsize=this.bottomBlock.arrange(g2,c2);
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.rightBlock.arrange(g2,c1);w[3]=size.width;h[3]=size.height;
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.centerBlock.arrange(g2,c3);Size2Dsize=this.centerBlock.arrange(g2,c3);
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.centerBlock.arrange(g2,c3);Size2Dsize=this.centerBlock.arrange(g2,c4);
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.centerBlock.arrange(g2,c3);Size2Dsize=this.centerBlock.arrange(g2,c1);
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.rightBlock.arrange(g2,c1);
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.centerBlock.arrange(g2,c4);
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.centerBlock.arrange(g2,c3);Size2Dsize=this.centerBlock.arrange(g2,c2);
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.rightBlock.arrange(g2,c3);w[2]=size.width;h[2]=size.height;
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.centerBlock.arrange(g2,c3);w[2]=size.width;h[2]=size.height;
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.bottomBlock.arrange(g2,c3);Size2Dsize=this.topBlock.arrange(g2,c3);
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.bottomBlock.arrange(g2,c4);
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.leftBlock.arrange(g2,c4);
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.leftBlock.arrange(g2,c3);w[2]=size.width;
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java306Size2Dsize=this.leftBlock.arrange(g2,c3);w[2]=size.width;h[3]=size.height;
