projects/Compress19/src/main/java/org/apache/commons/compress/archivers/zip/Zip64ExtendedInformationExtraField.java207diskStart=newZipLong(buffer,offset);
projects/Compress19/src/main/java/org/apache/commons/compress/archivers/zip/Zip64ExtendedInformationExtraField.java207diskStart=newZipLong(buffer,offset+1);
projects/Compress19/src/main/java/org/apache/commons/compress/archivers/zip/Zip64ExtendedInformationExtraField.java207diskStart=newZipLong(buffer,offset+length);
projects/Compress19/src/main/java/org/apache/commons/compress/archivers/zip/Zip64ExtendedInformationExtraField.java207diskStart=newZipLong(buffer,offset+2);
projects/Compress19/src/main/java/org/apache/commons/compress/archivers/zip/Zip64ExtendedInformationExtraField.java207diskStart=newZipLong(buffer,remaining);
projects/Compress19/src/main/java/org/apache/commons/compress/archivers/zip/Zip64ExtendedInformationExtraField.java207diskStart=newZipLong(buffer,offset+WORD);
projects/Compress19/src/main/java/org/apache/commons/compress/archivers/zip/Zip64ExtendedInformationExtraField.java207diskStart=newZipLong(buffer,offset+3);
projects/Compress19/src/main/java/org/apache/commons/compress/archivers/zip/Zip64ExtendedInformationExtraField.java207diskStart=newZipLong(buffer,offset-remaining);
projects/Compress19/src/main/java/org/apache/commons/compress/archivers/zip/Zip64ExtendedInformationExtraField.java207
projects/Compress19/src/main/java/org/apache/commons/compress/archivers/zip/Zip64ExtendedInformationExtraField.java207diskStart=newZipLong(buffer,offset-1);
projects/Compress19/src/main/java/org/apache/commons/compress/archivers/zip/Zip64ExtendedInformationExtraField.java207diskStart=newZipLong(remaining,buffer);
projects/Compress19/src/main/java/org/apache/commons/compress/archivers/zip/Zip64ExtendedInformationExtraField.java207diskStart=newZipLong(buffer,offset+3);diskStart=newZipLong(buffer,offset+3);
projects/Compress19/src/main/java/org/apache/commons/compress/archivers/zip/Zip64ExtendedInformationExtraField.java207diskStart=newZipLong(buffer,offset+3);DispatcherOffset<ZipLong>diskStart=newZipLong(buffer,offset+3);
projects/Compress19/src/main/java/org/apache/commons/compress/archivers/zip/Zip64ExtendedInformationExtraField.java207diskStart=newZipLong(buffer,offset+3);DispatcherOffset<Z>diskStart=newZipLong(buffer,offset+3);
projects/Compress19/src/main/java/org/apache/commons/compress/archivers/zip/Zip64ExtendedInformationExtraField.java207diskStart=newZipLong(buffer,offset+3);DiskStart=newZipLong(buffer,offset+3);
projects/Compress19/src/main/java/org/apache/commons/compress/archivers/zip/Zip64ExtendedInformationExtraField.java207diskStart=newZipLong(buffer,offset+3);DispatcherOffset<ZipLong>offset=newZipLong(buffer,offset+3);
projects/Compress19/src/main/java/org/apache/commons/compress/archivers/zip/Zip64ExtendedInformationExtraField.java207diskStart=newZipLong(buffer,offset+3);DispatcherStart=newZipLong(buffer,offset+3);
projects/Compress19/src/main/java/org/apache/commons/compress/archivers/zip/Zip64ExtendedInformationExtraField.java207diskStart=newZipLong(buffer,offset+3);discStart=newZipLong(buffer,offset+3);
projects/Compress19/src/main/java/org/apache/commons/compress/archivers/zip/Zip64ExtendedInformationExtraField.java207diskStart=newZipLong(buffer,offset+3);intdiskStart=newZipLong(buffer,offset+3);
projects/Compress19/src/main/java/org/apache/commons/compress/archivers/zip/Zip64ExtendedInformationExtraField.java207diskStart=newZipLong(buffer,remaining+1);
projects/Compress19/src/main/java/org/apache/commons/compress/archivers/zip/Zip64ExtendedInformationExtraField.java207diskStart=newZipLong(buffer,offset+2,remaining);
