bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	action	patch
1	[BUG] [BUGGY] if (valueToAdd == 0) { [FE] org.joda.time.IllegalFieldValueException: Value 29 for dayOfMonth must be in the range [1 [CONTEXT] public int[] add(ReadablePartial partial, int fieldIndex, int[] values, int valueToAdd) {   [BUGGY] if (valueToAdd == 0) { [BUGGY] return values; }  if (DateTimeUtils.isContiguous(partial)) { long instant = 0L; for (int i = 0, isize = partial.size(); i < isize; i++) { instant = partial.getFieldType(i).getField(iChronology).set(instant, values[i]); } instant = add(instant, valueToAdd); return iChronology.get(partial, instant); [CLASS] BasicMonthOfYearDateTimeField [METHOD] add [RETURN_TYPE] int[]  ReadablePartial partial int fieldIndex int[] values int valueToAdd [VARIABLES] int[] values ReadablePartial partial boolean long datePart instant monthToUse months serialVersionUID timePart yearToUse int MIN dayToUse fieldIndex i iLeapMonth iMax i_monthToUse i_months i_yearToUse isize leapMonth maxDay monthToUse months remMonthToUse thisMonth thisYear valueToAdd yearToUse BasicChronology chronology iChronology  	projects/Time14/src/main/java/org/joda/time/chrono/BasicMonthOfYearDateTimeField.java	0.7302967433402214	206	206	8	replace	
2	[BUG] [BUGGY] [FE] org.joda.time.IllegalFieldValueException: Value 29 for dayOfMonth must be in the range [1 [CONTEXT] public int[] add(ReadablePartial partial, int fieldIndex, int[] values, int valueToAdd) {   [BUGGY] [BUGGY] if (valueToAdd == 0) { return values; }  if (DateTimeUtils.isContiguous(partial)) { long instant = 0L; for (int i = 0, isize = partial.size(); i < isize; i++) { instant = partial.getFieldType(i).getField(iChronology).set(instant, values[i]); } instant = add(instant, valueToAdd); return iChronology.get(partial, instant); [CLASS] BasicMonthOfYearDateTimeField [METHOD] add [RETURN_TYPE] int[]  ReadablePartial partial int fieldIndex int[] values int valueToAdd [VARIABLES] int[] values ReadablePartial partial boolean long datePart instant monthToUse months serialVersionUID timePart yearToUse int MIN dayToUse fieldIndex i iLeapMonth iMax i_monthToUse i_months i_yearToUse isize leapMonth maxDay monthToUse months remMonthToUse thisMonth thisYear valueToAdd yearToUse BasicChronology chronology iChronology  	projects/Time14/src/main/java/org/joda/time/chrono/BasicMonthOfYearDateTimeField.java	0.7302967433402214	206	206	8	add	
3	[BUG] [BUGGY] if (DateTimeUtils.isContiguous(partial)) { [FE] org.joda.time.IllegalFieldValueException: Value 29 for dayOfMonth must be in the range [1 [CONTEXT] public int[] add(ReadablePartial partial, int fieldIndex, int[] values, int valueToAdd) {   if (valueToAdd == 0) { return values; }  [BUGGY] if (DateTimeUtils.isContiguous(partial)) { [BUGGY] long instant = 0L; for (int i = 0, isize = partial.size(); i < isize; i++) { instant = partial.getFieldType(i).getField(iChronology).set(instant, values[i]); } instant = add(instant, valueToAdd); return iChronology.get(partial, instant); } else { return super.add(partial, fieldIndex, values, valueToAdd); } } [CLASS] BasicMonthOfYearDateTimeField [METHOD] add [RETURN_TYPE] int[]  ReadablePartial partial int fieldIndex int[] values int valueToAdd [VARIABLES] int[] values ReadablePartial partial boolean long datePart instant monthToUse months serialVersionUID timePart yearToUse int MIN dayToUse fieldIndex i iLeapMonth iMax i_monthToUse i_months i_yearToUse isize leapMonth maxDay monthToUse months remMonthToUse thisMonth thisYear valueToAdd yearToUse BasicChronology chronology iChronology  	projects/Time14/src/main/java/org/joda/time/chrono/BasicMonthOfYearDateTimeField.java	0.7302967433402214	210	210	8	replace	
4	[BUG] [BUGGY] [FE] org.joda.time.IllegalFieldValueException: Value 29 for dayOfMonth must be in the range [1 [CONTEXT] public int[] add(ReadablePartial partial, int fieldIndex, int[] values, int valueToAdd) {   if (valueToAdd == 0) { return values; }  [BUGGY] [BUGGY] if (DateTimeUtils.isContiguous(partial)) { long instant = 0L; for (int i = 0, isize = partial.size(); i < isize; i++) { instant = partial.getFieldType(i).getField(iChronology).set(instant, values[i]); } instant = add(instant, valueToAdd); return iChronology.get(partial, instant); } else { return super.add(partial, fieldIndex, values, valueToAdd); } } [CLASS] BasicMonthOfYearDateTimeField [METHOD] add [RETURN_TYPE] int[]  ReadablePartial partial int fieldIndex int[] values int valueToAdd [VARIABLES] int[] values ReadablePartial partial boolean long datePart instant monthToUse months serialVersionUID timePart yearToUse int MIN dayToUse fieldIndex i iLeapMonth iMax i_monthToUse i_months i_yearToUse isize leapMonth maxDay monthToUse months remMonthToUse thisMonth thisYear valueToAdd yearToUse BasicChronology chronology iChronology  	projects/Time14/src/main/java/org/joda/time/chrono/BasicMonthOfYearDateTimeField.java	0.7302967433402214	210	210	8	add	
5	[BUG] [BUGGY] long instant = 0L; [FE] org.joda.time.IllegalFieldValueException: Value 29 for dayOfMonth must be in the range [1 [CONTEXT] public int[] add(ReadablePartial partial, int fieldIndex, int[] values, int valueToAdd) {   if (valueToAdd == 0) { return values; }  if (DateTimeUtils.isContiguous(partial)) { [BUGGY] long instant = 0L; [BUGGY] for (int i = 0, isize = partial.size(); i < isize; i++) { instant = partial.getFieldType(i).getField(iChronology).set(instant, values[i]); } instant = add(instant, valueToAdd); return iChronology.get(partial, instant); } else { return super.add(partial, fieldIndex, values, valueToAdd); } } [CLASS] BasicMonthOfYearDateTimeField [METHOD] add [RETURN_TYPE] int[]  ReadablePartial partial int fieldIndex int[] values int valueToAdd [VARIABLES] int[] values ReadablePartial partial boolean long datePart instant monthToUse months serialVersionUID timePart yearToUse int MIN dayToUse fieldIndex i iLeapMonth iMax i_monthToUse i_months i_yearToUse isize leapMonth maxDay monthToUse months remMonthToUse thisMonth thisYear valueToAdd yearToUse BasicChronology chronology iChronology  	projects/Time14/src/main/java/org/joda/time/chrono/BasicMonthOfYearDateTimeField.java	0.7302967433402214	211	211	8	replace	
6	[BUG] [BUGGY] [FE] org.joda.time.IllegalFieldValueException: Value 29 for dayOfMonth must be in the range [1 [CONTEXT] public int[] add(ReadablePartial partial, int fieldIndex, int[] values, int valueToAdd) {   if (valueToAdd == 0) { return values; }  if (DateTimeUtils.isContiguous(partial)) { [BUGGY] [BUGGY] long instant = 0L; for (int i = 0, isize = partial.size(); i < isize; i++) { instant = partial.getFieldType(i).getField(iChronology).set(instant, values[i]); } instant = add(instant, valueToAdd); return iChronology.get(partial, instant); } else { return super.add(partial, fieldIndex, values, valueToAdd); } } [CLASS] BasicMonthOfYearDateTimeField [METHOD] add [RETURN_TYPE] int[]  ReadablePartial partial int fieldIndex int[] values int valueToAdd [VARIABLES] int[] values ReadablePartial partial boolean long datePart instant monthToUse months serialVersionUID timePart yearToUse int MIN dayToUse fieldIndex i iLeapMonth iMax i_monthToUse i_months i_yearToUse isize leapMonth maxDay monthToUse months remMonthToUse thisMonth thisYear valueToAdd yearToUse BasicChronology chronology iChronology  	projects/Time14/src/main/java/org/joda/time/chrono/BasicMonthOfYearDateTimeField.java	0.7302967433402214	211	211	8	add	
7	[BUG] [BUGGY] for (int i = 0, isize = partial.size(); i < isize; i++) { [FE] org.joda.time.IllegalFieldValueException: Value 29 for dayOfMonth must be in the range [1 [CONTEXT] public int[] add(ReadablePartial partial, int fieldIndex, int[] values, int valueToAdd) {   if (valueToAdd == 0) { return values; }  if (DateTimeUtils.isContiguous(partial)) { long instant = 0L; [BUGGY] for (int i = 0, isize = partial.size(); i < isize; i++) { [BUGGY] instant = partial.getFieldType(i).getField(iChronology).set(instant, values[i]); } instant = add(instant, valueToAdd); return iChronology.get(partial, instant); } else { return super.add(partial, fieldIndex, values, valueToAdd); } } [CLASS] BasicMonthOfYearDateTimeField [METHOD] add [RETURN_TYPE] int[]  ReadablePartial partial int fieldIndex int[] values int valueToAdd [VARIABLES] int[] values ReadablePartial partial boolean long datePart instant monthToUse months serialVersionUID timePart yearToUse int MIN dayToUse fieldIndex i iLeapMonth iMax i_monthToUse i_months i_yearToUse isize leapMonth maxDay monthToUse months remMonthToUse thisMonth thisYear valueToAdd yearToUse BasicChronology chronology iChronology  	projects/Time14/src/main/java/org/joda/time/chrono/BasicMonthOfYearDateTimeField.java	0.7302967433402214	212	212	8	replace	
8	[BUG] [BUGGY] [FE] org.joda.time.IllegalFieldValueException: Value 29 for dayOfMonth must be in the range [1 [CONTEXT] public int[] add(ReadablePartial partial, int fieldIndex, int[] values, int valueToAdd) {   if (valueToAdd == 0) { return values; }  if (DateTimeUtils.isContiguous(partial)) { long instant = 0L; [BUGGY] [BUGGY] for (int i = 0, isize = partial.size(); i < isize; i++) { instant = partial.getFieldType(i).getField(iChronology).set(instant, values[i]); } instant = add(instant, valueToAdd); return iChronology.get(partial, instant); } else { return super.add(partial, fieldIndex, values, valueToAdd); } } [CLASS] BasicMonthOfYearDateTimeField [METHOD] add [RETURN_TYPE] int[]  ReadablePartial partial int fieldIndex int[] values int valueToAdd [VARIABLES] int[] values ReadablePartial partial boolean long datePart instant monthToUse months serialVersionUID timePart yearToUse int MIN dayToUse fieldIndex i iLeapMonth iMax i_monthToUse i_months i_yearToUse isize leapMonth maxDay monthToUse months remMonthToUse thisMonth thisYear valueToAdd yearToUse BasicChronology chronology iChronology  	projects/Time14/src/main/java/org/joda/time/chrono/BasicMonthOfYearDateTimeField.java	0.7302967433402214	212	212	8	add	
9	[BUG] [BUGGY] instant = partial.getFieldType(i).getField(iChronology).set(instant, values[i]); [FE] org.joda.time.IllegalFieldValueException: Value 29 for dayOfMonth must be in the range [1 [CONTEXT] public int[] add(ReadablePartial partial, int fieldIndex, int[] values, int valueToAdd) {   if (valueToAdd == 0) { return values; }  if (DateTimeUtils.isContiguous(partial)) { long instant = 0L; for (int i = 0, isize = partial.size(); i < isize; i++) { [BUGGY] instant = partial.getFieldType(i).getField(iChronology).set(instant, values[i]); [BUGGY] } instant = add(instant, valueToAdd); return iChronology.get(partial, instant); } else { return super.add(partial, fieldIndex, values, valueToAdd); } } [CLASS] BasicMonthOfYearDateTimeField [METHOD] add [RETURN_TYPE] int[]  ReadablePartial partial int fieldIndex int[] values int valueToAdd [VARIABLES] int[] values ReadablePartial partial boolean long datePart instant monthToUse months serialVersionUID timePart yearToUse int MIN dayToUse fieldIndex i iLeapMonth iMax i_monthToUse i_months i_yearToUse isize leapMonth maxDay monthToUse months remMonthToUse thisMonth thisYear valueToAdd yearToUse BasicChronology chronology iChronology  	projects/Time14/src/main/java/org/joda/time/chrono/BasicMonthOfYearDateTimeField.java	0.7302967433402214	213	213	8	replace	
10	[BUG] [BUGGY] [FE] org.joda.time.IllegalFieldValueException: Value 29 for dayOfMonth must be in the range [1 [CONTEXT] public int[] add(ReadablePartial partial, int fieldIndex, int[] values, int valueToAdd) {   if (valueToAdd == 0) { return values; }  if (DateTimeUtils.isContiguous(partial)) { long instant = 0L; for (int i = 0, isize = partial.size(); i < isize; i++) { [BUGGY] [BUGGY] instant = partial.getFieldType(i).getField(iChronology).set(instant, values[i]); } instant = add(instant, valueToAdd); return iChronology.get(partial, instant); } else { return super.add(partial, fieldIndex, values, valueToAdd); } } [CLASS] BasicMonthOfYearDateTimeField [METHOD] add [RETURN_TYPE] int[]  ReadablePartial partial int fieldIndex int[] values int valueToAdd [VARIABLES] int[] values ReadablePartial partial boolean long datePart instant monthToUse months serialVersionUID timePart yearToUse int MIN dayToUse fieldIndex i iLeapMonth iMax i_monthToUse i_months i_yearToUse isize leapMonth maxDay monthToUse months remMonthToUse thisMonth thisYear valueToAdd yearToUse BasicChronology chronology iChronology  	projects/Time14/src/main/java/org/joda/time/chrono/BasicMonthOfYearDateTimeField.java	0.7302967433402214	213	213	8	add	
