bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	action	patch
1	[BUG] [BUGGY] e = b - x; [FE] AssertionError testKeepInitIfBest [CONTEXT] if (x < m) { e = b - x; } else { e = a - x; } d = GOLDEN_SECTION * e; } } else {  if (x < m) { [BUGGY] e = b - x; [BUGGY] } else { e = a - x; } d = GOLDEN_SECTION * e; } [CLASS] BrentOptimizer [METHOD] doOptimize [RETURN_TYPE] UnivariatePointValuePair  [VARIABLES] ConvergenceChecker checker UnivariatePointValuePair current previous boolean isMinim stop double GOLDEN_SECTION MIN_RELATIVE_TOLERANCE a abs absoluteThreshold b d e fu fv fw fx hi lo m mid p q r rel relativeThreshold tol1 tol2 u v w x int iter  	projects/Math23/src/main/java/org/apache/commons/math3/optimization/univariate/BrentOptimizer.java	0.7071067811865475	208	208	1	replace	
2	[BUG] [BUGGY] [FE] AssertionError testKeepInitIfBest [CONTEXT] if (x < m) { e = b - x; } else { e = a - x; } d = GOLDEN_SECTION * e; } } else {  if (x < m) { [BUGGY] [BUGGY] e = b - x; } else { e = a - x; } d = GOLDEN_SECTION * e; } [CLASS] BrentOptimizer [METHOD] doOptimize [RETURN_TYPE] UnivariatePointValuePair  [VARIABLES] ConvergenceChecker checker UnivariatePointValuePair current previous boolean isMinim stop double GOLDEN_SECTION MIN_RELATIVE_TOLERANCE a abs absoluteThreshold b d e fu fv fw fx hi lo m mid p q r rel relativeThreshold tol1 tol2 u v w x int iter  	projects/Math23/src/main/java/org/apache/commons/math3/optimization/univariate/BrentOptimizer.java	0.7071067811865475	208	208	1	add	
3	[BUG] [BUGGY] d = -tol1; [FE] AssertionError testKeepInitIfBest [CONTEXT] FastMath.abs(p) < FastMath.abs(0.5 * q * r)) {  d = p / q; u = x + d;  if (u - a < tol2 || b - u < tol2) { if (x <= m) { d = tol1; } else { [BUGGY] d = -tol1; [BUGGY] } } } else {  if (x < m) { e = b - x; } else { e = a - x; } d = GOLDEN_SECTION * e; [CLASS] BrentOptimizer [METHOD] doOptimize [RETURN_TYPE] UnivariatePointValuePair  [VARIABLES] ConvergenceChecker checker UnivariatePointValuePair current previous boolean isMinim stop double GOLDEN_SECTION MIN_RELATIVE_TOLERANCE a abs absoluteThreshold b d e fu fv fw fx hi lo m mid p q r rel relativeThreshold tol1 tol2 u v w x int iter  	projects/Math23/src/main/java/org/apache/commons/math3/optimization/univariate/BrentOptimizer.java	0.5773502691896258	193	193	1	replace	
4	[BUG] [BUGGY] [FE] AssertionError testKeepInitIfBest [CONTEXT] FastMath.abs(p) < FastMath.abs(0.5 * q * r)) {  d = p / q; u = x + d;  if (u - a < tol2 || b - u < tol2) { if (x <= m) { d = tol1; } else { [BUGGY] [BUGGY] d = -tol1; } } } else {  if (x < m) { e = b - x; } else { e = a - x; } d = GOLDEN_SECTION * e; [CLASS] BrentOptimizer [METHOD] doOptimize [RETURN_TYPE] UnivariatePointValuePair  [VARIABLES] ConvergenceChecker checker UnivariatePointValuePair current previous boolean isMinim stop double GOLDEN_SECTION MIN_RELATIVE_TOLERANCE a abs absoluteThreshold b d e fu fv fw fx hi lo m mid p q r rel relativeThreshold tol1 tol2 u v w x int iter  	projects/Math23/src/main/java/org/apache/commons/math3/optimization/univariate/BrentOptimizer.java	0.5773502691896258	193	193	1	add	
5	[BUG] [BUGGY] if (x <= m) { [FE] AssertionError testKeepInitIfBest [CONTEXT] if (p > q * (a - x) && p < q * (b - x) && FastMath.abs(p) < FastMath.abs(0.5 * q * r)) {  d = p / q; u = x + d;  if (u - a < tol2 || b - u < tol2) { [BUGGY] if (x <= m) { [BUGGY] d = tol1; } else { d = -tol1; } } } else {  if (x < m) { e = b - x; } else { [CLASS] BrentOptimizer [METHOD] doOptimize [RETURN_TYPE] UnivariatePointValuePair  [VARIABLES] ConvergenceChecker checker UnivariatePointValuePair current previous boolean isMinim stop double GOLDEN_SECTION MIN_RELATIVE_TOLERANCE a abs absoluteThreshold b d e fu fv fw fx hi lo m mid p q r rel relativeThreshold tol1 tol2 u v w x int iter  	projects/Math23/src/main/java/org/apache/commons/math3/optimization/univariate/BrentOptimizer.java	0.4472135954999579	190	190	1	replace	
6	[BUG] [BUGGY] [FE] AssertionError testKeepInitIfBest [CONTEXT] if (p > q * (a - x) && p < q * (b - x) && FastMath.abs(p) < FastMath.abs(0.5 * q * r)) {  d = p / q; u = x + d;  if (u - a < tol2 || b - u < tol2) { [BUGGY] [BUGGY] if (x <= m) { d = tol1; } else { d = -tol1; } } } else {  if (x < m) { e = b - x; } else { [CLASS] BrentOptimizer [METHOD] doOptimize [RETURN_TYPE] UnivariatePointValuePair  [VARIABLES] ConvergenceChecker checker UnivariatePointValuePair current previous boolean isMinim stop double GOLDEN_SECTION MIN_RELATIVE_TOLERANCE a abs absoluteThreshold b d e fu fv fw fx hi lo m mid p q r rel relativeThreshold tol1 tol2 u v w x int iter  	projects/Math23/src/main/java/org/apache/commons/math3/optimization/univariate/BrentOptimizer.java	0.4472135954999579	190	190	1	add	
7	[BUG] [BUGGY] v = u; [FE] AssertionError testKeepInitIfBest [CONTEXT] } else if (fu <= fv || Precision.equals(v, x) || Precision.equals(v, w)) { [BUGGY] v = u; [BUGGY] fv = fu; } [CLASS] BrentOptimizer [METHOD] doOptimize [RETURN_TYPE] UnivariatePointValuePair  [VARIABLES] ConvergenceChecker checker UnivariatePointValuePair current previous boolean isMinim stop double GOLDEN_SECTION MIN_RELATIVE_TOLERANCE a abs absoluteThreshold b d e fu fv fw fx hi lo m mid p q r rel relativeThreshold tol1 tol2 u v w x int iter  	projects/Math23/src/main/java/org/apache/commons/math3/optimization/univariate/BrentOptimizer.java	0.4082482904638631	269	269	1	replace	
8	[BUG] [BUGGY] [FE] AssertionError testKeepInitIfBest [CONTEXT] } else if (fu <= fv || Precision.equals(v, x) || Precision.equals(v, w)) { [BUGGY] [BUGGY] v = u; fv = fu; } [CLASS] BrentOptimizer [METHOD] doOptimize [RETURN_TYPE] UnivariatePointValuePair  [VARIABLES] ConvergenceChecker checker UnivariatePointValuePair current previous boolean isMinim stop double GOLDEN_SECTION MIN_RELATIVE_TOLERANCE a abs absoluteThreshold b d e fu fv fw fx hi lo m mid p q r rel relativeThreshold tol1 tol2 u v w x int iter  	projects/Math23/src/main/java/org/apache/commons/math3/optimization/univariate/BrentOptimizer.java	0.4082482904638631	269	269	1	add	
9	[BUG] [BUGGY] fv = fu; [FE] AssertionError testKeepInitIfBest [CONTEXT] } else if (fu <= fv || Precision.equals(v, x) || Precision.equals(v, w)) { v = u; [BUGGY] fv = fu; [BUGGY] } [CLASS] BrentOptimizer [METHOD] doOptimize [RETURN_TYPE] UnivariatePointValuePair  [VARIABLES] ConvergenceChecker checker UnivariatePointValuePair current previous boolean isMinim stop double GOLDEN_SECTION MIN_RELATIVE_TOLERANCE a abs absoluteThreshold b d e fu fv fw fx hi lo m mid p q r rel relativeThreshold tol1 tol2 u v w x int iter  	projects/Math23/src/main/java/org/apache/commons/math3/optimization/univariate/BrentOptimizer.java	0.4082482904638631	270	270	1	replace	
10	[BUG] [BUGGY] [FE] AssertionError testKeepInitIfBest [CONTEXT] } else if (fu <= fv || Precision.equals(v, x) || Precision.equals(v, w)) { v = u; [BUGGY] [BUGGY] fv = fu; } [CLASS] BrentOptimizer [METHOD] doOptimize [RETURN_TYPE] UnivariatePointValuePair  [VARIABLES] ConvergenceChecker checker UnivariatePointValuePair current previous boolean isMinim stop double GOLDEN_SECTION MIN_RELATIVE_TOLERANCE a abs absoluteThreshold b d e fu fv fw fx hi lo m mid p q r rel relativeThreshold tol1 tol2 u v w x int iter  	projects/Math23/src/main/java/org/apache/commons/math3/optimization/univariate/BrentOptimizer.java	0.4082482904638631	270	270	1	add	
