bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
1	[BUG]  [BUGGY]  cmd.addOption(options);  [CE]  illegal  start  of  expression  [CONTEXT]  protected  void  setOptions(final  Options  options)  {  this.options  =  options;  this.requiredOptions  =  options.getRequiredOptions();  [BUGGY]  cmd.addOption(options);  [BUGGY]    [CLASS]  Parser  [METHOD]  setOptions  [RETURN_TYPE]  void  Options  options  [VARIABLES]  Options  options  CommandLine  cmd  List  requiredOptions  boolean  	projects/Cli9/src/java/org/apache/commons/cli/Parser.java	0.5773502691896258	47	47	2	replace	cmd.addOption(options);	}  	non-compiled	[CE]  illegal  start  of  expression	20	None
2	[BUG]  [BUGGY]  cmd.addAllOptions(options);  [CE]  illegal  start  of  expression  [CONTEXT]  protected  void  setOptions(final  Options  options)  {  this.options  =  options;  this.requiredOptions  =  options.getRequiredOptions();  [BUGGY]  cmd.addAllOptions(options);  [BUGGY]    [CLASS]  Parser  [METHOD]  setOptions  [RETURN_TYPE]  void  Options  options  [VARIABLES]  Options  options  CommandLine  cmd  List  requiredOptions  boolean  	projects/Cli9/src/java/org/apache/commons/cli/Parser.java	0.5773502691896258	47	47	2	replace	cmd.addAllOptions(options);	}  	non-compiled	[CE]  illegal  start  of  expression	20	None
3	[BUG]  [BUGGY]  cmd.setOptions(options);  [CE]  illegal  start  of  expression  [CONTEXT]  protected  void  setOptions(final  Options  options)  {  this.options  =  options;  this.requiredOptions  =  options.getRequiredOptions();  [BUGGY]  cmd.setOptions(options);  [BUGGY]    [CLASS]  Parser  [METHOD]  setOptions  [RETURN_TYPE]  void  Options  options  [VARIABLES]  Options  options  CommandLine  cmd  List  requiredOptions  boolean  	projects/Cli9/src/java/org/apache/commons/cli/Parser.java	0.5773502691896258	47	47	2	replace	cmd.setOptions(options);	}  	non-compiled	[CE]  illegal  start  of  expression	20	None
4	[BUG]  [BUGGY]  cmd.addOption(this);  [CE]  illegal  start  of  expression  [CONTEXT]  protected  void  setOptions(final  Options  options)  {  this.options  =  options;  this.requiredOptions  =  options.getRequiredOptions();  [BUGGY]  cmd.addOption(this);  [BUGGY]    [CLASS]  Parser  [METHOD]  setOptions  [RETURN_TYPE]  void  Options  options  [VARIABLES]  Options  options  CommandLine  cmd  List  requiredOptions  boolean  	projects/Cli9/src/java/org/apache/commons/cli/Parser.java	0.5773502691896258	47	47	2	replace	cmd.addOption(this);	}  	non-compiled	[CE]  illegal  start  of  expression	20	None
5	[BUG]  [BUGGY]    [CE]  illegal  start  of  expression  [CONTEXT]  protected  void  setOptions(final  Options  options)  {  this.options  =  options;  this.requiredOptions  =  options.getRequiredOptions();  [BUGGY]    [BUGGY]    [CLASS]  Parser  [METHOD]  setOptions  [RETURN_TYPE]  void  Options  options  [VARIABLES]  Options  options  CommandLine  cmd  List  requiredOptions  boolean  	projects/Cli9/src/java/org/apache/commons/cli/Parser.java	0.5773502691896258	47	47	2	replace	  	}  	non-compiled	[CE]  illegal  start  of  expression	20	None
14	[BUG]  [BUGGY]    cmd.setRequiredOptions(options);  [CE]  cannot  find  symbol  [CONTEXT]  protected  void  setOptions(final  Options  options)  {  this.options  =  options;  this.requiredOptions  =  options.getRequiredOptions();  [BUGGY]    cmd.setRequiredOptions(options);  [BUGGY]  }  [CLASS]  Parser  [METHOD]  setOptions  [RETURN_TYPE]  void  Options  options  [VARIABLES]  Options  options  CommandLine  cmd  List  requiredOptions  boolean  	projects/Cli9/src/java/org/apache/commons/cli/Parser.java	0.5773502691896258	47	47	2	replace	    cmd.setRequiredOptions(options);		non-compiled	[CE]  cannot  find  symbol	21	None
15	[BUG]  [BUGGY]    cmd.addAll(options);  [CE]  cannot  find  symbol  [CONTEXT]  protected  void  setOptions(final  Options  options)  {  this.options  =  options;  this.requiredOptions  =  options.getRequiredOptions();  [BUGGY]    cmd.addAll(options);  [BUGGY]  }  [CLASS]  Parser  [METHOD]  setOptions  [RETURN_TYPE]  void  Options  options  [VARIABLES]  Options  options  CommandLine  cmd  List  requiredOptions  boolean  	projects/Cli9/src/java/org/apache/commons/cli/Parser.java	0.5773502691896258	47	47	2	replace	    cmd.addAll(options);		non-compiled	[CE]  cannot  find  symbol	21	None
25	[BUG]  [BUGGY]    [CE]  cannot  find  symbol  buff  [CONTEXT]  protected  void  checkRequiredOptions()  throws  MissingOptionException  {    if  (getRequiredOptions().size()  >  0)  {  Iterator  iter  =  getRequiredOptions().iterator();  [BUGGY]    [BUGGY]  buff.append(getRequiredOptions().size()  ==  1  ?   " "  :   "s ");  buff.append( ":   ");    while  (iter.hasNext())  {  buff.append(iter.next());  }  [CLASS]  Parser  [METHOD]  checkRequiredOptions  [RETURN_TYPE]  void  [VARIABLES]  Iterator  iter  Options  options  opts  CommandLine  cmd  List  requiredOptions  tokenList  StringBuffer  buff  boolean  	projects/Cli9/src/java/org/apache/commons/cli/Parser.java	0.7071067811865475	311	311	2	replace	  	StringBuffer  buff  =  new  StringBuffer( "Missing  required  option ");  	non-compiled	[CE]  cannot  find  symbol  buff	3	None
62	[BUG]  [BUGGY]    buff.append( "next  option ");  [CE]  cannot  find  symbol  opt  [CONTEXT]  {  Iterator  iter  =  getRequiredOptions().iterator();  StringBuffer  buff  =  new  StringBuffer( "Missing  required  option ");  buff.append(getRequiredOptions().size()  ==  1  ?   " "  :   "s ");  buff.append( ":   ");    while  (iter.hasNext())  {  [BUGGY]    buff.append( "next  option ");  [BUGGY]  buff.append(iter.next());  }  throw  new  MissingOptionException(buff.toString());  }  }  [CLASS]  Parser  [METHOD]  checkRequiredOptions  [RETURN_TYPE]  void  [VARIABLES]  Iterator  iter  Options  options  opts  CommandLine  cmd  List  requiredOptions  tokenList  StringBuffer  buff  boolean  	projects/Cli9/src/java/org/apache/commons/cli/Parser.java	0.7071067811865475	319	319	2	replace	    buff.append( "next  option ");		non-compiled	[CE]  cannot  find  symbol  opt	12	None
63	[BUG]  [BUGGY]    buff.append( "next  option ");  buff.append(getOptions().size()  ==  1?   " "  : "options ");  [CE]  cannot  find  symbol  opt  [CONTEXT]  {  Iterator  iter  =  getRequiredOptions().iterator();  StringBuffer  buff  =  new  StringBuffer( "Missing  required  option ");  buff.append(getRequiredOptions().size()  ==  1  ?   " "  :   "s ");  buff.append( ":   ");    while  (iter.hasNext())  {  [BUGGY]    buff.append( "next  option ");  buff.append(getOptions().size()  ==  1?   " "  : "options ");  [BUGGY]  buff.append(iter.next());  }  throw  new  MissingOptionException(buff.toString());  }  }  [CLASS]  Parser  [METHOD]  checkRequiredOptions  [RETURN_TYPE]  void  [VARIABLES]  Iterator  iter  Options  options  opts  CommandLine  cmd  List  requiredOptions  tokenList  StringBuffer  buff  boolean  	projects/Cli9/src/java/org/apache/commons/cli/Parser.java	0.7071067811865475	319	319	2	replace	    buff.append( "next  option ");  buff.append(getOptions().size()  ==  1?   " "  : "options ");		non-compiled	[CE]  cannot  find  symbol  opt	12	None
