projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java65
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java65BigFractionONE_QUARTER=newBigFraction(1,4);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java65BigFractionONE_QUARTER=newBigFraction(1,3);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java65BigFractionONE_QUARTER=newBigFraction(1,5);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java65BigFractionONE_QUARTER=newBigFraction(2,4);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java65BigFractionONE_QUARTER=newBigFraction(0,4);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java65publicstaticfinalBigFractionONE_QUARTER=newBigFraction(1,4);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java65publicstaticfinalBigFractionONE_QUARTER=newBigFraction(2,2);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java65publicstaticfinalBigFractionONE_QUARTER=newBigFraction(1,2);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java65publicstaticfinalBigFractionONE_QUARTER=newBigFraction(0,0);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java65publicstaticfinalBigFractionONE_QUARTER=newBigFraction(10,10);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java65publicstaticfinalBigFractionONE_QUARTER=newBigFraction(0);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java65BigFractionONE_QUARTER=newBigFraction(0,1);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java65publicstaticfinalBigFractionONE_QUARTER=newBigFraction(2,2);BigFractionONE_QUARTER=newBigFraction(2,2);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java65publicstaticfinalBigFractionONE_QUARTER=newBigFraction(2,2);BigFractionONE_QUARTER=newBigFraction(1,2);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java65publicstaticfinalBigFractionONE_QUARTER=newBigFraction(2,2);BigFractionONE_QUARTER=newBigFraction(2,3);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java65publicstaticfinalBigFractionONE_QUARTER=newBigFraction(2,2);BigFractionONE_QUARTER=newBigFraction(1,3);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java65publicstaticfinalBigFractionONE_QUARTER=newBigFraction(2,2);BigFractionONE_QUARTER=newBigFraction(0,1);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java65BigFractionONE_QUARTER=newBigFraction(1,1);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java65publicstaticfinalBigFractionONE_QUARTER=newBigFraction(10,10);BigFractionONE_QUARTER=newBigFraction(10,10);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java65publicstaticfinalBigFractionONE_QUARTER=newBigFraction(10,10);BigFractionONE_QUARTER=newBigFraction(10,12);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java65publicstaticfinalBigFractionONE_QUARTER=newBigFraction(10,10);BigFractionONE_QUARTER=newBigFraction(1,1);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java65publicstaticfinalBigFractionONE_QUARTER=newBigFraction(10,10);BigFractionONE_QUARTER=newBigFraction(0,10);
