bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number	this_action
1	[BUG]  [BUGGY]  for(int  i  =  0;  i  <  dateStyle;  ++i)  {  Rule[]  mRules  =  getDateTimeInstance(i,  timeStyle);  }  [CE]  case,  default,  or  '}'  expected  [FE]                    AssertionFailedError      [CONTEXT]      public  static  FastDateFormat  getDateTimeInstance(  int  dateStyle,  int  timeStyle)  {      [BUGGY]  for(int  i  =  0;  i  <  dateStyle;  ++i)  {  Rule[]  mRules  =  getDateTimeInstance(i,  timeStyle);  }  [BUGGY]      return  getDateTimeInstance(dateStyle,  timeStyle,  null,  null);  }  [CLASS]  FastDateFormat  CharacterLiteral  StringLiteral  TextField  UnpaddedNumberField  UnpaddedMonthField  PaddedNumberField  TwoDigitNumberField  TwoDigitYearField  TwoDigitMonthField  TwelveHourField  TwentyFourHourField  TimeZoneNameRule  TimeZoneNumberRule  TimeZoneDisplayKey  Pair  [METHOD]  getDateTimeInstance  [RETURN_TYPE]  FastDateFormat  int  dateStyle  int  timeStyle  [VARIABLES]  Locale  locale  mLocale  TimeZoneNumberRule  INSTANCE_COLON  INSTANCE_NO_COLON  TwoDigitYearField  INSTANCE  String  cDefaultPattern  mDaylight  mPattern  mStandard  mValue  pattern  value  String[]  mValues  values  UnpaddedNumberField  INSTANCE_YEAR  long  serialVersionUID  int  FULL  LONG  MEDIUM  SHORT  dateStyle  field  mField  mMaxLengthEstimate  mSize  mStyle  size  style  timeStyle  Rule[]  mRules  TimeZone  mTimeZone  timeZone  boolean  colon  daylight  mColon  mLocaleForced  mTimeZoneForced  timeZoneForced  NumberRule  mRule  rule  char  mValue  value  TwoDigitMonthField  INSTANCE  UnpaddedMonthField  INSTANCE  Object  key  mObj1  mObj2  obj1  obj2  Map  cDateInstanceCache  cDateTimeInstanceCache  cInstanceCache  cTimeInstanceCache  cTimeZoneDisplayCache  	projects/Lang50/src/java/org/apache/commons/lang/time/FastDateFormat.java	0.7071067811865475	408	408	2	replace	for(int  i  =  0;  i  <  dateStyle;  ++i)  {  Rule[]  mRules  =  getDateTimeInstance(i,  timeStyle);  }	  For(int    i    =    0;    i    <    dateStyle;    ++i)    {    Rule[]    mRules    =    getDateTimeInstance(i,    timeStyle);    }    	non-compiled	[CE]  case,  default,  or  '}'  expected	19	None	replace
2	[BUG]  [BUGGY]  For(int  i  =  0;  i  <  dateStyle  +  1;  ++i)  {  Rule[]  mRules  =  getDateTimeInstance(i,  timeStyle);  }  [CE]  case,  default,  or  '}'  expected  [FE]                      AssertionFailedError      [CONTEXT]      public  static  FastDateFormat  getDateTimeInstance(  int  dateStyle,  int  timeStyle)  {      [BUGGY]  For(int  i  =  0;  i  <  dateStyle  +  1;  ++i)  {  Rule[]  mRules  =  getDateTimeInstance(i,  timeStyle);  }  [BUGGY]      return  getDateTimeInstance(dateStyle,  timeStyle,  null,  null);  }  [CLASS]  FastDateFormat  CharacterLiteral  StringLiteral  TextField  UnpaddedNumberField  UnpaddedMonthField  PaddedNumberField  TwoDigitNumberField  TwoDigitYearField  TwoDigitMonthField  TwelveHourField  TwentyFourHourField  TimeZoneNameRule  TimeZoneNumberRule  TimeZoneDisplayKey  Pair  [METHOD]  getDateTimeInstance  [RETURN_TYPE]  FastDateFormat  int  dateStyle  int  timeStyle  [VARIABLES]  Locale  locale  mLocale  TimeZoneNumberRule  INSTANCE_COLON  INSTANCE_NO_COLON  TwoDigitYearField  INSTANCE  String  cDefaultPattern  mDaylight  mPattern  mStandard  mValue  pattern  value  String[]  mValues  values  UnpaddedNumberField  INSTANCE_YEAR  long  serialVersionUID  int  FULL  LONG  MEDIUM  SHORT  dateStyle  field  mField  mMaxLengthEstimate  mSize  mStyle  size  style  timeStyle  Rule[]  mRules  TimeZone  mTimeZone  timeZone  boolean  colon  daylight  mColon  mLocaleForced  mTimeZoneForced  timeZoneForced  NumberRule  mRule  rule  char  mValue  value  TwoDigitMonthField  INSTANCE  UnpaddedMonthField  INSTANCE  Object  key  mObj1  mObj2  obj1  obj2  Map  cDateInstanceCache  cDateTimeInstanceCache  cInstanceCache  cTimeInstanceCache  cTimeZoneDisplayCache  	projects/Lang50/src/java/org/apache/commons/lang/time/FastDateFormat.java	0.7071067811865475	408	408	2	replace	For(int  i  =  0;  i  <  dateStyle  +  1;  ++i)  {  Rule[]  mRules  =  getDateTimeInstance(i,  timeStyle);  }	  For(int    i    =    0;    i    <    dateStyle;    ++i)    {    Rule[]    mRules    =    getDateTimeInstance(i,    timeStyle);    }    	non-compiled	[CE]  case,  default,  or  '}'  expected	19	None	replace
3	[BUG]  [BUGGY]  Integer  dateStyle  =  getDateTimeInstance(dateStyle,  TimeZoneConstants.MILLIS_PER_HOUR,  timeStyle);  [CE]  case,  default,  or  '}'  expected  [FE]                AssertionFailedError      [CONTEXT]      public  static  FastDateFormat  getDateTimeInstance(  int  dateStyle,  int  timeStyle)  {      [BUGGY]  Integer  dateStyle  =  getDateTimeInstance(dateStyle,  TimeZoneConstants.MILLIS_PER_HOUR,  timeStyle);  [BUGGY]      return  getDateTimeInstance(dateStyle,  timeStyle,  null,  null);  }  [CLASS]  FastDateFormat  CharacterLiteral  StringLiteral  TextField  UnpaddedNumberField  UnpaddedMonthField  PaddedNumberField  TwoDigitNumberField  TwoDigitYearField  TwoDigitMonthField  TwelveHourField  TwentyFourHourField  TimeZoneNameRule  TimeZoneNumberRule  TimeZoneDisplayKey  Pair  [METHOD]  getDateTimeInstance  [RETURN_TYPE]  FastDateFormat  int  dateStyle  int  timeStyle  [VARIABLES]  Locale  locale  mLocale  TimeZoneNumberRule  INSTANCE_COLON  INSTANCE_NO_COLON  TwoDigitYearField  INSTANCE  String  cDefaultPattern  mDaylight  mPattern  mStandard  mValue  pattern  value  String[]  mValues  values  UnpaddedNumberField  INSTANCE_YEAR  long  serialVersionUID  int  FULL  LONG  MEDIUM  SHORT  dateStyle  field  mField  mMaxLengthEstimate  mSize  mStyle  size  style  timeStyle  Rule[]  mRules  TimeZone  mTimeZone  timeZone  boolean  colon  daylight  mColon  mLocaleForced  mTimeZoneForced  timeZoneForced  NumberRule  mRule  rule  char  mValue  value  TwoDigitMonthField  INSTANCE  UnpaddedMonthField  INSTANCE  Object  key  mObj1  mObj2  obj1  obj2  Map  cDateInstanceCache  cDateTimeInstanceCache  cInstanceCache  cTimeInstanceCache  cTimeZoneDisplayCache  	projects/Lang50/src/java/org/apache/commons/lang/time/FastDateFormat.java	0.7071067811865475	408	408	2	replace	Integer  dateStyle  =  getDateTimeInstance(dateStyle,  TimeZoneConstants.MILLIS_PER_HOUR,  timeStyle);	  Integer    dateStyle    =    getDateTimeInstance(dateStyle,    TimeZoneConstants.MILLIS_PER_HOUR);    	non-compiled	[CE]  case,  default,  or  '}'  expected	20	None	replace
4	[BUG]  [BUGGY]  Integer  dateStyle  =  getDateTimeInstance(dateStyle,  TimeZoneConstants.MILLIS_PER_HOUR,  0);  [CE]  case,  default,  or  '}'  expected  [FE]                  AssertionFailedError      [CONTEXT]      public  static  FastDateFormat  getDateTimeInstance(  int  dateStyle,  int  timeStyle)  {      [BUGGY]  Integer  dateStyle  =  getDateTimeInstance(dateStyle,  TimeZoneConstants.MILLIS_PER_HOUR,  0);  [BUGGY]      return  getDateTimeInstance(dateStyle,  timeStyle,  null,  null);  }  [CLASS]  FastDateFormat  CharacterLiteral  StringLiteral  TextField  UnpaddedNumberField  UnpaddedMonthField  PaddedNumberField  TwoDigitNumberField  TwoDigitYearField  TwoDigitMonthField  TwelveHourField  TwentyFourHourField  TimeZoneNameRule  TimeZoneNumberRule  TimeZoneDisplayKey  Pair  [METHOD]  getDateTimeInstance  [RETURN_TYPE]  FastDateFormat  int  dateStyle  int  timeStyle  [VARIABLES]  Locale  locale  mLocale  TimeZoneNumberRule  INSTANCE_COLON  INSTANCE_NO_COLON  TwoDigitYearField  INSTANCE  String  cDefaultPattern  mDaylight  mPattern  mStandard  mValue  pattern  value  String[]  mValues  values  UnpaddedNumberField  INSTANCE_YEAR  long  serialVersionUID  int  FULL  LONG  MEDIUM  SHORT  dateStyle  field  mField  mMaxLengthEstimate  mSize  mStyle  size  style  timeStyle  Rule[]  mRules  TimeZone  mTimeZone  timeZone  boolean  colon  daylight  mColon  mLocaleForced  mTimeZoneForced  timeZoneForced  NumberRule  mRule  rule  char  mValue  value  TwoDigitMonthField  INSTANCE  UnpaddedMonthField  INSTANCE  Object  key  mObj1  mObj2  obj1  obj2  Map  cDateInstanceCache  cDateTimeInstanceCache  cInstanceCache  cTimeInstanceCache  cTimeZoneDisplayCache  	projects/Lang50/src/java/org/apache/commons/lang/time/FastDateFormat.java	0.7071067811865475	408	408	2	replace	Integer  dateStyle  =  getDateTimeInstance(dateStyle,  TimeZoneConstants.MILLIS_PER_HOUR,  0);	  Integer    dateStyle    =    getDateTimeInstance(dateStyle,    TimeZoneConstants.MILLIS_PER_HOUR);    	non-compiled	[CE]  case,  default,  or  '}'  expected	20	None	replace
5	[BUG]  [BUGGY]  return  getDateTimeInstance(dateStyle,  timeStyle,  0,  mMaxLengthEstimate);  [CE]  case,  default,  or  '}'  expected  [FE]                AssertionFailedError      [CONTEXT]      public  static  FastDateFormat  getDateTimeInstance(  int  dateStyle,  int  timeStyle)  {      [BUGGY]  return  getDateTimeInstance(dateStyle,  timeStyle,  0,  mMaxLengthEstimate);  [BUGGY]      }  [CLASS]  FastDateFormat  CharacterLiteral  StringLiteral  TextField  UnpaddedNumberField  UnpaddedMonthField  PaddedNumberField  TwoDigitNumberField  TwoDigitYearField  TwoDigitMonthField  TwelveHourField  TwentyFourHourField  TimeZoneNameRule  TimeZoneNumberRule  TimeZoneDisplayKey  Pair  [METHOD]  getDateTimeInstance  [RETURN_TYPE]  FastDateFormat  int  dateStyle  int  timeStyle  [VARIABLES]  Locale  locale  mLocale  TimeZoneNumberRule  INSTANCE_COLON  INSTANCE_NO_COLON  TwoDigitYearField  INSTANCE  String  cDefaultPattern  mDaylight  mPattern  mStandard  mValue  pattern  value  String[]  mValues  values  UnpaddedNumberField  INSTANCE_YEAR  long  serialVersionUID  int  FULL  LONG  MEDIUM  SHORT  dateStyle  field  mField  mMaxLengthEstimate  mSize  mStyle  size  style  timeStyle  Rule[]  mRules  TimeZone  mTimeZone  timeZone  boolean  colon  daylight  mColon  mLocaleForced  mTimeZoneForced  timeZoneForced  NumberRule  mRule  rule  char  mValue  value  TwoDigitMonthField  INSTANCE  UnpaddedMonthField  INSTANCE  Object  key  mObj1  mObj2  obj1  obj2  Map  cDateInstanceCache  cDateTimeInstanceCache  cInstanceCache  cTimeInstanceCache  cTimeZoneDisplayCache  	projects/Lang50/src/java/org/apache/commons/lang/time/FastDateFormat.java	0.7071067811865475	408	408	2	replace	return  getDateTimeInstance(dateStyle,  timeStyle,  0,  mMaxLengthEstimate);	  return    getDateTimeInstance(dateStyle,    timeStyle,    0,    mSize);    	non-compiled	[CE]  case,  default,  or  '}'  expected	75	None	replace
6	[BUG]  [BUGGY]  return  getDateTimeInstance(dateStyle,  timeStyle,  0,  size);  [CE]  case,  default,  or  '}'  expected  [FE]                  AssertionFailedError      [CONTEXT]      public  static  FastDateFormat  getDateTimeInstance(  int  dateStyle,  int  timeStyle)  {      [BUGGY]  return  getDateTimeInstance(dateStyle,  timeStyle,  0,  size);  [BUGGY]      }  [CLASS]  FastDateFormat  CharacterLiteral  StringLiteral  TextField  UnpaddedNumberField  UnpaddedMonthField  PaddedNumberField  TwoDigitNumberField  TwoDigitYearField  TwoDigitMonthField  TwelveHourField  TwentyFourHourField  TimeZoneNameRule  TimeZoneNumberRule  TimeZoneDisplayKey  Pair  [METHOD]  getDateTimeInstance  [RETURN_TYPE]  FastDateFormat  int  dateStyle  int  timeStyle  [VARIABLES]  Locale  locale  mLocale  TimeZoneNumberRule  INSTANCE_COLON  INSTANCE_NO_COLON  TwoDigitYearField  INSTANCE  String  cDefaultPattern  mDaylight  mPattern  mStandard  mValue  pattern  value  String[]  mValues  values  UnpaddedNumberField  INSTANCE_YEAR  long  serialVersionUID  int  FULL  LONG  MEDIUM  SHORT  dateStyle  field  mField  mMaxLengthEstimate  mSize  mStyle  size  style  timeStyle  Rule[]  mRules  TimeZone  mTimeZone  timeZone  boolean  colon  daylight  mColon  mLocaleForced  mTimeZoneForced  timeZoneForced  NumberRule  mRule  rule  char  mValue  value  TwoDigitMonthField  INSTANCE  UnpaddedMonthField  INSTANCE  Object  key  mObj1  mObj2  obj1  obj2  Map  cDateInstanceCache  cDateTimeInstanceCache  cInstanceCache  cTimeInstanceCache  cTimeZoneDisplayCache  	projects/Lang50/src/java/org/apache/commons/lang/time/FastDateFormat.java	0.7071067811865475	408	408	2	replace	return  getDateTimeInstance(dateStyle,  timeStyle,  0,  size);	  return    getDateTimeInstance(dateStyle,    timeStyle,    0,    mSize);    	non-compiled	[CE]  case,  default,  or  '}'  expected	75	None	replace
7	[BUG]  [BUGGY]  return  getDateTimeInstance(dateStyle,  timeStyle,  0,  mMinLengthEstimate);  [CE]  case,  default,  or  '}'  expected  [FE]                    AssertionFailedError      [CONTEXT]      public  static  FastDateFormat  getDateTimeInstance(  int  dateStyle,  int  timeStyle)  {      [BUGGY]  return  getDateTimeInstance(dateStyle,  timeStyle,  0,  mMinLengthEstimate);  [BUGGY]      }  [CLASS]  FastDateFormat  CharacterLiteral  StringLiteral  TextField  UnpaddedNumberField  UnpaddedMonthField  PaddedNumberField  TwoDigitNumberField  TwoDigitYearField  TwoDigitMonthField  TwelveHourField  TwentyFourHourField  TimeZoneNameRule  TimeZoneNumberRule  TimeZoneDisplayKey  Pair  [METHOD]  getDateTimeInstance  [RETURN_TYPE]  FastDateFormat  int  dateStyle  int  timeStyle  [VARIABLES]  Locale  locale  mLocale  TimeZoneNumberRule  INSTANCE_COLON  INSTANCE_NO_COLON  TwoDigitYearField  INSTANCE  String  cDefaultPattern  mDaylight  mPattern  mStandard  mValue  pattern  value  String[]  mValues  values  UnpaddedNumberField  INSTANCE_YEAR  long  serialVersionUID  int  FULL  LONG  MEDIUM  SHORT  dateStyle  field  mField  mMaxLengthEstimate  mSize  mStyle  size  style  timeStyle  Rule[]  mRules  TimeZone  mTimeZone  timeZone  boolean  colon  daylight  mColon  mLocaleForced  mTimeZoneForced  timeZoneForced  NumberRule  mRule  rule  char  mValue  value  TwoDigitMonthField  INSTANCE  UnpaddedMonthField  INSTANCE  Object  key  mObj1  mObj2  obj1  obj2  Map  cDateInstanceCache  cDateTimeInstanceCache  cInstanceCache  cTimeInstanceCache  cTimeZoneDisplayCache  	projects/Lang50/src/java/org/apache/commons/lang/time/FastDateFormat.java	0.7071067811865475	408	408	2	replace	return  getDateTimeInstance(dateStyle,  timeStyle,  0,  mMinLengthEstimate);	  return    getDateTimeInstance(dateStyle,    timeStyle,    0,    mSize);    	non-compiled	[CE]  case,  default,  or  '}'  expected	75	None	replace
8	[BUG]  [BUGGY]  Formatter  {  For(int  i  =  0;  i  <  dateStyle;  i++)  {  getDateTimeInstance(dateStyle,  timeStyle,  null,  null);  }  [CE]  case,  default,  or  '}'  expected  [FE]                    AssertionFailedError      [CONTEXT]      public  static  FastDateFormat  getDateTimeInstance(  int  dateStyle,  int  timeStyle)  {      [BUGGY]  Formatter  {  For(int  i  =  0;  i  <  dateStyle;  i++)  {  getDateTimeInstance(dateStyle,  timeStyle,  null,  null);  }  [BUGGY]      return  getDateTimeInstance(dateStyle,  timeStyle,  null,  null);  }  [CLASS]  FastDateFormat  CharacterLiteral  StringLiteral  TextField  UnpaddedNumberField  UnpaddedMonthField  PaddedNumberField  TwoDigitNumberField  TwoDigitYearField  TwoDigitMonthField  TwelveHourField  TwentyFourHourField  TimeZoneNameRule  TimeZoneNumberRule  TimeZoneDisplayKey  Pair  [METHOD]  getDateTimeInstance  [RETURN_TYPE]  FastDateFormat  int  dateStyle  int  timeStyle  [VARIABLES]  Locale  locale  mLocale  TimeZoneNumberRule  INSTANCE_COLON  INSTANCE_NO_COLON  TwoDigitYearField  INSTANCE  String  cDefaultPattern  mDaylight  mPattern  mStandard  mValue  pattern  value  String[]  mValues  values  UnpaddedNumberField  INSTANCE_YEAR  long  serialVersionUID  int  FULL  LONG  MEDIUM  SHORT  dateStyle  field  mField  mMaxLengthEstimate  mSize  mStyle  size  style  timeStyle  Rule[]  mRules  TimeZone  mTimeZone  timeZone  boolean  colon  daylight  mColon  mLocaleForced  mTimeZoneForced  timeZoneForced  NumberRule  mRule  rule  char  mValue  value  TwoDigitMonthField  INSTANCE  UnpaddedMonthField  INSTANCE  Object  key  mObj1  mObj2  obj1  obj2  Map  cDateInstanceCache  cDateTimeInstanceCache  cInstanceCache  cTimeInstanceCache  cTimeZoneDisplayCache  	projects/Lang50/src/java/org/apache/commons/lang/time/FastDateFormat.java	0.7071067811865475	408	408	2	replace	Formatter  {  For(int  i  =  0;  i  <  dateStyle;  i++)  {  getDateTimeInstance(dateStyle,  timeStyle,  null,  null);  }	  Formatter    {    For(int    i    =    0;    i    <    dateStyle;    i++)    {    getDateTimeInstance(i,    timeStyle,    null,    null);    }    	non-compiled	[CE]  case,  default,  or  '}'  expected	72	None	replace
9	[BUG]  [BUGGY]  For(int  i  =  0;  i  <  dateStyle;  i++)  {  getDateTimeInstance(dateStyle,  timeStyle,  null,  null);  }  [CE]  case,  default,  or  '}'  expected  [FE]                      AssertionFailedError      [CONTEXT]      public  static  FastDateFormat  getDateTimeInstance(  int  dateStyle,  int  timeStyle)  {      [BUGGY]  For(int  i  =  0;  i  <  dateStyle;  i++)  {  getDateTimeInstance(dateStyle,  timeStyle,  null,  null);  }  [BUGGY]      return  getDateTimeInstance(dateStyle,  timeStyle,  null,  null);  }  [CLASS]  FastDateFormat  CharacterLiteral  StringLiteral  TextField  UnpaddedNumberField  UnpaddedMonthField  PaddedNumberField  TwoDigitNumberField  TwoDigitYearField  TwoDigitMonthField  TwelveHourField  TwentyFourHourField  TimeZoneNameRule  TimeZoneNumberRule  TimeZoneDisplayKey  Pair  [METHOD]  getDateTimeInstance  [RETURN_TYPE]  FastDateFormat  int  dateStyle  int  timeStyle  [VARIABLES]  Locale  locale  mLocale  TimeZoneNumberRule  INSTANCE_COLON  INSTANCE_NO_COLON  TwoDigitYearField  INSTANCE  String  cDefaultPattern  mDaylight  mPattern  mStandard  mValue  pattern  value  String[]  mValues  values  UnpaddedNumberField  INSTANCE_YEAR  long  serialVersionUID  int  FULL  LONG  MEDIUM  SHORT  dateStyle  field  mField  mMaxLengthEstimate  mSize  mStyle  size  style  timeStyle  Rule[]  mRules  TimeZone  mTimeZone  timeZone  boolean  colon  daylight  mColon  mLocaleForced  mTimeZoneForced  timeZoneForced  NumberRule  mRule  rule  char  mValue  value  TwoDigitMonthField  INSTANCE  UnpaddedMonthField  INSTANCE  Object  key  mObj1  mObj2  obj1  obj2  Map  cDateInstanceCache  cDateTimeInstanceCache  cInstanceCache  cTimeInstanceCache  cTimeZoneDisplayCache  	projects/Lang50/src/java/org/apache/commons/lang/time/FastDateFormat.java	0.7071067811865475	408	408	2	replace	For(int  i  =  0;  i  <  dateStyle;  i++)  {  getDateTimeInstance(dateStyle,  timeStyle,  null,  null);  }	  Formatter    {    For(int    i    =    0;    i    <    dateStyle;    i++)    {    getDateTimeInstance(i,    timeStyle,    null,    null);    }    	non-compiled	[CE]  case,  default,  or  '}'  expected	72	None	replace
10	[BUG]  [BUGGY]  Integer  mRules  =  getDateTimeInstance(dateStyle,  timeStyle,  null);  [CE]  case,  default,  or  '}'  expected  [FE]            AssertionFailedError      [CONTEXT]      public  static  FastDateFormat  getDateTimeInstance(  int  dateStyle,  int  timeStyle)  {      [BUGGY]  Integer  mRules  =  getDateTimeInstance(dateStyle,  timeStyle,  null);  [BUGGY]      return  getDateTimeInstance(dateStyle,  timeStyle,  null,  null);  }  [CLASS]  FastDateFormat  CharacterLiteral  StringLiteral  TextField  UnpaddedNumberField  UnpaddedMonthField  PaddedNumberField  TwoDigitNumberField  TwoDigitYearField  TwoDigitMonthField  TwelveHourField  TwentyFourHourField  TimeZoneNameRule  TimeZoneNumberRule  TimeZoneDisplayKey  Pair  [METHOD]  getDateTimeInstance  [RETURN_TYPE]  FastDateFormat  int  dateStyle  int  timeStyle  [VARIABLES]  Locale  locale  mLocale  TimeZoneNumberRule  INSTANCE_COLON  INSTANCE_NO_COLON  TwoDigitYearField  INSTANCE  String  cDefaultPattern  mDaylight  mPattern  mStandard  mValue  pattern  value  String[]  mValues  values  UnpaddedNumberField  INSTANCE_YEAR  long  serialVersionUID  int  FULL  LONG  MEDIUM  SHORT  dateStyle  field  mField  mMaxLengthEstimate  mSize  mStyle  size  style  timeStyle  Rule[]  mRules  TimeZone  mTimeZone  timeZone  boolean  colon  daylight  mColon  mLocaleForced  mTimeZoneForced  timeZoneForced  NumberRule  mRule  rule  char  mValue  value  TwoDigitMonthField  INSTANCE  UnpaddedMonthField  INSTANCE  Object  key  mObj1  mObj2  obj1  obj2  Map  cDateInstanceCache  cDateTimeInstanceCache  cInstanceCache  cTimeInstanceCache  cTimeZoneDisplayCache  	projects/Lang50/src/java/org/apache/commons/lang/time/FastDateFormat.java	0.7071067811865475	408	408	2	replace	Integer  mRules  =  getDateTimeInstance(dateStyle,  timeStyle,  null);	  Integer    mRules    =    getDateTimeInstance(dateStyle,    timeStyle);    	non-compiled	[CE]  case,  default,  or  '}'  expected	73	None	replace
