FL_Ranking,Iteration,Time
1,0,40.76418876647949
1,0,97.6620352268219
1,1,131.96182227134705
1,1,224.03857231140137
1,1,261.9238917827606
1,2,590.0612945556641
4,0,4277.20445227623
4,0,4293.633707046509
5,0,4959.880314350128
5,0,4975.889500141144
5,0,4992.236559152603
5,0,5008.780958652496
5,0,5034.200264930725
5,0,5049.781472206116
5,0,5071.298145532608
5,0,5087.724931001663
5,0,5104.0082721710205
5,0,5121.827219486237
5,0,5143.094999551773
5,0,5159.176605463028
5,0,5175.797251701355
5,0,5191.723900079727
5,0,5208.004071712494
5,0,5228.516074895859
6,0,5564.979764699936
6,0,5581.261105060577
6,0,5611.0095636844635
6,0,5627.78981256485
6,0,5644.741942882538
6,0,5665.806078910828
6,0,5688.731810808182
6,0,5704.24406170845
6,0,5720.680082798004
6,1,5752.450843811035
6,1,5769.222495794296
6,1,5908.350814819336
6,1,5949.649147033691
6,2,6088.270380735397
6,2,6264.6426837444305
6,2,6363.187968969345
7,0,6642.631553173065
7,0,6659.292275190353
7,0,6675.464312314987
7,0,6692.872426748276
7,0,6708.891968727112
7,0,6753.272658109665
7,0,6769.244051933289
7,0,6791.039573907852
7,0,6806.810864686966
7,1,6838.76017832756
7,2,6939.674229860306
7,2,7022.457604408264
8,0,7130.716995000839
8,0,7147.0163815021515
8,0,7162.941153764725
8,0,7184.699428319931
8,0,7201.40163898468
8,0,7217.8740265369415
8,0,7234.416558504105
8,0,7254.88410782814
8,0,7271.896951913834
8,0,7288.179049253464
8,0,7304.138235330582
8,1,7574.036469221115
8,1,7699.054374694824
8,2,7896.642022848129
8,2,8264.717059373856
8,2,8294.645574092865
8,2,8884.002173900604
9,0,9570.225419044495
11,0,13355.901757955551
11,0,13393.210310459137
11,0,13411.044259786606
11,0,13450.164297819138
12,0,14050.13677740097
12,0,14068.896763086319
12,0,14090.003731250763
12,0,14110.85762834549
12,0,14130.976520299911
12,0,14173.112196207047
12,0,14204.709651708603
12,0,14259.823139190674
12,1,14371.79928946495
12,1,14430.844460725784
12,1,14571.909866333008
13,0,16026.240017652512
13,0,16051.924634695053
13,0,16157.995019197464
13,1,16225.90693306923
13,1,16392.75496029854
13,1,16419.993643283844
13,2,17204.660139083862
14,0,17270.99670815468
14,0,17298.853301525116
14,0,17323.96706056595
14,1,17457.36966586113
14,1,17492.475922584534
