bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number	this_action
1	[BUG]  [BUGGY]  this.requiredOptions.addArg(arguments,  arguments);  [CE]  cannot  find  symbol  [FE]                ComparisonFailure      [CONTEXT]      public  CommandLine  parse(Options  options,  String[]  arguments)  throws  ParseException  {      [BUGGY]  this.requiredOptions.addArg(arguments,  arguments);  [BUGGY]      return  parse(options,  arguments,  null,  false);  }  [CLASS]  Parser  [METHOD]  parse  [RETURN_TYPE]  CommandLine  Options  options  String[]  arguments  [VARIABLES]  Options  options  opts  CommandLine  cmd  List  requiredOptions  String[]  arguments  boolean  	projects/Cli4/src/java/org/apache/commons/cli/Parser.java	1.0	71	71	2	replace	this.requiredOptions.addArg(arguments,  arguments);	  this.requiredOptions.addArg(arguments);    	non-compiled	[CE]  cannot  find  symbol	98	None	replace
2	[BUG]  [BUGGY]  this.requiredOptions.addArg(arguments,  options);  [CE]  cannot  find  symbol  [FE]                  ComparisonFailure      [CONTEXT]      public  CommandLine  parse(Options  options,  String[]  arguments)  throws  ParseException  {      [BUGGY]  this.requiredOptions.addArg(arguments,  options);  [BUGGY]      return  parse(options,  arguments,  null,  false);  }  [CLASS]  Parser  [METHOD]  parse  [RETURN_TYPE]  CommandLine  Options  options  String[]  arguments  [VARIABLES]  Options  options  opts  CommandLine  cmd  List  requiredOptions  String[]  arguments  boolean  	projects/Cli4/src/java/org/apache/commons/cli/Parser.java	1.0	71	71	2	replace	this.requiredOptions.addArg(arguments,  options);	  this.requiredOptions.addArg(arguments);    	non-compiled	[CE]  cannot  find  symbol	98	None	replace
3	[BUG]  [BUGGY]  this.requiredOptions.addArg(options);  [CE]  cannot  find  symbol  [FE]                    ComparisonFailure      [CONTEXT]      public  CommandLine  parse(Options  options,  String[]  arguments)  throws  ParseException  {      [BUGGY]  this.requiredOptions.addArg(options);  [BUGGY]      return  parse(options,  arguments,  null,  false);  }  [CLASS]  Parser  [METHOD]  parse  [RETURN_TYPE]  CommandLine  Options  options  String[]  arguments  [VARIABLES]  Options  options  opts  CommandLine  cmd  List  requiredOptions  String[]  arguments  boolean  	projects/Cli4/src/java/org/apache/commons/cli/Parser.java	1.0	71	71	2	replace	this.requiredOptions.addArg(options);	  this.requiredOptions.addArg(arguments);    	non-compiled	[CE]  cannot  find  symbol	98	None	replace
4	[BUG]  [BUGGY]  return  parse(options,  arguments,  null,  true,  false,  null);  [CE]  no  suitable  method  found  for  parse(Options,String[],<null>,boolean,boolean,<null>)  [FE]                  ComparisonFailure      [CONTEXT]      public  CommandLine  parse(Options  options,  String[]  arguments)  throws  ParseException  {      [BUGGY]  return  parse(options,  arguments,  null,  true,  false,  null);  [BUGGY]      }  [CLASS]  Parser  [METHOD]  parse  [RETURN_TYPE]  CommandLine  Options  options  String[]  arguments  [VARIABLES]  Options  options  opts  CommandLine  cmd  List  requiredOptions  String[]  arguments  boolean  	projects/Cli4/src/java/org/apache/commons/cli/Parser.java	1.0	71	71	2	replace	return  parse(options,  arguments,  null,  true,  false,  null);	  return    parse(options,    arguments,    true,    false,    null);    	non-compiled	[CE]  no  suitable  method  found  for  parse(Options,String[],<null>,boolean,boolean,<null>)	40	None	replace
5	[BUG]  [BUGGY]  return  parse(options,  arguments,  false,  null,  null);  [CE]  no  suitable  method  found  for  parse(Options,String[],boolean,<null>,<null>)  [FE]                    ComparisonFailure      [CONTEXT]      public  CommandLine  parse(Options  options,  String[]  arguments)  throws  ParseException  {      [BUGGY]  return  parse(options,  arguments,  false,  null,  null);  [BUGGY]      }  [CLASS]  Parser  [METHOD]  parse  [RETURN_TYPE]  CommandLine  Options  options  String[]  arguments  [VARIABLES]  Options  options  opts  CommandLine  cmd  List  requiredOptions  String[]  arguments  boolean  	projects/Cli4/src/java/org/apache/commons/cli/Parser.java	1.0	71	71	2	replace	return  parse(options,  arguments,  false,  null,  null);	  return    parse(options,    arguments,    true,    false,    null);    	non-compiled	[CE]  no  suitable  method  found  for  parse(Options,String[],boolean,<null>,<null>)	40	None	replace
6	[BUG]  [BUGGY]  return  parse(options,  arguments,  true,  false,  null,  null);  [CE]  no  suitable  method  found  for  parse(Options,String[],boolean,boolean,<null>,<null>)  [FE]                      ComparisonFailure      [CONTEXT]      public  CommandLine  parse(Options  options,  String[]  arguments)  throws  ParseException  {      [BUGGY]  return  parse(options,  arguments,  true,  false,  null,  null);  [BUGGY]      }  [CLASS]  Parser  [METHOD]  parse  [RETURN_TYPE]  CommandLine  Options  options  String[]  arguments  [VARIABLES]  Options  options  opts  CommandLine  cmd  List  requiredOptions  String[]  arguments  boolean  	projects/Cli4/src/java/org/apache/commons/cli/Parser.java	1.0	71	71	2	replace	return  parse(options,  arguments,  true,  false,  null,  null);	  return    parse(options,    arguments,    true,    false,    null);    	non-compiled	[CE]  no  suitable  method  found  for  parse(Options,String[],boolean,boolean,<null>,<null>)	40	None	replace
7	[BUG]  [BUGGY]  return  parse(options,  arguments,  false,  null,  options);  [CE]  no  suitable  method  found  for  parse(Options,String[],boolean,<null>,Options)  [FE]                        ComparisonFailure      [CONTEXT]      public  CommandLine  parse(Options  options,  String[]  arguments)  throws  ParseException  {      [BUGGY]  return  parse(options,  arguments,  false,  null,  options);  [BUGGY]      }  [CLASS]  Parser  [METHOD]  parse  [RETURN_TYPE]  CommandLine  Options  options  String[]  arguments  [VARIABLES]  Options  options  opts  CommandLine  cmd  List  requiredOptions  String[]  arguments  boolean  	projects/Cli4/src/java/org/apache/commons/cli/Parser.java	1.0	71	71	2	replace	return  parse(options,  arguments,  false,  null,  options);	  return    parse(options,    arguments,    true,    false,    null);    	non-compiled	[CE]  no  suitable  method  found  for  parse(Options,String[],boolean,<null>,Options)	40	None	replace
8	[BUG]  [BUGGY]  parser  =  parse(options,  arguments,  null,  true);  [CE]  cannot  find  symbol  parser  [FE]            ComparisonFailure      [CONTEXT]      public  CommandLine  parse(Options  options,  String[]  arguments)  throws  ParseException  {      [BUGGY]  parser  =  parse(options,  arguments,  null,  true);  [BUGGY]      }  [CLASS]  Parser  [METHOD]  parse  [RETURN_TYPE]  CommandLine  Options  options  String[]  arguments  [VARIABLES]  Options  options  opts  CommandLine  cmd  List  requiredOptions  String[]  arguments  boolean  	projects/Cli4/src/java/org/apache/commons/cli/Parser.java	1.0	71	71	2	replace	parser  =  parse(options,  arguments,  null,  true);	  return    parse(options,    arguments,    null,    true);    Parser    parser    =    getParser();    	non-compiled	[CE]  cannot  find  symbol  parser	55	None	replace
9	[BUG]  [BUGGY]  Parser  parser  =  getParser();  [CE]  cannot  find  symbol  [FE]              ComparisonFailure      [CONTEXT]      public  CommandLine  parse(Options  options,  String[]  arguments)  throws  ParseException  {      [BUGGY]  Parser  parser  =  getParser();  [BUGGY]      }  [CLASS]  Parser  [METHOD]  parse  [RETURN_TYPE]  CommandLine  Options  options  String[]  arguments  [VARIABLES]  Options  options  opts  CommandLine  cmd  List  requiredOptions  String[]  arguments  boolean  	projects/Cli4/src/java/org/apache/commons/cli/Parser.java	1.0	71	71	2	replace	Parser  parser  =  getParser();	  return    parse(options,    arguments,    null,    true);    Parser    parser    =    getParser();    	non-compiled	[CE]  cannot  find  symbol	55	None	replace
10	[BUG]  [BUGGY]  Parser  cmd  =  parse(options,  arguments,  null,  0);  [CE]  no  suitable  method  found  for  parse(Options,String[],<null>,int)  [FE]                      ComparisonFailure      [CONTEXT]      public  CommandLine  parse(Options  options,  String[]  arguments)  throws  ParseException  {      [BUGGY]  Parser  cmd  =  parse(options,  arguments,  null,  0);  [BUGGY]      return  parse(options,  arguments,  null,  false);  }  [CLASS]  Parser  [METHOD]  parse  [RETURN_TYPE]  CommandLine  Options  options  String[]  arguments  [VARIABLES]  Options  options  opts  CommandLine  cmd  List  requiredOptions  String[]  arguments  boolean  	projects/Cli4/src/java/org/apache/commons/cli/Parser.java	1.0	71	71	2	replace	Parser  cmd  =  parse(options,  arguments,  null,  0);	  Parser    cmd    =    parse(options,    arguments,    0);    	non-compiled	[CE]  no  suitable  method  found  for  parse(Options,String[],<null>,int)	61	None	replace
