projects/JacksonCore4/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java636_inputStart=-1;
projects/JacksonCore4/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java636_inputStart=0;
projects/JacksonCore4/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java636_inputStart=1;
projects/JacksonCore4/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java636_inputStart=start;
projects/JacksonCore4/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java636
projects/JacksonCore4/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java636if(sharedLen>0){_inputStart=-1;}else{System.arraycopy(inputBuf,start,_inputBuffer,0,sharedLen);}
projects/JacksonCore4/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java636if(sharedLen>0){_inputStart=-1;}else{System.arraycopy(inputBuf,start,_inputBuffer,0,sharedLen);return;}
projects/JacksonCore4/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java636if(sharedLen>0){_inputStart=-1;}else{System.arraycopy(inputBuf,start,_currentSegment,0,sharedLen);}
projects/JacksonCore4/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java636if(sharedLen>0){System.arraycopy(inputBuf,start,_currentSegment,0,sharedLen);}
projects/JacksonCore4/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java636if(sharedLen>0){System.arraycopy(inputBuf,start,_currentSegment,0,sharedLen);}else{System.arraycopy(inputBuf,start,_currentSegment,0,sharedLen);}
projects/JacksonCore4/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java636System.arraycopy(inputBuf,start,_currentSegment,0,sharedLen);
projects/JacksonCore4/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java636if(sharedLen>0){for(inti=0;i<sharedLen;i++){System.arraycopy(inputBuf,start,_currentSegment,0,sharedLen);}
projects/JacksonCore4/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java636_inputStart=sharedLen;
projects/JacksonCore4/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java636_inputStart=inputBuf.length;
projects/JacksonCore4/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java636_inputStart=start+1;
projects/JacksonCore4/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java636if(sharedLen<=0){_inputStart=-1;}else{System.arraycopy(inputBuf,start,_currentSegment,0,sharedLen);}
projects/JacksonCore4/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java636if(sharedLen<=0){_inputStart=-1;}else{System.arraycopy(inputBuf,start,_inputBuffer,0,sharedLen);}
projects/JacksonCore4/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java636System.arraycopy(inputBuf,start,_inputBuffer,0,sharedLen);
projects/JacksonCore4/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java636if(sharedLen<=0){_inputStart=-1;}else{System.arraycopy(inputBuf,start,_inputBuffer,0,sharedLen);return;}
projects/JacksonCore4/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java636if(sharedLen>0){System.arraycopy(inputBuf,start,_currentSegment,0,sharedLen);return;}
projects/JacksonCore4/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java636if(sharedLen>=0){_inputStart=-1;}else{System.arraycopy(inputBuf,start,_inputBuffer,0,sharedLen);return;}
projects/JacksonCore4/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java636if(sharedLen>0){System.arraycopy(inputBuf,start,_inputBuffer,0,sharedLen);return;}
projects/JacksonCore4/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java636if(sharedLen>0){System.arraycopy(inputBuf,start,_inputBuffer,0,sharedLen);}
projects/JacksonCore4/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java636if(sharedLen>=0){_inputStart=-1;}else{System.arraycopy(inputBuf,start,_inputBuffer,0,sharedLen);}
projects/JacksonCore4/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java636if(sharedLen>0){_inputStart=0;}else{System.arraycopy(inputBuf,start,_inputBuffer,0,sharedLen);}
projects/JacksonCore4/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java636if(sharedLen>0){_inputStart=0;}else{System.arraycopy(inputBuf,start,_currentSegment,0,sharedLen);}
projects/JacksonCore4/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java636if(sharedLen>0){_inputStart=0;}
projects/JacksonCore4/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java636if(sharedLen>0){System.arraycopy(inputBuf,start,_inputLen,sharedLen);}
projects/JacksonCore4/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java636if(sharedLen>0){System.arraycopy(inputBuf,start,_inputStart,0,sharedLen);}
