bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	action	patch
1	[BUG] [BUGGY] this(compiler, filenamePrefix, true); [FE] ComparisonFailure [CONTEXT] ProcessCommonJSModules(AbstractCompiler compiler, String filenamePrefix) { [BUGGY] this(compiler, filenamePrefix, true); [BUGGY] } [CLASS] ProcessCommonJSModules ProcessCommonJsModulesCallback SuffixVarsCallback [METHOD] <init> [RETURN_TYPE] String)  AbstractCompiler compiler String filenamePrefix [VARIABLES] AbstractCompiler compiler boolean reportDependencies Set modulesWithExports JSModule module String DEFAULT_FILENAME_PREFIX EXPORTS MODULE_NAME_PREFIX MODULE_NAME_SEPARATOR MODULE_SLASH filenamePrefix suffix int scriptNodeCount  	projects/Closure9/src/com/google/javascript/jscomp/ProcessCommonJSModules.java	1.0	54	54	1	replace	
2	[BUG] [BUGGY] [FE] ComparisonFailure [CONTEXT] ProcessCommonJSModules(AbstractCompiler compiler, String filenamePrefix) { [BUGGY] [BUGGY] this(compiler, filenamePrefix, true); } [CLASS] ProcessCommonJSModules ProcessCommonJsModulesCallback SuffixVarsCallback [METHOD] <init> [RETURN_TYPE] String)  AbstractCompiler compiler String filenamePrefix [VARIABLES] AbstractCompiler compiler boolean reportDependencies Set modulesWithExports JSModule module String DEFAULT_FILENAME_PREFIX EXPORTS MODULE_NAME_PREFIX MODULE_NAME_SEPARATOR MODULE_SLASH filenamePrefix suffix int scriptNodeCount  	projects/Closure9/src/com/google/javascript/jscomp/ProcessCommonJSModules.java	1.0	54	54	1	add	
3	[BUG] [BUGGY] } [FE] ComparisonFailure [CONTEXT] ProcessCommonJSModules(AbstractCompiler compiler, String filenamePrefix) { this(compiler, filenamePrefix, true); [BUGGY] } [BUGGY]  [CLASS] ProcessCommonJSModules ProcessCommonJsModulesCallback SuffixVarsCallback [METHOD] <init> [RETURN_TYPE] String)  AbstractCompiler compiler String filenamePrefix [VARIABLES] AbstractCompiler compiler boolean reportDependencies Set modulesWithExports JSModule module String DEFAULT_FILENAME_PREFIX EXPORTS MODULE_NAME_PREFIX MODULE_NAME_SEPARATOR MODULE_SLASH filenamePrefix suffix int scriptNodeCount  	projects/Closure9/src/com/google/javascript/jscomp/ProcessCommonJSModules.java	1.0	55	55	1	replace	
4	[BUG] [BUGGY] [FE] ComparisonFailure [CONTEXT] ProcessCommonJSModules(AbstractCompiler compiler, String filenamePrefix) { this(compiler, filenamePrefix, true); [BUGGY] [BUGGY] } [CLASS] ProcessCommonJSModules ProcessCommonJsModulesCallback SuffixVarsCallback [METHOD] <init> [RETURN_TYPE] String)  AbstractCompiler compiler String filenamePrefix [VARIABLES] AbstractCompiler compiler boolean reportDependencies Set modulesWithExports JSModule module String DEFAULT_FILENAME_PREFIX EXPORTS MODULE_NAME_PREFIX MODULE_NAME_SEPARATOR MODULE_SLASH filenamePrefix suffix int scriptNodeCount  	projects/Closure9/src/com/google/javascript/jscomp/ProcessCommonJSModules.java	1.0	55	55	1	add	
5	[BUG] [BUGGY] filename = filename.substring(filenamePrefix.length()); [FE] ComparisonFailure [CONTEXT] private String normalizeSourceName(String filename) {   if (filename.indexOf(filenamePrefix) == 0) { [BUGGY] filename = filename.substring(filenamePrefix.length()); [BUGGY] } return filename; } [CLASS] ProcessCommonJSModules ProcessCommonJsModulesCallback SuffixVarsCallback [METHOD] normalizeSourceName [RETURN_TYPE] String  String filename [VARIABLES] AbstractCompiler compiler boolean reportDependencies Set modulesWithExports JSModule module String DEFAULT_FILENAME_PREFIX EXPORTS MODULE_NAME_PREFIX MODULE_NAME_SEPARATOR MODULE_SLASH currentFilename filename filenamePrefix requiredFilename suffix int scriptNodeCount  	projects/Closure9/src/com/google/javascript/jscomp/ProcessCommonJSModules.java	1.0	121	121	1	replace	
6	[BUG] [BUGGY] [FE] ComparisonFailure [CONTEXT] private String normalizeSourceName(String filename) {   if (filename.indexOf(filenamePrefix) == 0) { [BUGGY] [BUGGY] filename = filename.substring(filenamePrefix.length()); } return filename; } [CLASS] ProcessCommonJSModules ProcessCommonJsModulesCallback SuffixVarsCallback [METHOD] normalizeSourceName [RETURN_TYPE] String  String filename [VARIABLES] AbstractCompiler compiler boolean reportDependencies Set modulesWithExports JSModule module String DEFAULT_FILENAME_PREFIX EXPORTS MODULE_NAME_PREFIX MODULE_NAME_SEPARATOR MODULE_SLASH currentFilename filename filenamePrefix requiredFilename suffix int scriptNodeCount  	projects/Closure9/src/com/google/javascript/jscomp/ProcessCommonJSModules.java	1.0	121	121	1	add	
7	[BUG] [BUGGY] boolean reportDependencies) { [FE] ComparisonFailure [CONTEXT] ProcessCommonJSModules(AbstractCompiler compiler, String filenamePrefix, [BUGGY] boolean reportDependencies) { [BUGGY] this.compiler = compiler; this.filenamePrefix = filenamePrefix.endsWith(MODULE_SLASH) ? filenamePrefix : filenamePrefix + MODULE_SLASH; this.reportDependencies = reportDependencies; } [CLASS] ProcessCommonJSModules ProcessCommonJsModulesCallback SuffixVarsCallback [METHOD] <init> [RETURN_TYPE] String,boolean)  AbstractCompiler compiler String filenamePrefix boolean reportDependencies [VARIABLES] AbstractCompiler compiler boolean reportDependencies Set modulesWithExports JSModule module String DEFAULT_FILENAME_PREFIX EXPORTS MODULE_NAME_PREFIX MODULE_NAME_SEPARATOR MODULE_SLASH filenamePrefix suffix int scriptNodeCount  	projects/Closure9/src/com/google/javascript/jscomp/ProcessCommonJSModules.java	0.4082482904638631	58	58	1	replace	
8	[BUG] [BUGGY] [FE] ComparisonFailure [CONTEXT] ProcessCommonJSModules(AbstractCompiler compiler, String filenamePrefix, [BUGGY] [BUGGY] boolean reportDependencies) { this.compiler = compiler; this.filenamePrefix = filenamePrefix.endsWith(MODULE_SLASH) ? filenamePrefix : filenamePrefix + MODULE_SLASH; this.reportDependencies = reportDependencies; } [CLASS] ProcessCommonJSModules ProcessCommonJsModulesCallback SuffixVarsCallback [METHOD] <init> [RETURN_TYPE] String,boolean)  AbstractCompiler compiler String filenamePrefix boolean reportDependencies [VARIABLES] AbstractCompiler compiler boolean reportDependencies Set modulesWithExports JSModule module String DEFAULT_FILENAME_PREFIX EXPORTS MODULE_NAME_PREFIX MODULE_NAME_SEPARATOR MODULE_SLASH filenamePrefix suffix int scriptNodeCount  	projects/Closure9/src/com/google/javascript/jscomp/ProcessCommonJSModules.java	0.4082482904638631	58	58	1	add	
9	[BUG] [BUGGY] this.compiler = compiler; [FE] ComparisonFailure [CONTEXT] ProcessCommonJSModules(AbstractCompiler compiler, String filenamePrefix, boolean reportDependencies) { [BUGGY] this.compiler = compiler; [BUGGY] this.filenamePrefix = filenamePrefix.endsWith(MODULE_SLASH) ? filenamePrefix : filenamePrefix + MODULE_SLASH; this.reportDependencies = reportDependencies; } [CLASS] ProcessCommonJSModules ProcessCommonJsModulesCallback SuffixVarsCallback [METHOD] <init> [RETURN_TYPE] String,boolean)  AbstractCompiler compiler String filenamePrefix boolean reportDependencies [VARIABLES] AbstractCompiler compiler boolean reportDependencies Set modulesWithExports JSModule module String DEFAULT_FILENAME_PREFIX EXPORTS MODULE_NAME_PREFIX MODULE_NAME_SEPARATOR MODULE_SLASH filenamePrefix suffix int scriptNodeCount  	projects/Closure9/src/com/google/javascript/jscomp/ProcessCommonJSModules.java	0.4082482904638631	59	59	1	replace	
10	[BUG] [BUGGY] [FE] ComparisonFailure [CONTEXT] ProcessCommonJSModules(AbstractCompiler compiler, String filenamePrefix, boolean reportDependencies) { [BUGGY] [BUGGY] this.compiler = compiler; this.filenamePrefix = filenamePrefix.endsWith(MODULE_SLASH) ? filenamePrefix : filenamePrefix + MODULE_SLASH; this.reportDependencies = reportDependencies; } [CLASS] ProcessCommonJSModules ProcessCommonJsModulesCallback SuffixVarsCallback [METHOD] <init> [RETURN_TYPE] String,boolean)  AbstractCompiler compiler String filenamePrefix boolean reportDependencies [VARIABLES] AbstractCompiler compiler boolean reportDependencies Set modulesWithExports JSModule module String DEFAULT_FILENAME_PREFIX EXPORTS MODULE_NAME_PREFIX MODULE_NAME_SEPARATOR MODULE_SLASH filenamePrefix suffix int scriptNodeCount  	projects/Closure9/src/com/google/javascript/jscomp/ProcessCommonJSModules.java	0.4082482904638631	59	59	1	add	
