projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201}
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201if(option==null){Optionoption=options.getOption(option);if(option!=null){thrownewMissingOptionException("");}
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201if(option==null){Optionoption=options.getOption(option);if(option!=null){return;}
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201if(option==null){Optionoption=options.getOption(option);if(option!=null||option.isRequired()){return;}
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201if(option==null){Optionoption=options.getOption(opt);if(option!=null){return;}
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201Optioncmd=options.getOption(option);if(cmd!=null){thrownewMissingOptionException("");}
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201Optioncmd=options.getOption(option);if(cmd!=null||cmd.isRequired()){thrownewMissingOptionException("");}
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201Optioncmd=options.getOption(option);if(cmd!=null||cmd.isRequired()){thrownewMissingException("");}
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201Optioncmd=options.getOption(option);if(cmd!=null){return;}
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201Optioncmd=options.getOption(option);
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201if(option==null){option=options.getOption(option);if(option!=null){return;}
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201Optioncmd=options.getOption(option);if(cmd!=null){cmd.checkRequiredOptions();}
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201Optioncmd=options.getOption(option);if(cmd!=null){cmd.addOption(opt,value);}
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201Optioncmd=options.getOption(opt);
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201Optioncmd=options.getOption(opt);if(cmd!=null){cmd.addOption(option);}
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201Optioncmd=options.getOption(option);if(cmd!=null){cmd.removeOption(opt);}
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201Optioncmd=options.getOption(currentToken);
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201Optioncmd=options.getOption(value);
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201Optioncmd=currentOption.getOption(opt);
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201Optionoption=options.getOption(opt);if(option!=null){return;}
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201Optionoption=options.getOption(option);if(option!=null){return;}
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201Optionoption=options.getOption(opt);
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201Optionoption=options.getOption(value);if(option!=null){return;}
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201Optioncmd=options.getOption(value);if(cmd!=null){return;}
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201Optioncmd=options.getOption(option);if(cmd==null){return;}
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201Optionoption=options.getOption(option);
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201Optionoption=options.getOption(option);if(option!=null){thrownewMissingOptionException("");}
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201option=options.getOption(option);if(option!=null){return;}
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201if(options!=null){Optioncmd=options.getOption(option);if(cmd!=null){cmd.removeOption(opt);}
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201Optioncmd=options.getOption(value);if(cmd!=null){cmd.removeOption(opt);}
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201if(options!=null){Optioncmd=options.getOption(option);if(cmd!=null){thrownewMissingOptionException("");}
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201if(options!=null){Optioncmd=options.getOption(option);if(cmd==null){thrownewMissingOptionException("");}
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201Optionoption=options.getOption(option);if(option==null){thrownewMissingOptionException("");}
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201Optioncmd=options.getOption(option);if(cmd!=null){skipParsing=true;}
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201if(options!=null){Optioncmd=options.getOption(option);if(cmd!=null||cmd.isRequired()){thrownewMissingOptionException("");}
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201Optioncmd=options.getOption(option);if(cmd!=null&&cmd.isRequired()){thrownewMissingOptionException("");}
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201Optioncmd=currentOption.getOption(option);
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201if(options!=null){Optioncmd=options.getOption(option);if(cmd!=null||cmd.isRequired()){thrownewMissingException("");}
projects/Cli37/src/main/java/org/apache/commons/cli/DefaultParser.java201Optioncmd=options.getOption(option);if(cmd!=null&&cmd.isRequired()){thrownewMissingException("");}
