bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	action	patch
1	[BUG] [BUGGY] return removeDomainMarker(marker, Layer.FOREGROUND); [FE] NullPointerException [CONTEXT] [BUGGY] return removeDomainMarker(marker, Layer.FOREGROUND); [BUGGY] } [CLASS] CategoryPlot [METHOD] removeDomainMarker [RETURN_TYPE] boolean  Marker marker 	projects/Chart14/source/org/jfree/chart/plot/CategoryPlot.java	0.5	2106	2106	4	replace	
2	[BUG] [BUGGY] [FE] NullPointerException [CONTEXT] [BUGGY] [BUGGY] return removeDomainMarker(marker, Layer.FOREGROUND); } [CLASS] CategoryPlot [METHOD] removeDomainMarker [RETURN_TYPE] boolean  Marker marker 	projects/Chart14/source/org/jfree/chart/plot/CategoryPlot.java	0.5	2106	2106	4	add	
3	[BUG] [BUGGY] return removeDomainMarker(0, marker, layer); [FE] NullPointerException [CONTEXT] [BUGGY] return removeDomainMarker(0, marker, layer); [BUGGY] } [CLASS] CategoryPlot [METHOD] removeDomainMarker [RETURN_TYPE] boolean  Marker marker Layer layer 	projects/Chart14/source/org/jfree/chart/plot/CategoryPlot.java	0.5	2122	2122	4	replace	
4	[BUG] [BUGGY] [FE] NullPointerException [CONTEXT] [BUGGY] [BUGGY] return removeDomainMarker(0, marker, layer); } [CLASS] CategoryPlot [METHOD] removeDomainMarker [RETURN_TYPE] boolean  Marker marker Layer layer 	projects/Chart14/source/org/jfree/chart/plot/CategoryPlot.java	0.5	2122	2122	4	add	
5	[BUG] [BUGGY] return removeDomainMarker(index, marker, layer, true); [FE] NullPointerException [CONTEXT] [BUGGY] return removeDomainMarker(index, marker, layer, true); [BUGGY] } [CLASS] CategoryPlot [METHOD] removeDomainMarker [RETURN_TYPE] boolean  int index Marker marker Layer layer 	projects/Chart14/source/org/jfree/chart/plot/CategoryPlot.java	0.5	2139	2139	4	replace	
6	[BUG] [BUGGY] [FE] NullPointerException [CONTEXT] [BUGGY] [BUGGY] return removeDomainMarker(index, marker, layer, true); } [CLASS] CategoryPlot [METHOD] removeDomainMarker [RETURN_TYPE] boolean  int index Marker marker Layer layer 	projects/Chart14/source/org/jfree/chart/plot/CategoryPlot.java	0.5	2139	2139	4	add	
7	[BUG] [BUGGY] if (layer == Layer.FOREGROUND) { [FE] NullPointerException [CONTEXT] [BUGGY] if (layer == Layer.FOREGROUND) { [BUGGY] markers = (ArrayList) this.foregroundDomainMarkers.get(new Integer( index)); } else { markers = (ArrayList) this.backgroundDomainMarkers.get(new Integer( index)); } boolean removed = markers.remove(marker); if (removed && notify) { fireChangeEvent(); [CLASS] CategoryPlot [METHOD] removeDomainMarker [RETURN_TYPE] boolean  int index Marker marker Layer layer boolean notify 	projects/Chart14/source/org/jfree/chart/plot/CategoryPlot.java	0.5	2158	2158	4	replace	
8	[BUG] [BUGGY] [FE] NullPointerException [CONTEXT] [BUGGY] [BUGGY] if (layer == Layer.FOREGROUND) { markers = (ArrayList) this.foregroundDomainMarkers.get(new Integer( index)); } else { markers = (ArrayList) this.backgroundDomainMarkers.get(new Integer( index)); } boolean removed = markers.remove(marker); if (removed && notify) { fireChangeEvent(); [CLASS] CategoryPlot [METHOD] removeDomainMarker [RETURN_TYPE] boolean  int index Marker marker Layer layer boolean notify 	projects/Chart14/source/org/jfree/chart/plot/CategoryPlot.java	0.5	2158	2158	4	add	
9	[BUG] [BUGGY] markers = (ArrayList) this.foregroundDomainMarkers.get(new Integer(  index)); [FE] NullPointerException [CONTEXT] [BUGGY] markers = (ArrayList) this.foregroundDomainMarkers.get(new Integer(     index)); [BUGGY] index)); } else { markers = (ArrayList) this.backgroundDomainMarkers.get(new Integer( index)); } boolean removed = markers.remove(marker); if (removed && notify) { fireChangeEvent(); } [CLASS] CategoryPlot [METHOD] removeDomainMarker [RETURN_TYPE] boolean  int index Marker marker Layer layer boolean notify 	projects/Chart14/source/org/jfree/chart/plot/CategoryPlot.java	0.5	2159	2160	4	replace	
10	[BUG] [BUGGY] [FE] NullPointerException [CONTEXT] [BUGGY] [BUGGY] markers = (ArrayList) this.foregroundDomainMarkers.get(new Integer(     index)); index)); } else { markers = (ArrayList) this.backgroundDomainMarkers.get(new Integer( index)); } boolean removed = markers.remove(marker); if (removed && notify) { fireChangeEvent(); } [CLASS] CategoryPlot [METHOD] removeDomainMarker [RETURN_TYPE] boolean  int index Marker marker Layer layer boolean notify 	projects/Chart14/source/org/jfree/chart/plot/CategoryPlot.java	0.5	2159	2160	4	add	
11	[BUG] [BUGGY] boolean removed = markers.remove(marker); [FE] NullPointerException [CONTEXT] [BUGGY] boolean removed = markers.remove(marker); [BUGGY] if (removed && notify) { fireChangeEvent(); } return removed; } [CLASS] CategoryPlot [METHOD] removeDomainMarker [RETURN_TYPE] boolean  int index Marker marker Layer layer boolean notify 	projects/Chart14/source/org/jfree/chart/plot/CategoryPlot.java	0.5	2166	2166	4	replace	
12	[BUG] [BUGGY] [FE] NullPointerException [CONTEXT] [BUGGY] [BUGGY] boolean removed = markers.remove(marker); if (removed && notify) { fireChangeEvent(); } return removed; } [CLASS] CategoryPlot [METHOD] removeDomainMarker [RETURN_TYPE] boolean  int index Marker marker Layer layer boolean notify 	projects/Chart14/source/org/jfree/chart/plot/CategoryPlot.java	0.5	2166	2166	4	add	
13	[BUG] [BUGGY] return removeRangeMarker(marker, Layer.FOREGROUND); [FE] NullPointerException [CONTEXT] [BUGGY] return removeRangeMarker(marker, Layer.FOREGROUND); [BUGGY] } [CLASS] CategoryPlot [METHOD] removeRangeMarker [RETURN_TYPE] boolean  Marker marker 	projects/Chart14/source/org/jfree/chart/plot/CategoryPlot.java	0.5	2378	2378	4	replace	
14	[BUG] [BUGGY] [FE] NullPointerException [CONTEXT] [BUGGY] [BUGGY] return removeRangeMarker(marker, Layer.FOREGROUND); } [CLASS] CategoryPlot [METHOD] removeRangeMarker [RETURN_TYPE] boolean  Marker marker 	projects/Chart14/source/org/jfree/chart/plot/CategoryPlot.java	0.5	2378	2378	4	add	
15	[BUG] [BUGGY] return removeRangeMarker(0, marker, layer); [FE] NullPointerException [CONTEXT] [BUGGY] return removeRangeMarker(0, marker, layer); [BUGGY] } [CLASS] CategoryPlot [METHOD] removeRangeMarker [RETURN_TYPE] boolean  Marker marker Layer layer 	projects/Chart14/source/org/jfree/chart/plot/CategoryPlot.java	0.5	2396	2396	4	replace	
16	[BUG] [BUGGY] [FE] NullPointerException [CONTEXT] [BUGGY] [BUGGY] return removeRangeMarker(0, marker, layer); } [CLASS] CategoryPlot [METHOD] removeRangeMarker [RETURN_TYPE] boolean  Marker marker Layer layer 	projects/Chart14/source/org/jfree/chart/plot/CategoryPlot.java	0.5	2396	2396	4	add	
17	[BUG] [BUGGY] return removeRangeMarker(index, marker, layer, true); [FE] NullPointerException [CONTEXT] [BUGGY] return removeRangeMarker(index, marker, layer, true); [BUGGY] } [CLASS] CategoryPlot [METHOD] removeRangeMarker [RETURN_TYPE] boolean  int index Marker marker Layer layer 	projects/Chart14/source/org/jfree/chart/plot/CategoryPlot.java	0.5	2415	2415	4	replace	
18	[BUG] [BUGGY] [FE] NullPointerException [CONTEXT] [BUGGY] [BUGGY] return removeRangeMarker(index, marker, layer, true); } [CLASS] CategoryPlot [METHOD] removeRangeMarker [RETURN_TYPE] boolean  int index Marker marker Layer layer 	projects/Chart14/source/org/jfree/chart/plot/CategoryPlot.java	0.5	2415	2415	4	add	
19	[BUG] [BUGGY] if (marker == null) { [FE] NullPointerException [CONTEXT] [BUGGY] if (marker == null) { [BUGGY] throw new IllegalArgumentException("Null 'marker' argument."); } ArrayList markers; if (layer == Layer.FOREGROUND) { markers = (ArrayList) this.foregroundRangeMarkers.get(new Integer( index)); } else { markers = (ArrayList) this.backgroundRangeMarkers.get(new Integer( index)); [CLASS] CategoryPlot [METHOD] removeRangeMarker [RETURN_TYPE] boolean  int index Marker marker Layer layer boolean notify 	projects/Chart14/source/org/jfree/chart/plot/CategoryPlot.java	0.5	2436	2436	4	replace	
20	[BUG] [BUGGY] [FE] NullPointerException [CONTEXT] [BUGGY] [BUGGY] if (marker == null) { throw new IllegalArgumentException("Null 'marker' argument."); } ArrayList markers; if (layer == Layer.FOREGROUND) { markers = (ArrayList) this.foregroundRangeMarkers.get(new Integer( index)); } else { markers = (ArrayList) this.backgroundRangeMarkers.get(new Integer( index)); [CLASS] CategoryPlot [METHOD] removeRangeMarker [RETURN_TYPE] boolean  int index Marker marker Layer layer boolean notify 	projects/Chart14/source/org/jfree/chart/plot/CategoryPlot.java	0.5	2436	2436	4	add	
21	[BUG] [BUGGY] if (layer == Layer.FOREGROUND) { [FE] NullPointerException [CONTEXT] [BUGGY] if (layer == Layer.FOREGROUND) { [BUGGY] markers = (ArrayList) this.foregroundRangeMarkers.get(new Integer( index)); } else { markers = (ArrayList) this.backgroundRangeMarkers.get(new Integer( index)); } boolean removed = markers.remove(marker); if (removed && notify) { fireChangeEvent(); [CLASS] CategoryPlot [METHOD] removeRangeMarker [RETURN_TYPE] boolean  int index Marker marker Layer layer boolean notify 	projects/Chart14/source/org/jfree/chart/plot/CategoryPlot.java	0.5	2440	2440	4	replace	
22	[BUG] [BUGGY] [FE] NullPointerException [CONTEXT] [BUGGY] [BUGGY] if (layer == Layer.FOREGROUND) { markers = (ArrayList) this.foregroundRangeMarkers.get(new Integer( index)); } else { markers = (ArrayList) this.backgroundRangeMarkers.get(new Integer( index)); } boolean removed = markers.remove(marker); if (removed && notify) { fireChangeEvent(); [CLASS] CategoryPlot [METHOD] removeRangeMarker [RETURN_TYPE] boolean  int index Marker marker Layer layer boolean notify 	projects/Chart14/source/org/jfree/chart/plot/CategoryPlot.java	0.5	2440	2440	4	add	
