bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	original_buggy	action	patch	execution_result	diagnosis	previous_bug_id	new_failing_test_number
1	[BUG]  [BUGGY]  boolean  added  =  this.data.contains(item.getItemCount(),  notify);  [CE]  class  or  interface  expected  [CONTEXT]    b.append(   "You  are  attempting  to  add  an  observation  for     ");  b.append(   "the  time  period     ");  b.append(item.getPeriod().toString());  b.append(   "  but  the  series  already  contains  an  observation   ");  b.append(   "  for  that  time  period.  Duplicates  are  not     ");  b.append(   "permitted.Try  using  the  addOrUpdate()  method.   ");  throw  new  SeriesException(b.toString());  }  }  }    [BUGGY]  boolean  added  =  this.data.contains(item.getItemCount(),  notify);  [BUGGY]    if  (added)  {  if  (getItemCount()  >  this.maximumItemCount)  {  this.data.remove(0);  }  removeAgedItems(false);//  remove  old  items  if  necessary,  but    if  (notify)  {  fireSeriesChanged();  [CLASS]  TimeSeries  [METHOD]  add  [RETURN_TYPE]  void  TimeSeriesDataItem  item  boolean  notify  [VARIABLES]  StringBuffer  b  boolean  added  notify  TimeSeriesDataItem  item  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  last  long  maximumItemAge  periods  serialVersionUID  int  count  i  index  maximum  maximumItemCount  	projects/Chart9/source/org/jfree/data/time/TimeSeries.java	0.21320071635561041	536	536	1	replace	boolean  added  =  this.data.contains(item.getItemCount(),  notify);	      boolean    added    =    this.data.contains(item.getItemCount());    	non-compiled	[CE]  class  or  interface  expected	1443	None
2	[BUG]  [BUGGY]  boolean  added  =  this.data.contains(item.getItemCount()  -  1);  [CE]  class  or  interface  expected  [CONTEXT]    b.append(   "You  are  attempting  to  add  an  observation  for     ");  b.append(   "the  time  period     ");  b.append(item.getPeriod().toString());  b.append(   "  but  the  series  already  contains  an  observation   ");  b.append(   "  for  that  time  period.  Duplicates  are  not     ");  b.append(   "permitted.Try  using  the  addOrUpdate()  method.   ");  throw  new  SeriesException(b.toString());  }  }  }    [BUGGY]  boolean  added  =  this.data.contains(item.getItemCount()  -  1);  [BUGGY]    if  (added)  {  if  (getItemCount()  >  this.maximumItemCount)  {  this.data.remove(0);  }  removeAgedItems(false);//  remove  old  items  if  necessary,  but    if  (notify)  {  fireSeriesChanged();  [CLASS]  TimeSeries  [METHOD]  add  [RETURN_TYPE]  void  TimeSeriesDataItem  item  boolean  notify  [VARIABLES]  StringBuffer  b  boolean  added  notify  TimeSeriesDataItem  item  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  last  long  maximumItemAge  periods  serialVersionUID  int  count  i  index  maximum  maximumItemCount  	projects/Chart9/source/org/jfree/data/time/TimeSeries.java	0.21320071635561041	536	536	1	replace	boolean  added  =  this.data.contains(item.getItemCount()  -  1);	      boolean    added    =    this.data.contains(item.getItemCount());    	non-compiled	[CE]  class  or  interface  expected	1443	None
25	[BUG]  [BUGGY]  endIndex  =  getIndex(startIndex,  end);  [CE]  illegal  start  of  type  [CONTEXT]    startIndex  =  -(startIndex  +  1);  if  (startIndex  ==  this.data.size())  {  emptyRange  =  true;//  start  is  after  last  data  item  }  }  int  endIndex  =  getIndex(end);  if  (endIndex  <  0)  {  //  end  period  is  not  in  original  series  endIndex  =  -(endIndex  +  1);  //  this  is  first  item  AFTER  end  period  endIndex  =  endIndex  -  1;//  so  this  is  last  item  BEFORE  end  }    [BUGGY]  endIndex  =  getIndex(startIndex,  end);  [BUGGY]    if  (endIndex  <  0)  {  emptyRange  =  true;  }  if  (emptyRange)  {  TimeSeries  copy  =  (TimeSeries)  super.clone();  copy.data  =  new  java.util.ArrayList();  return  copy;  }  else  {  return  createCopy(startIndex,  endIndex);  }  [CLASS]  TimeSeries  [METHOD]  createCopy  [RETURN_TYPE]  TimeSeries  RegularTimePeriod  start  RegularTimePeriod  end  [VARIABLES]  boolean  emptyRange  TimeSeries  copy  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  end  start  long  index  latest  maximumItemAge  periods  serialVersionUID  int  count  end  endIndex  i  index  maximum  maximumItemCount  start  startIndex  	projects/Chart9/source/org/jfree/data/time/TimeSeries.java	0.7071067811865475	944	944	1	replace	endIndex  =  getIndex(startIndex,  end);	      endIndex    =    getIndex(startIndex);    	non-compiled	[CE]  illegal  start  of  type	1177	None
26	[BUG]  [BUGGY]  endIndex  =  getIndex(startIndex,  endIndex);  [CE]  illegal  start  of  type  [CONTEXT]    startIndex  =  -(startIndex  +  1);  if  (startIndex  ==  this.data.size())  {  emptyRange  =  true;//  start  is  after  last  data  item  }  }  int  endIndex  =  getIndex(end);  if  (endIndex  <  0)  {  //  end  period  is  not  in  original  series  endIndex  =  -(endIndex  +  1);  //  this  is  first  item  AFTER  end  period  endIndex  =  endIndex  -  1;//  so  this  is  last  item  BEFORE  end  }    [BUGGY]  endIndex  =  getIndex(startIndex,  endIndex);  [BUGGY]    if  (endIndex  <  0)  {  emptyRange  =  true;  }  if  (emptyRange)  {  TimeSeries  copy  =  (TimeSeries)  super.clone();  copy.data  =  new  java.util.ArrayList();  return  copy;  }  else  {  return  createCopy(startIndex,  endIndex);  }  [CLASS]  TimeSeries  [METHOD]  createCopy  [RETURN_TYPE]  TimeSeries  RegularTimePeriod  start  RegularTimePeriod  end  [VARIABLES]  boolean  emptyRange  TimeSeries  copy  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  end  start  long  index  latest  maximumItemAge  periods  serialVersionUID  int  count  end  endIndex  i  index  maximum  maximumItemCount  start  startIndex  	projects/Chart9/source/org/jfree/data/time/TimeSeries.java	0.7071067811865475	944	944	1	replace	endIndex  =  getIndex(startIndex,  endIndex);	      endIndex    =    getIndex(startIndex);    	non-compiled	[CE]  illegal  start  of  type	1177	None
49	[BUG]  [BUGGY]  peg(name.getInstance());  [CE]  illegal  start  of  expression  [CONTEXT]    public  TimeSeries(Comparable  name)  {  this(name,  DEFAULT_DOMAIN_DESCRIPTION,  DEFAULT_RANGE_DESCRIPTION,  Day.class);    [BUGGY]  peg(name.getInstance());  [BUGGY]    }  [CLASS]  TimeSeries  [METHOD]  <init>  [RETURN_TYPE]  Comparable)  Comparable  name  [VARIABLES]  Comparable  name  boolean  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  domain  range  long  maximumItemAge  serialVersionUID  int  maximumItemCount  	projects/Chart9/source/org/jfree/data/time/TimeSeries.java	0.4082482904638631	144	144	1	replace	peg(name.getInstance());	      fireSeriesChanged();    	non-compiled	[CE]  illegal  start  of  expression	3602	None
73	[BUG]  [BUGGY]  add(period);  [CE]  illegal  start  of  expression  [CONTEXT]    public  void  add(RegularTimePeriod  period,  double  value)  {  add(period,  value,  true);    [BUGGY]  add(period);  [BUGGY]      [CLASS]  TimeSeries  [METHOD]  add  [RETURN_TYPE]  void  RegularTimePeriod  period  double  value  [VARIABLES]  boolean  double  value  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  period  long  maximumItemAge  periods  serialVersionUID  int  count  i  index  maximum  maximumItemCount  	projects/Chart9/source/org/jfree/data/time/TimeSeries.java	0.2581988897471611	562	562	1	replace	add(period);	  fireSeriesChanged();    	non-compiled	[CE]  illegal  start  of  expression	2497	None
146	[BUG]  [BUGGY]  regularTimePeriod  end  =(RegularTimePeriod)this.data.get(startIndex);  [CE]  cannot  find  symbol  [CONTEXT]     "Requires  start  on  or  before  end.   ");  }  boolean  emptyRange  =  false;  int  startIndex  =  getIndex(start);  if  (startIndex  <  0)  {  startIndex  =  -(startIndex  +  1);  if  (startIndex  ==  this.data.size())  {  emptyRange  =  true;//  start  is  after  last  data  item  }  }    [BUGGY]  regularTimePeriod  end  =(RegularTimePeriod)this.data.get(startIndex);  [BUGGY]    int  endIndex  =  getIndex(end);  if  (endIndex  <  0)  {  //  end  period  is  not  in  original  series  endIndex  =  -(endIndex  +  1);  //  this  is  first  item  AFTER  end  period  endIndex  =  endIndex  -  1;//  so  this  is  last  item  BEFORE  end  }  if  (endIndex  <  0)  {  emptyRange  =  true;  }  if  (emptyRange)  {  TimeSeries  copy  =  (TimeSeries)  super.clone();  copy.data  =  new  java.util.ArrayList();  [CLASS]  TimeSeries  [METHOD]  createCopy  [RETURN_TYPE]  TimeSeries  RegularTimePeriod  start  RegularTimePeriod  end  [VARIABLES]  boolean  emptyRange  TimeSeries  copy  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  end  start  long  index  latest  maximumItemAge  periods  serialVersionUID  int  count  end  endIndex  i  index  maximum  maximumItemCount  start  startIndex  	projects/Chart9/source/org/jfree/data/time/TimeSeries.java	0.7071067811865475	939	939	1	replace	regularTimePeriod  end  =(RegularTimePeriod)this.data.get(startIndex);	      regularTimePeriod    start    =(RegularTimePeriod)this.data.get(startIndex);    	non-compiled	[CE]  cannot  find  symbol	1946	None
169	[BUG]  [BUGGY]  add(item,  notify,  value,  false);  [CE]  no  suitable  method  found  for  add(TimeSeriesDataItem,boolean,double,boolean)  [CONTEXT]    public  void  add(RegularTimePeriod  period,  double  value,  boolean  notify)  {  TimeSeriesDataItem  item  =  new  TimeSeriesDataItem(period,  value);    [BUGGY]  add(item,  notify,  value,  false);  [BUGGY]    }  [CLASS]  TimeSeries  [METHOD]  add  [RETURN_TYPE]  void  RegularTimePeriod  period  double  value  boolean  notify  [VARIABLES]  boolean  notify  double  value  TimeSeriesDataItem  item  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  period  long  maximumItemAge  periods  serialVersionUID  int  count  i  index  maximum  maximumItemCount  	projects/Chart9/source/org/jfree/data/time/TimeSeries.java	0.2581988897471611	575	575	1	replace	add(item,  notify,  value,  false);	  add(item,    notify,    false);    	non-compiled	[CE]  no  suitable  method  found  for  add(TimeSeriesDataItem,boolean,double,boolean)	3050	None
170	[BUG]  [BUGGY]  add(item,  value,  notify,  false);  [CE]  no  suitable  method  found  for  add(TimeSeriesDataItem,double,boolean,boolean)  [CONTEXT]    public  void  add(RegularTimePeriod  period,  double  value,  boolean  notify)  {  TimeSeriesDataItem  item  =  new  TimeSeriesDataItem(period,  value);    [BUGGY]  add(item,  value,  notify,  false);  [BUGGY]    }  [CLASS]  TimeSeries  [METHOD]  add  [RETURN_TYPE]  void  RegularTimePeriod  period  double  value  boolean  notify  [VARIABLES]  boolean  notify  double  value  TimeSeriesDataItem  item  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  period  long  maximumItemAge  periods  serialVersionUID  int  count  i  index  maximum  maximumItemCount  	projects/Chart9/source/org/jfree/data/time/TimeSeries.java	0.2581988897471611	575	575	1	replace	add(item,  value,  notify,  false);	  add(item,    notify,    false);    	non-compiled	[CE]  no  suitable  method  found  for  add(TimeSeriesDataItem,double,boolean,boolean)	3050	None
241	[BUG]  [BUGGY]  int  endIndex  =  getIndex(end);  [CE]  cannot  find  symbol  end  [CONTEXT]    public  void  add(RegularTimePeriod  period,  double  value,  boolean  notify)  {  TimeSeriesDataItem  item  =  new  TimeSeriesDataItem(period,  value);    [BUGGY]  int  endIndex  =  getIndex(end);  [BUGGY]    add(item,  notify);  }  [CLASS]  TimeSeries  [METHOD]  add  [RETURN_TYPE]  void  RegularTimePeriod  period  double  value  boolean  notify  [VARIABLES]  boolean  notify  double  value  TimeSeriesDataItem  item  Class  timePeriodClass  List  data  String  DEFAULT_DOMAIN_DESCRIPTION  DEFAULT_RANGE_DESCRIPTION  description  domain  old  range  RegularTimePeriod  period  long  maximumItemAge  periods  serialVersionUID  int  count  i  index  maximum  maximumItemCount  	projects/Chart9/source/org/jfree/data/time/TimeSeries.java	0.2581988897471611	575	575	1	replace	int  endIndex  =  getIndex(end);	      item.setValue(value);    fireSeriesChanged();    	non-compiled	[CE]  cannot  find  symbol  end	1681	None
