compilation error,119,replace,[CE] double cannot be dereferenced,return 0.0; ,return 0.0 / denominatorDegreesOfFreedom * getNumeratorDegreesOfFreedom().doubleValue();
compilation error,119,replace,[CE] double cannot be dereferenced,return 0.0; ,return 0.0 / denominatorDegreesOfFreedom * getNumeratorDegreesOfFreedom().doubleValue() > p;
compilation error,119,replace,[CE] missing return statement,return 0.0; , 
increase failing tests,145,replace, [FE] IllegalArgumentException testSmallDegreesOfFreedom,double d = getDenominatorDegreesOfFreedom(); ,double d = getDenominatorDegreesOfFreedom() * p;
increase failing tests,145,replace, [FE] IllegalArgumentException testSmallDegreesOfFreedom,double d = getDenominatorDegreesOfFreedom(); ,double d = getDenominatorDegreesOfFreedom() * 2;
compilation error,145,replace,[CE] cannot find symbol d,double d = getDenominatorDegreesOfFreedom(); , 
compilation error,132,add,[CE] double cannot be dereferenced,,  double ret = getDenominatorDegreesOfFreedom().doubleValue();
compilation error,132,add,[CE] abstract method getDomainUpperBound(double) in AbstractContinuousDistribution cannot be accessed directly,,  super.getDomainUpperBound(p);
compilation error,132,add,[CE] double cannot be dereferenced,,  double ret = getDenominatorDegreesOfFreedom().doubleValue() * p;
compilation error,132,add,[CE] illegal start of expression,,  if(DomainUpperBound == p) { double ret = getDenominatorDegreesOfFreedom(); if(ret > 0) { return ret; }
compilation error,132,add,[CE] illegal start of expression,,  if(DomainUpperBound == p) { double ret = getDenominatorDegreesOfFreedom().doubleValue(); if(ret > 0) { return ret; }
increase failing tests,147,add, [FE] IllegalArgumentException testSmallDegreesOfFreedom,,  d = getNumeratorDegreesOfFreedom() * p;
compilation error,76,add,[CE] variable x is already defined in method cumulativeProbability(double),,  double x = getDenominatorDegreesOfFreedom();
compilation error,76,add,[CE] variable n is already defined in method cumulativeProbability(double),,  double n = getDenominatorDegreesOfFreedom();
compilation error,76,add,[CE] no suitable method found for regularizedBeta(double),,  ret = Beta.regularizedBeta(( n * x)/ getNumeratorDegreesOfFreedom());
compilation error,76,add,[CE] variable x is already defined in method cumulativeProbability(double),,  double x = getComparatorDegreesOfFreedom();
compilation error,76,add,[CE] no suitable method found for regularizedBeta(double),,  ret = Beta.regularizedBeta(( n * x)* getNumeratorDegreesOfFreedom());
compilation error,100,add,[CE] illegal start of expression,,  if(p == 0) { if(p == 0) { return 0d; }
compilation error,100,add,[CE] illegal start of expression,,  if(p == 0) { if(p == 0) { return 0; }
compilation error,100,add,[CE] illegal start of expression,,  if(p == 0) { if(p == 0) { return Double.POSITIVE_INFINITY; }
compilation error,100,add,[CE] illegal start of expression,,  if(p == 0) { if(p > 0) { return 0; }
compilation error,100,add,[CE] illegal start of expression,,  if(p == 0) { if(p == 0) { return 1d; }
increase failing tests,106,replace, [FE] java.lang.IllegalArgumentException: p must be between 0.0 and 1.0 testSmallDegreesOfFreedom,return super.inverseCumulativeProbability(p); ,return super.inverseCumulativeProbability(p - 1);
increase failing tests,106,replace, [FE] java.lang.IllegalArgumentException: p must be between 0.0 and 1.0 testSmallDegreesOfFreedom,return super.inverseCumulativeProbability(p); ,return super.inverseCumulativeProbability(p + 1);
compilation error,106,replace,[CE] missing return statement,return super.inverseCumulativeProbability(p); , 
compilation error,119,add,[CE] illegal start of expression,,  if(p > 0.0) { double denominatorDegreesOfFreedom = getDenominatorDegreesOfFreedom(); if(denominatorDegreesOfFreedom > 0.0) { throw new IllegalArgumentException(""); }
