bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	action	patch
1	[BUG] [BUGGY] setMillis(getChronology().hours().add(getMillis(), hours)); [FE] ComparisonFailure testAddYears_int_dstOverlapWinter_addZero [CONTEXT] public void addHours(final int hours) { [BUGGY] setMillis(getChronology().hours().add(getMillis(), hours)); [BUGGY] } [CLASS] MutableDateTime Property [METHOD] addHours [RETURN_TYPE] void  final int hours [VARIABLES] MutableDateTime iInstant instant DateTimeField field iField iRoundingField boolean long duration instant instantMillis millis serialVersionUID int ROUND_CEILING ROUND_FLOOR ROUND_HALF_CEILING ROUND_HALF_EVEN ROUND_HALF_FLOOR ROUND_NONE amount dayOfMonth dayOfWeek dayOfYear days hourOfDay hours iRoundingMode millisOfSecond minuteOfHour mode monthOfYear months scalar secondOfMinute value weekOfWeekyear weeks weekyear weekyears year years  	projects/Time3/src/main/java/org/joda/time/MutableDateTime.java	0.674199862463242	785	785	5	replace	
2	[BUG] [BUGGY] [FE] ComparisonFailure testAddYears_int_dstOverlapWinter_addZero [CONTEXT] public void addHours(final int hours) { [BUGGY] [BUGGY] setMillis(getChronology().hours().add(getMillis(), hours)); } [CLASS] MutableDateTime Property [METHOD] addHours [RETURN_TYPE] void  final int hours [VARIABLES] MutableDateTime iInstant instant DateTimeField field iField iRoundingField boolean long duration instant instantMillis millis serialVersionUID int ROUND_CEILING ROUND_FLOOR ROUND_HALF_CEILING ROUND_HALF_EVEN ROUND_HALF_FLOOR ROUND_NONE amount dayOfMonth dayOfWeek dayOfYear days hourOfDay hours iRoundingMode millisOfSecond minuteOfHour mode monthOfYear months scalar secondOfMinute value weekOfWeekyear weeks weekyear weekyears year years  	projects/Time3/src/main/java/org/joda/time/MutableDateTime.java	0.674199862463242	785	785	5	add	
3	[BUG] [BUGGY] } [FE] ComparisonFailure testAddYears_int_dstOverlapWinter_addZero [CONTEXT] public void addHours(final int hours) { setMillis(getChronology().hours().add(getMillis(), hours)); [BUGGY] } [BUGGY]  [CLASS] MutableDateTime Property [METHOD] addHours [RETURN_TYPE] void  final int hours [VARIABLES] MutableDateTime iInstant instant DateTimeField field iField iRoundingField boolean long duration instant instantMillis millis serialVersionUID int ROUND_CEILING ROUND_FLOOR ROUND_HALF_CEILING ROUND_HALF_EVEN ROUND_HALF_FLOOR ROUND_NONE amount dayOfMonth dayOfWeek dayOfYear days hourOfDay hours iRoundingMode millisOfSecond minuteOfHour mode monthOfYear months scalar secondOfMinute value weekOfWeekyear weeks weekyear weekyears year years  	projects/Time3/src/main/java/org/joda/time/MutableDateTime.java	0.674199862463242	786	786	5	replace	
4	[BUG] [BUGGY] [FE] ComparisonFailure testAddYears_int_dstOverlapWinter_addZero [CONTEXT] public void addHours(final int hours) { setMillis(getChronology().hours().add(getMillis(), hours)); [BUGGY] [BUGGY] } [CLASS] MutableDateTime Property [METHOD] addHours [RETURN_TYPE] void  final int hours [VARIABLES] MutableDateTime iInstant instant DateTimeField field iField iRoundingField boolean long duration instant instantMillis millis serialVersionUID int ROUND_CEILING ROUND_FLOOR ROUND_HALF_CEILING ROUND_HALF_EVEN ROUND_HALF_FLOOR ROUND_NONE amount dayOfMonth dayOfWeek dayOfYear days hourOfDay hours iRoundingMode millisOfSecond minuteOfHour mode monthOfYear months scalar secondOfMinute value weekOfWeekyear weeks weekyear weekyears year years  	projects/Time3/src/main/java/org/joda/time/MutableDateTime.java	0.674199862463242	786	786	5	add	
5	[BUG] [BUGGY] super(year, monthOfYear, dayOfMonth, hourOfDay, minuteOfHour, secondOfMinute, millisOfSecond, zone); [FE] ComparisonFailure testAddYears_int_dstOverlapWinter_addZero [CONTEXT] public MutableDateTime( int year, int monthOfYear, int dayOfMonth, int hourOfDay, int minuteOfHour, int secondOfMinute, int millisOfSecond, DateTimeZone zone) { [BUGGY] super(year, monthOfYear, dayOfMonth,    hourOfDay, minuteOfHour, secondOfMinute, millisOfSecond, zone); [BUGGY] hourOfDay, minuteOfHour, secondOfMinute, millisOfSecond, zone); } [CLASS] MutableDateTime Property [METHOD] <init> [RETURN_TYPE] DateTimeZone)  int year int monthOfYear int dayOfMonth int hourOfDay int minuteOfHour int secondOfMinute int millisOfSecond DateTimeZone zone [VARIABLES] MutableDateTime iInstant DateTimeField iField iRoundingField boolean long instant serialVersionUID int ROUND_CEILING ROUND_FLOOR ROUND_HALF_CEILING ROUND_HALF_EVEN ROUND_HALF_FLOOR ROUND_NONE dayOfMonth hourOfDay iRoundingMode millisOfSecond minuteOfHour monthOfYear secondOfMinute year DateTimeZone zone  	projects/Time3/src/main/java/org/joda/time/MutableDateTime.java	0.5270462766947299	351	352	5	replace	
6	[BUG] [BUGGY] [FE] ComparisonFailure testAddYears_int_dstOverlapWinter_addZero [CONTEXT] public MutableDateTime( int year, int monthOfYear, int dayOfMonth, int hourOfDay, int minuteOfHour, int secondOfMinute, int millisOfSecond, DateTimeZone zone) { [BUGGY] [BUGGY] super(year, monthOfYear, dayOfMonth,    hourOfDay, minuteOfHour, secondOfMinute, millisOfSecond, zone); hourOfDay, minuteOfHour, secondOfMinute, millisOfSecond, zone); } [CLASS] MutableDateTime Property [METHOD] <init> [RETURN_TYPE] DateTimeZone)  int year int monthOfYear int dayOfMonth int hourOfDay int minuteOfHour int secondOfMinute int millisOfSecond DateTimeZone zone [VARIABLES] MutableDateTime iInstant DateTimeField iField iRoundingField boolean long instant serialVersionUID int ROUND_CEILING ROUND_FLOOR ROUND_HALF_CEILING ROUND_HALF_EVEN ROUND_HALF_FLOOR ROUND_NONE dayOfMonth hourOfDay iRoundingMode millisOfSecond minuteOfHour monthOfYear secondOfMinute year DateTimeZone zone  	projects/Time3/src/main/java/org/joda/time/MutableDateTime.java	0.5270462766947299	351	352	5	add	
7	[BUG] [BUGGY] } [FE] ComparisonFailure testAddYears_int_dstOverlapWinter_addZero [CONTEXT] int year, int monthOfYear, int dayOfMonth, int hourOfDay, int minuteOfHour, int secondOfMinute, int millisOfSecond, DateTimeZone zone) { super(year, monthOfYear, dayOfMonth, hourOfDay, minuteOfHour, secondOfMinute, millisOfSecond, zone); [BUGGY] } [BUGGY]  [CLASS] MutableDateTime Property [METHOD] <init> [RETURN_TYPE] DateTimeZone)  int year int monthOfYear int dayOfMonth int hourOfDay int minuteOfHour int secondOfMinute int millisOfSecond DateTimeZone zone [VARIABLES] MutableDateTime iInstant DateTimeField iField iRoundingField boolean long instant serialVersionUID int ROUND_CEILING ROUND_FLOOR ROUND_HALF_CEILING ROUND_HALF_EVEN ROUND_HALF_FLOOR ROUND_NONE dayOfMonth hourOfDay iRoundingMode millisOfSecond minuteOfHour monthOfYear secondOfMinute year DateTimeZone zone  	projects/Time3/src/main/java/org/joda/time/MutableDateTime.java	0.5270462766947299	353	353	5	replace	
8	[BUG] [BUGGY] [FE] ComparisonFailure testAddYears_int_dstOverlapWinter_addZero [CONTEXT] int year, int monthOfYear, int dayOfMonth, int hourOfDay, int minuteOfHour, int secondOfMinute, int millisOfSecond, DateTimeZone zone) { super(year, monthOfYear, dayOfMonth, hourOfDay, minuteOfHour, secondOfMinute, millisOfSecond, zone); [BUGGY] [BUGGY] } [CLASS] MutableDateTime Property [METHOD] <init> [RETURN_TYPE] DateTimeZone)  int year int monthOfYear int dayOfMonth int hourOfDay int minuteOfHour int secondOfMinute int millisOfSecond DateTimeZone zone [VARIABLES] MutableDateTime iInstant DateTimeField iField iRoundingField boolean long instant serialVersionUID int ROUND_CEILING ROUND_FLOOR ROUND_HALF_CEILING ROUND_HALF_EVEN ROUND_HALF_FLOOR ROUND_NONE dayOfMonth hourOfDay iRoundingMode millisOfSecond minuteOfHour monthOfYear secondOfMinute year DateTimeZone zone  	projects/Time3/src/main/java/org/joda/time/MutableDateTime.java	0.5270462766947299	353	353	5	add	
9	[BUG] [BUGGY] return ISODateTimeFormat.dateTime().print(this); [FE] ComparisonFailure testAddYears_int_dstOverlapWinter_addZero [CONTEXT] public String toString() { [BUGGY] return ISODateTimeFormat.dateTime().print(this); [BUGGY] } [CLASS] MutableDateTime Property [METHOD] toString [RETURN_TYPE] String  [VARIABLES] MutableDateTime iInstant instant DateTimeField field iField iRoundingField boolean long duration instant instantMidnight instantMillis millis serialVersionUID int ROUND_CEILING ROUND_FLOOR ROUND_HALF_CEILING ROUND_HALF_EVEN ROUND_HALF_FLOOR ROUND_NONE amount dayOfMonth dayOfWeek dayOfYear days hour hourOfDay hours iRoundingMode millis millisOfDay millisOfSecond minuteOfDay minuteOfHour minutes mode monthOfYear months scalar secondOfDay secondOfMinute seconds value weekOfWeekyear weeks weekyear weekyears year years  	projects/Time3/src/main/java/org/joda/time/MutableDateTime.java	0.4225771273642583	1229	1229	5	replace	
10	[BUG] [BUGGY] [FE] ComparisonFailure testAddYears_int_dstOverlapWinter_addZero [CONTEXT] public String toString() { [BUGGY] [BUGGY] return ISODateTimeFormat.dateTime().print(this); } [CLASS] MutableDateTime Property [METHOD] toString [RETURN_TYPE] String  [VARIABLES] MutableDateTime iInstant instant DateTimeField field iField iRoundingField boolean long duration instant instantMidnight instantMillis millis serialVersionUID int ROUND_CEILING ROUND_FLOOR ROUND_HALF_CEILING ROUND_HALF_EVEN ROUND_HALF_FLOOR ROUND_NONE amount dayOfMonth dayOfWeek dayOfYear days hour hourOfDay hours iRoundingMode millis millisOfDay millisOfSecond minuteOfDay minuteOfHour minutes mode monthOfYear months scalar secondOfDay secondOfMinute seconds value weekOfWeekyear weeks weekyear weekyears year years  	projects/Time3/src/main/java/org/joda/time/MutableDateTime.java	0.4225771273642583	1229	1229	5	add	
