FL_Ranking,Iteration,Time
1,0,19.188296794891357
1,0,44.28263998031616
1,0,52.60967230796814
1,0,60.90001821517944
1,0,73.15512776374817
1,0,81.50170111656189
1,0,98.05715847015381
1,0,124.87972950935364
1,0,135.5090630054474
1,0,260.738356590271
1,0,273.3835344314575
1,0,350.22558522224426
1,0,391.57099294662476
1,0,402.3733398914337
1,1,567.9733526706696
1,1,593.8693881034851
1,1,614.4056251049042
1,1,787.1578750610352
1,1,856.0146000385284
1,1,884.9727132320404
1,1,893.8749432563782
1,1,902.6041474342346
1,1,916.4509553909302
