bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number	this_action
1	[BUG]  [BUGGY]  return  Math.floor(Math.exp(binomialCoefficientLog(n,  k))  +  1.0);  [CE]  illegal  start  of  expression  [FE]    junit.framework.AssertionFailedError:  48  [CONTEXT]  public  static  double  binomialCoefficientDouble(final  int  n,  final  int  k)  {    [BUGGY]  return  Math.floor(Math.exp(binomialCoefficientLog(n,  k))  +  1.0);  [BUGGY]  }  [CLASS]  MathUtils  [METHOD]  binomialCoefficientDouble  [RETURN_TYPE]  double  final  int  n  final  int  k  [VARIABLES]  short  NS  PS  ZS  boolean  long[]  factorials  double  EPSILON  SAFE_MIN  TWO_PI  byte  NB  PB  ZB  int  k  n  	projects/Math92/src/java/org/apache/commons/math/util/MathUtils.java	0.5	236	236	1	replace	return  Math.floor(Math.exp(binomialCoefficientLog(n,  k))  +  1.0);	return  Math.floor(Math.exp(binomialCoefficientLog(n,  k))  +  0.5);  	non-compiled	[CE]  illegal  start  of  expression	47	None	replace
2	[BUG]  [BUGGY]  return  Math.floor(Math.exp(binomialCoefficientDouble(n,  k))  +  0.5);  [CE]  illegal  start  of  expression  [FE]      junit.framework.AssertionFailedError:  48  [CONTEXT]  public  static  double  binomialCoefficientDouble(final  int  n,  final  int  k)  {    [BUGGY]  return  Math.floor(Math.exp(binomialCoefficientDouble(n,  k))  +  0.5);  [BUGGY]  }  [CLASS]  MathUtils  [METHOD]  binomialCoefficientDouble  [RETURN_TYPE]  double  final  int  n  final  int  k  [VARIABLES]  short  NS  PS  ZS  boolean  long[]  factorials  double  EPSILON  SAFE_MIN  TWO_PI  byte  NB  PB  ZB  int  k  n  	projects/Math92/src/java/org/apache/commons/math/util/MathUtils.java	0.5	236	236	1	replace	return  Math.floor(Math.exp(binomialCoefficientDouble(n,  k))  +  0.5);	return  Math.floor(Math.exp(binomialCoefficientLog(n,  k))  +  0.5);  	non-compiled	[CE]  illegal  start  of  expression	47	None	replace
3	[BUG]  [BUGGY]  return  Math.floor(Math.exp(binomialCoefficientLog(n,  k))  *  0.5);  [CE]  illegal  start  of  expression  [FE]        junit.framework.AssertionFailedError:  48  [CONTEXT]  public  static  double  binomialCoefficientDouble(final  int  n,  final  int  k)  {    [BUGGY]  return  Math.floor(Math.exp(binomialCoefficientLog(n,  k))  *  0.5);  [BUGGY]  }  [CLASS]  MathUtils  [METHOD]  binomialCoefficientDouble  [RETURN_TYPE]  double  final  int  n  final  int  k  [VARIABLES]  short  NS  PS  ZS  boolean  long[]  factorials  double  EPSILON  SAFE_MIN  TWO_PI  byte  NB  PB  ZB  int  k  n  	projects/Math92/src/java/org/apache/commons/math/util/MathUtils.java	0.5	236	236	1	replace	return  Math.floor(Math.exp(binomialCoefficientLog(n,  k))  *  0.5);	return  Math.floor(Math.exp(binomialCoefficientLog(n,  k))  +  0.5);  	non-compiled	[CE]  illegal  start  of  expression	47	None	replace
4	[BUG]  [BUGGY]    [CE]  illegal  start  of  expression  [FE]          junit.framework.AssertionFailedError:  48  [CONTEXT]  public  static  double  binomialCoefficientDouble(final  int  n,  final  int  k)  {    [BUGGY]    [BUGGY]  }  [CLASS]  MathUtils  [METHOD]  binomialCoefficientDouble  [RETURN_TYPE]  double  final  int  n  final  int  k  [VARIABLES]  short  NS  PS  ZS  boolean  long[]  factorials  double  EPSILON  SAFE_MIN  TWO_PI  byte  NB  PB  ZB  int  k  n  	projects/Math92/src/java/org/apache/commons/math/util/MathUtils.java	0.5	236	236	1	replace	  	return  Math.floor(Math.exp(binomialCoefficientLog(n,  k))  +  0.5);  	non-compiled	[CE]  illegal  start  of  expression	47	None	replace
5	[BUG]  [BUGGY]    int  k  =  Math.min(factorials.length,  n);  [CE]  illegal  start  of  expression  [FE]    junit.framework.AssertionFailedError:  48  [CONTEXT]  public  static  double  binomialCoefficientDouble(final  int  n,  final  int  k)  {    [BUGGY]    int  k  =  Math.min(factorials.length,  n);  [BUGGY]  return  Math.floor(Math.exp(binomialCoefficientLog(n,  k))  +  0.5);  }  [CLASS]  MathUtils  [METHOD]  binomialCoefficientDouble  [RETURN_TYPE]  double  final  int  n  final  int  k  [VARIABLES]  short  NS  PS  ZS  boolean  long[]  factorials  double  EPSILON  SAFE_MIN  TWO_PI  byte  NB  PB  ZB  int  k  n  	projects/Math92/src/java/org/apache/commons/math/util/MathUtils.java	0.5	236	236	1	replace	    int  k  =  Math.min(factorials.length,  n);		non-compiled	[CE]  illegal  start  of  expression	48	None	add
6	[BUG]  [BUGGY]    final  int  k  =  Math.min(factorials.length,  n);  [CE]  illegal  start  of  expression  [FE]      junit.framework.AssertionFailedError:  48  [CONTEXT]  public  static  double  binomialCoefficientDouble(final  int  n,  final  int  k)  {    [BUGGY]    final  int  k  =  Math.min(factorials.length,  n);  [BUGGY]  return  Math.floor(Math.exp(binomialCoefficientLog(n,  k))  +  0.5);  }  [CLASS]  MathUtils  [METHOD]  binomialCoefficientDouble  [RETURN_TYPE]  double  final  int  n  final  int  k  [VARIABLES]  short  NS  PS  ZS  boolean  long[]  factorials  double  EPSILON  SAFE_MIN  TWO_PI  byte  NB  PB  ZB  int  k  n  	projects/Math92/src/java/org/apache/commons/math/util/MathUtils.java	0.5	236	236	1	replace	    final  int  k  =  Math.min(factorials.length,  n);		non-compiled	[CE]  illegal  start  of  expression	48	None	add
7	[BUG]  [BUGGY]    int  k  =  Math.min(factorials.length,  n  +  1);  [CE]  illegal  start  of  expression  [FE]        junit.framework.AssertionFailedError:  48  [CONTEXT]  public  static  double  binomialCoefficientDouble(final  int  n,  final  int  k)  {    [BUGGY]    int  k  =  Math.min(factorials.length,  n  +  1);  [BUGGY]  return  Math.floor(Math.exp(binomialCoefficientLog(n,  k))  +  0.5);  }  [CLASS]  MathUtils  [METHOD]  binomialCoefficientDouble  [RETURN_TYPE]  double  final  int  n  final  int  k  [VARIABLES]  short  NS  PS  ZS  boolean  long[]  factorials  double  EPSILON  SAFE_MIN  TWO_PI  byte  NB  PB  ZB  int  k  n  	projects/Math92/src/java/org/apache/commons/math/util/MathUtils.java	0.5	236	236	1	replace	    int  k  =  Math.min(factorials.length,  n  +  1);		non-compiled	[CE]  illegal  start  of  expression	48	None	add
8	[BUG]  [BUGGY]    final  int  k  =  Math.min(factorials.length,  n  +  1);  [CE]  illegal  start  of  expression  [FE]          junit.framework.AssertionFailedError:  48  [CONTEXT]  public  static  double  binomialCoefficientDouble(final  int  n,  final  int  k)  {    [BUGGY]    final  int  k  =  Math.min(factorials.length,  n  +  1);  [BUGGY]  return  Math.floor(Math.exp(binomialCoefficientLog(n,  k))  +  0.5);  }  [CLASS]  MathUtils  [METHOD]  binomialCoefficientDouble  [RETURN_TYPE]  double  final  int  n  final  int  k  [VARIABLES]  short  NS  PS  ZS  boolean  long[]  factorials  double  EPSILON  SAFE_MIN  TWO_PI  byte  NB  PB  ZB  int  k  n  	projects/Math92/src/java/org/apache/commons/math/util/MathUtils.java	0.5	236	236	1	replace	    final  int  k  =  Math.min(factorials.length,  n  +  1);		non-compiled	[CE]  illegal  start  of  expression	48	None	add
9	[BUG]  [BUGGY]    final  double  k  =  Math.log(n).doubleValue();  [CE]  illegal  start  of  expression  [FE]            junit.framework.AssertionFailedError:  48  [CONTEXT]  public  static  double  binomialCoefficientDouble(final  int  n,  final  int  k)  {    [BUGGY]    final  double  k  =  Math.log(n).doubleValue();  [BUGGY]  return  Math.floor(Math.exp(binomialCoefficientLog(n,  k))  +  0.5);  }  [CLASS]  MathUtils  [METHOD]  binomialCoefficientDouble  [RETURN_TYPE]  double  final  int  n  final  int  k  [VARIABLES]  short  NS  PS  ZS  boolean  long[]  factorials  double  EPSILON  SAFE_MIN  TWO_PI  byte  NB  PB  ZB  int  k  n  	projects/Math92/src/java/org/apache/commons/math/util/MathUtils.java	0.5	236	236	1	replace	    final  double  k  =  Math.log(n).doubleValue();		non-compiled	[CE]  illegal  start  of  expression	48	None	add
10	[BUG]  [BUGGY]  return  Math.floor(Math.exp(binomialCoefficientLog(n,  k))  +  2.0);  [CE]  illegal  start  of  expression  [FE]    junit.framework.AssertionFailedError:  48  [CONTEXT]  public  static  double  binomialCoefficientDouble(final  int  n,  final  int  k)  {    [BUGGY]  return  Math.floor(Math.exp(binomialCoefficientLog(n,  k))  +  2.0);  [BUGGY]  }  [CLASS]  MathUtils  [METHOD]  binomialCoefficientDouble  [RETURN_TYPE]  double  final  int  n  final  int  k  [VARIABLES]  short  NS  PS  ZS  boolean  long[]  factorials  double  EPSILON  SAFE_MIN  TWO_PI  byte  NB  PB  ZB  int  k  n  	projects/Math92/src/java/org/apache/commons/math/util/MathUtils.java	0.5	236	236	1	replace	return  Math.floor(Math.exp(binomialCoefficientLog(n,  k))  +  2.0);	return  Math.floor(Math.exp(binomialCoefficientLog(n,  k))  +  0.5);  	non-compiled	[CE]  illegal  start  of  expression	47	None	replace
