org.apache.commons.lang3.math.NumberUtils:458-hexDigits--;[CLS]org.apache.commons.lang3.math.NumberUtils:486-throw new NumberFormatException(str + " is not a valid number.");	0
org.apache.commons.lang3.math.NumberUtils:458-hexDigits--;[CLS]org.apache.commons.lang3.math.NumberUtils:511-} catch (NumberFormatException nfe) { // NOPMD	0
org.apache.commons.lang3.math.NumberUtils:458-hexDigits--;[CLS]org.apache.commons.lang3.math.NumberUtils:514-return createBigInteger(numeric);	0
org.apache.commons.lang3.math.NumberUtils:458-hexDigits--;[CLS]org.apache.commons.lang3.math.NumberUtils:530-}	0
org.apache.commons.lang3.math.NumberUtils:458-hexDigits--;[CLS]org.apache.commons.lang3.math.NumberUtils:541-}	0
org.apache.commons.lang3.math.NumberUtils:458-hexDigits--;[CLS]org.apache.commons.lang3.math.NumberUtils:584-}	0
org.apache.commons.lang3.math.NumberUtils:458-hexDigits--;[CLS]org.apache.commons.lang3.math.NumberUtils:587-if (!(d.isInfinite() || (d.doubleValue() == 0.0D && !allZeros))) {	0
org.apache.commons.lang3.math.NumberUtils:458-hexDigits--;[CLS]org.apache.commons.lang3.math.NumberUtils:588-return d;	0
org.apache.commons.lang3.math.NumberUtils:458-hexDigits--;[CLS]org.apache.commons.lang3.math.NumberUtils:447-return null;	0
org.apache.commons.lang3.math.NumberUtils:458-hexDigits--;[CLS]org.apache.commons.lang3.math.NumberUtils:453-return null;	0
org.apache.commons.lang3.math.NumberUtils:458-hexDigits--;[CLS]org.apache.commons.lang3.math.NumberUtils:456-int hexDigits = str.length() - 2; // drop 0x	0
org.apache.commons.lang3.math.NumberUtils:458-hexDigits--;[CLS]org.apache.commons.lang3.math.NumberUtils:457-if (str.startsWith("-")) { // drop -	0
org.apache.commons.lang3.math.NumberUtils:458-hexDigits--;[CLS]org.apache.commons.lang3.math.NumberUtils:460-if (hexDigits > 8) { // too many for an int	0
org.apache.commons.lang3.math.NumberUtils:458-hexDigits--;[CLS]org.apache.commons.lang3.math.NumberUtils:463-return createInteger(str);	0
org.apache.commons.lang3.math.NumberUtils:458-hexDigits--;[CLS]org.apache.commons.lang3.math.NumberUtils:474-if (expPos > -1) {	0
org.apache.commons.lang3.math.NumberUtils:458-hexDigits--;[CLS]org.apache.commons.lang3.math.NumberUtils:475-if (expPos < decPos || expPos > str.length()) {	0
org.apache.commons.lang3.math.NumberUtils:458-hexDigits--;[CLS]org.apache.commons.lang3.math.NumberUtils:478-dec = str.substring(decPos + 1, expPos);	0
org.apache.commons.lang3.math.NumberUtils:458-hexDigits--;[CLS]org.apache.commons.lang3.math.NumberUtils:480-dec = str.substring(decPos + 1);	0
org.apache.commons.lang3.math.NumberUtils:458-hexDigits--;[CLS]org.apache.commons.lang3.math.NumberUtils:482-mant = str.substring(0, decPos);	0
org.apache.commons.lang3.math.NumberUtils:458-hexDigits--;[CLS]org.apache.commons.lang3.math.NumberUtils:485-if (expPos > str.length()) {	0
