bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]    solve(min,  max,  startValue,  AllowedSolution.ANY_SIDE);  [CE]  no  suitable  method  found  for  solve(double,double,double,AllowedSolution)  [CONTEXT]  public  double  solve(final  int  maxEval,  final  UnivariateRealFunction  f,  final  double  min,  final  double  max,  final  double  startValue)  {  [BUGGY]    solve(min,  max,  startValue,  AllowedSolution.ANY_SIDE);  [BUGGY]  return  solve(maxEval,  f,  min,  max,  startValue,  AllowedSolution.ANY_SIDE);  }  [CLASS]  BaseSecantSolver  Method  [METHOD]  solve  [RETURN_TYPE]  double  final  int  maxEval  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  startValue  [VARIABLES]  AllowedSolution  allowed  allowedSolution  UnivariateRealFunction  f  Method  ILLINOIS  PEGASUS  REGULA_FALSI  method  boolean  double  DEFAULT_ABSOLUTE_ACCURACY  absoluteAccuracy  functionValueAccuracy  max  min  relativeAccuracy  startValue  int  maxEval  	projects/Math50/src/main/java/org/apache/commons/math/analysis/solvers/BaseSecantSolver.java	0.4472135954999579	124	124	1	replace	    solve(min,  max,  startValue,  AllowedSolution.ANY_SIDE);		non-compiled	[CE]  no  suitable  method  found  for  solve(double,double,double,AllowedSolution)	8	None	add
2	[BUG]  [BUGGY]    final  int  min  =  f.getMinimumFractionDigits();  [CE]  variable  min  is  already  defined  in  method  solve(int,UnivariateRealFunction,double,double,double)  [CONTEXT]  public  double  solve(final  int  maxEval,  final  UnivariateRealFunction  f,  final  double  min,  final  double  max,  final  double  startValue)  {  [BUGGY]    final  int  min  =  f.getMinimumFractionDigits();  [BUGGY]  return  solve(maxEval,  f,  min,  max,  startValue,  AllowedSolution.ANY_SIDE);  }  [CLASS]  BaseSecantSolver  Method  [METHOD]  solve  [RETURN_TYPE]  double  final  int  maxEval  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  startValue  [VARIABLES]  AllowedSolution  allowed  allowedSolution  UnivariateRealFunction  f  Method  ILLINOIS  PEGASUS  REGULA_FALSI  method  boolean  double  DEFAULT_ABSOLUTE_ACCURACY  absoluteAccuracy  functionValueAccuracy  max  min  relativeAccuracy  startValue  int  maxEval  	projects/Math50/src/main/java/org/apache/commons/math/analysis/solvers/BaseSecantSolver.java	0.4472135954999579	124	124	1	replace	    final  int  min  =  f.getMinimumFractionDigits();		non-compiled	[CE]  variable  min  is  already  defined  in  method  solve(int,UnivariateRealFunction,double,double,double)	8	None	add
3	[BUG]  [BUGGY]    final  int  min  =  f.getMinimumSize();  [CE]  variable  min  is  already  defined  in  method  solve(int,UnivariateRealFunction,double,double,double)  [CONTEXT]  public  double  solve(final  int  maxEval,  final  UnivariateRealFunction  f,  final  double  min,  final  double  max,  final  double  startValue)  {  [BUGGY]    final  int  min  =  f.getMinimumSize();  [BUGGY]  return  solve(maxEval,  f,  min,  max,  startValue,  AllowedSolution.ANY_SIDE);  }  [CLASS]  BaseSecantSolver  Method  [METHOD]  solve  [RETURN_TYPE]  double  final  int  maxEval  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  startValue  [VARIABLES]  AllowedSolution  allowed  allowedSolution  UnivariateRealFunction  f  Method  ILLINOIS  PEGASUS  REGULA_FALSI  method  boolean  double  DEFAULT_ABSOLUTE_ACCURACY  absoluteAccuracy  functionValueAccuracy  max  min  relativeAccuracy  startValue  int  maxEval  	projects/Math50/src/main/java/org/apache/commons/math/analysis/solvers/BaseSecantSolver.java	0.4472135954999579	124	124	1	replace	    final  int  min  =  f.getMinimumSize();		non-compiled	[CE]  variable  min  is  already  defined  in  method  solve(int,UnivariateRealFunction,double,double,double)	8	None	add
4	[BUG]  [BUGGY]    final  int  min  =  f.getMinimumFractionDigits(min,  startValue);  [CE]  variable  min  is  already  defined  in  method  solve(int,UnivariateRealFunction,double,double,double)  [CONTEXT]  public  double  solve(final  int  maxEval,  final  UnivariateRealFunction  f,  final  double  min,  final  double  max,  final  double  startValue)  {  [BUGGY]    final  int  min  =  f.getMinimumFractionDigits(min,  startValue);  [BUGGY]  return  solve(maxEval,  f,  min,  max,  startValue,  AllowedSolution.ANY_SIDE);  }  [CLASS]  BaseSecantSolver  Method  [METHOD]  solve  [RETURN_TYPE]  double  final  int  maxEval  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  startValue  [VARIABLES]  AllowedSolution  allowed  allowedSolution  UnivariateRealFunction  f  Method  ILLINOIS  PEGASUS  REGULA_FALSI  method  boolean  double  DEFAULT_ABSOLUTE_ACCURACY  absoluteAccuracy  functionValueAccuracy  max  min  relativeAccuracy  startValue  int  maxEval  	projects/Math50/src/main/java/org/apache/commons/math/analysis/solvers/BaseSecantSolver.java	0.4472135954999579	124	124	1	replace	    final  int  min  =  f.getMinimumFractionDigits(min,  startValue);		non-compiled	[CE]  variable  min  is  already  defined  in  method  solve(int,UnivariateRealFunction,double,double,double)	8	None	add
5	[BUG]  [BUGGY]    final  int  min  =  f.getMinimumFractionDigits(min,  max);  [CE]  variable  min  is  already  defined  in  method  solve(int,UnivariateRealFunction,double,double,double)  [CONTEXT]  public  double  solve(final  int  maxEval,  final  UnivariateRealFunction  f,  final  double  min,  final  double  max,  final  double  startValue)  {  [BUGGY]    final  int  min  =  f.getMinimumFractionDigits(min,  max);  [BUGGY]  return  solve(maxEval,  f,  min,  max,  startValue,  AllowedSolution.ANY_SIDE);  }  [CLASS]  BaseSecantSolver  Method  [METHOD]  solve  [RETURN_TYPE]  double  final  int  maxEval  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  startValue  [VARIABLES]  AllowedSolution  allowed  allowedSolution  UnivariateRealFunction  f  Method  ILLINOIS  PEGASUS  REGULA_FALSI  method  boolean  double  DEFAULT_ABSOLUTE_ACCURACY  absoluteAccuracy  functionValueAccuracy  max  min  relativeAccuracy  startValue  int  maxEval  	projects/Math50/src/main/java/org/apache/commons/math/analysis/solvers/BaseSecantSolver.java	0.4472135954999579	124	124	1	replace	    final  int  min  =  f.getMinimumFractionDigits(min,  max);		non-compiled	[CE]  variable  min  is  already  defined  in  method  solve(int,UnivariateRealFunction,double,double,double)	8	None	add
15	[BUG]  [BUGGY]    [CE]  cannot  find  symbol  x  [CONTEXT]  final  double  atol  =  getAbsoluteAccuracy();  final  double  rtol  =  getRelativeAccuracy();    boolean  inverted  =  false;  while  (true)  {    [BUGGY]    [BUGGY]  final  double  fx  =  computeObjectiveValue(x);    if  (fx  ==  0.0)  {  return  x;  }    [CLASS]  BaseSecantSolver  Method  [METHOD]  doSolve  [RETURN_TYPE]  double  [VARIABLES]  AllowedSolution  allowed  allowedSolution  Method  ILLINOIS  PEGASUS  REGULA_FALSI  method  boolean  inverted  double  DEFAULT_ABSOLUTE_ACCURACY  absoluteAccuracy  atol  f0  f1  ftol  functionValueAccuracy  fx  max  min  relativeAccuracy  rtol  startValue  x  x0  x1  	projects/Math50/src/main/java/org/apache/commons/math/analysis/solvers/BaseSecantSolver.java	0.3779644730092272	160	160	1	replace	  	final  double  x  =  x1  -  ((f1  *  (x1  -  x0))  /  (f1  -  f0));  	non-compiled	[CE]  cannot  find  symbol  x	19	None	replace
22	[BUG]  [BUGGY]  final  boolean  inverted  =  false;  [CE]  cannot  assign  a  value  to  final  variable  inverted  [CONTEXT]    verifyBracketing(x0,  x1);  final  double  ftol  =  getFunctionValueAccuracy();  final  double  atol  =  getAbsoluteAccuracy();  final  double  rtol  =  getRelativeAccuracy();    [BUGGY]  final  boolean  inverted  =  false;  [BUGGY]    while  (true)  {  final  double  x  =  x1  -  ((f1  *  (x1  -  x0))  /  (f1  -  f0));  final  double  fx  =  computeObjectiveValue(x);      [CLASS]  BaseSecantSolver  Method  [METHOD]  doSolve  [RETURN_TYPE]  double  [VARIABLES]  AllowedSolution  allowed  allowedSolution  Method  ILLINOIS  PEGASUS  REGULA_FALSI  method  boolean  inverted  double  DEFAULT_ABSOLUTE_ACCURACY  absoluteAccuracy  atol  f0  f1  ftol  functionValueAccuracy  fx  max  min  relativeAccuracy  rtol  startValue  x  x0  x1  	projects/Math50/src/main/java/org/apache/commons/math/analysis/solvers/BaseSecantSolver.java	0.3779644730092272	155	155	1	replace	final  boolean  inverted  =  false;	boolean  inverted  =  false;  	non-compiled	[CE]  cannot  assign  a  value  to  final  variable  inverted	17	None	replace
23	[BUG]  [BUGGY]  final  boolean  inverted  =  true;  [CE]  cannot  assign  a  value  to  final  variable  inverted  [CONTEXT]    verifyBracketing(x0,  x1);  final  double  ftol  =  getFunctionValueAccuracy();  final  double  atol  =  getAbsoluteAccuracy();  final  double  rtol  =  getRelativeAccuracy();    [BUGGY]  final  boolean  inverted  =  true;  [BUGGY]    while  (true)  {  final  double  x  =  x1  -  ((f1  *  (x1  -  x0))  /  (f1  -  f0));  final  double  fx  =  computeObjectiveValue(x);      [CLASS]  BaseSecantSolver  Method  [METHOD]  doSolve  [RETURN_TYPE]  double  [VARIABLES]  AllowedSolution  allowed  allowedSolution  Method  ILLINOIS  PEGASUS  REGULA_FALSI  method  boolean  inverted  double  DEFAULT_ABSOLUTE_ACCURACY  absoluteAccuracy  atol  f0  f1  ftol  functionValueAccuracy  fx  max  min  relativeAccuracy  rtol  startValue  x  x0  x1  	projects/Math50/src/main/java/org/apache/commons/math/analysis/solvers/BaseSecantSolver.java	0.3779644730092272	155	155	1	replace	final  boolean  inverted  =  true;	boolean  inverted  =  false;  	non-compiled	[CE]  cannot  assign  a  value  to  final  variable  inverted	17	None	replace
25	[BUG]  [BUGGY]    [CE]  cannot  find  symbol  inverted  [CONTEXT]    verifyBracketing(x0,  x1);  final  double  ftol  =  getFunctionValueAccuracy();  final  double  atol  =  getAbsoluteAccuracy();  final  double  rtol  =  getRelativeAccuracy();    [BUGGY]    [BUGGY]    while  (true)  {  final  double  x  =  x1  -  ((f1  *  (x1  -  x0))  /  (f1  -  f0));  final  double  fx  =  computeObjectiveValue(x);      [CLASS]  BaseSecantSolver  Method  [METHOD]  doSolve  [RETURN_TYPE]  double  [VARIABLES]  AllowedSolution  allowed  allowedSolution  Method  ILLINOIS  PEGASUS  REGULA_FALSI  method  boolean  inverted  double  DEFAULT_ABSOLUTE_ACCURACY  absoluteAccuracy  atol  f0  f1  ftol  functionValueAccuracy  fx  max  min  relativeAccuracy  rtol  startValue  x  x0  x1  	projects/Math50/src/main/java/org/apache/commons/math/analysis/solvers/BaseSecantSolver.java	0.3779644730092272	155	155	1	replace	  	boolean  inverted  =  false;  	non-compiled	[CE]  cannot  find  symbol  inverted	17	None	replace
31	[BUG]  [BUGGY]  f0  =  computeObjectiveValue(x0,  atol);  [CE]  method  computeObjectiveValue  in  class  BaseAbstractUnivariateRealSolver<FUNC>  cannot  be  applied  to  given  types;  [CONTEXT]  case  ILLINOIS:  f0  *=  0.5;  break;  case  PEGASUS:  f0  *=  f1  /  (f1  +  fx);  break;  case  REGULA_FALSI:  if  (x  ==  x1)  {  x0  =  0.5  *  (x0  +  x1  -  FastMath.max(rtol  *  FastMath.abs(x1),  atol));  [BUGGY]  f0  =  computeObjectiveValue(x0,  atol);  [BUGGY]  }  break;  default:  throw  new  MathInternalError();  }  }  [CLASS]  BaseSecantSolver  Method  [METHOD]  doSolve  [RETURN_TYPE]  double  [VARIABLES]  AllowedSolution  allowed  allowedSolution  Method  ILLINOIS  PEGASUS  REGULA_FALSI  method  boolean  inverted  double  DEFAULT_ABSOLUTE_ACCURACY  absoluteAccuracy  atol  f0  f1  ftol  functionValueAccuracy  fx  max  min  relativeAccuracy  rtol  startValue  x  x0  x1  	projects/Math50/src/main/java/org/apache/commons/math/analysis/solvers/BaseSecantSolver.java	1.0	189	189	1	replace	f0  =  computeObjectiveValue(x0,  atol);	f0  =  computeObjectiveValue(x0);  	non-compiled	[CE]  method  computeObjectiveValue  in  class  BaseAbstractUnivariateRealSolver<FUNC>  cannot  be  applied  to  given  types;	3	None	replace
