projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java68publicstaticfinalBigFractionONE_THIRD=newBigFraction(1,3);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java68publicstaticfinalBigFractionONE_THIRD=newBigFraction(2,2);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java68publicstaticfinalBigFractionONE_THIRD=newBigFraction(1,2);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java68publicstaticfinalBigFractionONE_THIRD=newBigFraction(10,10);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java68publicstaticfinalBigFractionONE_THIRD=newBigFraction(0,0);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java68
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java68BigFractionONE_THIRD=newBigFraction(1,3);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java68BigFractionONE_THIRD=newBigFraction(1,4);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java68BigFractionONE_THIRD=newBigFraction(1,2);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java68BigFractionONE_THIRD=newBigFraction(2,3);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java68BigFractionONE_THIRD=newBigFraction(0,3);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java68BigFractionONE_THIRD=newBigFraction(2,2);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java68BigFractionONE_THIRD=newBigFraction(0,1);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java68publicstaticfinalBigFractionONE_THIRD=newBigFraction(0);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java68BigFractionONE_THIRD=newBigFraction(1,1);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java68publicstaticfinalBigFractionONE_THIRD=newBigFraction(0);BigFractionONE_THIRD=newBigFraction(0);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java68publicstaticfinalBigFractionONE_THIRD=newBigFraction(0);BigFractionONE_THIRD=newBigFraction(1);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java68publicstaticfinalBigFractionONE_THIRD=newBigFraction(0);BigFractionONE_THIRD=newBigFraction();
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java68publicstaticfinalBigFractionONE_THIRD=newBigFraction(0);BigFractionONE_THIRD=newBigFraction(1L);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java68publicstaticfinalBigFractionONE_THIRD=newBigFraction(0);BigFractionONE_THIRD=newBigFraction(0,1);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java68AssertionError.class.getSimpleName());
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java68AssertionError.class.getSimpleName();
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java68AssertionError.class.getSimpleName()+":"+AssertionError.class.getSimpleName());
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java68AssertionError.class.getSimpleName()+":"+AssertionError.class.getName());
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java68AssertionError.class.getSimpleName()+":"+AssertionError.class.getSimpleName();
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java68publicstaticfinalBigFractionONE_THIRD=newBigFraction(10,12);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java68publicstaticfinalBigFractionONE_THIRD=newBigFraction(10,16);
