bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number	this_action
1	[BUG]  [BUGGY]  }  [CE]  illegal  start  of  expression  [FE]                      ArchiveException      [CONTEXT]      break;  }  }      byte  trailer  =  buffer[end  -  1];  while  (start  <  end  &&  (trailer  ==  0  ||  trailer  ==  '  '))  {      [BUGGY]  }  [BUGGY]      trailer  =  buffer[end  -  1];  }  for  (  ;start  <  end;  start++)  {  final  byte  currentByte  =  buffer[start];  if  (currentByte  <  '0'  ||  currentByte  >  '7'){  throw  new  IllegalArgumentException(  exceptionMessage(buffer,  offset,  length,  start,  currentByte));  }  [CLASS]  TarUtils  1  [METHOD]  parseOctal  [RETURN_TYPE]  long  final  byte[]  buffer  final  int  offset  final  int  length  [VARIABLES]  byte[]  buffer  boolean  ZipEncoding  DEFAULT_ENCODING  FALLBACK_ENCODING  int  BYTE_MASK  end  i  length  offset  start  long  result  byte  currentByte  trailer  	projects/Compress35/src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java	0.7071067811865475	129	129	1	replace	}	  }    else    if(trailer    ==    'n'    ||    trailer    ==    'r')    {    while(end    <    end    &&    trailer    <    =    0x7F)    {    end--;    }    	non-compiled	[CE]  illegal  start  of  expression	109	None	replace
2	[BUG]  [BUGGY]  }  else  if(trailer  ==  'n'  ||  trailer  ==  'r')  {  while(end  <  end  &&  trailer  <  =  0x7FF)  {  end--;  }  [CE]  illegal  start  of  expression  [FE]                        ArchiveException      [CONTEXT]      break;  }  }      byte  trailer  =  buffer[end  -  1];  while  (start  <  end  &&  (trailer  ==  0  ||  trailer  ==  '  '))  {      [BUGGY]  }  else  if(trailer  ==  'n'  ||  trailer  ==  'r')  {  while(end  <  end  &&  trailer  <  =  0x7FF)  {  end--;  }  [BUGGY]      trailer  =  buffer[end  -  1];  }  for  (  ;start  <  end;  start++)  {  final  byte  currentByte  =  buffer[start];  if  (currentByte  <  '0'  ||  currentByte  >  '7'){  throw  new  IllegalArgumentException(  exceptionMessage(buffer,  offset,  length,  start,  currentByte));  }  [CLASS]  TarUtils  1  [METHOD]  parseOctal  [RETURN_TYPE]  long  final  byte[]  buffer  final  int  offset  final  int  length  [VARIABLES]  byte[]  buffer  boolean  ZipEncoding  DEFAULT_ENCODING  FALLBACK_ENCODING  int  BYTE_MASK  end  i  length  offset  start  long  result  byte  currentByte  trailer  	projects/Compress35/src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java	0.7071067811865475	129	129	1	replace	}  else  if(trailer  ==  'n'  ||  trailer  ==  'r')  {  while(end  <  end  &&  trailer  <  =  0x7FF)  {  end--;  }	  }    else    if(trailer    ==    'n'    ||    trailer    ==    'r')    {    while(end    <    end    &&    trailer    <    =    0x7F)    {    end--;    }    	non-compiled	[CE]  illegal  start  of  expression	109	None	replace
3	[BUG]  [BUGGY]  }  else  if(trailer  ==  'n'  &&  trailer  ==  'r')  {  while(end  <  end  &&  trailer  <  =  0x7F)  {  end--;  }  [CE]  illegal  start  of  expression  [FE]                          ArchiveException      [CONTEXT]      break;  }  }      byte  trailer  =  buffer[end  -  1];  while  (start  <  end  &&  (trailer  ==  0  ||  trailer  ==  '  '))  {      [BUGGY]  }  else  if(trailer  ==  'n'  &&  trailer  ==  'r')  {  while(end  <  end  &&  trailer  <  =  0x7F)  {  end--;  }  [BUGGY]      trailer  =  buffer[end  -  1];  }  for  (  ;start  <  end;  start++)  {  final  byte  currentByte  =  buffer[start];  if  (currentByte  <  '0'  ||  currentByte  >  '7'){  throw  new  IllegalArgumentException(  exceptionMessage(buffer,  offset,  length,  start,  currentByte));  }  [CLASS]  TarUtils  1  [METHOD]  parseOctal  [RETURN_TYPE]  long  final  byte[]  buffer  final  int  offset  final  int  length  [VARIABLES]  byte[]  buffer  boolean  ZipEncoding  DEFAULT_ENCODING  FALLBACK_ENCODING  int  BYTE_MASK  end  i  length  offset  start  long  result  byte  currentByte  trailer  	projects/Compress35/src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java	0.7071067811865475	129	129	1	replace	}  else  if(trailer  ==  'n'  &&  trailer  ==  'r')  {  while(end  <  end  &&  trailer  <  =  0x7F)  {  end--;  }	  }    else    if(trailer    ==    'n'    ||    trailer    ==    'r')    {    while(end    <    end    &&    trailer    <    =    0x7F)    {    end--;    }    	non-compiled	[CE]  illegal  start  of  expression	109	None	replace
4	[BUG]  [BUGGY]  }  else  if(trailer  ==  'n'  ||  trailer  ==  'r')  {  while(end  <  length  &&  trailer  <  =  0x7F)  {  end--;  }  [CE]  illegal  start  of  expression  [FE]                            ArchiveException      [CONTEXT]      break;  }  }      byte  trailer  =  buffer[end  -  1];  while  (start  <  end  &&  (trailer  ==  0  ||  trailer  ==  '  '))  {      [BUGGY]  }  else  if(trailer  ==  'n'  ||  trailer  ==  'r')  {  while(end  <  length  &&  trailer  <  =  0x7F)  {  end--;  }  [BUGGY]      trailer  =  buffer[end  -  1];  }  for  (  ;start  <  end;  start++)  {  final  byte  currentByte  =  buffer[start];  if  (currentByte  <  '0'  ||  currentByte  >  '7'){  throw  new  IllegalArgumentException(  exceptionMessage(buffer,  offset,  length,  start,  currentByte));  }  [CLASS]  TarUtils  1  [METHOD]  parseOctal  [RETURN_TYPE]  long  final  byte[]  buffer  final  int  offset  final  int  length  [VARIABLES]  byte[]  buffer  boolean  ZipEncoding  DEFAULT_ENCODING  FALLBACK_ENCODING  int  BYTE_MASK  end  i  length  offset  start  long  result  byte  currentByte  trailer  	projects/Compress35/src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java	0.7071067811865475	129	129	1	replace	}  else  if(trailer  ==  'n'  ||  trailer  ==  'r')  {  while(end  <  length  &&  trailer  <  =  0x7F)  {  end--;  }	  }    else    if(trailer    ==    'n'    ||    trailer    ==    'r')    {    while(end    <    end    &&    trailer    <    =    0x7F)    {    end--;    }    	non-compiled	[CE]  illegal  start  of  expression	109	None	replace
5	[BUG]  [BUGGY]  }  else  if(trailer  ==  'n'  ||  trailer  ==  'r')  {  while(end  <  =  end  &&  trailer  <  =  0x7F)  {  end--;  }  [CE]  illegal  start  of  expression  [FE]                              ArchiveException      [CONTEXT]      break;  }  }      byte  trailer  =  buffer[end  -  1];  while  (start  <  end  &&  (trailer  ==  0  ||  trailer  ==  '  '))  {      [BUGGY]  }  else  if(trailer  ==  'n'  ||  trailer  ==  'r')  {  while(end  <  =  end  &&  trailer  <  =  0x7F)  {  end--;  }  [BUGGY]      trailer  =  buffer[end  -  1];  }  for  (  ;start  <  end;  start++)  {  final  byte  currentByte  =  buffer[start];  if  (currentByte  <  '0'  ||  currentByte  >  '7'){  throw  new  IllegalArgumentException(  exceptionMessage(buffer,  offset,  length,  start,  currentByte));  }  [CLASS]  TarUtils  1  [METHOD]  parseOctal  [RETURN_TYPE]  long  final  byte[]  buffer  final  int  offset  final  int  length  [VARIABLES]  byte[]  buffer  boolean  ZipEncoding  DEFAULT_ENCODING  FALLBACK_ENCODING  int  BYTE_MASK  end  i  length  offset  start  long  result  byte  currentByte  trailer  	projects/Compress35/src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java	0.7071067811865475	129	129	1	replace	}  else  if(trailer  ==  'n'  ||  trailer  ==  'r')  {  while(end  <  =  end  &&  trailer  <  =  0x7F)  {  end--;  }	  }    else    if(trailer    ==    'n'    ||    trailer    ==    'r')    {    while(end    <    end    &&    trailer    <    =    0x7F)    {    end--;    }    	non-compiled	[CE]  illegal  start  of  expression	109	None	replace
6	[BUG]  [BUGGY]  }  else  if(trailer!=  'n'  ||  trailer  ==  'r')  {  while(end  <  end  &&  trailer  <  =  0x7F)  {  end--;  }  [CE]  illegal  start  of  expression  [FE]                                ArchiveException      [CONTEXT]      break;  }  }      byte  trailer  =  buffer[end  -  1];  while  (start  <  end  &&  (trailer  ==  0  ||  trailer  ==  '  '))  {      [BUGGY]  }  else  if(trailer!=  'n'  ||  trailer  ==  'r')  {  while(end  <  end  &&  trailer  <  =  0x7F)  {  end--;  }  [BUGGY]      trailer  =  buffer[end  -  1];  }  for  (  ;start  <  end;  start++)  {  final  byte  currentByte  =  buffer[start];  if  (currentByte  <  '0'  ||  currentByte  >  '7'){  throw  new  IllegalArgumentException(  exceptionMessage(buffer,  offset,  length,  start,  currentByte));  }  [CLASS]  TarUtils  1  [METHOD]  parseOctal  [RETURN_TYPE]  long  final  byte[]  buffer  final  int  offset  final  int  length  [VARIABLES]  byte[]  buffer  boolean  ZipEncoding  DEFAULT_ENCODING  FALLBACK_ENCODING  int  BYTE_MASK  end  i  length  offset  start  long  result  byte  currentByte  trailer  	projects/Compress35/src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java	0.7071067811865475	129	129	1	replace	}  else  if(trailer!=  'n'  ||  trailer  ==  'r')  {  while(end  <  end  &&  trailer  <  =  0x7F)  {  end--;  }	  }    else    if(trailer    ==    'n'    ||    trailer    ==    'r')    {    while(end    <    end    &&    trailer    <    =    0x7F)    {    end--;    }    	non-compiled	[CE]  illegal  start  of  expression	109	None	replace
7	[BUG]  [BUGGY]  while(end  <  length  &&  trailer  ==  '')  {  end--;  }  else  {  throw  new  IllegalArgumentException( " ");  }  [CE]  illegal  start  of  expression  [FE]                ArchiveException      [CONTEXT]      break;  }  }      byte  trailer  =  buffer[end  -  1];  while  (start  <  end  &&  (trailer  ==  0  ||  trailer  ==  '  '))  {      [BUGGY]  while(end  <  length  &&  trailer  ==  '')  {  end--;  }  else  {  throw  new  IllegalArgumentException( " ");  }  [BUGGY]      trailer  =  buffer[end  -  1];  }  for  (  ;start  <  end;  start++)  {  final  byte  currentByte  =  buffer[start];  if  (currentByte  <  '0'  ||  currentByte  >  '7'){  throw  new  IllegalArgumentException(  exceptionMessage(buffer,  offset,  length,  start,  currentByte));  }  [CLASS]  TarUtils  1  [METHOD]  parseOctal  [RETURN_TYPE]  long  final  byte[]  buffer  final  int  offset  final  int  length  [VARIABLES]  byte[]  buffer  boolean  ZipEncoding  DEFAULT_ENCODING  FALLBACK_ENCODING  int  BYTE_MASK  end  i  length  offset  start  long  result  byte  currentByte  trailer  	projects/Compress35/src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java	0.7071067811865475	129	129	1	replace	while(end  <  length  &&  trailer  ==  '')  {  end--;  }  else  {  throw  new  IllegalArgumentException( " ");  }	  while(end    <    end    &&    trailer    =='')    {    end--;    }    else    {    throw    new    IllegalArgumentException(   "   ");    }    	non-compiled	[CE]  illegal  start  of  expression	25	None	replace
8	[BUG]  [BUGGY]  while(end  <  =  end  &&  trailer  ==  '')  {  end--;  }  else  {  throw  new  IllegalArgumentException( " ");  }  [CE]  illegal  start  of  expression  [FE]                  ArchiveException      [CONTEXT]      break;  }  }      byte  trailer  =  buffer[end  -  1];  while  (start  <  end  &&  (trailer  ==  0  ||  trailer  ==  '  '))  {      [BUGGY]  while(end  <  =  end  &&  trailer  ==  '')  {  end--;  }  else  {  throw  new  IllegalArgumentException( " ");  }  [BUGGY]      trailer  =  buffer[end  -  1];  }  for  (  ;start  <  end;  start++)  {  final  byte  currentByte  =  buffer[start];  if  (currentByte  <  '0'  ||  currentByte  >  '7'){  throw  new  IllegalArgumentException(  exceptionMessage(buffer,  offset,  length,  start,  currentByte));  }  [CLASS]  TarUtils  1  [METHOD]  parseOctal  [RETURN_TYPE]  long  final  byte[]  buffer  final  int  offset  final  int  length  [VARIABLES]  byte[]  buffer  boolean  ZipEncoding  DEFAULT_ENCODING  FALLBACK_ENCODING  int  BYTE_MASK  end  i  length  offset  start  long  result  byte  currentByte  trailer  	projects/Compress35/src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java	0.7071067811865475	129	129	1	replace	while(end  <  =  end  &&  trailer  ==  '')  {  end--;  }  else  {  throw  new  IllegalArgumentException( " ");  }	  while(end    <    end    &&    trailer    =='')    {    end--;    }    else    {    throw    new    IllegalArgumentException(   "   ");    }    	non-compiled	[CE]  illegal  start  of  expression	25	None	replace
9	[BUG]  [BUGGY]  while(end  <  0  ||  trailer  ==  '')  {  end--;  }  else  {  throw  new  IllegalArgumentException( " ");  }  [CE]  illegal  start  of  expression  [FE]                    ArchiveException      [CONTEXT]      break;  }  }      byte  trailer  =  buffer[end  -  1];  while  (start  <  end  &&  (trailer  ==  0  ||  trailer  ==  '  '))  {      [BUGGY]  while(end  <  0  ||  trailer  ==  '')  {  end--;  }  else  {  throw  new  IllegalArgumentException( " ");  }  [BUGGY]      trailer  =  buffer[end  -  1];  }  for  (  ;start  <  end;  start++)  {  final  byte  currentByte  =  buffer[start];  if  (currentByte  <  '0'  ||  currentByte  >  '7'){  throw  new  IllegalArgumentException(  exceptionMessage(buffer,  offset,  length,  start,  currentByte));  }  [CLASS]  TarUtils  1  [METHOD]  parseOctal  [RETURN_TYPE]  long  final  byte[]  buffer  final  int  offset  final  int  length  [VARIABLES]  byte[]  buffer  boolean  ZipEncoding  DEFAULT_ENCODING  FALLBACK_ENCODING  int  BYTE_MASK  end  i  length  offset  start  long  result  byte  currentByte  trailer  	projects/Compress35/src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java	0.7071067811865475	129	129	1	replace	while(end  <  0  ||  trailer  ==  '')  {  end--;  }  else  {  throw  new  IllegalArgumentException( " ");  }	  while(end    <    end    &&    trailer    =='')    {    end--;    }    else    {    throw    new    IllegalArgumentException(   "   ");    }    	non-compiled	[CE]  illegal  start  of  expression	25	None	replace
10	[BUG]  [BUGGY]  while(end  <  start  &&  trailer  ==  '')  {  end--;  }  else  {  throw  new  IllegalArgumentException( " ");  }  [CE]  illegal  start  of  expression  [FE]                      ArchiveException      [CONTEXT]      break;  }  }      byte  trailer  =  buffer[end  -  1];  while  (start  <  end  &&  (trailer  ==  0  ||  trailer  ==  '  '))  {      [BUGGY]  while(end  <  start  &&  trailer  ==  '')  {  end--;  }  else  {  throw  new  IllegalArgumentException( " ");  }  [BUGGY]      trailer  =  buffer[end  -  1];  }  for  (  ;start  <  end;  start++)  {  final  byte  currentByte  =  buffer[start];  if  (currentByte  <  '0'  ||  currentByte  >  '7'){  throw  new  IllegalArgumentException(  exceptionMessage(buffer,  offset,  length,  start,  currentByte));  }  [CLASS]  TarUtils  1  [METHOD]  parseOctal  [RETURN_TYPE]  long  final  byte[]  buffer  final  int  offset  final  int  length  [VARIABLES]  byte[]  buffer  boolean  ZipEncoding  DEFAULT_ENCODING  FALLBACK_ENCODING  int  BYTE_MASK  end  i  length  offset  start  long  result  byte  currentByte  trailer  	projects/Compress35/src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java	0.7071067811865475	129	129	1	replace	while(end  <  start  &&  trailer  ==  '')  {  end--;  }  else  {  throw  new  IllegalArgumentException( " ");  }	  while(end    <    end    &&    trailer    =='')    {    end--;    }    else    {    throw    new    IllegalArgumentException(   "   ");    }    	non-compiled	[CE]  illegal  start  of  expression	25	None	replace
