increase failing tests,760,replace, [FE] NullPointerException, if(!Double.isNaN(uvalue)||  Double.isNaN(itemCount))  {  ,if(!Double.isNaN(uvalue)&& Double.isNaN(itemCount)) {
patch is same with buggy,760,replace,, if(!Double.isNaN(uvalue)||  Double.isNaN(itemCount))  {  ,if(!Double.isNaN(uvalue)|| Double.isNaN(itemCount)) {
increase failing tests,746,replace, [FE] AssertionFailedError, double  maximum  =  Math.max(2.0,  1.0);  ,double maximum = Math.max(10.0, 1.0);
compilation error,760,add,[CE] 'else' without 'if', ,if(!Double.isNaN(uvalue)|| Double.isInfinite(itemCount)) {
compilation error,760,add,[CE] 'else' without 'if', ,if(!Double.isNaN(uvalue)&& Double.isInfinite(seriesCount)) {
compilation error,1244,add,[CE] 'else' without 'if', ,if(!Double.isNaN(lvalue)&&!Double.isNaN(maximum)) {
compilation error,746,add,[CE] variable minimum is already defined in method iterateDomainBounds(XYDataset,boolean), ,double minimum = Math.min(2.0, 1.0);
compilation error,746,add,[CE] variable minimum is already defined in method iterateDomainBounds(XYDataset,boolean), ,double minimum = Math.max(2.0, 1.0);
patch is same with buggy,746,replace,, double  maximum  =  Math.max(2.0,  1.0);  ,double maximum = Math.max(2.0, 1.0);
patch is same with buggy,756,replace,, lvalue  =  intervalXYData.getStartXValue(series,  item);  if(!Double.isNaN(lvalue))  {  minimum  =  Math.min(minimum,  lvalue);  }  ,lvalue = intervalXYData.getStartXValue(series, item); if(!Double.isNaN(lvalue)) { minimum = Math.min(minimum, lvalue); }
patch is same with buggy,756,replace,, lvalue  =  intervalXYData.getStartXValue(series,  item);  if(!Double.isNaN(lvalue))  {  minimum  =  Math.min(minimum,  lvalue);  }  ,lvalue = intervalXYData.getStartXValue(series, item); if(!Double.isNaN(lvalue)) { minimum = Math.min(minimum, lvalue); }
patch is same with buggy,780,replace,, throw  new  NullPointerException( "  -  1 ");  ,throw new NullPointerException(" - 1 ");
patch is same with buggy,780,replace,, throw  new  NullPointerException( "  -  1 ");  ,throw new NullPointerException(" - 1");
patch is same with buggy,780,replace,, if(!includeInterval)  {  throw  new  NullPointerException( "  - ");  }  ,if(!includeInterval) { throw new NullPointerException(" -"); }
patch is same with buggy,780,replace,, if(!includeInterval)  {  throw  new  NullPointerException( "  - ");  }  , 
patch is same with buggy,745,replace,, double  minimum  =  Double.POSITIVE_INFINITY  *  2;  ,double minimum = Double.POSITIVE_INFINITY * 2;
patch is same with buggy,760,replace,, if(!Double.isNaN(uvalue)||  Double.isInfinite(seriesCount))  {  ,if(!Double.isNaN(uvalue)|| Double.isInfinite(seriesCount)) {
patch is same with buggy,756,replace,, if(!includeInterval)  {  lvalue  =  intervalXYData.getStartXValue(series,  item);  }  ,if(!includeInterval) { lvalue = intervalXYData.getStartXValue(series, item); }
patch is same with buggy,756,replace,, if(!includeInterval)  {  lvalue  =  intervalXYData.getStartXValue(series,  item);  }  , 
patch is same with buggy,745,replace,, double  minimum  =  Double.POSITIVE_INFINITY  *  2;  ,double minimum = Double.POSITIVE_INFINITY * 2;
