bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	original_buggy	action	patch	execution_result	diagnosis	previous_bug_id	original_failing_test_number
3716	[BUG]  [BUGGY]  [FE]  NullPointerException  [CONTEXT]        [BUGGY]  lvalue  =  intervalXYData.getStartXValue(series,  item);  if(!Double.isNaN(lvalue))  {  minimum  =  Math.min(minimum,  lvalue);  }  [BUGGY]      uvalue  =  intervalXYData.getEndXValue(series,  item);  if  (!Double.isNaN(lvalue))  {  minimum  =  Math.min(minimum,  lvalue);  }  if  (!Double.isNaN(uvalue))  {  maximum  =  Math.max(maximum,  uvalue);  }  }  }  }  else  {  [CLASS]  DatasetUtilities  [METHOD]  iterateDomainBounds  [RETURN_TYPE]  Range  XYDataset  dataset  boolean  includeInterval  	projects/Chart2/source/org/jfree/data/general/DatasetUtilities.java	0.31622776601683794	756	756	2	add	lvalue  =  intervalXYData.getStartXValue(series,  item);  if(!Double.isNaN(lvalue))  {  minimum  =  Math.min(minimum,  lvalue);  }	  	compilable	  [FE]  NullPointerException	620	2
3717	[BUG]  [BUGGY]  lvalue  =  intervalXYData.getStartXValue(series,  item);  if(!Double.isNaN(lvalue))  {  minimum  =  Math.min(minimum,  lvalue);  }  [FE]  NullPointerException  [CONTEXT]        [BUGGY]  lvalue  =  intervalXYData.getStartXValue(series,  item);  if(!Double.isNaN(lvalue))  {  minimum  =  Math.min(minimum,  lvalue);  }  [BUGGY]      uvalue  =  intervalXYData.getEndXValue(series,  item);  if  (!Double.isNaN(lvalue))  {  minimum  =  Math.min(minimum,  lvalue);  }  if  (!Double.isNaN(uvalue))  {  maximum  =  Math.max(maximum,  uvalue);  }  }  }  }  else  {  [CLASS]  DatasetUtilities  [METHOD]  iterateDomainBounds  [RETURN_TYPE]  Range  XYDataset  dataset  boolean  includeInterval  	projects/Chart2/source/org/jfree/data/general/DatasetUtilities.java	0.31622776601683794	756	756	2	replace	lvalue  =  intervalXYData.getStartXValue(series,  item);  if(!Double.isNaN(lvalue))  {  minimum  =  Math.min(minimum,  lvalue);  }	  	compilable	  [FE]  NullPointerException	620	2
12182	[BUG]  [BUGGY]  [FE]  NullPointerException  [CONTEXT]        [BUGGY]  double  minimum  =  Double.POSITIVE_INFINITY  *  2;  [BUGGY]      double  maximum  =  Double.NEGATIVE_INFINITY;  int  seriesCount  =  dataset.getSeriesCount();  double  lvalue;  double  uvalue;  if  (includeInterval  &&  dataset  instanceof  IntervalXYDataset)  {  IntervalXYDataset  intervalXYData  =  (IntervalXYDataset)  dataset;  for  (int  series  =  0;  series  <  seriesCount;  series++)  {  int  itemCount  =  dataset.getItemCount(series);  for  (int  item  =  0;  item  <  itemCount;  item++)  {  lvalue  =  intervalXYData.getStartXValue(series,  item);  [CLASS]  DatasetUtilities  [METHOD]  iterateDomainBounds  [RETURN_TYPE]  Range  XYDataset  dataset  boolean  includeInterval  	projects/Chart2/source/org/jfree/data/general/DatasetUtilities.java	0.2672612419124244	745	745	2	add	double  minimum  =  Double.POSITIVE_INFINITY  *  2;	  double    minimum    =    Double.POSITIVE_INFINITY    /    1;    	compilable	  [FE]  NullPointerException	2031	2
12183	[BUG]  [BUGGY]  double  minimum  =  Double.POSITIVE_INFINITY  *  2;  [FE]  NullPointerException  [CONTEXT]        [BUGGY]  double  minimum  =  Double.POSITIVE_INFINITY  *  2;  [BUGGY]      double  maximum  =  Double.NEGATIVE_INFINITY;  int  seriesCount  =  dataset.getSeriesCount();  double  lvalue;  double  uvalue;  if  (includeInterval  &&  dataset  instanceof  IntervalXYDataset)  {  IntervalXYDataset  intervalXYData  =  (IntervalXYDataset)  dataset;  for  (int  series  =  0;  series  <  seriesCount;  series++)  {  int  itemCount  =  dataset.getItemCount(series);  for  (int  item  =  0;  item  <  itemCount;  item++)  {  lvalue  =  intervalXYData.getStartXValue(series,  item);  [CLASS]  DatasetUtilities  [METHOD]  iterateDomainBounds  [RETURN_TYPE]  Range  XYDataset  dataset  boolean  includeInterval  	projects/Chart2/source/org/jfree/data/general/DatasetUtilities.java	0.2672612419124244	745	745	2	replace	double  minimum  =  Double.POSITIVE_INFINITY  *  2;	  double    minimum    =    Double.POSITIVE_INFINITY    /    1;    	compilable	  [FE]  NullPointerException	2031	2
4369	[BUG]  [BUGGY]  [FE]  NullPointerException  [CONTEXT]        [BUGGY]  if(!Double.isNaN(uvalue)||  Double.isInfinite(seriesCount))  {  [BUGGY]      maximum  =  Math.max(maximum,  uvalue);  }  }  }  }  else  {  for  (int  series  =  0;  series  <  seriesCount;  series++)  {  int  itemCount  =  dataset.getItemCount(series);  for  (int  item  =  0;  item  <  itemCount;  item++)  {  lvalue  =  dataset.getXValue(series,  item);  [CLASS]  DatasetUtilities  [METHOD]  iterateDomainBounds  [RETURN_TYPE]  Range  XYDataset  dataset  boolean  includeInterval  	projects/Chart2/source/org/jfree/data/general/DatasetUtilities.java	0.31622776601683794	760	760	2	add	if(!Double.isNaN(uvalue)||  Double.isInfinite(seriesCount))  {	  if(!Double.isNaN(uvalue)&&!Double.isInfinite(lvalue))    {    	compilable	  [FE]  NullPointerException	729	2
4370	[BUG]  [BUGGY]  if(!Double.isNaN(uvalue)||  Double.isInfinite(seriesCount))  {  [FE]  NullPointerException  [CONTEXT]        [BUGGY]  if(!Double.isNaN(uvalue)||  Double.isInfinite(seriesCount))  {  [BUGGY]      maximum  =  Math.max(maximum,  uvalue);  }  }  }  }  else  {  for  (int  series  =  0;  series  <  seriesCount;  series++)  {  int  itemCount  =  dataset.getItemCount(series);  for  (int  item  =  0;  item  <  itemCount;  item++)  {  lvalue  =  dataset.getXValue(series,  item);  [CLASS]  DatasetUtilities  [METHOD]  iterateDomainBounds  [RETURN_TYPE]  Range  XYDataset  dataset  boolean  includeInterval  	projects/Chart2/source/org/jfree/data/general/DatasetUtilities.java	0.31622776601683794	760	760	2	replace	if(!Double.isNaN(uvalue)||  Double.isInfinite(seriesCount))  {	  if(!Double.isNaN(uvalue)&&!Double.isInfinite(lvalue))    {    	compilable	  [FE]  NullPointerException	729	2
10448	[BUG]  [BUGGY]  [FE]  NullPointerException  [CONTEXT]        [BUGGY]  if(includeInterval  &&!Double.isNaN(uvalue)||  Double.isInfinite(uvalue))  {  [BUGGY]      maximum  =  Math.max(maximum,  uvalue);  }  }  }  }  else  if  (includeInterval  &&  dataset  instanceof  OHLCDataset)  {  OHLCDataset  ohlc  =  (OHLCDataset)  dataset;  for  (int  series  =  0;  series  <  seriesCount;  series++)  {  int  itemCount  =  dataset.getItemCount(series);  [CLASS]  DatasetUtilities  [METHOD]  iterateRangeBounds  [RETURN_TYPE]  Range  XYDataset  dataset  boolean  includeInterval  	projects/Chart2/source/org/jfree/data/general/DatasetUtilities.java	0.2886751345948129	1247	1247	2	add	if(includeInterval  &&!Double.isNaN(uvalue)||  Double.isInfinite(uvalue))  {	  if(includeInterval    &&!Double.isNaN(uvalue)&&!Double.isNaN(uvalue))    {    	compilable	  [FE]  NullPointerException	1742	2
10449	[BUG]  [BUGGY]  if(includeInterval  &&!Double.isNaN(uvalue)||  Double.isInfinite(uvalue))  {  [FE]  NullPointerException  [CONTEXT]        [BUGGY]  if(includeInterval  &&!Double.isNaN(uvalue)||  Double.isInfinite(uvalue))  {  [BUGGY]      maximum  =  Math.max(maximum,  uvalue);  }  }  }  }  else  if  (includeInterval  &&  dataset  instanceof  OHLCDataset)  {  OHLCDataset  ohlc  =  (OHLCDataset)  dataset;  for  (int  series  =  0;  series  <  seriesCount;  series++)  {  int  itemCount  =  dataset.getItemCount(series);  [CLASS]  DatasetUtilities  [METHOD]  iterateRangeBounds  [RETURN_TYPE]  Range  XYDataset  dataset  boolean  includeInterval  	projects/Chart2/source/org/jfree/data/general/DatasetUtilities.java	0.2886751345948129	1247	1247	2	replace	if(includeInterval  &&!Double.isNaN(uvalue)||  Double.isInfinite(uvalue))  {	  if(includeInterval    &&!Double.isNaN(uvalue)&&!Double.isNaN(uvalue))    {    	compilable	  [FE]  NullPointerException	1742	2
10418	[BUG]  [BUGGY]  [FE]  NullPointerException  [CONTEXT]        [BUGGY]  if(includeInterval  &&!Double.isNaN(uvalue)&&!Double.isInfinite(uvalue))  {  [BUGGY]      maximum  =  Math.max(maximum,  uvalue);  }  }  }  }  else  if  (includeInterval  &&  dataset  instanceof  OHLCDataset)  {  OHLCDataset  ohlc  =  (OHLCDataset)  dataset;  for  (int  series  =  0;  series  <  seriesCount;  series++)  {  int  itemCount  =  dataset.getItemCount(series);  [CLASS]  DatasetUtilities  [METHOD]  iterateRangeBounds  [RETURN_TYPE]  Range  XYDataset  dataset  boolean  includeInterval  	projects/Chart2/source/org/jfree/data/general/DatasetUtilities.java	0.2886751345948129	1247	1247	2	add	if(includeInterval  &&!Double.isNaN(uvalue)&&!Double.isInfinite(uvalue))  {	  if(!Double.isNaN(uvalue)&&!Double.isInfinite(uvalue))    {    	compilable	  [FE]  NullPointerException	1737	2
10419	[BUG]  [BUGGY]  if(includeInterval  &&!Double.isNaN(uvalue)&&!Double.isInfinite(uvalue))  {  [FE]  NullPointerException  [CONTEXT]        [BUGGY]  if(includeInterval  &&!Double.isNaN(uvalue)&&!Double.isInfinite(uvalue))  {  [BUGGY]      maximum  =  Math.max(maximum,  uvalue);  }  }  }  }  else  if  (includeInterval  &&  dataset  instanceof  OHLCDataset)  {  OHLCDataset  ohlc  =  (OHLCDataset)  dataset;  for  (int  series  =  0;  series  <  seriesCount;  series++)  {  int  itemCount  =  dataset.getItemCount(series);  [CLASS]  DatasetUtilities  [METHOD]  iterateRangeBounds  [RETURN_TYPE]  Range  XYDataset  dataset  boolean  includeInterval  	projects/Chart2/source/org/jfree/data/general/DatasetUtilities.java	0.2886751345948129	1247	1247	2	replace	if(includeInterval  &&!Double.isNaN(uvalue)&&!Double.isInfinite(uvalue))  {	  if(!Double.isNaN(uvalue)&&!Double.isInfinite(uvalue))    {    	compilable	  [FE]  NullPointerException	1737	2
