bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	action	patch
1	[BUG] [BUGGY] return NumberInput.parseInt(str); [FE] AssertionFailedError [CONTEXT] if (c > '9' || c < '0') { return -1; } } if (len == 10) { long l = NumberInput.parseLong(str); if (l > Integer.MAX_VALUE) { return -1; } } [BUGGY] return NumberInput.parseInt(str); [BUGGY] } [CLASS] JsonPointer [METHOD] _parseIndex [RETURN_TYPE] int  String str [VARIABLES] char c JsonPointer EMPTY _nextSegment next String _asString _matchingPropertyName fullString input name segment str boolean int _matchingElementIndex i index len long l  	projects/JacksonCore6/src/main/java/com/fasterxml/jackson/core/JsonPointer.java	0.7071067811865475	205	205	1	replace	
2	[BUG] [BUGGY] [FE] AssertionFailedError [CONTEXT] if (c > '9' || c < '0') { return -1; } } if (len == 10) { long l = NumberInput.parseLong(str); if (l > Integer.MAX_VALUE) { return -1; } } [BUGGY] [BUGGY] return NumberInput.parseInt(str); } [CLASS] JsonPointer [METHOD] _parseIndex [RETURN_TYPE] int  String str [VARIABLES] char c JsonPointer EMPTY _nextSegment next String _asString _matchingPropertyName fullString input name segment str boolean int _matchingElementIndex i index len long l  	projects/JacksonCore6/src/main/java/com/fasterxml/jackson/core/JsonPointer.java	0.7071067811865475	205	205	1	add	
3	[BUG] [BUGGY] if (len == 10) { [FE] AssertionFailedError [CONTEXT] if (len == 0 || len > 10) { return -1; }  for (int i = 0; i < len; ++i) { char c = str.charAt(i); if (c > '9' || c < '0') { return -1; } } [BUGGY] if (len == 10) { [BUGGY] long l = NumberInput.parseLong(str); if (l > Integer.MAX_VALUE) { return -1; } } return NumberInput.parseInt(str); } [CLASS] JsonPointer [METHOD] _parseIndex [RETURN_TYPE] int  String str [VARIABLES] char c JsonPointer EMPTY _nextSegment next String _asString _matchingPropertyName fullString input name segment str boolean int _matchingElementIndex i index len long l  	projects/JacksonCore6/src/main/java/com/fasterxml/jackson/core/JsonPointer.java	0.5773502691896258	199	199	1	replace	
4	[BUG] [BUGGY] [FE] AssertionFailedError [CONTEXT] if (len == 0 || len > 10) { return -1; }  for (int i = 0; i < len; ++i) { char c = str.charAt(i); if (c > '9' || c < '0') { return -1; } } [BUGGY] [BUGGY] if (len == 10) { long l = NumberInput.parseLong(str); if (l > Integer.MAX_VALUE) { return -1; } } return NumberInput.parseInt(str); } [CLASS] JsonPointer [METHOD] _parseIndex [RETURN_TYPE] int  String str [VARIABLES] char c JsonPointer EMPTY _nextSegment next String _asString _matchingPropertyName fullString input name segment str boolean int _matchingElementIndex i index len long l  	projects/JacksonCore6/src/main/java/com/fasterxml/jackson/core/JsonPointer.java	0.5773502691896258	199	199	1	add	
5	[BUG] [BUGGY] [FE] AssertionFailedError [CONTEXT] public boolean matches() { return _nextSegment == null; } [CLASS] JsonPointer [METHOD] matches [RETURN_TYPE] boolean  [VARIABLES] JsonPointer EMPTY _nextSegment next String _asString _matchingPropertyName fullString input segment boolean int _matchingElementIndex  	projects/JacksonCore6/src/main/java/com/fasterxml/jackson/core/JsonPointer.java	0.5	137	137	1	replace	
6	[BUG] [BUGGY] [FE] AssertionFailedError [CONTEXT] public boolean matches() { return _nextSegment == null; } [CLASS] JsonPointer [METHOD] matches [RETURN_TYPE] boolean  [VARIABLES] JsonPointer EMPTY _nextSegment next String _asString _matchingPropertyName fullString input segment boolean int _matchingElementIndex  	projects/JacksonCore6/src/main/java/com/fasterxml/jackson/core/JsonPointer.java	0.5	137	137	1	add	
7	[BUG] [BUGGY] return new JsonPointer(input, input.substring(1), EMPTY); [FE] AssertionFailedError [CONTEXT] _parseTail(input.substring(i))); } ++i;  if (c == '~' && i < end) { // possibly, quote return _parseQuotedTail(input, i); }  }  [BUGGY] return new JsonPointer(input, input.substring(1), EMPTY); [BUGGY] } [CLASS] JsonPointer [METHOD] _parseTail [RETURN_TYPE] JsonPointer  String input [VARIABLES] char c JsonPointer EMPTY _nextSegment next String _asString _matchingPropertyName fullString input name segment str boolean int _matchingElementIndex end i index len  	projects/JacksonCore6/src/main/java/com/fasterxml/jackson/core/JsonPointer.java	0.5	226	226	1	replace	
8	[BUG] [BUGGY] [FE] AssertionFailedError [CONTEXT] _parseTail(input.substring(i))); } ++i;  if (c == '~' && i < end) { // possibly, quote return _parseQuotedTail(input, i); }  }  [BUGGY] [BUGGY] return new JsonPointer(input, input.substring(1), EMPTY); } [CLASS] JsonPointer [METHOD] _parseTail [RETURN_TYPE] JsonPointer  String input [VARIABLES] char c JsonPointer EMPTY _nextSegment next String _asString _matchingPropertyName fullString input name segment str boolean int _matchingElementIndex end i index len  	projects/JacksonCore6/src/main/java/com/fasterxml/jackson/core/JsonPointer.java	0.5	226	226	1	add	
9	[BUG] [BUGGY] protected JsonPointer() { [FE] AssertionFailedError [CONTEXT] [BUGGY] protected JsonPointer() { [BUGGY] _nextSegment = null; _matchingPropertyName = ""; _matchingElementIndex = -1; _asString = ""; } [CLASS] JsonPointer [METHOD] <init> [RETURN_TYPE] JsonPointer()  [VARIABLES] JsonPointer EMPTY _nextSegment String _asString _matchingPropertyName boolean int _matchingElementIndex  	projects/JacksonCore6/src/main/java/com/fasterxml/jackson/core/JsonPointer.java	0.4472135954999579	55	55	1	replace	
10	[BUG] [BUGGY] [FE] AssertionFailedError [CONTEXT] [BUGGY] [BUGGY] protected JsonPointer() { _nextSegment = null; _matchingPropertyName = ""; _matchingElementIndex = -1; _asString = ""; } [CLASS] JsonPointer [METHOD] <init> [RETURN_TYPE] JsonPointer()  [VARIABLES] JsonPointer EMPTY _nextSegment String _asString _matchingPropertyName boolean int _matchingElementIndex  	projects/JacksonCore6/src/main/java/com/fasterxml/jackson/core/JsonPointer.java	0.4472135954999579	55	55	1	add	
