bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
2	[BUG]  [BUGGY]  IllegalArgument  iter  =(Option)iter.next();  [CE]  cannot  find  symbol  [CONTEXT]    while  (iter.hasNext())  {      [BUGGY]  IllegalArgument  iter  =(Option)iter.next();  [BUGGY]    token  =  (String)  iter.next();  if  (token.startsWith(   "--   "))  {  if  (token.indexOf('=')  !=  -1)  {  tokens.add(token.substring(0,  token.indexOf('=')));  tokens.add(token.substring(token.indexOf('=')  +  1,  token.length()));  }  [CLASS]  PosixParser  [METHOD]  flatten  [RETURN_TYPE]  String[]  Options  options  String[]  arguments  boolean  stopAtNonOption  [VARIABLES]  Options  options  boolean  eatTheRest  stopAtNonOption  ArrayList  tokens  Iterator  iter  Option  currentOption  String[]  arguments  String  token  int  tokenLength  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	108	108	1	replace	IllegalArgument  iter  =(Option)iter.next();	      Iterator    iter    =(Option)iter.next();    	non-compiled	[CE]  cannot  find  symbol	364	None
4	[BUG]  [BUGGY]  Iterator  option  =(Option)iter.next();  [CE]  incompatible  types  [CONTEXT]    while  (iter.hasNext())  {      [BUGGY]  Iterator  option  =(Option)iter.next();  [BUGGY]    token  =  (String)  iter.next();  if  (token.startsWith(   "--   "))  {  if  (token.indexOf('=')  !=  -1)  {  tokens.add(token.substring(0,  token.indexOf('=')));  tokens.add(token.substring(token.indexOf('=')  +  1,  token.length()));  }  [CLASS]  PosixParser  [METHOD]  flatten  [RETURN_TYPE]  String[]  Options  options  String[]  arguments  boolean  stopAtNonOption  [VARIABLES]  Options  options  boolean  eatTheRest  stopAtNonOption  ArrayList  tokens  Iterator  iter  Option  currentOption  String[]  arguments  String  token  int  tokenLength  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	108	108	1	replace	Iterator  option  =(Option)iter.next();	      Iterator    iter    =(Option)iter.next();    	non-compiled	[CE]  incompatible  types	364	None
11	[BUG]  [BUGGY]  [FE]  UnrecognizedOptionException  test  [CONTEXT]    private  void  init()  {  eatTheRest  =  false;    [BUGGY]  if(eatTheRest)  {  tokens.clear();  currentOption  =  options.getOption( "eatTheRest ");  }  [BUGGY]    tokens.clear();  currentOption  =  null;  }  [CLASS]  PosixParser  [METHOD]  init  [RETURN_TYPE]  void  [VARIABLES]  ArrayList  tokens  Options  options  Option  currentOption  boolean  eatTheRest  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	52	52	1	add	if(eatTheRest)  {  tokens.clear();  currentOption  =  options.getOption( "eatTheRest ");  }	      tokens.clear();    currentOption    =    options.getOption(   "eatTheRest   ");    	compilable	  [FE]  UnrecognizedOptionException  test	185	1
12	[BUG]  [BUGGY]  if(eatTheRest)  {  tokens.clear();  currentOption  =  options.getOption( "eatTheRest ");  }  [FE]  UnrecognizedOptionException  test  [CONTEXT]    private  void  init()  {  eatTheRest  =  false;    [BUGGY]  if(eatTheRest)  {  tokens.clear();  currentOption  =  options.getOption( "eatTheRest ");  }  [BUGGY]    tokens.clear();  currentOption  =  null;  }  [CLASS]  PosixParser  [METHOD]  init  [RETURN_TYPE]  void  [VARIABLES]  ArrayList  tokens  Options  options  Option  currentOption  boolean  eatTheRest  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	52	52	1	replace	if(eatTheRest)  {  tokens.clear();  currentOption  =  options.getOption( "eatTheRest ");  }	      tokens.clear();    currentOption    =    options.getOption(   "eatTheRest   ");    	compilable	  [FE]  UnrecognizedOptionException  test	185	1
12	[BUG]  [BUGGY]  [FE]  UnrecognizedOptionException  test  [CONTEXT]    private  void  init()  {  eatTheRest  =  false;    [BUGGY]  if(currentOption!=  null)  {  tokens.clear();  currentOption  =  options.getOption( "eatTheRest ");  }  [BUGGY]    tokens.clear();  currentOption  =  null;  }  [CLASS]  PosixParser  [METHOD]  init  [RETURN_TYPE]  void  [VARIABLES]  ArrayList  tokens  Options  options  Option  currentOption  boolean  eatTheRest  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	52	52	1	add	if(currentOption!=  null)  {  tokens.clear();  currentOption  =  options.getOption( "eatTheRest ");  }	      tokens.clear();    currentOption    =    options.getOption(   "eatTheRest   ");    	compilable	  [FE]  UnrecognizedOptionException  test	185	1
13	[BUG]  [BUGGY]  if(currentOption!=  null)  {  tokens.clear();  currentOption  =  options.getOption( "eatTheRest ");  }  [FE]  UnrecognizedOptionException  test  [CONTEXT]    private  void  init()  {  eatTheRest  =  false;    [BUGGY]  if(currentOption!=  null)  {  tokens.clear();  currentOption  =  options.getOption( "eatTheRest ");  }  [BUGGY]    tokens.clear();  currentOption  =  null;  }  [CLASS]  PosixParser  [METHOD]  init  [RETURN_TYPE]  void  [VARIABLES]  ArrayList  tokens  Options  options  Option  currentOption  boolean  eatTheRest  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	52	52	1	replace	if(currentOption!=  null)  {  tokens.clear();  currentOption  =  options.getOption( "eatTheRest ");  }	      tokens.clear();    currentOption    =    options.getOption(   "eatTheRest   ");    	compilable	  [FE]  UnrecognizedOptionException  test	185	1
13	[BUG]  [BUGGY]  [FE]  java.lang.IndexOutOfBoundsException:  Index:  0  test  [CONTEXT]    private  void  init()  {  eatTheRest  =  false;    [BUGGY]  if( "-- "!=  tokens.get(0))  {  tokens.clear();  currentOption  =  options.getOption( "eatTheRest ");  }  [BUGGY]    tokens.clear();  currentOption  =  null;  }  [CLASS]  PosixParser  [METHOD]  init  [RETURN_TYPE]  void  [VARIABLES]  ArrayList  tokens  Options  options  Option  currentOption  boolean  eatTheRest  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	52	52	1	add	if( "-- "!=  tokens.get(0))  {  tokens.clear();  currentOption  =  options.getOption( "eatTheRest ");  }	      tokens.clear();    currentOption    =    options.getOption(   "eatTheRest   ");    	compilable	  [FE]  java.lang.IndexOutOfBoundsException:  Index:  0  test	185	1
14	[BUG]  [BUGGY]  if( "-- "!=  tokens.get(0))  {  tokens.clear();  currentOption  =  options.getOption( "eatTheRest ");  }  [FE]  java.lang.IndexOutOfBoundsException:  Index:  0  test  [CONTEXT]    private  void  init()  {  eatTheRest  =  false;    [BUGGY]  if( "-- "!=  tokens.get(0))  {  tokens.clear();  currentOption  =  options.getOption( "eatTheRest ");  }  [BUGGY]    tokens.clear();  currentOption  =  null;  }  [CLASS]  PosixParser  [METHOD]  init  [RETURN_TYPE]  void  [VARIABLES]  ArrayList  tokens  Options  options  Option  currentOption  boolean  eatTheRest  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	52	52	1	replace	if( "-- "!=  tokens.get(0))  {  tokens.clear();  currentOption  =  options.getOption( "eatTheRest ");  }	      tokens.clear();    currentOption    =    options.getOption(   "eatTheRest   ");    	compilable	  [FE]  java.lang.IndexOutOfBoundsException:  Index:  0  test	185	1
14	[BUG]  [BUGGY]  if( "-- "!=  tokens.size()  -  1);  currentOption  =  options.getOption( "eatTheRest ");  }  else  {  tokens.clear();  currentOption  =  options.getOption( "-- ");  }  [CE]  illegal  start  of  type  [CONTEXT]    private  void  init()  {  eatTheRest  =  false;    [BUGGY]  if( "-- "!=  tokens.size()  -  1);  currentOption  =  options.getOption( "eatTheRest ");  }  else  {  tokens.clear();  currentOption  =  options.getOption( "-- ");  }  [BUGGY]    tokens.clear();  currentOption  =  null;  }  [CLASS]  PosixParser  [METHOD]  init  [RETURN_TYPE]  void  [VARIABLES]  ArrayList  tokens  Options  options  Option  currentOption  boolean  eatTheRest  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	52	52	1	replace	if( "-- "!=  tokens.size()  -  1);  currentOption  =  options.getOption( "eatTheRest ");  }  else  {  tokens.clear();  currentOption  =  options.getOption( "-- ");  }	      tokens.clear();    currentOption    =    options.getOption(   "eatTheRest   ");    	non-compiled	[CE]  illegal  start  of  type	185	None
21	[BUG]  [BUGGY]  [FE]  NullPointerException  test  [CONTEXT]    private  void  init()  {  eatTheRest  =  false;    [BUGGY]  tokens.add(currentOption.getKey());  tokens.add(currentOption.getValue());  [BUGGY]    currentOption  =  null;  }  [CLASS]  PosixParser  [METHOD]  init  [RETURN_TYPE]  void  [VARIABLES]  ArrayList  tokens  Options  options  Option  currentOption  boolean  eatTheRest  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	52	52	1	add	tokens.add(currentOption.getKey());    tokens.add(currentOption.getValue());	  	compilable	  [FE]  NullPointerException  test	183	1
