projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[4]=constraint.getWidth()-w[3]-w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[3]=constraint.getWidth()-w[3]-w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462Size2Dsize=this.leftBlock.arrange(g2,c4);
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[4]=constraint.getHeight()-w[3]-w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[4]=constraint.getWidth()-w[3]/w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462Size2Dw[3]=constraint.getWidth()-w[3]-w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462Size2Dsize=this.bottomBlock.arrange(g2,c4);
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462Size2Dsize=this.bottomBlock.arrange(g2,c3);
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[4]=constraint.getWidth()-w[3]-h[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[2]=constraint.getWidth()-w[3]-w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[3]=constraint.getWidth()-w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[2]=constraint.getWidth()-w[4]-w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[2]=constraint.getWidth()-w[3]-w[4];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[4]=constraint.getWidth()-w[3]/w[2];w[4]=constraint.getWidth()-w[3]/w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[4]=constraint.getWidth()-w[3]/w[2];w[4]=constraint.getWidth()-w[3]/w[1];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[4]=constraint.getWidth()-w[3]/w[2];w[4]=constraint.getWidth()-w[3]*w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[3]=constraint.getWidth()-w[4]-w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[3]=constraint.getHeight()-w[3]-w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462Size2Dsize=this.bottomBlock.arrange(g2,c5);
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462Size2Dw[4]=constraint.getWidth()-w[4]-w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462Size2Dw[3]=constraint.getWidth()-w[4]-w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[4]=constraint.getHeight()-w[3]-w[2];w[4]=constraint.getHeight()-w[3]-w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[4]=constraint.getHeight()-w[3]-w[2];w[4]=constraint.getHeight()-w[3]-w[1];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[4]=constraint.getHeight()-w[3]-w[2];w[4]=constraint.getHeight()-w[2]-w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[4]=constraint.getWidth()-w[3]-h[2];w[4]=constraint.getWidth()-w[3]-h[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[4]=constraint.getWidth()-w[3]-h[2];w[4]=constraint.getWidth()-w[3]-h[1];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[4]=constraint.getWidth()-w[3]-h[2];w[4]=constraint.getWidth()-w[3]-h[0];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[2]=constraint.getWidth()-w[3]-w[2];w[2]=constraint.getWidth()-w[3]-w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[2]=constraint.getWidth()-w[3]-w[2];w[2]=constraint.getWidth()-w[3]-w[1];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[2]=constraint.getWidth()-w[3]-w[2];w[2]=constraint.getWidth()-w[4]-w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462Size2Dsize=this.bottomBlock.arrange(g2,h);
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[3]=constraint.getHeight()-w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[3]=constraint.getWidth()-w[4];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462Size2Dsize=this.leftBlock.arrange(g2,c3);
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462Size2Dsize=this.leftBlock.arrange(g2,h);
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[4]=constraint.getHeight()-w[3]/w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[4]=constraint.getWidth()-w[2]/w[3];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[4]=constraint.getHeight()-w[3]-h[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[4]=constraint.getWidth()-w[3]/h[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[3]=constraint.getWidth()-w[2];w[3]=constraint.getWidth()-w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[3]=constraint.getWidth()-w[2];w[3]=constraint.getWidth()-w[1];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[3]=constraint.getWidth()-w[2];w[4]=constraint.getWidth()-w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[3]=constraint.getWidth()-w[3]-w[2];w[3]=constraint.getWidth()-w[3]-w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[3]=constraint.getWidth()-w[3]-w[2];w[3]=constraint.getWidth()-w[3]-w[1];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[3]=constraint.getWidth()-w[3]-w[2];w[4]=constraint.getWidth()-w[3]-w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[4]=constraint.getWidth()-w[3]-w[2];w[4]=constraint.getWidth()-w[3]-w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[4]=constraint.getWidth()-w[3]-w[2];w[4]=constraint.getWidth()-w[3]-w[1];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[4]=constraint.getWidth()-w[3]-w[2];w[3]=constraint.getWidth()-w[3]-w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[3]=constraint.getWidth()-w[2];w[3]=constraint.getHeight()-w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[2]=constraint.getWidth()-w[3]-w[2];w[2]=constraint.getWidth()+w[3]-w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[4]=constraint.getWidth()-w[3]-w[2];w[2]=constraint.getWidth()-w[3]-w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[4]=constraint.getHeight()-w[3]-w[2];w[4]=constraint.getHeight())-w[3]-w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[4]=constraint.getWidth()-w[3]/w[2];w[4]=constraint.getWidth()-w[3]%w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[4]=constraint.getWidth()-w[3]/w[2];w[4]=constraint.getWidth()+w[3]/w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[2]=constraint.getHeight()-w[3]-w[2];
projects/Chart13/source/org/jfree/chart/block/BorderArrangement.java462w[3]=constraint.getWidth()-w[3]-w[2];w[3]=constraint.getWidth()+w[3]-w[2];
