projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java535text.getChars(offset,offset+len2,buf,0);
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java535text.getChars(offset,offset+len2,buf,0,len2);
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java535text.getChars(0,offset+len2,buf,len2);
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java535text.getChars(0,offset+len2,buf,0);
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java535
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java535text.getChars(0,len2,buf,0);
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java535text.getChars(0,offset+len2,buf,0,len2);
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java535text.getChars(0,len2,buf,0,len2);
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java535text.getChars(0,offset+len2,buf,0);text.getChars(0,offset+len2,buf,0);
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java535text.getChars(0,offset+len2,buf,0);TextBuffertext=newTextBuffer(buf.length,offset+len2,buf,0);
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java535text.getChars(0,offset+len2,buf,0);TextBuffertext=newTextBuffer(buf,offset+len2,buf,0);
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java535text.getChars(0,offset+len2,buf,0);TextBuffertext=newTextBuffer(buf.length,offset+len2,buf,0,len2);
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java535text.getChars(0,offset+len2,buf,0);TextBuffertext=newTextBuffer(buf,offset+len2,buf,0,len2);
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java535text.getChars(0,len2,buf,offset+len2);
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java535text.getChars(0,len2,buf,offset);
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java535if(len2>0){text.getChars(0,offset+len2,buf,len2);}
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java535text.getChars(buf,offset+len2,offset,len2,0,buf.length);
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java535text.getChars(offset,offset+len2,buf,0,len2-len2);
