bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	patch
1	[BUG] [BUGGY] this.seriesKeys = null; [FE] NullPointerException [CONTEXT] this.categoryKeys = categoryKeys; } else { String prefix = resources.getString( "categories.default-prefix") + " "; this.categoryKeys = generateKeys(categoryCount, prefix); } } else { [BUGGY] this.seriesKeys = null; [BUGGY] this.categoryKeys = null; } [CLASS] DefaultIntervalCategoryDataset [METHOD] <init> [RETURN_TYPE] Number[][])  Comparable[] seriesKeys Comparable[] categoryKeys Number[][] starts Number[][] ends [VARIABLES] Number[][] endData ends startData starts ResourceBundle resources String baseName errMsg prefix boolean int categoryCount seriesCount Comparable[] categoryKeys seriesKeys  	projects/Chart16/source/org/jfree/data/category/DefaultIntervalCategoryDataset.java	0.7559289460184544	207	207	8	
2	[BUG] [BUGGY] this.categoryKeys = null; [FE] NullPointerException [CONTEXT] } else { String prefix = resources.getString( "categories.default-prefix") + " "; this.categoryKeys = generateKeys(categoryCount, prefix); } } else { this.seriesKeys = null; [BUGGY] this.categoryKeys = null; [BUGGY] } [CLASS] DefaultIntervalCategoryDataset [METHOD] <init> [RETURN_TYPE] Number[][])  Comparable[] seriesKeys Comparable[] categoryKeys Number[][] starts Number[][] ends [VARIABLES] Number[][] endData ends startData starts ResourceBundle resources String baseName errMsg prefix boolean int categoryCount seriesCount Comparable[] categoryKeys seriesKeys  	projects/Chart16/source/org/jfree/data/category/DefaultIntervalCategoryDataset.java	0.7559289460184544	208	208	8	
3	[BUG] [BUGGY] this(DataUtilities.createNumberArray2D(starts),  DataUtilities.createNumberArray2D(ends)); } [FE] NullPointerException [CONTEXT] public DefaultIntervalCategoryDataset(double[][] starts, double[][] ends) { [BUGGY] this(DataUtilities.createNumberArray2D(starts),        DataUtilities.createNumberArray2D(ends));  } [BUGGY] DataUtilities.createNumberArray2D(ends)); } [CLASS] DefaultIntervalCategoryDataset [METHOD] <init> [RETURN_TYPE] DefaultIntervalCategoryDataset(double[][],double[][])  double[][] starts double[][] ends [VARIABLES] double[][] ends starts Number[][] endData startData boolean Comparable[] categoryKeys seriesKeys  	projects/Chart16/source/org/jfree/data/category/DefaultIntervalCategoryDataset.java	0.6324555320336759	91	93	8	
4	[BUG] [BUGGY] } [FE] NullPointerException [CONTEXT] public DefaultIntervalCategoryDataset(double[][] starts, double[][] ends) { this(DataUtilities.createNumberArray2D(starts), DataUtilities.createNumberArray2D(ends)); [BUGGY] } [BUGGY]  [CLASS] DefaultIntervalCategoryDataset [METHOD] <init> [RETURN_TYPE] DefaultIntervalCategoryDataset(double[][],double[][])  double[][] starts double[][] ends [VARIABLES] double[][] ends starts Number[][] endData startData boolean Comparable[] categoryKeys seriesKeys  	projects/Chart16/source/org/jfree/data/category/DefaultIntervalCategoryDataset.java	0.6324555320336759	93	93	8	
5	[BUG] [BUGGY] this(null, null, starts, ends); [FE] NullPointerException [CONTEXT] public DefaultIntervalCategoryDataset(Number[][] starts, Number[][] ends) { [BUGGY] this(null, null, starts, ends); [BUGGY] } [CLASS] DefaultIntervalCategoryDataset [METHOD] <init> [RETURN_TYPE] Number[][])  Number[][] starts Number[][] ends [VARIABLES] Number[][] endData ends startData starts Comparable[] categoryKeys seriesKeys boolean  	projects/Chart16/source/org/jfree/data/category/DefaultIntervalCategoryDataset.java	0.6324555320336759	107	107	8	
6	[BUG] [BUGGY] } [FE] NullPointerException [CONTEXT] public DefaultIntervalCategoryDataset(Number[][] starts, Number[][] ends) { this(null, null, starts, ends); [BUGGY] } [BUGGY]  [CLASS] DefaultIntervalCategoryDataset [METHOD] <init> [RETURN_TYPE] Number[][])  Number[][] starts Number[][] ends [VARIABLES] Number[][] endData ends startData starts Comparable[] categoryKeys seriesKeys boolean  	projects/Chart16/source/org/jfree/data/category/DefaultIntervalCategoryDataset.java	0.6324555320336759	108	108	8	
7	[BUG] [BUGGY] Number[][] ends) { [FE] NullPointerException [CONTEXT] [BUGGY] Number[][] ends) { [BUGGY]  this.startData = starts; this.endData = ends; if (starts != null && ends != null) { String baseName = "org.jfree.data.resources.DataPackageResources"; ResourceBundle resources = ResourceBundle.getBundle(baseName); int seriesCount = starts.length; [CLASS] DefaultIntervalCategoryDataset [METHOD] <init> [RETURN_TYPE] Number[][])  Comparable[] seriesKeys Comparable[] categoryKeys Number[][] starts Number[][] ends [VARIABLES] Number[][] endData ends startData starts ResourceBundle resources String baseName errMsg prefix boolean int categoryCount seriesCount Comparable[] categoryKeys seriesKeys  	projects/Chart16/source/org/jfree/data/category/DefaultIntervalCategoryDataset.java	0.6324555320336759	145	145	8	
8	[BUG] [BUGGY] this.startData = starts; [FE] NullPointerException [CONTEXT] Number[][] ends) { [BUGGY] this.startData = starts; [BUGGY] this.endData = ends; if (starts != null && ends != null) { String baseName = "org.jfree.data.resources.DataPackageResources"; ResourceBundle resources = ResourceBundle.getBundle(baseName); int seriesCount = starts.length; if (seriesCount != ends.length) { String errMsg = "DefaultIntervalCategoryDataset: the number " [CLASS] DefaultIntervalCategoryDataset [METHOD] <init> [RETURN_TYPE] Number[][])  Comparable[] seriesKeys Comparable[] categoryKeys Number[][] starts Number[][] ends [VARIABLES] Number[][] endData ends startData starts ResourceBundle resources String baseName errMsg prefix boolean int categoryCount seriesCount Comparable[] categoryKeys seriesKeys  	projects/Chart16/source/org/jfree/data/category/DefaultIntervalCategoryDataset.java	0.6324555320336759	147	147	8	
9	[BUG] [BUGGY] this.endData = ends; [FE] NullPointerException [CONTEXT] Number[][] ends) { this.startData = starts; [BUGGY] this.endData = ends; [BUGGY]  if (starts != null && ends != null) { String baseName = "org.jfree.data.resources.DataPackageResources"; ResourceBundle resources = ResourceBundle.getBundle(baseName); int seriesCount = starts.length; if (seriesCount != ends.length) { String errMsg = "DefaultIntervalCategoryDataset: the number " + "of series in the start value dataset does " [CLASS] DefaultIntervalCategoryDataset [METHOD] <init> [RETURN_TYPE] Number[][])  Comparable[] seriesKeys Comparable[] categoryKeys Number[][] starts Number[][] ends [VARIABLES] Number[][] endData ends startData starts ResourceBundle resources String baseName errMsg prefix boolean int categoryCount seriesCount Comparable[] categoryKeys seriesKeys  	projects/Chart16/source/org/jfree/data/category/DefaultIntervalCategoryDataset.java	0.6324555320336759	148	148	8	
10	[BUG] [BUGGY] if (starts != null && ends != null) { [FE] NullPointerException [CONTEXT] Number[][] ends) { this.startData = starts; this.endData = ends; [BUGGY] if (starts != null && ends != null) { [BUGGY]  String baseName = "org.jfree.data.resources.DataPackageResources"; ResourceBundle resources = ResourceBundle.getBundle(baseName); int seriesCount = starts.length; if (seriesCount != ends.length) { String errMsg = "DefaultIntervalCategoryDataset: the number " + "of series in the start value dataset does " + "not match the number of series in the end " + "value dataset."; [CLASS] DefaultIntervalCategoryDataset [METHOD] <init> [RETURN_TYPE] Number[][])  Comparable[] seriesKeys Comparable[] categoryKeys Number[][] starts Number[][] ends [VARIABLES] Number[][] endData ends startData starts ResourceBundle resources String baseName errMsg prefix boolean int categoryCount seriesCount Comparable[] categoryKeys seriesKeys  	projects/Chart16/source/org/jfree/data/category/DefaultIntervalCategoryDataset.java	0.6324555320336759	150	150	8	
