increase failing tests, [FE] AssertionFailedError,this.endData = ends; ,this.endData = starts;
increase failing tests, [FE] AssertionFailedError,this.endData = ends; ,this.endData = starts;
patch is same with buggy,,this.endData = ends; ,this.endData = ends;
compilation error,[CE] cannot find symbol begins,this.endData = ends; ,this.endData = begins;
compilation error,[CE] incompatible types,this.endData = ends; ,this.endData = ends.length;
compilation error,[CE] cannot find symbol data,this.endData = ends; ,this.endData = data;
compilation error,[CE] cannot find symbol StartData,this.endData = ends; ,this.endData = StartData;
compilation error,[CE] bad operand types for binary operator '||',this.endData = ends; ,this.endData = ends || starts;
compilation error,[CE] bad operand types for binary operator '*',this.endData = ends; ,this.endData = ends * 1;
compilation error,[CE] cannot find symbol data,this.endData = ends; ,this.endData = ends.data;
compilation error,[CE] call to this must be first statement in constructor,,super();
compilation error,[CE] cannot find symbol DEFAULT_LOAD_FACTOR,,this(DefaultIntervalCategoryDataset.DEFAULT_LOAD_FACTOR, false);
compilation error,[CE] cannot find symbol Preconditions,,Preconditions.checkArgument(starts!= null);
compilation error,[CE] cannot find symbol DEFAULT_LOAD_FACTOR,,this(DefaultIntervalCategoryDataset.DEFAULT_LOAD_FACTOR);
compilation error,[CE] cannot find symbol DEFAULT_LOAD_FACTOR,,this(DefaultIntervalCategoryDataset.DEFAULT_LOAD_FACTOR, DEFAULT_LOAD_FACTOR);
compilation error,[CE] cannot find symbol DEFAULT_NUMBER_ARRAY,,this(DefaultIntervalCategoryDataset.DEFAULT_NUMBER_ARRAY, DEFAULT_NUMBER_ERROR, starts);
compilation error,[CE] cannot find symbol DEFAULT_NUMBER_ARRAY,,this(DefaultIntervalCategoryDataset.DEFAULT_NUMBER_ARRAY, DEFAULT_NUMBER_ERROR, Starts);
compilation error,[CE] cannot find symbol DEFAULT_NUMBER_ERROR,,this(DefaultIntervalCategoryDataset.DEFAULT_NUMBER_ERROR, DEFAULT_NUMBER_EXPR_RESULT);
compilation error,[CE] cannot find symbol Preconditions,,Preconditions.checkNotNull(starts);
compilation error,[CE] cannot find symbol DEFAULT_NUMBER_ARRAY,,this(DefaultIntervalCategoryDataset.DEFAULT_NUMBER_ARRAY, DEFAULT_NUMBER_ERROR, starts);
compilation error,[CE] variable categoryKeys is already defined in method setCategoryKeys(Comparable[]),,Comparable[] categoryKeys = new Comparable[categoryKeys.length];
compilation error,[CE] variable categoryKeys is already defined in method setCategoryKeys(Comparable[]),,Comparable[] categoryKeys = new Comparable[this.startData[0].length];
compilation error,[CE] variable categoryKeys is already defined in method setCategoryKeys(Comparable[]),,Comparable[] categoryKeys = getCategoryKeys();
compilation error,[CE] variable categoryKeys is already defined in method setCategoryKeys(Comparable[]),,Comparable[] categoryKeys = new Comparable[this.startData[1].length];
compilation error,[CE] variable categoryKeys is already defined in method setCategoryKeys(Comparable[]),,Comparable[] categoryKeys = DefaultIntervalCategoryDataset.getCategoryKeys();
compilation error,[CE] variable categoryKeys is already defined in method setCategoryKeys(Comparable[]),,Comparable[] categoryKeys = super.setCategoryKeys(categoryKeys);
compilation error,[CE] variable categoryKeys is already defined in method setCategoryKeys(Comparable[]),,Comparable[] categoryKeys =(Comparable[])this.startData.clone();
compilation error,[CE] variable categoryKeys is already defined in method setCategoryKeys(Comparable[]),,Comparable[] categoryKeys =(Comparable[])this.startData[0].getData();
compilation error,[CE] variable categoryKeys is already defined in method setCategoryKeys(Comparable[]),,Comparable[] categoryKeys = new Comparable[CategoryKeys.length];
compilation error,[CE] variable categoryKeys is already defined in method setCategoryKeys(Comparable[]),,Comparable[] categoryKeys = Sets.newHashSet();
patch is same with buggy,,if (categoryKeys.length != this.startData[0].length) { ,if(categoryKeys.length!= this.startData[0].length) {
