projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=len+len+len;
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=_outputTail+len+len;
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=_outputMaxContiguous+len+len;
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=offset+len+len;
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=len+len+1;
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=_outputMaxContiguous+len;
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=len+1;
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=_outputMaxContiguous+len+1;
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=_outputEnd+len+len;
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=_outputTail+1;
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=_outputTail+len+1;
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=_outputTail+len2+len;
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=_outputMaxContiguous+len+len;intlen3=_outputMaxContiguous+len+len;
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=_outputMaxContiguous+len+len;if(_outputTail>=_outputEnd){if(_outputEnd>MAX_BYTES_TO_BUFFER){_flushBuffer();}
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=_outputMaxContiguous+len+len;if(_outputTail>=_outputEnd){if(_outputEnd>MAX_BYTES_TO_BUFFER){_writeSegmentedRaw(cbuf,offset,len);}
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=_outputMaxContiguous+len+len;if(_outputTail>=_outputEnd){if(_outputEnd>MAX_BYTES_TO_BUFFER){_writeSegmentedRaw(cbuf,offset,len);return;}
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=_outputMaxContiguous+len+len;if(_outputTail>=_outputEnd){if(_outputEnd>MAX_BYTES_TO_BUFFER){return;}
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=len+len+1;intlen3=len+len+1;
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=len+len+1;intlen2=len+len+1;
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=len+len+1;if(_outputTail>=_outputEnd){if(_outputEnd>MAX_BYTES_TO_BUFFER){_flushBuffer();}
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=len+len+1;if(_outputTail>=len3){if(_outputEnd>0){_flushBuffer();}
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=len+len+1;if(_outputTail>=_outputEnd){intlen3=len+len+1;if(_outputEnd<len3){_flushBuffer();}
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=_outputMaxContiguous+1;
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=offset+len+1;
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=_outputMaxContiguous+len;intlen3=_outputMaxContiguous+len;
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=_outputMaxContiguous+len;if(_outputTail>=_outputEnd){if(_outputEnd>MAX_BYTES_TO_BUFFER){_flushBuffer();}
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=_outputMaxContiguous+len;if(_outputTail>=_outputEnd){if(_outputEnd>MAX_BYTES_TO_BUFFER){_writeSegmentedRaw(cbuf,offset,len);}
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=_outputMaxContiguous+len;if(_outputTail>=_outputEnd){if(_outputEnd>MAX_BYTES_TO_BUFFER){_writeSegmentedRaw(cbuf,offset,len);return;}
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=_outputMaxContiguous+len;if(_outputTail>=_outputEnd){if(_outputEnd>MAX_BYTES_TO_BUFFER){_writeRaw(cbuf,offset,len);}
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=_outputEnd+1;
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=_outputEnd+len;
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=offset+len+len;intlen3=offset+len+len;
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=offset+len+len;intlen3=offset+len+_outputMaxContiguous;
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=offset+len+len;intlen3=offset+len+_outputTail;
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=offset+len+len;intlen3=offset+len+_charBufferLength;
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=offset+len+len;intlen2=offset+len+len;
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=len+1;intlen3=len+1;
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=len+1;intlen2=len+1;
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=len+1;if(_outputTail>=_outputEnd){if(_outputEnd>MAX_BYTES_TO_BUFFER){_flushBuffer();}
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=len+1;if(_outputTail>=len3){if(_outputEnd>0){_flushBuffer();}
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=len+1;if(_outputTail>=_outputEnd){if(_outputEnd>0){_flushBuffer();}
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=_outputTail+len+len;intlen3=_outputTail+len+len;
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=_outputTail+len+len;if(_outputTail>=_outputEnd){if(_outputEnd>MAX_BYTES_TO_BUFFER){_flushBuffer();}
projects/JacksonCore17/src/main/java/com/fasterxml/jackson/core/json/UTF8JsonGenerator.java569intlen3=_outputTail+len+len;if(_outputTail>=_outputEnd){if(_outputEnd>MAX_BYTES_TO_BUFFER){_writeSegmentedRaw(cbuf,offset,len);}
