projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83publicstaticfinalBigFractionTWO_THIRDS=newBigFraction(2,3);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83publicstaticfinalBigFractionTWO_THIRDS=newBigFraction(1,2);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83publicstaticfinalBigFractionTWO_THIRDS=newBigFraction(2,2);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83publicstaticfinalBigFractionTWO_THIRDS=newBigFraction(0,0);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83publicstaticfinalBigFractionTWO_THIRDS=newBigFraction(10,10);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83BigFractionTWO_THIRDS=newBigFraction(2,3);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83BigFraction.TWO_THIRDS=newBigFraction(2,3);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83BigFraction.THIRDS=newBigFraction(2,3);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83BigFractionTWO_THIRDS=newBigFraction(1,3);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83BigFractionTWO_THIRDS=newBigFraction(2,2);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83BigFractionTWO_THIRDS=newBigFraction(3,3);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83BigFractionTWO_THIRDS=newBigFraction(0,0);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83BigFraction.THIRDS=newBigFraction(1,3);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83BigFraction.THIRDS=newBigFraction(0,0);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83BigFraction.THIRDS=newBigFraction(1,2);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83BigFraction.THIRDS=newBigFraction(1,4);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83publicstaticfinalBigFractionTWO_THIRDS=newBigFraction(10,0);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83publicstaticfinalBigFractionTWO_THIRDS=newBigFraction(1,1);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83publicstaticfinalBigFractionTWO_THIRDS=newBigFraction(0,1);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83publicstaticfinalBigFractionTWO_THIRDS=newBigFraction(10,12);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83publicstaticfinalBigFractionTWO_THIRDS=newBigFraction(10,15);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83BigFractionTWO_THIRDS=newBigFraction(1,2);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83publicstaticfinalBigFractionTWO_THIRDS=newBigFraction(10,10);finalAssertionError{returnnewAssertionError(TWO_THIRDS);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83publicstaticfinalBigFractionTWO_THIRDS=newBigFraction(10,10);finalAssertionError{returnnewAssertionError(tWO_THIRDS);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83publicstaticfinalBigFractionTWO_THIRDS=newBigFraction(10,10);finalAssertionError{returnnewAssertionError(TWO_THIRDS.length(),TWO_THIRDS);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83publicstaticfinalBigFractionTWO_THIRDS=newBigFraction(10,10);finalAssertionError{returnnewAssertionError(TWO_THIRDS,TWO_THIRDS);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83publicstaticfinalBigFractionTWO_THIRDS=newBigFraction(10,10);finalAssertionError{returnnewAssertionError(TWO_THIRDS.length());
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83BigFraction.THIRDS=newBigFraction(3,3);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83publicstaticfinalBigFractionTWO_THIRDS=newBigFraction(2,2);BigFraction<TWO_THIRDS=newBigFraction<TWO_THIRDS>(2,2);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83publicstaticfinalBigFractionTWO_THIRDS=newBigFraction(2,2);BigFraction<TWO_THIRDS=newBigFraction<TWO_THIRDS>(1,2);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83publicstaticfinalBigFractionTWO_THIRDS=newBigFraction(2,2);finalAssertionError<TWO_THIRDS;
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83publicstaticfinalBigFractionTWO_THIRDS=newBigFraction(2,2);BigFraction<TWO_THIRDS=newBigFraction<TWO_THIRDS>();
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83publicstaticfinalBigFractionTWO_THIRDS=newBigFraction(2,2);BigFraction<TWO_THIRDS=newBigFraction<TWO_THIRDS>(0,2);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83BigFraction.THIRDS=newBigFraction(2,2);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83publicstaticfinalBigFractionTWO_THIRDS=newBigFraction(1,2);BigFraction.THIRDS=newBigFraction(1,2);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83publicstaticfinalBigFractionTWO_THIRDS=newBigFraction(1,2);BigFraction.THIRDS=newBigFraction(2,2);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java83publicstaticfinalBigFractionTWO_THIRDS=newBigFraction(1,2);finalBigFraction<TWO_THIRDS=newBigFraction<TWO_THIRDS>(1,2);
