bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]  return  NaN;  [CE]  incompatible  types  [CONTEXT]  ret  =  this.isNaN();  }  else  {  ret  =  (Double.doubleToRawLongBits(real)  ==  Double.doubleToRawLongBits(rhs.getReal()))  &&  (Double.doubleToRawLongBits(imaginary)  ==  Double.doubleToRawLongBits(rhs.getImaginary()));  }  }  catch  (ClassCastException  ex)  {  ret  =  false;  }  }  [BUGGY]  return  NaN;  [BUGGY]  }  [CLASS]  Complex  [METHOD]  equals  [RETURN_TYPE]  boolean  Object  other  [VARIABLES]  Object  other  boolean  ret  double  c  d  denominator  imaginary  q  real  long  serialVersionUID  Complex  I  INF  NaN  ONE  ZERO  rhs  ClassCastException  ex  	projects/Math96/src/java/org/apache/commons/math/complex/Complex.java	0.31622776601683794	266	266	1	replace	return  NaN;	return  ret;  	non-compiled	[CE]  incompatible  types	19	None	replace
2	[BUG]  [BUGGY]  return  ret  ==  null?  NaN  :  ret;  [CE]  incomparable  types:  boolean  and  <null>  [CONTEXT]  ret  =  this.isNaN();  }  else  {  ret  =  (Double.doubleToRawLongBits(real)  ==  Double.doubleToRawLongBits(rhs.getReal()))  &&  (Double.doubleToRawLongBits(imaginary)  ==  Double.doubleToRawLongBits(rhs.getImaginary()));  }  }  catch  (ClassCastException  ex)  {  ret  =  false;  }  }  [BUGGY]  return  ret  ==  null?  NaN  :  ret;  [BUGGY]  }  [CLASS]  Complex  [METHOD]  equals  [RETURN_TYPE]  boolean  Object  other  [VARIABLES]  Object  other  boolean  ret  double  c  d  denominator  imaginary  q  real  long  serialVersionUID  Complex  I  INF  NaN  ONE  ZERO  rhs  ClassCastException  ex  	projects/Math96/src/java/org/apache/commons/math/complex/Complex.java	0.31622776601683794	266	266	1	replace	return  ret  ==  null?  NaN  :  ret;	return  ret;  	non-compiled	[CE]  incomparable  types:  boolean  and  <null>	19	None	replace
3	[BUG]  [BUGGY]  return  ret  ==  null?  Double.NaN  :  Double.NaN;  [CE]  incomparable  types:  boolean  and  <null>  [CONTEXT]  ret  =  this.isNaN();  }  else  {  ret  =  (Double.doubleToRawLongBits(real)  ==  Double.doubleToRawLongBits(rhs.getReal()))  &&  (Double.doubleToRawLongBits(imaginary)  ==  Double.doubleToRawLongBits(rhs.getImaginary()));  }  }  catch  (ClassCastException  ex)  {  ret  =  false;  }  }  [BUGGY]  return  ret  ==  null?  Double.NaN  :  Double.NaN;  [BUGGY]  }  [CLASS]  Complex  [METHOD]  equals  [RETURN_TYPE]  boolean  Object  other  [VARIABLES]  Object  other  boolean  ret  double  c  d  denominator  imaginary  q  real  long  serialVersionUID  Complex  I  INF  NaN  ONE  ZERO  rhs  ClassCastException  ex  	projects/Math96/src/java/org/apache/commons/math/complex/Complex.java	0.31622776601683794	266	266	1	replace	return  ret  ==  null?  Double.NaN  :  Double.NaN;	return  ret;  	non-compiled	[CE]  incomparable  types:  boolean  and  <null>	19	None	replace
4	[BUG]  [BUGGY]  return  ret!=  null?  NaN  :  ret;  [CE]  incomparable  types:  boolean  and  <null>  [CONTEXT]  ret  =  this.isNaN();  }  else  {  ret  =  (Double.doubleToRawLongBits(real)  ==  Double.doubleToRawLongBits(rhs.getReal()))  &&  (Double.doubleToRawLongBits(imaginary)  ==  Double.doubleToRawLongBits(rhs.getImaginary()));  }  }  catch  (ClassCastException  ex)  {  ret  =  false;  }  }  [BUGGY]  return  ret!=  null?  NaN  :  ret;  [BUGGY]  }  [CLASS]  Complex  [METHOD]  equals  [RETURN_TYPE]  boolean  Object  other  [VARIABLES]  Object  other  boolean  ret  double  c  d  denominator  imaginary  q  real  long  serialVersionUID  Complex  I  INF  NaN  ONE  ZERO  rhs  ClassCastException  ex  	projects/Math96/src/java/org/apache/commons/math/complex/Complex.java	0.31622776601683794	266	266	1	replace	return  ret!=  null?  NaN  :  ret;	return  ret;  	non-compiled	[CE]  incomparable  types:  boolean  and  <null>	19	None	replace
5	[BUG]  [BUGGY]    [CE]  missing  return  statement  [CONTEXT]  ret  =  this.isNaN();  }  else  {  ret  =  (Double.doubleToRawLongBits(real)  ==  Double.doubleToRawLongBits(rhs.getReal()))  &&  (Double.doubleToRawLongBits(imaginary)  ==  Double.doubleToRawLongBits(rhs.getImaginary()));  }  }  catch  (ClassCastException  ex)  {  ret  =  false;  }  }  [BUGGY]    [BUGGY]  }  [CLASS]  Complex  [METHOD]  equals  [RETURN_TYPE]  boolean  Object  other  [VARIABLES]  Object  other  boolean  ret  double  c  d  denominator  imaginary  q  real  long  serialVersionUID  Complex  I  INF  NaN  ONE  ZERO  rhs  ClassCastException  ex  	projects/Math96/src/java/org/apache/commons/math/complex/Complex.java	0.31622776601683794	266	266	1	replace	  	return  ret;  	non-compiled	[CE]  missing  return  statement	19	None	replace
11	[BUG]  [BUGGY]    if(isNaN())  {  if(isNaN())  {  return  37  *  MathUtils.hash(imaginary)+  MathUtils.hash(real));  }  [CE]  ';'  expected  [CONTEXT]  public  int  hashCode()  {  [BUGGY]    if(isNaN())  {  if(isNaN())  {  return  37  *  MathUtils.hash(imaginary)+  MathUtils.hash(real));  }  [BUGGY]  if  (isNaN())  {  return  7;  }  return  37  *  (17  *  MathUtils.hash(imaginary)  +  MathUtils.hash(real));  }  [CLASS]  Complex  [METHOD]  hashCode  [RETURN_TYPE]  int  [VARIABLES]  boolean  double  c  d  denominator  imaginary  q  real  long  serialVersionUID  Complex  I  INF  NaN  ONE  ZERO  rhs  	projects/Math96/src/java/org/apache/commons/math/complex/Complex.java	0.7071067811865475	277	277	1	replace	    if(isNaN())  {  if(isNaN())  {  return  37  *  MathUtils.hash(imaginary)+  MathUtils.hash(real));  }		non-compiled	[CE]  ';'  expected	2	None	add
12	[BUG]  [BUGGY]    if(MathUtils.hash(real))  {  if(isNaN())  {  return  37  *  MathUtils.hash(imaginary)+  MathUtils.hash(real));  }  [CE]  ';'  expected  [CONTEXT]  public  int  hashCode()  {  [BUGGY]    if(MathUtils.hash(real))  {  if(isNaN())  {  return  37  *  MathUtils.hash(imaginary)+  MathUtils.hash(real));  }  [BUGGY]  if  (isNaN())  {  return  7;  }  return  37  *  (17  *  MathUtils.hash(imaginary)  +  MathUtils.hash(real));  }  [CLASS]  Complex  [METHOD]  hashCode  [RETURN_TYPE]  int  [VARIABLES]  boolean  double  c  d  denominator  imaginary  q  real  long  serialVersionUID  Complex  I  INF  NaN  ONE  ZERO  rhs  	projects/Math96/src/java/org/apache/commons/math/complex/Complex.java	0.7071067811865475	277	277	1	replace	    if(MathUtils.hash(real))  {  if(isNaN())  {  return  37  *  MathUtils.hash(imaginary)+  MathUtils.hash(real));  }		non-compiled	[CE]  ';'  expected	2	None	add
13	[BUG]  [BUGGY]    if(isNaN())  {  if(!isNaN())  {  return  37  *  MathUtils.hash(imaginary)+  MathUtils.hash(real));  }  [CE]  ';'  expected  [CONTEXT]  public  int  hashCode()  {  [BUGGY]    if(isNaN())  {  if(!isNaN())  {  return  37  *  MathUtils.hash(imaginary)+  MathUtils.hash(real));  }  [BUGGY]  if  (isNaN())  {  return  7;  }  return  37  *  (17  *  MathUtils.hash(imaginary)  +  MathUtils.hash(real));  }  [CLASS]  Complex  [METHOD]  hashCode  [RETURN_TYPE]  int  [VARIABLES]  boolean  double  c  d  denominator  imaginary  q  real  long  serialVersionUID  Complex  I  INF  NaN  ONE  ZERO  rhs  	projects/Math96/src/java/org/apache/commons/math/complex/Complex.java	0.7071067811865475	277	277	1	replace	    if(isNaN())  {  if(!isNaN())  {  return  37  *  MathUtils.hash(imaginary)+  MathUtils.hash(real));  }		non-compiled	[CE]  ';'  expected	2	None	add
14	[BUG]  [BUGGY]    if(isNaN())  {  if(isNaN())  {  return  37  *  MathUtils.hash(imaginary)+  MathUtils.hash(real);  }  [CE]  illegal  start  of  expression  [CONTEXT]  public  int  hashCode()  {  [BUGGY]    if(isNaN())  {  if(isNaN())  {  return  37  *  MathUtils.hash(imaginary)+  MathUtils.hash(real);  }  [BUGGY]  if  (isNaN())  {  return  7;  }  return  37  *  (17  *  MathUtils.hash(imaginary)  +  MathUtils.hash(real));  }  [CLASS]  Complex  [METHOD]  hashCode  [RETURN_TYPE]  int  [VARIABLES]  boolean  double  c  d  denominator  imaginary  q  real  long  serialVersionUID  Complex  I  INF  NaN  ONE  ZERO  rhs  	projects/Math96/src/java/org/apache/commons/math/complex/Complex.java	0.7071067811865475	277	277	1	replace	    if(isNaN())  {  if(isNaN())  {  return  37  *  MathUtils.hash(imaginary)+  MathUtils.hash(real);  }		non-compiled	[CE]  illegal  start  of  expression	2	None	add
15	[BUG]  [BUGGY]    if(MathUtils.hash(real))  {  if(isNaN())  {  return  37  *  MathUtils.hash(imaginary)+  MathUtils.hash(real);  }  [CE]  illegal  start  of  expression  [CONTEXT]  public  int  hashCode()  {  [BUGGY]    if(MathUtils.hash(real))  {  if(isNaN())  {  return  37  *  MathUtils.hash(imaginary)+  MathUtils.hash(real);  }  [BUGGY]  if  (isNaN())  {  return  7;  }  return  37  *  (17  *  MathUtils.hash(imaginary)  +  MathUtils.hash(real));  }  [CLASS]  Complex  [METHOD]  hashCode  [RETURN_TYPE]  int  [VARIABLES]  boolean  double  c  d  denominator  imaginary  q  real  long  serialVersionUID  Complex  I  INF  NaN  ONE  ZERO  rhs  	projects/Math96/src/java/org/apache/commons/math/complex/Complex.java	0.7071067811865475	277	277	1	replace	    if(MathUtils.hash(real))  {  if(isNaN())  {  return  37  *  MathUtils.hash(imaginary)+  MathUtils.hash(real);  }		non-compiled	[CE]  illegal  start  of  expression	2	None	add
