compilation error,266,replace,[CE] incompatible types,return ret; ,return NaN;
compilation error,266,replace,[CE] incomparable types: boolean and <null>,return ret; ,return ret == null? NaN : ret;
compilation error,266,replace,[CE] incomparable types: boolean and <null>,return ret; ,return ret == null? Double.NaN : Double.NaN;
compilation error,266,replace,[CE] incomparable types: boolean and <null>,return ret; ,return ret!= null? NaN : ret;
compilation error,266,replace,[CE] missing return statement,return ret; , 
compilation error,277,add,[CE] ';' expected,,  if(isNaN()) { if(isNaN()) { return 37 * MathUtils.hash(imaginary)+ MathUtils.hash(real)); }
compilation error,277,add,[CE] ';' expected,,  if(MathUtils.hash(real)) { if(isNaN()) { return 37 * MathUtils.hash(imaginary)+ MathUtils.hash(real)); }
compilation error,277,add,[CE] ';' expected,,  if(isNaN()) { if(!isNaN()) { return 37 * MathUtils.hash(imaginary)+ MathUtils.hash(real)); }
compilation error,277,add,[CE] illegal start of expression,,  if(isNaN()) { if(isNaN()) { return 37 * MathUtils.hash(imaginary)+ MathUtils.hash(real); }
compilation error,277,add,[CE] illegal start of expression,,  if(MathUtils.hash(real)) { if(isNaN()) { return 37 * MathUtils.hash(imaginary)+ MathUtils.hash(real); }
compilation error,280,replace,[CE] ';' expected,return 37 * (17 * MathUtils.hash(imaginary) + MathUtils.hash(real)); ,return 37 * 17 * MathUtils.hash(imaginary)+ MathUtils.hash(real));
compilation error,280,replace,[CE] missing return statement,return 37 * (17 * MathUtils.hash(imaginary) + MathUtils.hash(real)); , 
compilation error,250,add,[CE] ')' expected,,  ret =(Double.doubleToRawLongBits(real) == Double.doubleToRawLongBits(other)) &&(Double.doubleToRawLongBits(imaginary) == Double.doubleToRawLongBits(rhs.getImaginary())
compilation error,250,add,[CE] ')' expected,,  ret =(Double.doubleToRawLongBits(real) == Double.doubleToRawLongBits(rhs.getReal())) &&(Double.doubleToRawLongBits(imaginary) == Double.doubleToRawL
compilation error,250,add,[CE] ')' expected,,  ret =(Double.doubleToRawLongBits(real) == Double.doubleToRawLongBits(other)) &&(Double.doubleToRawLongBits(imaginary) == Double.doubleToRawLongBits(rhs.getReal())
compilation error,250,add,[CE] ')' expected,,  ret =(Double.doubleToRawLongBits(real) == Double.doubleToRawLongBits(other)) &&(Double.doubleToRawLongBits(imaginary) == Double.doubleToRawLongBits(rhs.get
increase failing tests,363,replace, [FE] AssertionFailedError testPow,return createComplex(real * rhs.real - imaginary * rhs.imaginary, real * rhs.imaginary + imaginary * rhs.real); ,return createComplex(real * rhs.real - real * rhs.imaginary, real * rhs.imaginary + imaginary * rhs.real);
increase failing tests,363,replace, [FE] AssertionFailedError testExp,return createComplex(real * rhs.real - imaginary * rhs.imaginary, real * rhs.imaginary + imaginary * rhs.real); ,return createComplex(real * rhs.imaginary - imaginary * rhs.real, real * rhs.imaginary + imaginary * rhs.real);
increase failing tests,363,replace, [FE] AssertionFailedError testExp,return createComplex(real * rhs.real - imaginary * rhs.imaginary, real * rhs.imaginary + imaginary * rhs.real); ,return createComplex(imaginary * rhs.real - real * rhs.imaginary, real * rhs.imaginary + imaginary * rhs.real);
compilation error,363,replace,[CE] missing return statement,return createComplex(real * rhs.real - imaginary * rhs.imaginary, real * rhs.imaginary + imaginary * rhs.real); , 
compilation error,255,replace,[CE] cannot find symbol,if (rhs.isNaN()) { ,if(rhs.isNaN() || other.isNaN()) {
increase failing tests,255,replace, [FE] AssertionFailedError testEqualsTrue,if (rhs.isNaN()) { ,if(!rhs.isNaN()) {
