compilation error,1792,replace,[CE] illegal start of type, CategoryPlot  plot  =  getPlot();  ,CategoryPlot plot = getCfgPlot();
patch is same with buggy,1792,replace,, CategoryPlot  plot  =  getPlot();  ,CategoryPlot plot = getPlot();
patch is same with buggy,1796,replace,, CategoryPlot  plot  =(CategoryPlot)getPlot();  ,CategoryPlot plot =(CategoryPlot)getPlot();
patch is same with buggy,1792,replace,, CategoryPlot  p  =  getPlot();  ,CategoryPlot p = getPlot();
compilation error,1792,replace,[CE] illegal start of type, CategoryPlot  p  =  getPlot();  ,CategoryPlot p = getPlotInfo();
compilation error,257,add,[CE] cannot find symbol, ,this.baseItemLabelGenerator = new StandardCategorySeriesItemLabelGenerator();
compilation error,1792,add,[CE] illegal start of expression, ,if(this.plot!= null) }
compilation error,256,add,[CE] cannot find symbol idealItemLabelGeneratorList, ,this.idealItemLabelGeneratorList = new ObjectList();
compilation error,256,add,[CE] incompatible types, ,this.itemLabelGeneratorList = new ArrayList();
compilation error,1793,add,[CE] <identifier> expected, ,result = this.plot.getLegendItems(); if(this.plot.getRowRenderingOrder().equals(SortOrder.ASCENDING)) { result = this.plot.getRowRenderingOrder().equals(SortOrder.
compilation error,1793,add,[CE] ')' expected, ,result = this.plot.getLegendItems(); if(this.plot.getRowRenderingOrder().equals(SortOrder.ASCENDING)) { result = this.plot.getRowRenderingOrder().equals(SortOrder.ASCENDING
patch is same with buggy,1792,replace,, if(this.plot!=  null)  {  ,if(this.plot!= null) {
patch is same with buggy,1796,replace,, CategoryDataset  dataset  =  this.plot.getDataset(index  +  1);  ,CategoryDataset dataset = this.plot.getDataset(index + 1);
compilation error,1795,replace,[CE] cannot find symbol, CategoryPlot  p  =  getPlot();  ,CategoryPlot p = this.plot.getPlot();
patch is same with buggy,1795,replace,, CategoryPlot  p  =  getPlot();  ,CategoryPlot p = getPlot();
compilation error,296,replace,[CE] cannot find symbol,   ,plot.setPlot(plot);
patch is same with buggy,1796,replace,, CategoryDataset  dataset  =  this.plot.getDataset(index  +  1);  ,CategoryDataset dataset = this.plot.getDataset(index + 1);
patch is same with buggy,293,replace,, this.itemLabelGeneratorList.clear();  ,this.itemLabelGeneratorList.clear();
compilation error,293,replace,[CE] illegal start of type, this.itemLabelGeneratorList.clear();  ,this.itemLabelGeneratorList.remove(plot);
compilation error,255,add,[CE] incompatible types, ,this.itemLabelGeneratorList = new ArrayList();
compilation error,1796,add,[CE] variable dataset is already defined in method getLegendItems(), ,CategoryDataset dataset = this.plot.getDataset(index + 1); if(dataset!= null) { return result; }
compilation error,1796,add,[CE] illegal start of expression, ,CategoryDataset dataset = this.plot.getDataset(index + 1); if(dataset!= null) { return result;
compilation error,253,add,[CE] incompatible types, ,this.itemLabelGeneratorList = new ObjectList(); this.baseItemLabelGenerator = new ObjectList();
patch is same with buggy,250,replace,, super();  ,super();
compilation error,250,replace,[CE] constructor AbstractRenderer in class AbstractRenderer cannot be applied to given types;, super();  ,super(0, 0);
compilation error,1792,add,[CE] cannot find symbol legendItem, ,CategoryPlot plot = getPlot(this.legendItem);
compilation error,1792,add,[CE] cannot find symbol, ,CategoryPlot plot = getPlotList();
compilation error,1796,add,[CE] cannot find symbol, ,categoryDataset dataset = this.plot.getDataset(index - 1);
patch is same with buggy,255,replace,, this.itemLabelGeneratorList  =  new  ObjectList();  ,this.itemLabelGeneratorList = new ObjectList();
compilation error,1792,replace,[CE] illegal start of type, CategoryPlot  plot  =  getPlot();  ,CategoryPlot p = plot.getPlot();
compilation error,1791,add,[CE] cannot find symbol, ,CategoryPlot p = getPlotList();
compilation error,1791,add,[CE] no suitable method found for getPlot(AbstractCategoryItemRenderer), ,CategoryPlot p = getPlot(this);
compilation error,250,replace,[CE] incompatible types, super();  ,this.baseItemLabelGenerator = new ObjectList();
compilation error,252,add,[CE] cannot find symbol idealLabelGeneratorList, ,this.idealLabelGeneratorList = new ObjectList();
compilation error,293,add,[CE] illegal start of type, ,if(plot == null) { throw new IllegalArgumentException("Null 'plot' argument. "); } this.itemLabelGeneratorList.clear(); }
patch is same with buggy,256,replace,, this.itemLabelGeneratorList  =  new  ObjectList();  ,this.itemLabelGeneratorList = new ObjectList();
patch is same with buggy,252,replace,, this.itemLabelGeneratorList  =  new  ObjectList();  ,this.itemLabelGeneratorList = new ObjectList();
compilation error,252,replace,[CE] incompatible types, this.itemLabelGeneratorList  =  new  ObjectList();  ,this.itemLabelGeneratorList = new ArrayList();
patch is same with buggy,257,replace,, this.backgroundAnnotations  =  new  ArrayList();  ,this.backgroundAnnotations = new ArrayList();
compilation error,257,replace,[CE] illegal start of expression, this.backgroundAnnotations  =  new  ArrayList();  ,this.baseItemLabelGenerator = new ArrayList();
patch is same with buggy,1791,replace,, CategoryPlot  p  =  getPlot();  ,CategoryPlot p = getPlot();
compilation error,1791,replace,[CE] cannot find symbol, CategoryPlot  p  =  getPlot();  ,CategoryPlot p = getPlotInfo();
compilation error,1796,add,[CE] cannot find symbol, ,CategoryPlot plot =(CategoryPlot)getPlot(); if(plot.getRangeRenderingOrder().equals(SortOrder.ASCENDING)) { return result; }
compilation error,253,add,[CE] cannot find symbol, ,if(this.itemLabelGeneratorList!= null) { this.itemLabelGeneratorList = new ObjectList(); } else { this.itemLabelGeneratorList = new ObjectList(); this.baseURLGenerator = new BaseURLGenerator(); }
