bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	action	patch
1	[BUG] [BUGGY] throw new IllegalStateException("The header contains duplicate names: " + Arrays.toString(header)); [FE] java.lang.Exception: Unexpected exception [CONTEXT] } if (escape == null && quotePolicy == Quote.NONE) { throw new IllegalStateException("No quotes mode set but no escape character is set"); } if (header != null) { final Set<String> set = new HashSet<String>(header.length); set.addAll(Arrays.asList(header)); if (set.size() != header.length) { [BUGGY] throw new IllegalStateException("The header contains duplicate names: " + Arrays.toString(header)); [BUGGY] } } } [CLASS] CSVFormat [METHOD] validate [RETURN_TYPE] void  [VARIABLES] Quote quotePolicy boolean ignoreEmptyLines ignoreSurroundingSpaces skipHeaderRecord Set set Character c commentStart escape quoteChar char c delimiter CSVFormat DEFAULT EXCEL MYSQL RFC4180 TDF other String nullString recordSeparator String[] header long serialVersionUID  	projects/Csv8/src/main/java/org/apache/commons/csv/CSVFormat.java	1.0	669	669	1	replace	
2	[BUG] [BUGGY] [FE] java.lang.Exception: Unexpected exception [CONTEXT] } if (escape == null && quotePolicy == Quote.NONE) { throw new IllegalStateException("No quotes mode set but no escape character is set"); } if (header != null) { final Set<String> set = new HashSet<String>(header.length); set.addAll(Arrays.asList(header)); if (set.size() != header.length) { [BUGGY] [BUGGY] throw new IllegalStateException("The header contains duplicate names: " + Arrays.toString(header)); } } } [CLASS] CSVFormat [METHOD] validate [RETURN_TYPE] void  [VARIABLES] Quote quotePolicy boolean ignoreEmptyLines ignoreSurroundingSpaces skipHeaderRecord Set set Character c commentStart escape quoteChar char c delimiter CSVFormat DEFAULT EXCEL MYSQL RFC4180 TDF other String nullString recordSeparator String[] header long serialVersionUID  	projects/Csv8/src/main/java/org/apache/commons/csv/CSVFormat.java	1.0	669	669	1	add	
3	[BUG] [BUGGY] final Set<String> set = new HashSet<String>(header.length); [FE] java.lang.Exception: Unexpected exception [CONTEXT] if (escape != null && escape.equals(commentStart)) { throw new IllegalStateException( "The comment start and the escape character cannot be the same ('" + commentStart + "')"); } if (escape == null && quotePolicy == Quote.NONE) { throw new IllegalStateException("No quotes mode set but no escape character is set"); } if (header != null) { [BUGGY] final Set<String> set = new HashSet<String>(header.length); [BUGGY] set.addAll(Arrays.asList(header)); if (set.size() != header.length) { throw new IllegalStateException("The header contains duplicate names: " + Arrays.toString(header)); } } } [CLASS] CSVFormat [METHOD] validate [RETURN_TYPE] void  [VARIABLES] Quote quotePolicy boolean ignoreEmptyLines ignoreSurroundingSpaces skipHeaderRecord Set set Character c commentStart escape quoteChar char c delimiter CSVFormat DEFAULT EXCEL MYSQL RFC4180 TDF other String nullString recordSeparator String[] header long serialVersionUID  	projects/Csv8/src/main/java/org/apache/commons/csv/CSVFormat.java	0.7071067811865475	666	666	1	replace	
4	[BUG] [BUGGY] [FE] java.lang.Exception: Unexpected exception [CONTEXT] if (escape != null && escape.equals(commentStart)) { throw new IllegalStateException( "The comment start and the escape character cannot be the same ('" + commentStart + "')"); } if (escape == null && quotePolicy == Quote.NONE) { throw new IllegalStateException("No quotes mode set but no escape character is set"); } if (header != null) { [BUGGY] [BUGGY] final Set<String> set = new HashSet<String>(header.length); set.addAll(Arrays.asList(header)); if (set.size() != header.length) { throw new IllegalStateException("The header contains duplicate names: " + Arrays.toString(header)); } } } [CLASS] CSVFormat [METHOD] validate [RETURN_TYPE] void  [VARIABLES] Quote quotePolicy boolean ignoreEmptyLines ignoreSurroundingSpaces skipHeaderRecord Set set Character c commentStart escape quoteChar char c delimiter CSVFormat DEFAULT EXCEL MYSQL RFC4180 TDF other String nullString recordSeparator String[] header long serialVersionUID  	projects/Csv8/src/main/java/org/apache/commons/csv/CSVFormat.java	0.7071067811865475	666	666	1	add	
5	[BUG] [BUGGY] set.addAll(Arrays.asList(header)); [FE] java.lang.Exception: Unexpected exception [CONTEXT] throw new IllegalStateException( "The comment start and the escape character cannot be the same ('" + commentStart + "')"); } if (escape == null && quotePolicy == Quote.NONE) { throw new IllegalStateException("No quotes mode set but no escape character is set"); } if (header != null) { final Set<String> set = new HashSet<String>(header.length); [BUGGY] set.addAll(Arrays.asList(header)); [BUGGY] if (set.size() != header.length) { throw new IllegalStateException("The header contains duplicate names: " + Arrays.toString(header)); } } } [CLASS] CSVFormat [METHOD] validate [RETURN_TYPE] void  [VARIABLES] Quote quotePolicy boolean ignoreEmptyLines ignoreSurroundingSpaces skipHeaderRecord Set set Character c commentStart escape quoteChar char c delimiter CSVFormat DEFAULT EXCEL MYSQL RFC4180 TDF other String nullString recordSeparator String[] header long serialVersionUID  	projects/Csv8/src/main/java/org/apache/commons/csv/CSVFormat.java	0.7071067811865475	667	667	1	replace	
6	[BUG] [BUGGY] [FE] java.lang.Exception: Unexpected exception [CONTEXT] throw new IllegalStateException( "The comment start and the escape character cannot be the same ('" + commentStart + "')"); } if (escape == null && quotePolicy == Quote.NONE) { throw new IllegalStateException("No quotes mode set but no escape character is set"); } if (header != null) { final Set<String> set = new HashSet<String>(header.length); [BUGGY] [BUGGY] set.addAll(Arrays.asList(header)); if (set.size() != header.length) { throw new IllegalStateException("The header contains duplicate names: " + Arrays.toString(header)); } } } [CLASS] CSVFormat [METHOD] validate [RETURN_TYPE] void  [VARIABLES] Quote quotePolicy boolean ignoreEmptyLines ignoreSurroundingSpaces skipHeaderRecord Set set Character c commentStart escape quoteChar char c delimiter CSVFormat DEFAULT EXCEL MYSQL RFC4180 TDF other String nullString recordSeparator String[] header long serialVersionUID  	projects/Csv8/src/main/java/org/apache/commons/csv/CSVFormat.java	0.7071067811865475	667	667	1	add	
7	[BUG] [BUGGY] if (set.size() != header.length) { [FE] java.lang.Exception: Unexpected exception [CONTEXT] "The comment start and the escape character cannot be the same ('" + commentStart + "')"); } if (escape == null && quotePolicy == Quote.NONE) { throw new IllegalStateException("No quotes mode set but no escape character is set"); } if (header != null) { final Set<String> set = new HashSet<String>(header.length); set.addAll(Arrays.asList(header)); [BUGGY] if (set.size() != header.length) { [BUGGY] throw new IllegalStateException("The header contains duplicate names: " + Arrays.toString(header)); } } } [CLASS] CSVFormat [METHOD] validate [RETURN_TYPE] void  [VARIABLES] Quote quotePolicy boolean ignoreEmptyLines ignoreSurroundingSpaces skipHeaderRecord Set set Character c commentStart escape quoteChar char c delimiter CSVFormat DEFAULT EXCEL MYSQL RFC4180 TDF other String nullString recordSeparator String[] header long serialVersionUID  	projects/Csv8/src/main/java/org/apache/commons/csv/CSVFormat.java	0.7071067811865475	668	668	1	replace	
8	[BUG] [BUGGY] [FE] java.lang.Exception: Unexpected exception [CONTEXT] "The comment start and the escape character cannot be the same ('" + commentStart + "')"); } if (escape == null && quotePolicy == Quote.NONE) { throw new IllegalStateException("No quotes mode set but no escape character is set"); } if (header != null) { final Set<String> set = new HashSet<String>(header.length); set.addAll(Arrays.asList(header)); [BUGGY] [BUGGY] if (set.size() != header.length) { throw new IllegalStateException("The header contains duplicate names: " + Arrays.toString(header)); } } } [CLASS] CSVFormat [METHOD] validate [RETURN_TYPE] void  [VARIABLES] Quote quotePolicy boolean ignoreEmptyLines ignoreSurroundingSpaces skipHeaderRecord Set set Character c commentStart escape quoteChar char c delimiter CSVFormat DEFAULT EXCEL MYSQL RFC4180 TDF other String nullString recordSeparator String[] header long serialVersionUID  	projects/Csv8/src/main/java/org/apache/commons/csv/CSVFormat.java	0.7071067811865475	668	668	1	add	
9	[BUG] [BUGGY] if (header != null) { [FE] java.lang.Exception: Unexpected exception [CONTEXT] if (escape != null && escape.equals(commentStart)) { throw new IllegalStateException( "The comment start and the escape character cannot be the same ('" + commentStart + "')"); } if (escape == null && quotePolicy == Quote.NONE) { throw new IllegalStateException("No quotes mode set but no escape character is set"); } [BUGGY] if (header != null) { [BUGGY] final Set<String> set = new HashSet<String>(header.length); set.addAll(Arrays.asList(header)); if (set.size() != header.length) { throw new IllegalStateException("The header contains duplicate names: " + Arrays.toString(header)); } } } [CLASS] CSVFormat [METHOD] validate [RETURN_TYPE] void  [VARIABLES] Quote quotePolicy boolean ignoreEmptyLines ignoreSurroundingSpaces skipHeaderRecord Set set Character c commentStart escape quoteChar char c delimiter CSVFormat DEFAULT EXCEL MYSQL RFC4180 TDF other String nullString recordSeparator String[] header long serialVersionUID  	projects/Csv8/src/main/java/org/apache/commons/csv/CSVFormat.java	0.5773502691896258	665	665	1	replace	
10	[BUG] [BUGGY] [FE] java.lang.Exception: Unexpected exception [CONTEXT] if (escape != null && escape.equals(commentStart)) { throw new IllegalStateException( "The comment start and the escape character cannot be the same ('" + commentStart + "')"); } if (escape == null && quotePolicy == Quote.NONE) { throw new IllegalStateException("No quotes mode set but no escape character is set"); } [BUGGY] [BUGGY] if (header != null) { final Set<String> set = new HashSet<String>(header.length); set.addAll(Arrays.asList(header)); if (set.size() != header.length) { throw new IllegalStateException("The header contains duplicate names: " + Arrays.toString(header)); } } } [CLASS] CSVFormat [METHOD] validate [RETURN_TYPE] void  [VARIABLES] Quote quotePolicy boolean ignoreEmptyLines ignoreSurroundingSpaces skipHeaderRecord Set set Character c commentStart escape quoteChar char c delimiter CSVFormat DEFAULT EXCEL MYSQL RFC4180 TDF other String nullString recordSeparator String[] header long serialVersionUID  	projects/Csv8/src/main/java/org/apache/commons/csv/CSVFormat.java	0.5773502691896258	665	665	1	add	
11	[BUG] [BUGGY] if (escape == null && quotePolicy == Quote.NONE) { [FE] java.lang.Exception: Unexpected exception [CONTEXT] if (quoteChar != null && quoteChar.equals(commentStart)) { throw new IllegalStateException( "The comment start character and the quoteChar cannot be the same ('" + commentStart + "')"); } if (escape != null && escape.equals(commentStart)) { throw new IllegalStateException( "The comment start and the escape character cannot be the same ('" + commentStart + "')"); } [BUGGY] if (escape == null && quotePolicy == Quote.NONE) { [BUGGY] throw new IllegalStateException("No quotes mode set but no escape character is set"); } if (header != null) { final Set<String> set = new HashSet<String>(header.length); set.addAll(Arrays.asList(header)); if (set.size() != header.length) { throw new IllegalStateException("The header contains duplicate names: " + Arrays.toString(header)); } } [CLASS] CSVFormat [METHOD] validate [RETURN_TYPE] void  [VARIABLES] Quote quotePolicy boolean ignoreEmptyLines ignoreSurroundingSpaces skipHeaderRecord Set set Character c commentStart escape quoteChar char c delimiter CSVFormat DEFAULT EXCEL MYSQL RFC4180 TDF other String nullString recordSeparator String[] header long serialVersionUID  	projects/Csv8/src/main/java/org/apache/commons/csv/CSVFormat.java	0.5	661	661	1	replace	
