bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	original_buggy	action	patch	execution_result	diagnosis	previous_bug_id	new_failing_test_number
3	[BUG]  [BUGGY]  return  new  HashCodeMap( "HashCode   ",  hashcodeMap);  [CE]  illegal  start  of  type  [CONTEXT]      [BUGGY]  return  new  HashCodeMap( "HashCode   ",  hashcodeMap);  [BUGGY]    private  Map  hashcodeMap  =  new  HashMap();  [CLASS]  CommandLine  [VARIABLES]  	projects/Cli1/src/java/org/apache/commons/cli/CommandLine.java	1.0	51	51	1	replace	return  new  HashCodeMap( "HashCode   ",  hashcodeMap);	      return    new    HashCodeMap(   "HashCode   ");    	non-compiled	[CE]  illegal  start  of  type	305	None
4	[BUG]  [BUGGY]  return  new  HashCodeMap( "HashCode  = ");  [CE]  illegal  start  of  type  [CONTEXT]      [BUGGY]  return  new  HashCodeMap( "HashCode  = ");  [BUGGY]    private  Map  hashcodeMap  =  new  HashMap();  [CLASS]  CommandLine  [VARIABLES]  	projects/Cli1/src/java/org/apache/commons/cli/CommandLine.java	1.0	51	51	1	replace	return  new  HashCodeMap( "HashCode  = ");	      return    new    HashCodeMap(   "HashCode   ");    	non-compiled	[CE]  illegal  start  of  type	305	None
11	[BUG]  [BUGGY]  String[]  values  =  getOptionValues(opt)?  opt  :  null;  [CE]  variable  values  is  already  defined  in  method  getOptionValue(String)  [CONTEXT]    public  String  getOptionValue(String  opt)  {  String[]  values  =  getOptionValues(opt);    [BUGGY]  String[]  values  =  getOptionValues(opt)?  opt  :  null;  [BUGGY]    return  (values  ==  null)  ?  null  :  values[0];  }  [CLASS]  CommandLine  [METHOD]  getOptionValue  [RETURN_TYPE]  String  String  opt  [VARIABLES]  List  args  String  opt  String[]  values  boolean  Map  hashcodeMap  names  options  	projects/Cli1/src/java/org/apache/commons/cli/CommandLine.java	1.0	125	125	1	replace	String[]  values  =  getOptionValues(opt)?  opt  :  null;	      if(values    ==    null)    {    if(!args.isEmpty())    {    throw    new    CommandLineException(   "   ");    }    	non-compiled	[CE]  variable  values  is  already  defined  in  method  getOptionValue(String)	124	None
13	[BUG]  [BUGGY]  String[]  values  =  getOptionValues(opt)?  null  :  opt;  [CE]  variable  values  is  already  defined  in  method  getOptionValue(String)  [CONTEXT]    public  String  getOptionValue(String  opt)  {  String[]  values  =  getOptionValues(opt);    [BUGGY]  String[]  values  =  getOptionValues(opt)?  null  :  opt;  [BUGGY]    return  (values  ==  null)  ?  null  :  values[0];  }  [CLASS]  CommandLine  [METHOD]  getOptionValue  [RETURN_TYPE]  String  String  opt  [VARIABLES]  List  args  String  opt  String[]  values  boolean  Map  hashcodeMap  names  options  	projects/Cli1/src/java/org/apache/commons/cli/CommandLine.java	1.0	125	125	1	replace	String[]  values  =  getOptionValues(opt)?  null  :  opt;	      if(values    ==    null)    {    if(!args.isEmpty())    {    throw    new    CommandLineException(   "   ");    }    	non-compiled	[CE]  variable  values  is  already  defined  in  method  getOptionValue(String)	124	None
14	[BUG]  [BUGGY]  String[]  values  =  getOptionValues(option)?  opt  :  null;  [CE]  variable  values  is  already  defined  in  method  getOptionValue(String)  [CONTEXT]    public  String  getOptionValue(String  opt)  {  String[]  values  =  getOptionValues(opt);    [BUGGY]  String[]  values  =  getOptionValues(option)?  opt  :  null;  [BUGGY]    return  (values  ==  null)  ?  null  :  values[0];  }  [CLASS]  CommandLine  [METHOD]  getOptionValue  [RETURN_TYPE]  String  String  opt  [VARIABLES]  List  args  String  opt  String[]  values  boolean  Map  hashcodeMap  names  options  	projects/Cli1/src/java/org/apache/commons/cli/CommandLine.java	1.0	125	125	1	replace	String[]  values  =  getOptionValues(option)?  opt  :  null;	      if(values    ==    null)    {    if(!args.isEmpty())    {    throw    new    CommandLineException(   "   ");    }    	non-compiled	[CE]  variable  values  is  already  defined  in  method  getOptionValue(String)	124	None
21	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testCLI13  [CONTEXT]      [BUGGY]      private  final  Map  Option  =  new  HashMap();  private  final  Map  option  =  new  HashMap();  [BUGGY]    private  Map  options  =  new  HashMap();  [CLASS]  CommandLine  [VARIABLES]  	projects/Cli1/src/java/org/apache/commons/cli/CommandLine.java	1.0	46	46	1	add	        private    final    Map    Option    =    new    HashMap();    private  final  Map  option  =  new  HashMap();	  	compilable	  [FE]  AssertionFailedError  testCLI13	245	1
22	[BUG]  [BUGGY]      private  final  Map  Option  =  new  HashMap();  private  final  Map  option  =  new  HashMap();  [FE]  AssertionFailedError  testCLI13  [CONTEXT]      [BUGGY]      private  final  Map  Option  =  new  HashMap();  private  final  Map  option  =  new  HashMap();  [BUGGY]    private  Map  options  =  new  HashMap();  [CLASS]  CommandLine  [VARIABLES]  	projects/Cli1/src/java/org/apache/commons/cli/CommandLine.java	1.0	46	46	1	replace	        private    final    Map    Option    =    new    HashMap();    private  final  Map  option  =  new  HashMap();	  	compilable	  [FE]  AssertionFailedError  testCLI13	245	1
22	[BUG]  [BUGGY]      private  final  Map  Option  =  new  HashMap();  private  final  Map  Option  =  new  HashMap();  [CE]  variable  Option  is  already  defined  in  class  CommandLine  [CONTEXT]      [BUGGY]      private  final  Map  Option  =  new  HashMap();  private  final  Map  Option  =  new  HashMap();  [BUGGY]    private  Map  options  =  new  HashMap();  [CLASS]  CommandLine  [VARIABLES]  	projects/Cli1/src/java/org/apache/commons/cli/CommandLine.java	1.0	46	46	1	replace	        private    final    Map    Option    =    new    HashMap();    private  final  Map  Option  =  new  HashMap();	  	non-compiled	[CE]  variable  Option  is  already  defined  in  class  CommandLine	245	None
23	[BUG]  [BUGGY]      private  final  Map  Option  =  new  HashMap();  private  final  Map  options  =  new  HashMap();  [CE]  variable  options  is  already  defined  in  class  CommandLine  [CONTEXT]      [BUGGY]      private  final  Map  Option  =  new  HashMap();  private  final  Map  options  =  new  HashMap();  [BUGGY]    private  Map  options  =  new  HashMap();  [CLASS]  CommandLine  [VARIABLES]  	projects/Cli1/src/java/org/apache/commons/cli/CommandLine.java	1.0	46	46	1	replace	        private    final    Map    Option    =    new    HashMap();    private  final  Map  options  =  new  HashMap();	  	non-compiled	[CE]  variable  options  is  already  defined  in  class  CommandLine	245	None
24	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testCLI13  [CONTEXT]      [BUGGY]      private  final  Map  Option  =  new  HashMap();  public  final  Map  option  =  new  HashMap();  [BUGGY]    private  Map  options  =  new  HashMap();  [CLASS]  CommandLine  [VARIABLES]  	projects/Cli1/src/java/org/apache/commons/cli/CommandLine.java	1.0	46	46	1	add	        private    final    Map    Option    =    new    HashMap();    public  final  Map  option  =  new  HashMap();	  	compilable	  [FE]  AssertionFailedError  testCLI13	245	1
