bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action2	[BUG]  [BUGGY]    if((  cmdLineSyntax.isAssignableFrom(footer))  ||(cmdLineSyntax.length()  >  0))  {  printWrapped(pw,  width,  footer);  }  [CE]  cannot  find  symbol  [CONTEXT]  if  ((header  !=  null)  &&  (header.trim().length()  >  0))  {  printWrapped(pw,  width,  header);  }  printOptions(pw,  width,  options,  leftPad,  descPad);  if  ((footer  !=  null)  &&  (footer.trim().length()  >  0))  {  [BUGGY]    if((  cmdLineSyntax.isAssignableFrom(footer))  ||(cmdLineSyntax.length()  >  0))  {  printWrapped(pw,  width,  footer);  }  [BUGGY]  printWrapped(pw,  width,  footer);  }  }  [CLASS]  HelpFormatter  OptionComparator  [METHOD]  printHelp  [RETURN_TYPE]  void  PrintWriter  pw  int  width  String  cmdLineSyntax  String  header  Options  options  int  leftPad  int  descPad  String  footer  boolean  autoUsage  [VARIABLES]  Options  options  String  DEFAULT_ARG_NAME  DEFAULT_LONG_OPT_PREFIX  DEFAULT_LONG_OPT_SEPARATOR  DEFAULT_OPT_PREFIX  DEFAULT_SYNTAX_PREFIX  cmdLineSyntax  defaultArgName  defaultLongOptPrefix  defaultNewLine  defaultOptPrefix  defaultSyntaxPrefix  footer  header  longOptSeparator  name  newline  prefix  boolean  autoUsage  int  DEFAULT_DESC_PAD  DEFAULT_LEFT_PAD  DEFAULT_WIDTH  defaultDescPad  defaultLeftPad  defaultWidth  descPad  leftPad  padding  width  Comparator  comparator  optionComparator  PrintWriter  pw  	projects/Cli33/src/main/java/org/apache/commons/cli/HelpFormatter.java	0.5	529	529	1	replace	    if((  cmdLineSyntax.isAssignableFrom(footer))  ||(cmdLineSyntax.length()  >  0))  {  printWrapped(pw,  width,  footer);  }		non-compiled	[CE]  cannot  find  symbol	6	None	add
5	[BUG]  [BUGGY]  [FE]  ComparisonFailure  testIndentedHeaderAndFooter  [CONTEXT]  if  ((header  !=  null)  &&  (header.trim().length()  >  0))  {  printWrapped(pw,  width,  header);  }  printOptions(pw,  width,  options,  leftPad,  descPad);  if  ((footer  !=  null)  &&  (footer.trim().length()  >  0))  {  [BUGGY]    if((  cmdLineSyntax.indexOf('.')  >=  0))  {  printWrapped(pw,  width,  footer);  }  [BUGGY]  printWrapped(pw,  width,  footer);  }  }  [CLASS]  HelpFormatter  OptionComparator  [METHOD]  printHelp  [RETURN_TYPE]  void  PrintWriter  pw  int  width  String  cmdLineSyntax  String  header  Options  options  int  leftPad  int  descPad  String  footer  boolean  autoUsage  [VARIABLES]  Options  options  String  DEFAULT_ARG_NAME  DEFAULT_LONG_OPT_PREFIX  DEFAULT_LONG_OPT_SEPARATOR  DEFAULT_OPT_PREFIX  DEFAULT_SYNTAX_PREFIX  cmdLineSyntax  defaultArgName  defaultLongOptPrefix  defaultNewLine  defaultOptPrefix  defaultSyntaxPrefix  footer  header  longOptSeparator  name  newline  prefix  boolean  autoUsage  int  DEFAULT_DESC_PAD  DEFAULT_LEFT_PAD  DEFAULT_WIDTH  defaultDescPad  defaultLeftPad  defaultWidth  descPad  leftPad  padding  width  Comparator  comparator  optionComparator  PrintWriter  pw  	projects/Cli33/src/main/java/org/apache/commons/cli/HelpFormatter.java	0.5	529	529	1	add	    if((  cmdLineSyntax.indexOf('.')  >=  0))  {  printWrapped(pw,  width,  footer);  }		compilable	  [FE]  ComparisonFailure  testIndentedHeaderAndFooter	6	1
6	[BUG]  [BUGGY]    if((  cmdLineSyntax.indexOf('.')  >=  0))  {  printWrapped(pw,  width,  footer);  }  [FE]  ComparisonFailure  testIndentedHeaderAndFooter  [CONTEXT]  if  ((header  !=  null)  &&  (header.trim().length()  >  0))  {  printWrapped(pw,  width,  header);  }  printOptions(pw,  width,  options,  leftPad,  descPad);  if  ((footer  !=  null)  &&  (footer.trim().length()  >  0))  {  [BUGGY]    if((  cmdLineSyntax.indexOf('.')  >=  0))  {  printWrapped(pw,  width,  footer);  }  [BUGGY]  printWrapped(pw,  width,  footer);  }  }  [CLASS]  HelpFormatter  OptionComparator  [METHOD]  printHelp  [RETURN_TYPE]  void  PrintWriter  pw  int  width  String  cmdLineSyntax  String  header  Options  options  int  leftPad  int  descPad  String  footer  boolean  autoUsage  [VARIABLES]  Options  options  String  DEFAULT_ARG_NAME  DEFAULT_LONG_OPT_PREFIX  DEFAULT_LONG_OPT_SEPARATOR  DEFAULT_OPT_PREFIX  DEFAULT_SYNTAX_PREFIX  cmdLineSyntax  defaultArgName  defaultLongOptPrefix  defaultNewLine  defaultOptPrefix  defaultSyntaxPrefix  footer  header  longOptSeparator  name  newline  prefix  boolean  autoUsage  int  DEFAULT_DESC_PAD  DEFAULT_LEFT_PAD  DEFAULT_WIDTH  defaultDescPad  defaultLeftPad  defaultWidth  descPad  leftPad  padding  width  Comparator  comparator  optionComparator  PrintWriter  pw  	projects/Cli33/src/main/java/org/apache/commons/cli/HelpFormatter.java	0.5	529	529	1	replace	    if((  cmdLineSyntax.indexOf('.')  >=  0))  {  printWrapped(pw,  width,  footer);  }		compilable	  [FE]  ComparisonFailure  testIndentedHeaderAndFooter	6	1	add
11	[BUG]  [BUGGY]  if(text!=  null)  {  printWrapped(pw,  width,  0,  text);  }  [CE]  illegal  start  of  expression  [CONTEXT]  public  void  printWrapped(PrintWriter  pw,  int  width,  String  text)  {  printWrapped(pw,  width,  0,  text);  [BUGGY]  if(text!=  null)  {  printWrapped(pw,  width,  0,  text);  }  [BUGGY]    [CLASS]  HelpFormatter  OptionComparator  [METHOD]  printWrapped  [RETURN_TYPE]  void  PrintWriter  pw  int  width  String  text  [VARIABLES]  String  DEFAULT_ARG_NAME  DEFAULT_LONG_OPT_PREFIX  DEFAULT_LONG_OPT_SEPARATOR  DEFAULT_OPT_PREFIX  DEFAULT_SYNTAX_PREFIX  app  cmdLineSyntax  defaultArgName  defaultLongOptPrefix  defaultNewLine  defaultOptPrefix  defaultSyntaxPrefix  footer  header  longOptSeparator  name  newline  prefix  text  boolean  int  DEFAULT_DESC_PAD  DEFAULT_LEFT_PAD  DEFAULT_WIDTH  argPos  defaultDescPad  defaultLeftPad  defaultWidth  descPad  leftPad  padding  width  Comparator  comparator  optionComparator  PrintWriter  pw  	projects/Cli33/src/main/java/org/apache/commons/cli/HelpFormatter.java	0.5	716	716	1	replace	if(text!=  null)  {  printWrapped(pw,  width,  0,  text);  }	}  	non-compiled	[CE]  illegal  start  of  expression	9	None	replace
12	[BUG]  [BUGGY]  pw.append(text);  [CE]  illegal  start  of  expression  [CONTEXT]  public  void  printWrapped(PrintWriter  pw,  int  width,  String  text)  {  printWrapped(pw,  width,  0,  text);  [BUGGY]  pw.append(text);  [BUGGY]    [CLASS]  HelpFormatter  OptionComparator  [METHOD]  printWrapped  [RETURN_TYPE]  void  PrintWriter  pw  int  width  String  text  [VARIABLES]  String  DEFAULT_ARG_NAME  DEFAULT_LONG_OPT_PREFIX  DEFAULT_LONG_OPT_SEPARATOR  DEFAULT_OPT_PREFIX  DEFAULT_SYNTAX_PREFIX  app  cmdLineSyntax  defaultArgName  defaultLongOptPrefix  defaultNewLine  defaultOptPrefix  defaultSyntaxPrefix  footer  header  longOptSeparator  name  newline  prefix  text  boolean  int  DEFAULT_DESC_PAD  DEFAULT_LEFT_PAD  DEFAULT_WIDTH  argPos  defaultDescPad  defaultLeftPad  defaultWidth  descPad  leftPad  padding  width  Comparator  comparator  optionComparator  PrintWriter  pw  	projects/Cli33/src/main/java/org/apache/commons/cli/HelpFormatter.java	0.5	716	716	1	replace	pw.append(text);	}  	non-compiled	[CE]  illegal  start  of  expression	9	None	replace
13	[BUG]  [BUGGY]  if(text!=  null)  {  printWrapped(pw,  width,  0,  text);  }  else  {  FormatUtils.appendPadding(pw,  width,  text,  1);  }  [CE]  illegal  start  of  expression  [CONTEXT]  public  void  printWrapped(PrintWriter  pw,  int  width,  String  text)  {  printWrapped(pw,  width,  0,  text);  [BUGGY]  if(text!=  null)  {  printWrapped(pw,  width,  0,  text);  }  else  {  FormatUtils.appendPadding(pw,  width,  text,  1);  }  [BUGGY]    [CLASS]  HelpFormatter  OptionComparator  [METHOD]  printWrapped  [RETURN_TYPE]  void  PrintWriter  pw  int  width  String  text  [VARIABLES]  String  DEFAULT_ARG_NAME  DEFAULT_LONG_OPT_PREFIX  DEFAULT_LONG_OPT_SEPARATOR  DEFAULT_OPT_PREFIX  DEFAULT_SYNTAX_PREFIX  app  cmdLineSyntax  defaultArgName  defaultLongOptPrefix  defaultNewLine  defaultOptPrefix  defaultSyntaxPrefix  footer  header  longOptSeparator  name  newline  prefix  text  boolean  int  DEFAULT_DESC_PAD  DEFAULT_LEFT_PAD  DEFAULT_WIDTH  argPos  defaultDescPad  defaultLeftPad  defaultWidth  descPad  leftPad  padding  width  Comparator  comparator  optionComparator  PrintWriter  pw  	projects/Cli33/src/main/java/org/apache/commons/cli/HelpFormatter.java	0.5	716	716	1	replace	if(text!=  null)  {  printWrapped(pw,  width,  0,  text);  }  else  {  FormatUtils.appendPadding(pw,  width,  text,  1);  }	}  	non-compiled	[CE]  illegal  start  of  expression	9	None	replace
14	[BUG]  [BUGGY]  pw.append('n');  [CE]  illegal  start  of  expression  [CONTEXT]  public  void  printWrapped(PrintWriter  pw,  int  width,  String  text)  {  printWrapped(pw,  width,  0,  text);  [BUGGY]  pw.append('n');  [BUGGY]    [CLASS]  HelpFormatter  OptionComparator  [METHOD]  printWrapped  [RETURN_TYPE]  void  PrintWriter  pw  int  width  String  text  [VARIABLES]  String  DEFAULT_ARG_NAME  DEFAULT_LONG_OPT_PREFIX  DEFAULT_LONG_OPT_SEPARATOR  DEFAULT_OPT_PREFIX  DEFAULT_SYNTAX_PREFIX  app  cmdLineSyntax  defaultArgName  defaultLongOptPrefix  defaultNewLine  defaultOptPrefix  defaultSyntaxPrefix  footer  header  longOptSeparator  name  newline  prefix  text  boolean  int  DEFAULT_DESC_PAD  DEFAULT_LEFT_PAD  DEFAULT_WIDTH  argPos  defaultDescPad  defaultLeftPad  defaultWidth  descPad  leftPad  padding  width  Comparator  comparator  optionComparator  PrintWriter  pw  	projects/Cli33/src/main/java/org/apache/commons/cli/HelpFormatter.java	0.5	716	716	1	replace	pw.append('n');	}  	non-compiled	[CE]  illegal  start  of  expression	9	None	replace
15	[BUG]  [BUGGY]    [CE]  illegal  start  of  expression  [CONTEXT]  public  void  printWrapped(PrintWriter  pw,  int  width,  String  text)  {  printWrapped(pw,  width,  0,  text);  [BUGGY]    [BUGGY]    [CLASS]  HelpFormatter  OptionComparator  [METHOD]  printWrapped  [RETURN_TYPE]  void  PrintWriter  pw  int  width  String  text  [VARIABLES]  String  DEFAULT_ARG_NAME  DEFAULT_LONG_OPT_PREFIX  DEFAULT_LONG_OPT_SEPARATOR  DEFAULT_OPT_PREFIX  DEFAULT_SYNTAX_PREFIX  app  cmdLineSyntax  defaultArgName  defaultLongOptPrefix  defaultNewLine  defaultOptPrefix  defaultSyntaxPrefix  footer  header  longOptSeparator  name  newline  prefix  text  boolean  int  DEFAULT_DESC_PAD  DEFAULT_LEFT_PAD  DEFAULT_WIDTH  argPos  defaultDescPad  defaultLeftPad  defaultWidth  descPad  leftPad  padding  width  Comparator  comparator  optionComparator  PrintWriter  pw  	projects/Cli33/src/main/java/org/apache/commons/cli/HelpFormatter.java	0.5	716	716	1	replace	  	}  	non-compiled	[CE]  illegal  start  of  expression	9	None	replace
22	[BUG]  [BUGGY]  printUsage(pw,  width,  cmdLineSyntax,  options,  optionComparator);  [CE]  no  suitable  method  found  for  printUsage(PrintWriter,int,String,Options,Comparator)  [CONTEXT]  {  if  ((cmdLineSyntax  ==  null)  ||  (cmdLineSyntax.length()  ==  0))  {  throw  new  IllegalArgumentException( "cmdLineSyntax  not  provided ");  }  if  (autoUsage)  {  [BUGGY]  printUsage(pw,  width,  cmdLineSyntax,  options,  optionComparator);  [BUGGY]  }  else  {  printUsage(pw,  width,  cmdLineSyntax);  }  if  ((header  !=  null)  &&  (header.trim().length()  >  0))  {  printWrapped(pw,  width,  header);  }  [CLASS]  HelpFormatter  OptionComparator  [METHOD]  printHelp  [RETURN_TYPE]  void  PrintWriter  pw  int  width  String  cmdLineSyntax  String  header  Options  options  int  leftPad  int  descPad  String  footer  boolean  autoUsage  [VARIABLES]  Options  options  String  DEFAULT_ARG_NAME  DEFAULT_LONG_OPT_PREFIX  DEFAULT_LONG_OPT_SEPARATOR  DEFAULT_OPT_PREFIX  DEFAULT_SYNTAX_PREFIX  cmdLineSyntax  defaultArgName  defaultLongOptPrefix  defaultNewLine  defaultOptPrefix  defaultSyntaxPrefix  footer  header  longOptSeparator  name  newline  prefix  boolean  autoUsage  int  DEFAULT_DESC_PAD  DEFAULT_LEFT_PAD  DEFAULT_WIDTH  defaultDescPad  defaultLeftPad  defaultWidth  descPad  leftPad  padding  width  Comparator  comparator  optionComparator  PrintWriter  pw  	projects/Cli33/src/main/java/org/apache/commons/cli/HelpFormatter.java	0.5	513	513	1	replace	printUsage(pw,  width,  cmdLineSyntax,  options,  optionComparator);	printUsage(pw,  width,  cmdLineSyntax,  options);  	non-compiled	[CE]  no  suitable  method  found  for  printUsage(PrintWriter,int,String,Options,Comparator)	1	None	replace
23	[BUG]  [BUGGY]  printUsage(pw,  width,  cmdLineSyntax,  options,  leftPad);  [CE]  no  suitable  method  found  for  printUsage(PrintWriter,int,String,Options,int)  [CONTEXT]  {  if  ((cmdLineSyntax  ==  null)  ||  (cmdLineSyntax.length()  ==  0))  {  throw  new  IllegalArgumentException( "cmdLineSyntax  not  provided ");  }  if  (autoUsage)  {  [BUGGY]  printUsage(pw,  width,  cmdLineSyntax,  options,  leftPad);  [BUGGY]  }  else  {  printUsage(pw,  width,  cmdLineSyntax);  }  if  ((header  !=  null)  &&  (header.trim().length()  >  0))  {  printWrapped(pw,  width,  header);  }  [CLASS]  HelpFormatter  OptionComparator  [METHOD]  printHelp  [RETURN_TYPE]  void  PrintWriter  pw  int  width  String  cmdLineSyntax  String  header  Options  options  int  leftPad  int  descPad  String  footer  boolean  autoUsage  [VARIABLES]  Options  options  String  DEFAULT_ARG_NAME  DEFAULT_LONG_OPT_PREFIX  DEFAULT_LONG_OPT_SEPARATOR  DEFAULT_OPT_PREFIX  DEFAULT_SYNTAX_PREFIX  cmdLineSyntax  defaultArgName  defaultLongOptPrefix  defaultNewLine  defaultOptPrefix  defaultSyntaxPrefix  footer  header  longOptSeparator  name  newline  prefix  boolean  autoUsage  int  DEFAULT_DESC_PAD  DEFAULT_LEFT_PAD  DEFAULT_WIDTH  defaultDescPad  defaultLeftPad  defaultWidth  descPad  leftPad  padding  width  Comparator  comparator  optionComparator  PrintWriter  pw  	projects/Cli33/src/main/java/org/apache/commons/cli/HelpFormatter.java	0.5	513	513	1	replace	printUsage(pw,  width,  cmdLineSyntax,  options,  leftPad);	printUsage(pw,  width,  cmdLineSyntax,  options);  	non-compiled	[CE]  no  suitable  method  found  for  printUsage(PrintWriter,int,String,Options,int)	1	None	replace
