bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	action	patch
1	[BUG] [BUGGY] return extractClassNameIfGoog(node, parent, "goog.require"); [FE] AssertionFailedError [CONTEXT] public String extractClassNameIfRequire(Node node, Node parent){ [BUGGY] return extractClassNameIfGoog(node, parent, "goog.require"); [BUGGY] } [CLASS] ClosureCodingConvention [METHOD] extractClassNameIfRequire [RETURN_TYPE] String  Node node Node parent [VARIABLES] Set propertyTestFunctions boolean DiagnosticType OBJECTLIT_EXPECTED long serialVersionUID Node node parent  	projects/Closure57/src/com/google/javascript/jscomp/ClosureCodingConvention.java	1.0	185	185	1	replace	
2	[BUG] [BUGGY] [FE] AssertionFailedError [CONTEXT] public String extractClassNameIfRequire(Node node, Node parent){ [BUGGY] [BUGGY] return extractClassNameIfGoog(node, parent, "goog.require"); } [CLASS] ClosureCodingConvention [METHOD] extractClassNameIfRequire [RETURN_TYPE] String  Node node Node parent [VARIABLES] Set propertyTestFunctions boolean DiagnosticType OBJECTLIT_EXPECTED long serialVersionUID Node node parent  	projects/Closure57/src/com/google/javascript/jscomp/ClosureCodingConvention.java	1.0	185	185	1	add	
3	[BUG] [BUGGY] String className = null; [FE] AssertionFailedError [CONTEXT] private static String extractClassNameIfGoog(Node node, Node parent, String functionName){ [BUGGY] String className = null; [BUGGY] if (NodeUtil.isExprCall(parent)) { Node callee = node.getFirstChild(); if (callee != null && callee.getType() == Token.GETPROP) { String qualifiedName = callee.getQualifiedName(); if (functionName.equals(qualifiedName)) { Node target = callee.getNext(); if (target != null) { className = target.getString(); } } [CLASS] ClosureCodingConvention [METHOD] extractClassNameIfGoog [RETURN_TYPE] String  Node node Node parent String functionName [VARIABLES] Set propertyTestFunctions String className functionName qualifiedName boolean DiagnosticType OBJECTLIT_EXPECTED long serialVersionUID Node callee node parent target  	projects/Closure57/src/com/google/javascript/jscomp/ClosureCodingConvention.java	1.0	190	190	1	replace	
4	[BUG] [BUGGY] [FE] AssertionFailedError [CONTEXT] private static String extractClassNameIfGoog(Node node, Node parent, String functionName){ [BUGGY] [BUGGY] String className = null; if (NodeUtil.isExprCall(parent)) { Node callee = node.getFirstChild(); if (callee != null && callee.getType() == Token.GETPROP) { String qualifiedName = callee.getQualifiedName(); if (functionName.equals(qualifiedName)) { Node target = callee.getNext(); if (target != null) { className = target.getString(); } } [CLASS] ClosureCodingConvention [METHOD] extractClassNameIfGoog [RETURN_TYPE] String  Node node Node parent String functionName [VARIABLES] Set propertyTestFunctions String className functionName qualifiedName boolean DiagnosticType OBJECTLIT_EXPECTED long serialVersionUID Node callee node parent target  	projects/Closure57/src/com/google/javascript/jscomp/ClosureCodingConvention.java	1.0	190	190	1	add	
5	[BUG] [BUGGY] if (NodeUtil.isExprCall(parent)) { [FE] AssertionFailedError [CONTEXT] private static String extractClassNameIfGoog(Node node, Node parent, String functionName){ String className = null; [BUGGY] if (NodeUtil.isExprCall(parent)) { [BUGGY] Node callee = node.getFirstChild(); if (callee != null && callee.getType() == Token.GETPROP) { String qualifiedName = callee.getQualifiedName(); if (functionName.equals(qualifiedName)) { Node target = callee.getNext(); if (target != null) { className = target.getString(); } } } [CLASS] ClosureCodingConvention [METHOD] extractClassNameIfGoog [RETURN_TYPE] String  Node node Node parent String functionName [VARIABLES] Set propertyTestFunctions String className functionName qualifiedName boolean DiagnosticType OBJECTLIT_EXPECTED long serialVersionUID Node callee node parent target  	projects/Closure57/src/com/google/javascript/jscomp/ClosureCodingConvention.java	1.0	191	191	1	replace	
6	[BUG] [BUGGY] [FE] AssertionFailedError [CONTEXT] private static String extractClassNameIfGoog(Node node, Node parent, String functionName){ String className = null; [BUGGY] [BUGGY] if (NodeUtil.isExprCall(parent)) { Node callee = node.getFirstChild(); if (callee != null && callee.getType() == Token.GETPROP) { String qualifiedName = callee.getQualifiedName(); if (functionName.equals(qualifiedName)) { Node target = callee.getNext(); if (target != null) { className = target.getString(); } } } [CLASS] ClosureCodingConvention [METHOD] extractClassNameIfGoog [RETURN_TYPE] String  Node node Node parent String functionName [VARIABLES] Set propertyTestFunctions String className functionName qualifiedName boolean DiagnosticType OBJECTLIT_EXPECTED long serialVersionUID Node callee node parent target  	projects/Closure57/src/com/google/javascript/jscomp/ClosureCodingConvention.java	1.0	191	191	1	add	
7	[BUG] [BUGGY] Node callee = node.getFirstChild(); [FE] AssertionFailedError [CONTEXT] private static String extractClassNameIfGoog(Node node, Node parent, String functionName){ String className = null; if (NodeUtil.isExprCall(parent)) { [BUGGY] Node callee = node.getFirstChild(); [BUGGY] if (callee != null && callee.getType() == Token.GETPROP) { String qualifiedName = callee.getQualifiedName(); if (functionName.equals(qualifiedName)) { Node target = callee.getNext(); if (target != null) { className = target.getString(); } } } } [CLASS] ClosureCodingConvention [METHOD] extractClassNameIfGoog [RETURN_TYPE] String  Node node Node parent String functionName [VARIABLES] Set propertyTestFunctions String className functionName qualifiedName boolean DiagnosticType OBJECTLIT_EXPECTED long serialVersionUID Node callee node parent target  	projects/Closure57/src/com/google/javascript/jscomp/ClosureCodingConvention.java	1.0	192	192	1	replace	
8	[BUG] [BUGGY] [FE] AssertionFailedError [CONTEXT] private static String extractClassNameIfGoog(Node node, Node parent, String functionName){ String className = null; if (NodeUtil.isExprCall(parent)) { [BUGGY] [BUGGY] Node callee = node.getFirstChild(); if (callee != null && callee.getType() == Token.GETPROP) { String qualifiedName = callee.getQualifiedName(); if (functionName.equals(qualifiedName)) { Node target = callee.getNext(); if (target != null) { className = target.getString(); } } } } [CLASS] ClosureCodingConvention [METHOD] extractClassNameIfGoog [RETURN_TYPE] String  Node node Node parent String functionName [VARIABLES] Set propertyTestFunctions String className functionName qualifiedName boolean DiagnosticType OBJECTLIT_EXPECTED long serialVersionUID Node callee node parent target  	projects/Closure57/src/com/google/javascript/jscomp/ClosureCodingConvention.java	1.0	192	192	1	add	
9	[BUG] [BUGGY] if (callee != null && callee.getType() == Token.GETPROP) { [FE] AssertionFailedError [CONTEXT] private static String extractClassNameIfGoog(Node node, Node parent, String functionName){ String className = null; if (NodeUtil.isExprCall(parent)) { Node callee = node.getFirstChild(); [BUGGY] if (callee != null && callee.getType() == Token.GETPROP) { [BUGGY] String qualifiedName = callee.getQualifiedName(); if (functionName.equals(qualifiedName)) { Node target = callee.getNext(); if (target != null) { className = target.getString(); } } } } return className; [CLASS] ClosureCodingConvention [METHOD] extractClassNameIfGoog [RETURN_TYPE] String  Node node Node parent String functionName [VARIABLES] Set propertyTestFunctions String className functionName qualifiedName boolean DiagnosticType OBJECTLIT_EXPECTED long serialVersionUID Node callee node parent target  	projects/Closure57/src/com/google/javascript/jscomp/ClosureCodingConvention.java	1.0	193	193	1	replace	
10	[BUG] [BUGGY] [FE] AssertionFailedError [CONTEXT] private static String extractClassNameIfGoog(Node node, Node parent, String functionName){ String className = null; if (NodeUtil.isExprCall(parent)) { Node callee = node.getFirstChild(); [BUGGY] [BUGGY] if (callee != null && callee.getType() == Token.GETPROP) { String qualifiedName = callee.getQualifiedName(); if (functionName.equals(qualifiedName)) { Node target = callee.getNext(); if (target != null) { className = target.getString(); } } } } return className; [CLASS] ClosureCodingConvention [METHOD] extractClassNameIfGoog [RETURN_TYPE] String  Node node Node parent String functionName [VARIABLES] Set propertyTestFunctions String className functionName qualifiedName boolean DiagnosticType OBJECTLIT_EXPECTED long serialVersionUID Node callee node parent target  	projects/Closure57/src/com/google/javascript/jscomp/ClosureCodingConvention.java	1.0	193	193	1	add	
