bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action2	[BUG]  [BUGGY]  draw(p1,  p2);  [CE]  cannot  find  symbol  [CONTEXT]  public  Line(final  Vector3D  p1,  final  Vector3D  p2)  throws  MathIllegalArgumentException  {  [BUGGY]  draw(p1,  p2);  [BUGGY]  }  [CLASS]  Line  [METHOD]  <init>  [RETURN_TYPE]  Vector3D)  Vector3D  p1  Vector3D  p2  [VARIABLES]  Vector3D  direction  p1  p2  zero  boolean  	projects/Math9/src/main/java/org/apache/commons/math3/geometry/euclidean/threed/Line.java	0.3779644730092272	55	55	1	replace	draw(p1,  p2);	reset(p1,  p2);  	non-compiled	[CE]  cannot  find  symbol	9	None	replace
3	[BUG]  [BUGGY]  rehash(p1,  p2);  [CE]  cannot  find  symbol  [CONTEXT]  public  Line(final  Vector3D  p1,  final  Vector3D  p2)  throws  MathIllegalArgumentException  {  [BUGGY]  rehash(p1,  p2);  [BUGGY]  }  [CLASS]  Line  [METHOD]  <init>  [RETURN_TYPE]  Vector3D)  Vector3D  p1  Vector3D  p2  [VARIABLES]  Vector3D  direction  p1  p2  zero  boolean  	projects/Math9/src/main/java/org/apache/commons/math3/geometry/euclidean/threed/Line.java	0.3779644730092272	55	55	1	replace	rehash(p1,  p2);	reset(p1,  p2);  	non-compiled	[CE]  cannot  find  symbol	9	None	replace
4	[BUG]  [BUGGY]  setRange(p1,  p2);  [CE]  cannot  find  symbol  [CONTEXT]  public  Line(final  Vector3D  p1,  final  Vector3D  p2)  throws  MathIllegalArgumentException  {  [BUGGY]  setRange(p1,  p2);  [BUGGY]  }  [CLASS]  Line  [METHOD]  <init>  [RETURN_TYPE]  Vector3D)  Vector3D  p1  Vector3D  p2  [VARIABLES]  Vector3D  direction  p1  p2  zero  boolean  	projects/Math9/src/main/java/org/apache/commons/math3/geometry/euclidean/threed/Line.java	0.3779644730092272	55	55	1	replace	setRange(p1,  p2);	reset(p1,  p2);  	non-compiled	[CE]  cannot  find  symbol	9	None	replace
11	[BUG]  [BUGGY]  this.direction  =  new  Vector3D(1.0  /  FastMath.sqrt(delta),  norm2);  [CE]  method  sqrt  in  class  FastMath  cannot  be  applied  to  given  types;  [CONTEXT]  public  void  reset(final  Vector3D  p1,  final  Vector3D  p2)  throws  MathIllegalArgumentException  {  final  Vector3D  delta  =  p2.subtract(p1);  final  double  norm2  =  delta.getNormSq();  if  (norm2  ==  0.0)  {  throw  new  MathIllegalArgumentException(LocalizedFormats.ZERO_NORM);  }  [BUGGY]  this.direction  =  new  Vector3D(1.0  /  FastMath.sqrt(delta),  norm2);  [BUGGY]  zero  =  new  Vector3D(1.0,  p1,  -p1.dotProduct(delta)  /  norm2,  delta);  }  [CLASS]  Line  [METHOD]  reset  [RETURN_TYPE]  void  Vector3D  p1  Vector3D  p2  [VARIABLES]  Vector3D  delta  direction  p1  p2  zero  double  norm2  boolean  	projects/Math9/src/main/java/org/apache/commons/math3/geometry/euclidean/threed/Line.java	0.3779644730092272	79	79	1	replace	this.direction  =  new  Vector3D(1.0  /  FastMath.sqrt(delta),  norm2);	this.direction  =  new  Vector3D(1.0  /  FastMath.sqrt(norm2),  delta);  	non-compiled	[CE]  method  sqrt  in  class  FastMath  cannot  be  applied  to  given  types;	19	None	replace
12	[BUG]  [BUGGY]  this.direction  =  new  Vector3D(1.0  /  FastMath.sqrt(delta,  norm2),  delta);  [CE]  method  sqrt  in  class  FastMath  cannot  be  applied  to  given  types;  [CONTEXT]  public  void  reset(final  Vector3D  p1,  final  Vector3D  p2)  throws  MathIllegalArgumentException  {  final  Vector3D  delta  =  p2.subtract(p1);  final  double  norm2  =  delta.getNormSq();  if  (norm2  ==  0.0)  {  throw  new  MathIllegalArgumentException(LocalizedFormats.ZERO_NORM);  }  [BUGGY]  this.direction  =  new  Vector3D(1.0  /  FastMath.sqrt(delta,  norm2),  delta);  [BUGGY]  zero  =  new  Vector3D(1.0,  p1,  -p1.dotProduct(delta)  /  norm2,  delta);  }  [CLASS]  Line  [METHOD]  reset  [RETURN_TYPE]  void  Vector3D  p1  Vector3D  p2  [VARIABLES]  Vector3D  delta  direction  p1  p2  zero  double  norm2  boolean  	projects/Math9/src/main/java/org/apache/commons/math3/geometry/euclidean/threed/Line.java	0.3779644730092272	79	79	1	replace	this.direction  =  new  Vector3D(1.0  /  FastMath.sqrt(delta,  norm2),  delta);	this.direction  =  new  Vector3D(1.0  /  FastMath.sqrt(norm2),  delta);  	non-compiled	[CE]  method  sqrt  in  class  FastMath  cannot  be  applied  to  given  types;	19	None	replace
13	[BUG]  [BUGGY]  this.direction  =  new  Vector3D(1.0  /  FastMath.sqrt(delta,  norm2));  [CE]  method  sqrt  in  class  FastMath  cannot  be  applied  to  given  types;  [CONTEXT]  public  void  reset(final  Vector3D  p1,  final  Vector3D  p2)  throws  MathIllegalArgumentException  {  final  Vector3D  delta  =  p2.subtract(p1);  final  double  norm2  =  delta.getNormSq();  if  (norm2  ==  0.0)  {  throw  new  MathIllegalArgumentException(LocalizedFormats.ZERO_NORM);  }  [BUGGY]  this.direction  =  new  Vector3D(1.0  /  FastMath.sqrt(delta,  norm2));  [BUGGY]  zero  =  new  Vector3D(1.0,  p1,  -p1.dotProduct(delta)  /  norm2,  delta);  }  [CLASS]  Line  [METHOD]  reset  [RETURN_TYPE]  void  Vector3D  p1  Vector3D  p2  [VARIABLES]  Vector3D  delta  direction  p1  p2  zero  double  norm2  boolean  	projects/Math9/src/main/java/org/apache/commons/math3/geometry/euclidean/threed/Line.java	0.3779644730092272	79	79	1	replace	this.direction  =  new  Vector3D(1.0  /  FastMath.sqrt(delta,  norm2));	this.direction  =  new  Vector3D(1.0  /  FastMath.sqrt(norm2),  delta);  	non-compiled	[CE]  method  sqrt  in  class  FastMath  cannot  be  applied  to  given  types;	19	None	replace
14	[BUG]  [BUGGY]  this.direction  =  new  Vector3D(1.0  /  FastMath.sqrt(delta),  norm2),  delta);  [CE]  ';'  expected  [CONTEXT]  public  void  reset(final  Vector3D  p1,  final  Vector3D  p2)  throws  MathIllegalArgumentException  {  final  Vector3D  delta  =  p2.subtract(p1);  final  double  norm2  =  delta.getNormSq();  if  (norm2  ==  0.0)  {  throw  new  MathIllegalArgumentException(LocalizedFormats.ZERO_NORM);  }  [BUGGY]  this.direction  =  new  Vector3D(1.0  /  FastMath.sqrt(delta),  norm2),  delta);  [BUGGY]  zero  =  new  Vector3D(1.0,  p1,  -p1.dotProduct(delta)  /  norm2,  delta);  }  [CLASS]  Line  [METHOD]  reset  [RETURN_TYPE]  void  Vector3D  p1  Vector3D  p2  [VARIABLES]  Vector3D  delta  direction  p1  p2  zero  double  norm2  boolean  	projects/Math9/src/main/java/org/apache/commons/math3/geometry/euclidean/threed/Line.java	0.3779644730092272	79	79	1	replace	this.direction  =  new  Vector3D(1.0  /  FastMath.sqrt(delta),  norm2),  delta);	this.direction  =  new  Vector3D(1.0  /  FastMath.sqrt(norm2),  delta);  	non-compiled	[CE]  ';'  expected	19	None	replace
21	[BUG]  [BUGGY]    super(p1,  p2);  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    super(p1,  p2);  [BUGGY]  public  Line(final  Vector3D  p1,  final  Vector3D  p2)  throws  MathIllegalArgumentException  {  reset(p1,  p2);  }  [CLASS]  Line  [METHOD]  <init>  [RETURN_TYPE]  Vector3D)  Vector3D  p1  Vector3D  p2  [VARIABLES]  Vector3D  direction  p1  p2  zero  boolean  	projects/Math9/src/main/java/org/apache/commons/math3/geometry/euclidean/threed/Line.java	0.3779644730092272	54	54	1	replace	    super(p1,  p2);		non-compiled	[CE]  illegal  start  of  type	8	None	add
22	[BUG]  [BUGGY]    this(null,  p1,  p2);  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    this(null,  p1,  p2);  [BUGGY]  public  Line(final  Vector3D  p1,  final  Vector3D  p2)  throws  MathIllegalArgumentException  {  reset(p1,  p2);  }  [CLASS]  Line  [METHOD]  <init>  [RETURN_TYPE]  Vector3D)  Vector3D  p1  Vector3D  p2  [VARIABLES]  Vector3D  direction  p1  p2  zero  boolean  	projects/Math9/src/main/java/org/apache/commons/math3/geometry/euclidean/threed/Line.java	0.3779644730092272	54	54	1	replace	    this(null,  p1,  p2);		non-compiled	[CE]  illegal  start  of  type	8	None	add
23	[BUG]  [BUGGY]    super();  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    super();  [BUGGY]  public  Line(final  Vector3D  p1,  final  Vector3D  p2)  throws  MathIllegalArgumentException  {  reset(p1,  p2);  }  [CLASS]  Line  [METHOD]  <init>  [RETURN_TYPE]  Vector3D)  Vector3D  p1  Vector3D  p2  [VARIABLES]  Vector3D  direction  p1  p2  zero  boolean  	projects/Math9/src/main/java/org/apache/commons/math3/geometry/euclidean/threed/Line.java	0.3779644730092272	54	54	1	replace	    super();		non-compiled	[CE]  illegal  start  of  type	8	None	add
