projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(obj==null||getClass()!=obj.getClass()){
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(obj==this||getClass()!=obj.getClass()){
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(obj!=null||getClass()!=obj.getClass()){
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(obj!=this||getClass()!=obj.getClass()){
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(obj==null||getClass()>=obj.getClass()){
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(obj==null||getClass()!=this.obj.getClass()){
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(obj==this||getClass()!=other.getClass()){
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(obj==this||getClass()>=obj.getClass()){
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(objinstanceofZipArchiveEntry){if(!(objinstanceofZipArchiveEntry)){returnfalse;}
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(objinstanceofZipArchiveEntry){finalZipArchiveEntryentry=(ZipArchiveEntry)obj;if(entry.getClass()!=entry.getClass()){returnsuper.equals(entry.getClass());}
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(objinstanceofZipArchiveEntry){finalZipArchiveEntryentry=(ZipArchiveEntry)obj;if(entry.getClass()!=entry.getClass()){returntrue;}
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(objinstanceofZipArchiveEntry){finalZipArchiveEntryentry=(ZipArchiveEntry)obj;if(entry.getClass()!=entry.getClass()){returnfalse;}
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(objinstanceofZipArchiveEntry){Stringname=((ZipArchiveEntry)obj).getName();if(name!=null){returnfalse;}
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(objinstanceofZipArchiveEntry){Stringname=((ZipArchiveEntry)obj).getName();if(name==null){returnfalse;}
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(objinstanceofZipArchiveEntry){finalZipArchiveEntryother=(ZipArchiveEntry)obj;if(other.getClass()!=getClass()){returnsuper.equals(other.getClass());}
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(obj==this.obj||getClass()!=this.obj.getClass()){
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(obj!=null||getClass()!=this.obj.getClass()){
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(obj==this||getClass()!=this.obj.getClass()){
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(obj==this.obj||getClass()!=obj.getClass()){
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(obj==null||getClass()!=other.getClass()){
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(this.obj==null||getClass()!=obj.getClass()){
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(obj!=null||getClass()==obj.getClass()){
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(objinstanceofZipArchiveEntry){ZipArchiveEntryentry=(ZipArchiveEntry)obj;if(entry.getClass()!=entry.getClass()){returnfalse;}
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(objinstanceofZipArchiveEntry){ZipArchiveEntryother=(ZipArchiveEntry)obj;if(other.getName()!=null){returnfalse;}
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(objinstanceofZipArchiveEntry){StringrawName=((ZipArchiveEntry)obj).getRawClass();if(rawName!=null){returnfalse;}
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(objinstanceofZipArchiveEntry){ZipArchiveEntryentry=(ZipArchiveEntry)obj;if(entry.getClass()!=entry.getClass()){returntrue;}
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(objinstanceofZipArchiveEntry){StringrawName=((ZipArchiveEntry)obj).getRawClass();if(rawName==null){returnfalse;}
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(objinstanceofZipArchiveEntry){StringrawName=((ZipArchiveEntry)obj).getRawClass();if(rawName!=null){returntrue;}
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(objinstanceofZipArchiveEntry){ZipArchiveEntryother=(ZipArchiveEntry)obj;if(other!=null){returnfalse;}
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(this==obj||getClass()!=obj.getClass()){
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(obj==this||(getClass()!=obj.getClass())){
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(obj==this||super.equals(obj)){
projects/Compress15/src/main/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntry.java653if(obj==this){
