bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	action	patch
1	[BUG] [BUGGY] v = externsScope.getVar(name); [FE] AssertionFailedError [CONTEXT] private boolean isGlobalVarReference(String name, Scope s) { Scope.Var v = s.getVar(name); if (v == null && externsScope != null) { [BUGGY] v = externsScope.getVar(name); [BUGGY] } return v != null && !v.isLocal(); } [CLASS] GlobalNamespace AstChange BuildGlobalNamespace Name Type Ref Type Tracker [METHOD] isGlobalVarReference [RETURN_TYPE] boolean  String name Scope s [VARIABLES] PrintStream stream Set previousSymbolsInTree Var v Node externsRoot n node root String baseName name topVarName JSDocInfo docInfo int aliasingGets callGets currentPreOrderIndex deleteProps firstDotIndex globalSets index localSets preOrderIndex totalGets Name name parent slot Predicate isInterestingSymbol AbstractCompiler compiler Type ALIASING_GET CALL_GET DELETE_PROP DIRECT_GET FUNCTION GET OBJECTLIT OTHER PROTOTYPE_GET SET SET_FROM_GLOBAL SET_FROM_LOCAL type Ref declaration original twin boolean declaredType generated hasDeclaredTypeDescendant inExterns Scope externsScope s scope JSModule module List globalNames newNodes props refs StaticSourceFile source Map nameMap  	projects/Closure119/src/com/google/javascript/jscomp/GlobalNamespace.java	0.2773500981126146	264	264	1	replace	
2	[BUG] [BUGGY] [FE] AssertionFailedError [CONTEXT] private boolean isGlobalVarReference(String name, Scope s) { Scope.Var v = s.getVar(name); if (v == null && externsScope != null) { [BUGGY] [BUGGY] v = externsScope.getVar(name); } return v != null && !v.isLocal(); } [CLASS] GlobalNamespace AstChange BuildGlobalNamespace Name Type Ref Type Tracker [METHOD] isGlobalVarReference [RETURN_TYPE] boolean  String name Scope s [VARIABLES] PrintStream stream Set previousSymbolsInTree Var v Node externsRoot n node root String baseName name topVarName JSDocInfo docInfo int aliasingGets callGets currentPreOrderIndex deleteProps firstDotIndex globalSets index localSets preOrderIndex totalGets Name name parent slot Predicate isInterestingSymbol AbstractCompiler compiler Type ALIASING_GET CALL_GET DELETE_PROP DIRECT_GET FUNCTION GET OBJECTLIT OTHER PROTOTYPE_GET SET SET_FROM_GLOBAL SET_FROM_LOCAL type Ref declaration original twin boolean declaredType generated hasDeclaredTypeDescendant inExterns Scope externsScope s scope JSModule module List globalNames newNodes props refs StaticSourceFile source Map nameMap  	projects/Closure119/src/com/google/javascript/jscomp/GlobalNamespace.java	0.2773500981126146	264	264	1	add	
3	[BUG] [BUGGY] GlobalNamespace(AbstractCompiler compiler, Node externsRoot, Node root) { [FE] AssertionFailedError [CONTEXT] [BUGGY] GlobalNamespace(AbstractCompiler compiler, Node externsRoot, Node root) { [BUGGY] this.compiler = compiler; this.externsRoot = externsRoot; this.root = root; } [CLASS] GlobalNamespace AstChange BuildGlobalNamespace Name Type Ref Type Tracker [METHOD] <init> [RETURN_TYPE] Node)  AbstractCompiler compiler Node externsRoot Node root [VARIABLES] PrintStream stream Set previousSymbolsInTree Node externsRoot node root String baseName JSDocInfo docInfo int aliasingGets callGets currentPreOrderIndex deleteProps globalSets localSets preOrderIndex totalGets Name name parent Predicate isInterestingSymbol AbstractCompiler compiler Type ALIASING_GET CALL_GET DELETE_PROP DIRECT_GET FUNCTION GET OBJECTLIT OTHER PROTOTYPE_GET SET SET_FROM_GLOBAL SET_FROM_LOCAL type Ref declaration twin boolean declaredType generated hasDeclaredTypeDescendant inExterns Scope externsScope scope JSModule module List globalNames props refs StaticSourceFile source Map nameMap  	projects/Closure119/src/com/google/javascript/jscomp/GlobalNamespace.java	0.14744195615489714	97	97	1	replace	
4	[BUG] [BUGGY] [FE] AssertionFailedError [CONTEXT] [BUGGY] [BUGGY] GlobalNamespace(AbstractCompiler compiler, Node externsRoot, Node root) { this.compiler = compiler; this.externsRoot = externsRoot; this.root = root; } [CLASS] GlobalNamespace AstChange BuildGlobalNamespace Name Type Ref Type Tracker [METHOD] <init> [RETURN_TYPE] Node)  AbstractCompiler compiler Node externsRoot Node root [VARIABLES] PrintStream stream Set previousSymbolsInTree Node externsRoot node root String baseName JSDocInfo docInfo int aliasingGets callGets currentPreOrderIndex deleteProps globalSets localSets preOrderIndex totalGets Name name parent Predicate isInterestingSymbol AbstractCompiler compiler Type ALIASING_GET CALL_GET DELETE_PROP DIRECT_GET FUNCTION GET OBJECTLIT OTHER PROTOTYPE_GET SET SET_FROM_GLOBAL SET_FROM_LOCAL type Ref declaration twin boolean declaredType generated hasDeclaredTypeDescendant inExterns Scope externsScope scope JSModule module List globalNames props refs StaticSourceFile source Map nameMap  	projects/Closure119/src/com/google/javascript/jscomp/GlobalNamespace.java	0.14744195615489714	97	97	1	add	
5	[BUG] [BUGGY] [FE] AssertionFailedError [CONTEXT] private boolean inExterns; [CLASS] GlobalNamespace AstChange BuildGlobalNamespace Name Type Ref Type Tracker  [VARIABLES] 	projects/Closure119/src/com/google/javascript/jscomp/GlobalNamespace.java	0.14744195615489714	61	61	1	replace	
6	[BUG] [BUGGY] [FE] AssertionFailedError [CONTEXT] private boolean inExterns; [CLASS] GlobalNamespace AstChange BuildGlobalNamespace Name Type Ref Type Tracker  [VARIABLES] 	projects/Closure119/src/com/google/javascript/jscomp/GlobalNamespace.java	0.14744195615489714	61	61	1	add	
7	[BUG] [BUGGY] private int currentPreOrderIndex = 0; [FE] AssertionFailedError [CONTEXT] [BUGGY] private int currentPreOrderIndex = 0; [BUGGY]  [CLASS] GlobalNamespace AstChange BuildGlobalNamespace Name Type Ref Type Tracker  [VARIABLES] 	projects/Closure119/src/com/google/javascript/jscomp/GlobalNamespace.java	0.14744195615489714	68	68	1	replace	
8	[BUG] [BUGGY] [FE] AssertionFailedError [CONTEXT] [BUGGY] [BUGGY] private int currentPreOrderIndex = 0; [CLASS] GlobalNamespace AstChange BuildGlobalNamespace Name Type Ref Type Tracker  [VARIABLES] 	projects/Closure119/src/com/google/javascript/jscomp/GlobalNamespace.java	0.14744195615489714	68	68	1	add	
9	[BUG] [BUGGY] private List<Name> globalNames = new ArrayList<Name>(); [FE] AssertionFailedError [CONTEXT] [BUGGY] private List<Name> globalNames = new ArrayList<Name>(); [BUGGY]  [CLASS] GlobalNamespace AstChange BuildGlobalNamespace Name Type Ref Type Tracker  [VARIABLES] 	projects/Closure119/src/com/google/javascript/jscomp/GlobalNamespace.java	0.14744195615489714	71	71	1	replace	
10	[BUG] [BUGGY] [FE] AssertionFailedError [CONTEXT] [BUGGY] [BUGGY] private List<Name> globalNames = new ArrayList<Name>(); [CLASS] GlobalNamespace AstChange BuildGlobalNamespace Name Type Ref Type Tracker  [VARIABLES] 	projects/Closure119/src/com/google/javascript/jscomp/GlobalNamespace.java	0.14744195615489714	71	71	1	add	
