projects/Math99/src/java/org/apache/commons/math/util/MathUtils.java578
projects/Math99/src/java/org/apache/commons/math/util/MathUtils.java578t/=2;
projects/Math99/src/java/org/apache/commons/math/util/MathUtils.java578t=((t&1)==1)?p:-(u/2)/*B3*/);
projects/Math99/src/java/org/apache/commons/math/util/MathUtils.java578((t&1)==0)?u:-(q/2)/*B3*/);
projects/Math99/src/java/org/apache/commons/math/util/MathUtils.java578t=((t&1)==1)?p:-(u/2)/B3*/);
projects/Math99/src/java/org/apache/commons/math/util/MathUtils.java578((t&1)==0)?p:-(u/2)/B3*/);
projects/Math99/src/java/org/apache/commons/math/util/MathUtils.java578t/=2;//castouttwos}
projects/Math99/src/java/org/apache/commons/math/util/MathUtils.java578t/=4;
projects/Math99/src/java/org/apache/commons/math/util/MathUtils.java578t/=3;
projects/Math99/src/java/org/apache/commons/math/util/MathUtils.java578t/=1;
projects/Math99/src/java/org/apache/commons/math/util/MathUtils.java578t-=2;
projects/Math99/src/java/org/apache/commons/math/util/MathUtils.java578((t&1)==0)?v:-(q/2)/B3*/);
projects/Math99/src/java/org/apache/commons/math/util/MathUtils.java578((t&1)==0)?v:-(q/2)/*B3*/);
projects/Math99/src/java/org/apache/commons/math/util/MathUtils.java578((t&1)==0)?p:-(q/2)/B3*/);
projects/Math99/src/java/org/apache/commons/math/util/MathUtils.java578((t&1)==0)?v:-(q/2)/2);
projects/Math99/src/java/org/apache/commons/math/util/MathUtils.java578((t&1)==0)?p:-(q/2)/2);
projects/Math99/src/java/org/apache/commons/math/util/MathUtils.java578intu=Math.min(factorials.length,q);
projects/Math99/src/java/org/apache/commons/math/util/MathUtils.java578intu=Math.max(factorials.length,0);
projects/Math99/src/java/org/apache/commons/math/util/MathUtils.java578intu=Math.min(factorials.length,p);
