projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java97protectedfinalstaticBigIntegerBI_MIN_INT=BigInteger.valueOf(Integer.MIN_VALUE);
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java97protectedfinalstaticBigIntegerBI_MIN_INT=BigInteger.valueOf(0);
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java97finalstaticBigIntegerBI_MIN_INT=BigInteger.valueOf(0);
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java97staticfinalBigIntegerBI_MIN_INT=BigInteger.valueOf(Integer.MIN_VALUE);
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java97
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java97protectedfinalstaticBigIntegerBI_MIN_INT=BigInteger.valueOf(Integer.MIN_VALUE+1);
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java97protectedfinalstaticBigIntegerBI_MIN_INT=BigInteger.valueOf(Integer.MIN_VALUE,4);
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java97protectedfinalstaticBigIntegerBI_MIN_INT=BigInteger.valueOf(Integer.MIN_VALUE+1);finalJsonParseExceptionjsonParseException=null;
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java97protectedfinalstaticBigIntegerBI_MIN_INT=BigInteger.valueOf(Integer.MIN_VALUE+1);finalJsonParseExceptionex=newJsonParser();
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java97protectedfinalstaticBigIntegerBI_MIN_INT=BigInteger.valueOf(Integer.MIN_VALUE+1);finalJsonParseExceptionex=newJsonParseException("Invalidbytevalue:"+Integer.MIN_VALUE);
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java97protectedfinalstaticBigIntegerBI_MIN_INT=BigInteger.valueOf(Integer.MIN_VALUE+1);finalJsonParseExceptionexception=null;
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java97protectedfinalstaticBigIntegerBI_MIN_INT=BigInteger.valueOf(Integer.MIN_VALUE+1);finalJsonParseExceptionex=newJsonParseException("Missingintegervalue:"+Integer.MIN_VALUE);
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java97staticfinalBigIntegerBI_MIN_INT=BigInteger.valueOf(Integer.MIN_VALUE);finalJsonParseExceptionjsonParseException=null;
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java97staticfinalBigIntegerBI_MIN_INT=BigInteger.valueOf(Integer.MIN_VALUE);finalJsonParseExceptionjsonParseException=newJsonParseException(JsonParseException.class);
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java97staticfinalBigIntegerBI_MIN_INT=BigInteger.valueOf(Integer.MIN_VALUE);finalJsonParseExceptionjsonParseException=newJsonParseException("JsonParseExceptionisnull.");
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java97staticfinalBigIntegerBI_MIN_INT=BigInteger.valueOf(Integer.MIN_VALUE);finalJsonParseExceptionjsonParseException=newJsonParseException(JsonParser.BaseException.class);
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java97staticfinalBigIntegerBI_MIN_INT=BigInteger.valueOf(Integer.MIN_VALUE);finalJsonParseExceptionjsonParseException=newJsonParseException(JsonParser.BaseException.getMessage());
