projects/Time4/src/main/java/org/joda/time/Partial.java461
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iTypes,i,newTypes,i+1,newTypes.length-i-1);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iTypes,0,newTypes,0,i);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iTypes,i,newTypes,i+1,newValues.length-i-1);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iValues,i,newValues,i+1,newValues.length-i-1);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iValues,i,newValues,i+1,newValues.length-index-1);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iValues,i,newValues,i+1,newValues.length-1);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iValues,0,newValues,0,newValues.length-i-1);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iTypes,i,newTypes,0,newTypes.length-i-1);
projects/Time4/src/main/java/org/joda/time/Partial.java461iChronology.validate(newPartial,newValues);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iValues,0,newValues,0,i);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iTypes,i,newTypes,0,i);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iValues,0,newValues,0,newValues.length-i+1);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iValues,0,newValues,0,newValues.length-i);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iTypes,0,newTypes,0,newTypes.length-i-1);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iValues,0,newValues,0,value);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iValues,0,newValues,i+1,newValues.length-i-1);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iTypes,0,newTypes,0,i+1);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iTypes,i,newTypes,0,newTypes.length-i+1);
projects/Time4/src/main/java/org/joda/time/Partial.java461iChronology.validate(newPartial,newValues,value);
projects/Time4/src/main/java/org/joda/time/Partial.java461iChronology.validate(newPartial,newTypes);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iValues,0,newValues,0,newValues.length-1);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iTypes,0,newTypes,0,newValues.length-i-1);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iValues,0,newValues,0,i+1);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iTypes,i,newTypes,i+1,newTypes.length-value-i-1);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iTypes,i,newTypes,0,newTypes.length-1);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iValues,i,newValues,i+1,newValues.length-i);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iValues,i,newTypes,i+1,newValues.length-i-1);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iValues,0,newValues,0,newValues.length-index-1);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iTypes,i,newTypes,i+1,newTypes.length-iFieldIndex-i-1);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iValues,i,newTypes,i+1,newTypes.length-i-1);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iValues,0,newValues,i+1,newValues.length-index-1);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iValues,0,newValues,i+1,newValues.length-1);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iValues,0,newValues,0,index);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iValues,0,newValues,0,i.length-1);
projects/Time4/src/main/java/org/joda/time/Partial.java461iChronology.validate(newPartial,newTypes,value);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iTypes,i,newTypes,0,newTypes.length-i);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iValues,0,newTypes,0,newValues.length-i-1);
projects/Time4/src/main/java/org/joda/time/Partial.java461iChronology.validate(newPartial,newValues,index);
projects/Time4/src/main/java/org/joda/time/Partial.java461iChronology.validate(newPartial,newValues,value+1);
projects/Time4/src/main/java/org/joda/time/Partial.java461iChronology.validate(newPartial,newValues,value-1);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iTypes,0,newTypes,0,newTypes.length-i+1);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iValues,0,newValues,0,value-1);
projects/Time4/src/main/java/org/joda/time/Partial.java461System.arraycopy(iTypes,i,newTypes,0,newTypes.length-i+1,value);
