bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	patch
1	[BUG] [BUGGY] return this.dataset; [FE] AssertionFailedError [CONTEXT] public CategoryDataset getDataset() { [BUGGY] return this.dataset; [BUGGY] } [CLASS] MultiplePiePlot [METHOD] getDataset [RETURN_TYPE] CategoryDataset  [VARIABLES] Comparable aggregatedItemsKey TableOrder dataExtractOrder boolean double limit CategoryDataset dataset Paint aggregatedItemsPaint Map sectionPaints long serialVersionUID JFreeChart pieChart  	projects/Chart12/source/org/jfree/chart/plot/MultiplePiePlot.java	1.0	166	166	1	
2	[BUG] [BUGGY] this(null); [FE] AssertionFailedError [CONTEXT] public MultiplePiePlot() { [BUGGY] this(null); [BUGGY] } [CLASS] MultiplePiePlot [METHOD] <init> [RETURN_TYPE] MultiplePiePlot()  [VARIABLES] Comparable aggregatedItemsKey TableOrder dataExtractOrder boolean double limit CategoryDataset dataset Paint aggregatedItemsPaint Map sectionPaints long serialVersionUID JFreeChart pieChart  	projects/Chart12/source/org/jfree/chart/plot/MultiplePiePlot.java	0.5773502691896258	135	135	1	
3	[BUG] [BUGGY] } [FE] AssertionFailedError [CONTEXT] public MultiplePiePlot() { this(null); [BUGGY] } [BUGGY]  [CLASS] MultiplePiePlot [METHOD] <init> [RETURN_TYPE] MultiplePiePlot()  [VARIABLES] Comparable aggregatedItemsKey TableOrder dataExtractOrder boolean double limit CategoryDataset dataset Paint aggregatedItemsPaint Map sectionPaints long serialVersionUID JFreeChart pieChart  	projects/Chart12/source/org/jfree/chart/plot/MultiplePiePlot.java	0.5773502691896258	136	136	1	
4	[BUG] [BUGGY] super(); [FE] AssertionFailedError [CONTEXT] public MultiplePiePlot(CategoryDataset dataset) { [BUGGY] super(); [BUGGY] this.dataset = dataset; PiePlot piePlot = new PiePlot(null); this.pieChart = new JFreeChart(piePlot); this.pieChart.removeLegend(); this.dataExtractOrder = TableOrder.BY_COLUMN; this.pieChart.setBackgroundPaint(null); TextTitle seriesTitle = new TextTitle("Series Title", new Font("SansSerif", Font.BOLD, 12)); seriesTitle.setPosition(RectangleEdge.BOTTOM); this.pieChart.setTitle(seriesTitle); [CLASS] MultiplePiePlot [METHOD] <init> [RETURN_TYPE] CategoryDataset)  CategoryDataset dataset [VARIABLES] TextTitle seriesTitle Comparable aggregatedItemsKey TableOrder dataExtractOrder boolean double limit CategoryDataset dataset PiePlot piePlot Paint aggregatedItemsPaint Map sectionPaints long serialVersionUID JFreeChart pieChart  	projects/Chart12/source/org/jfree/chart/plot/MultiplePiePlot.java	0.5	144	144	1	
5	[BUG] [BUGGY] private double limit = 0.0; [FE] AssertionFailedError [CONTEXT] [BUGGY] private double limit = 0.0; [BUGGY]  [CLASS] MultiplePiePlot  [VARIABLES] 	projects/Chart12/source/org/jfree/chart/plot/MultiplePiePlot.java	0.5	111	111	1	
6	[BUG] [BUGGY] this.dataset = dataset; [FE] AssertionFailedError [CONTEXT] public MultiplePiePlot(CategoryDataset dataset) { super(); [BUGGY] this.dataset = dataset; [BUGGY] PiePlot piePlot = new PiePlot(null); this.pieChart = new JFreeChart(piePlot); this.pieChart.removeLegend(); this.dataExtractOrder = TableOrder.BY_COLUMN; this.pieChart.setBackgroundPaint(null); TextTitle seriesTitle = new TextTitle("Series Title", new Font("SansSerif", Font.BOLD, 12)); seriesTitle.setPosition(RectangleEdge.BOTTOM); this.pieChart.setTitle(seriesTitle); this.aggregatedItemsKey = "Other"; [CLASS] MultiplePiePlot [METHOD] <init> [RETURN_TYPE] CategoryDataset)  CategoryDataset dataset [VARIABLES] TextTitle seriesTitle Comparable aggregatedItemsKey TableOrder dataExtractOrder boolean double limit CategoryDataset dataset PiePlot piePlot Paint aggregatedItemsPaint Map sectionPaints long serialVersionUID JFreeChart pieChart  	projects/Chart12/source/org/jfree/chart/plot/MultiplePiePlot.java	0.5	145	145	1	
7	[BUG] [BUGGY] PiePlot piePlot = new PiePlot(null); [FE] AssertionFailedError [CONTEXT] public MultiplePiePlot(CategoryDataset dataset) { super(); this.dataset = dataset; [BUGGY] PiePlot piePlot = new PiePlot(null); [BUGGY] this.pieChart = new JFreeChart(piePlot); this.pieChart.removeLegend(); this.dataExtractOrder = TableOrder.BY_COLUMN; this.pieChart.setBackgroundPaint(null); TextTitle seriesTitle = new TextTitle("Series Title", new Font("SansSerif", Font.BOLD, 12)); seriesTitle.setPosition(RectangleEdge.BOTTOM); this.pieChart.setTitle(seriesTitle); this.aggregatedItemsKey = "Other"; this.aggregatedItemsPaint = Color.lightGray; [CLASS] MultiplePiePlot [METHOD] <init> [RETURN_TYPE] CategoryDataset)  CategoryDataset dataset [VARIABLES] TextTitle seriesTitle Comparable aggregatedItemsKey TableOrder dataExtractOrder boolean double limit CategoryDataset dataset PiePlot piePlot Paint aggregatedItemsPaint Map sectionPaints long serialVersionUID JFreeChart pieChart  	projects/Chart12/source/org/jfree/chart/plot/MultiplePiePlot.java	0.5	146	146	1	
8	[BUG] [BUGGY] this.pieChart = new JFreeChart(piePlot); [FE] AssertionFailedError [CONTEXT] public MultiplePiePlot(CategoryDataset dataset) { super(); this.dataset = dataset; PiePlot piePlot = new PiePlot(null); [BUGGY] this.pieChart = new JFreeChart(piePlot); [BUGGY] this.pieChart.removeLegend(); this.dataExtractOrder = TableOrder.BY_COLUMN; this.pieChart.setBackgroundPaint(null); TextTitle seriesTitle = new TextTitle("Series Title", new Font("SansSerif", Font.BOLD, 12)); seriesTitle.setPosition(RectangleEdge.BOTTOM); this.pieChart.setTitle(seriesTitle); this.aggregatedItemsKey = "Other"; this.aggregatedItemsPaint = Color.lightGray; this.sectionPaints = new HashMap(); [CLASS] MultiplePiePlot [METHOD] <init> [RETURN_TYPE] CategoryDataset)  CategoryDataset dataset [VARIABLES] TextTitle seriesTitle Comparable aggregatedItemsKey TableOrder dataExtractOrder boolean double limit CategoryDataset dataset PiePlot piePlot Paint aggregatedItemsPaint Map sectionPaints long serialVersionUID JFreeChart pieChart  	projects/Chart12/source/org/jfree/chart/plot/MultiplePiePlot.java	0.5	147	147	1	
9	[BUG] [BUGGY] this.pieChart.removeLegend(); [FE] AssertionFailedError [CONTEXT] public MultiplePiePlot(CategoryDataset dataset) { super(); this.dataset = dataset; PiePlot piePlot = new PiePlot(null); this.pieChart = new JFreeChart(piePlot); [BUGGY] this.pieChart.removeLegend(); [BUGGY] this.dataExtractOrder = TableOrder.BY_COLUMN; this.pieChart.setBackgroundPaint(null); TextTitle seriesTitle = new TextTitle("Series Title", new Font("SansSerif", Font.BOLD, 12)); seriesTitle.setPosition(RectangleEdge.BOTTOM); this.pieChart.setTitle(seriesTitle); this.aggregatedItemsKey = "Other"; this.aggregatedItemsPaint = Color.lightGray; this.sectionPaints = new HashMap(); } [CLASS] MultiplePiePlot [METHOD] <init> [RETURN_TYPE] CategoryDataset)  CategoryDataset dataset [VARIABLES] TextTitle seriesTitle Comparable aggregatedItemsKey TableOrder dataExtractOrder boolean double limit CategoryDataset dataset PiePlot piePlot Paint aggregatedItemsPaint Map sectionPaints long serialVersionUID JFreeChart pieChart  	projects/Chart12/source/org/jfree/chart/plot/MultiplePiePlot.java	0.5	148	148	1	
10	[BUG] [BUGGY] this.dataExtractOrder = TableOrder.BY_COLUMN; [FE] AssertionFailedError [CONTEXT] public MultiplePiePlot(CategoryDataset dataset) { super(); this.dataset = dataset; PiePlot piePlot = new PiePlot(null); this.pieChart = new JFreeChart(piePlot); this.pieChart.removeLegend(); [BUGGY] this.dataExtractOrder = TableOrder.BY_COLUMN; [BUGGY] this.pieChart.setBackgroundPaint(null); TextTitle seriesTitle = new TextTitle("Series Title", new Font("SansSerif", Font.BOLD, 12)); seriesTitle.setPosition(RectangleEdge.BOTTOM); this.pieChart.setTitle(seriesTitle); this.aggregatedItemsKey = "Other"; this.aggregatedItemsPaint = Color.lightGray; this.sectionPaints = new HashMap(); } [CLASS] MultiplePiePlot [METHOD] <init> [RETURN_TYPE] CategoryDataset)  CategoryDataset dataset [VARIABLES] TextTitle seriesTitle Comparable aggregatedItemsKey TableOrder dataExtractOrder boolean double limit CategoryDataset dataset PiePlot piePlot Paint aggregatedItemsPaint Map sectionPaints long serialVersionUID JFreeChart pieChart  	projects/Chart12/source/org/jfree/chart/plot/MultiplePiePlot.java	0.5	149	149	1	
