bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	action	patch
1	[BUG] [BUGGY] return cVerbose.get(); [FE] AssertionFailedError testDateTimeZoneBuilder [CONTEXT] public static boolean verbose() { [BUGGY] return cVerbose.get(); [BUGGY] } [CLASS] ZoneInfoCompiler DateTimeOfYear Rule RuleSet Zone [METHOD] verbose [RETURN_TYPE] boolean  [VARIABLES] DateTimeOfYear cStartOfYear dtOfYear iDateTimeOfYear iUntilDateTimeOfYear boolean advance iAdvanceDayOfWeek ThreadLocal cVerbose Zone iNext char iZoneChar zoneChar List iLinks iRules iZones Chronology cLenientISO String iFormat iLetterS iName iRules iType name str Map iRuleSets int day dayOfWeek iDayOfMonth iDayOfWeek iFromYear iMillisOfDay iMonthOfYear iOffsetMillis iSaveMillis iToYear iUntilYear index millis month year  	projects/Time11/src/main/java/org/joda/time/tz/ZoneInfoCompiler.java	0.7071067811865475	78	78	1	replace	
2	[BUG] [BUGGY] [FE] AssertionFailedError testDateTimeZoneBuilder [CONTEXT] public static boolean verbose() { [BUGGY] [BUGGY] return cVerbose.get(); } [CLASS] ZoneInfoCompiler DateTimeOfYear Rule RuleSet Zone [METHOD] verbose [RETURN_TYPE] boolean  [VARIABLES] DateTimeOfYear cStartOfYear dtOfYear iDateTimeOfYear iUntilDateTimeOfYear boolean advance iAdvanceDayOfWeek ThreadLocal cVerbose Zone iNext char iZoneChar zoneChar List iLinks iRules iZones Chronology cLenientISO String iFormat iLetterS iName iRules iType name str Map iRuleSets int day dayOfWeek iDayOfMonth iDayOfWeek iFromYear iMillisOfDay iMonthOfYear iOffsetMillis iSaveMillis iToYear iUntilYear index millis month year  	projects/Time11/src/main/java/org/joda/time/tz/ZoneInfoCompiler.java	0.7071067811865475	78	78	1	add	
3	[BUG] [BUGGY] [FE] AssertionFailedError testDateTimeZoneBuilder [CONTEXT] static Chronology cLenientISO; [CLASS] ZoneInfoCompiler DateTimeOfYear Rule RuleSet Zone  [VARIABLES] 	projects/Time11/src/main/java/org/joda/time/tz/ZoneInfoCompiler.java	0.5	68	68	1	replace	
4	[BUG] [BUGGY] [FE] AssertionFailedError testDateTimeZoneBuilder [CONTEXT] static Chronology cLenientISO; [CLASS] ZoneInfoCompiler DateTimeOfYear Rule RuleSet Zone  [VARIABLES] 	projects/Time11/src/main/java/org/joda/time/tz/ZoneInfoCompiler.java	0.5	68	68	1	add	
5	[BUG] [BUGGY] [FE] AssertionFailedError testDateTimeZoneBuilder [CONTEXT] static ThreadLocal<Boolean> cVerbose = new ThreadLocal<Boolean>(); [CLASS] ZoneInfoCompiler DateTimeOfYear Rule RuleSet Zone  [VARIABLES] 	projects/Time11/src/main/java/org/joda/time/tz/ZoneInfoCompiler.java	0.5	70	70	1	replace	
6	[BUG] [BUGGY] [FE] AssertionFailedError testDateTimeZoneBuilder [CONTEXT] static ThreadLocal<Boolean> cVerbose = new ThreadLocal<Boolean>(); [CLASS] ZoneInfoCompiler DateTimeOfYear Rule RuleSet Zone  [VARIABLES] 	projects/Time11/src/main/java/org/joda/time/tz/ZoneInfoCompiler.java	0.5	70	70	1	add	
8	[BUG] [BUGGY] [FE] AssertionFailedError testDateTimeZoneBuilder [CONTEXT] private List<String> iLinks; [CLASS] ZoneInfoCompiler DateTimeOfYear Rule RuleSet Zone  [VARIABLES] 	projects/Time11/src/main/java/org/joda/time/tz/ZoneInfoCompiler.java	0.0	354	354	1	replace	
9	[BUG] [BUGGY] [FE] AssertionFailedError testDateTimeZoneBuilder [CONTEXT] private List<String> iLinks; [CLASS] ZoneInfoCompiler DateTimeOfYear Rule RuleSet Zone  [VARIABLES] 	projects/Time11/src/main/java/org/joda/time/tz/ZoneInfoCompiler.java	0.0	354	354	1	add	
10	[BUG] [BUGGY] iRuleSets = new HashMap<String, RuleSet>(); [FE] AssertionFailedError testDateTimeZoneBuilder [CONTEXT] public ZoneInfoCompiler() { [BUGGY] iRuleSets = new HashMap<String, RuleSet>(); [BUGGY] iZones = new ArrayList<Zone>(); iLinks = new ArrayList<String>(); } [CLASS] ZoneInfoCompiler DateTimeOfYear Rule RuleSet Zone [METHOD] <init> [RETURN_TYPE] ZoneInfoCompiler()  [VARIABLES] DateTimeOfYear cStartOfYear iDateTimeOfYear iUntilDateTimeOfYear boolean iAdvanceDayOfWeek ThreadLocal cVerbose Zone iNext char iZoneChar List iLinks iRules iZones Chronology cLenientISO String iFormat iLetterS iName iRules iType Map iRuleSets int iDayOfMonth iDayOfWeek iFromYear iMillisOfDay iMonthOfYear iOffsetMillis iSaveMillis iToYear iUntilYear  	projects/Time11/src/main/java/org/joda/time/tz/ZoneInfoCompiler.java	0.0	355	355	1	replace	
11	[BUG] [BUGGY] [FE] AssertionFailedError testDateTimeZoneBuilder [CONTEXT] public ZoneInfoCompiler() { [BUGGY] [BUGGY] iRuleSets = new HashMap<String, RuleSet>(); iZones = new ArrayList<Zone>(); iLinks = new ArrayList<String>(); } [CLASS] ZoneInfoCompiler DateTimeOfYear Rule RuleSet Zone [METHOD] <init> [RETURN_TYPE] ZoneInfoCompiler()  [VARIABLES] DateTimeOfYear cStartOfYear iDateTimeOfYear iUntilDateTimeOfYear boolean iAdvanceDayOfWeek ThreadLocal cVerbose Zone iNext char iZoneChar List iLinks iRules iZones Chronology cLenientISO String iFormat iLetterS iName iRules iType Map iRuleSets int iDayOfMonth iDayOfWeek iFromYear iMillisOfDay iMonthOfYear iOffsetMillis iSaveMillis iToYear iUntilYear  	projects/Time11/src/main/java/org/joda/time/tz/ZoneInfoCompiler.java	0.0	355	355	1	add	
