bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]    if(str.startsWith( "-- "))  {  if(str.startsWith( "-- "))  {  return  str.substring(1,  str.length());  }  [CE]  illegal  start  of  expression  [CONTEXT]  static  String  stripLeadingHyphens(String  str)  {  if  (str  ==  null)  {  [BUGGY]    if(str.startsWith( "-- "))  {  if(str.startsWith( "-- "))  {  return  str.substring(1,  str.length());  }  [BUGGY]  return  null;  }  if  (str.startsWith( "-- "))  {  return  str.substring(2,  str.length());  }  else  if  (str.startsWith( "- "))  {  return  str.substring(1,  str.length());  }  [CLASS]  Util  [METHOD]  stripLeadingHyphens  [RETURN_TYPE]  String  String  str  [VARIABLES]  boolean  String  str  	projects/Cli29/src/java/org/apache/commons/cli/Util.java	0.0	40	40	1	replace	    if(str.startsWith( "-- "))  {  if(str.startsWith( "-- "))  {  return  str.substring(1,  str.length());  }		non-compiled	[CE]  illegal  start  of  expression	17	None	add
2	[BUG]  [BUGGY]    if(str.startsWith( "-- "))  {  if(str.startsWith( "-- "))  {  return  str.substring(2,  str.length());  }  [CE]  illegal  start  of  expression  [CONTEXT]  static  String  stripLeadingHyphens(String  str)  {  if  (str  ==  null)  {  [BUGGY]    if(str.startsWith( "-- "))  {  if(str.startsWith( "-- "))  {  return  str.substring(2,  str.length());  }  [BUGGY]  return  null;  }  if  (str.startsWith( "-- "))  {  return  str.substring(2,  str.length());  }  else  if  (str.startsWith( "- "))  {  return  str.substring(1,  str.length());  }  [CLASS]  Util  [METHOD]  stripLeadingHyphens  [RETURN_TYPE]  String  String  str  [VARIABLES]  boolean  String  str  	projects/Cli29/src/java/org/apache/commons/cli/Util.java	0.0	40	40	1	replace	    if(str.startsWith( "-- "))  {  if(str.startsWith( "-- "))  {  return  str.substring(2,  str.length());  }		non-compiled	[CE]  illegal  start  of  expression	17	None	add
3	[BUG]  [BUGGY]    if(str.startsWith( "- "))  {  str.substring(0,  str.length());  if(str.startsWith( "- "))  {  return  str.substring(1,  str.length());  }  [CE]  illegal  start  of  expression  [CONTEXT]  static  String  stripLeadingHyphens(String  str)  {  if  (str  ==  null)  {  [BUGGY]    if(str.startsWith( "- "))  {  str.substring(0,  str.length());  if(str.startsWith( "- "))  {  return  str.substring(1,  str.length());  }  [BUGGY]  return  null;  }  if  (str.startsWith( "-- "))  {  return  str.substring(2,  str.length());  }  else  if  (str.startsWith( "- "))  {  return  str.substring(1,  str.length());  }  [CLASS]  Util  [METHOD]  stripLeadingHyphens  [RETURN_TYPE]  String  String  str  [VARIABLES]  boolean  String  str  	projects/Cli29/src/java/org/apache/commons/cli/Util.java	0.0	40	40	1	replace	    if(str.startsWith( "- "))  {  str.substring(0,  str.length());  if(str.startsWith( "- "))  {  return  str.substring(1,  str.length());  }		non-compiled	[CE]  illegal  start  of  expression	17	None	add
4	[BUG]  [BUGGY]    if(str.startsWith( "- "))  {  if(str.startsWith( "- "))  {  return  str.substring(1,  str.length());  }  [CE]  illegal  start  of  expression  [CONTEXT]  static  String  stripLeadingHyphens(String  str)  {  if  (str  ==  null)  {  [BUGGY]    if(str.startsWith( "- "))  {  if(str.startsWith( "- "))  {  return  str.substring(1,  str.length());  }  [BUGGY]  return  null;  }  if  (str.startsWith( "-- "))  {  return  str.substring(2,  str.length());  }  else  if  (str.startsWith( "- "))  {  return  str.substring(1,  str.length());  }  [CLASS]  Util  [METHOD]  stripLeadingHyphens  [RETURN_TYPE]  String  String  str  [VARIABLES]  boolean  String  str  	projects/Cli29/src/java/org/apache/commons/cli/Util.java	0.0	40	40	1	replace	    if(str.startsWith( "- "))  {  if(str.startsWith( "- "))  {  return  str.substring(1,  str.length());  }		non-compiled	[CE]  illegal  start  of  expression	17	None	add
5	[BUG]  [BUGGY]    if(str.startsWith( "- "))  {  str.substring(0,  str.length());  if(str.startsWith( "- "))  {  return  str.substring(2,  str.length());  }  [CE]  illegal  start  of  expression  [CONTEXT]  static  String  stripLeadingHyphens(String  str)  {  if  (str  ==  null)  {  [BUGGY]    if(str.startsWith( "- "))  {  str.substring(0,  str.length());  if(str.startsWith( "- "))  {  return  str.substring(2,  str.length());  }  [BUGGY]  return  null;  }  if  (str.startsWith( "-- "))  {  return  str.substring(2,  str.length());  }  else  if  (str.startsWith( "- "))  {  return  str.substring(1,  str.length());  }  [CLASS]  Util  [METHOD]  stripLeadingHyphens  [RETURN_TYPE]  String  String  str  [VARIABLES]  boolean  String  str  	projects/Cli29/src/java/org/apache/commons/cli/Util.java	0.0	40	40	1	replace	    if(str.startsWith( "- "))  {  str.substring(0,  str.length());  if(str.startsWith( "- "))  {  return  str.substring(2,  str.length());  }		non-compiled	[CE]  illegal  start  of  expression	17	None	add
11	[BUG]  [BUGGY]  [FE]  ComparisonFailure  testStripLeadingAndTrailingQuotes  [CONTEXT]  static  String  stripLeadingAndTrailingQuotes(String  str)  {  if  (str.startsWith( "\ " "))  {  str  =  str.substring(1,  str.length());  }  int  length  =  str.length();  if  (str.endsWith( "\ " "))  {  [BUGGY]    str  =  str.substring(0,  length  -  1);  [BUGGY]  str  =  str.substring(0,  length  -  1);  }  return  str;  }  [CLASS]  Util  [METHOD]  stripLeadingAndTrailingQuotes  [RETURN_TYPE]  String  String  str  [VARIABLES]  boolean  String  str  int  length  	projects/Cli29/src/java/org/apache/commons/cli/Util.java	1.0	72	72	1	add	    str  =  str.substring(0,  length  -  1);		compilable	  [FE]  ComparisonFailure  testStripLeadingAndTrailingQuotes	10	1
12	[BUG]  [BUGGY]    str  =  str.substring(0,  length  -  1);  [FE]  ComparisonFailure  testStripLeadingAndTrailingQuotes  [CONTEXT]  static  String  stripLeadingAndTrailingQuotes(String  str)  {  if  (str.startsWith( "\ " "))  {  str  =  str.substring(1,  str.length());  }  int  length  =  str.length();  if  (str.endsWith( "\ " "))  {  [BUGGY]    str  =  str.substring(0,  length  -  1);  [BUGGY]  str  =  str.substring(0,  length  -  1);  }  return  str;  }  [CLASS]  Util  [METHOD]  stripLeadingAndTrailingQuotes  [RETURN_TYPE]  String  String  str  [VARIABLES]  boolean  String  str  int  length  	projects/Cli29/src/java/org/apache/commons/cli/Util.java	1.0	72	72	1	replace	    str  =  str.substring(0,  length  -  1);		compilable	  [FE]  ComparisonFailure  testStripLeadingAndTrailingQuotes	10	1	add
12	[BUG]  [BUGGY]  [FE]  ComparisonFailure  testStripLeadingAndTrailingQuotes  [CONTEXT]  static  String  stripLeadingAndTrailingQuotes(String  str)  {  if  (str.startsWith( "\ " "))  {  str  =  str.substring(1,  str.length());  }  int  length  =  str.length();  if  (str.endsWith( "\ " "))  {  [BUGGY]    str  =  str.substring(0,  length);  [BUGGY]  str  =  str.substring(0,  length  -  1);  }  return  str;  }  [CLASS]  Util  [METHOD]  stripLeadingAndTrailingQuotes  [RETURN_TYPE]  String  String  str  [VARIABLES]  boolean  String  str  int  length  	projects/Cli29/src/java/org/apache/commons/cli/Util.java	1.0	72	72	1	add	    str  =  str.substring(0,  length);		compilable	  [FE]  ComparisonFailure  testStripLeadingAndTrailingQuotes	10	1
13	[BUG]  [BUGGY]    str  =  str.substring(0,  length);  [FE]  ComparisonFailure  testStripLeadingAndTrailingQuotes  [CONTEXT]  static  String  stripLeadingAndTrailingQuotes(String  str)  {  if  (str.startsWith( "\ " "))  {  str  =  str.substring(1,  str.length());  }  int  length  =  str.length();  if  (str.endsWith( "\ " "))  {  [BUGGY]    str  =  str.substring(0,  length);  [BUGGY]  str  =  str.substring(0,  length  -  1);  }  return  str;  }  [CLASS]  Util  [METHOD]  stripLeadingAndTrailingQuotes  [RETURN_TYPE]  String  String  str  [VARIABLES]  boolean  String  str  int  length  	projects/Cli29/src/java/org/apache/commons/cli/Util.java	1.0	72	72	1	replace	    str  =  str.substring(0,  length);		compilable	  [FE]  ComparisonFailure  testStripLeadingAndTrailingQuotes	10	1	add
13	[BUG]  [BUGGY]  [FE]  StringIndexOutOfBoundsException  testStripLeadingAndTrailingQuotes  [CONTEXT]  static  String  stripLeadingAndTrailingQuotes(String  str)  {  if  (str.startsWith( "\ " "))  {  str  =  str.substring(1,  str.length());  }  int  length  =  str.length();  if  (str.endsWith( "\ " "))  {  [BUGGY]    str  =  str.substring(2,  length);  [BUGGY]  str  =  str.substring(0,  length  -  1);  }  return  str;  }  [CLASS]  Util  [METHOD]  stripLeadingAndTrailingQuotes  [RETURN_TYPE]  String  String  str  [VARIABLES]  boolean  String  str  int  length  	projects/Cli29/src/java/org/apache/commons/cli/Util.java	1.0	72	72	1	add	    str  =  str.substring(2,  length);		compilable	  [FE]  StringIndexOutOfBoundsException  testStripLeadingAndTrailingQuotes	10	1
