bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action5	[BUG]  [BUGGY]    [CE]  cannot  find  symbol  gap  [CONTEXT]  if  (!letters  &&  !numbers)  {  end  =  Integer.MAX_VALUE;  }  else  {  end  =  'z'  +  1;  start  =  '  ';  }  }  }  char[]  buffer  =  new  char[count];  [BUGGY]    [BUGGY]    while  (count--  !=  0)  {  char  ch;  if  (chars  ==  null)  {  ch  =  (char)  (random.nextInt(gap)  +  start);  }  else  {  ch  =  chars[random.nextInt(gap)  +  start];  }  if  (letters  &&  Character.isLetter(ch)  ||  numbers  &&  Character.isDigit(ch)  [CLASS]  RandomStringUtils  [METHOD]  random  [RETURN_TYPE]  String  int  count  int  start  int  end  boolean  letters  boolean  numbers  char[]  chars  Random  random  [VARIABLES]  char  ch  boolean  letters  numbers  Random  RANDOM  random  int  count  end  gap  start  char[]  buffer  chars  	projects/Lang11/src/main/java/org/apache/commons/lang3/RandomStringUtils.java	0.5	248	248	1	replace	  	int  gap  =  end  -  start;  	non-compiled	[CE]  cannot  find  symbol  gap	9	None	replace
11	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testLANG807  [CONTEXT]  public  static  String  random(int  count,  int  start,  int  end,  boolean  letters,  boolean  numbers)  {  [BUGGY]    random(count,  start,  end,  letters,  numbers,  null,  RANDOM);  [BUGGY]  return  random(count,  start,  end,  letters,  numbers,  null,  RANDOM);  }  [CLASS]  RandomStringUtils  [METHOD]  random  [RETURN_TYPE]  String  int  count  int  start  int  end  boolean  letters  boolean  numbers  [VARIABLES]  Random  RANDOM  int  count  end  start  boolean  letters  numbers  	projects/Lang11/src/main/java/org/apache/commons/lang3/RandomStringUtils.java	0.5	163	163	1	add	    random(count,  start,  end,  letters,  numbers,  null,  RANDOM);		compilable	  [FE]  AssertionFailedError  testLANG807	4	1
12	[BUG]  [BUGGY]    random(count,  start,  end,  letters,  numbers,  null,  RANDOM);  [FE]  AssertionFailedError  testLANG807  [CONTEXT]  public  static  String  random(int  count,  int  start,  int  end,  boolean  letters,  boolean  numbers)  {  [BUGGY]    random(count,  start,  end,  letters,  numbers,  null,  RANDOM);  [BUGGY]  return  random(count,  start,  end,  letters,  numbers,  null,  RANDOM);  }  [CLASS]  RandomStringUtils  [METHOD]  random  [RETURN_TYPE]  String  int  count  int  start  int  end  boolean  letters  boolean  numbers  [VARIABLES]  Random  RANDOM  int  count  end  start  boolean  letters  numbers  	projects/Lang11/src/main/java/org/apache/commons/lang3/RandomStringUtils.java	0.5	163	163	1	replace	    random(count,  start,  end,  letters,  numbers,  null,  RANDOM);		compilable	  [FE]  AssertionFailedError  testLANG807	4	1	add
12	[BUG]  [BUGGY]    Random  RANDOM  =  random(count,  start,  end,  letters,  numbers);  [CE]  incompatible  types  [CONTEXT]  public  static  String  random(int  count,  int  start,  int  end,  boolean  letters,  boolean  numbers)  {  [BUGGY]    Random  RANDOM  =  random(count,  start,  end,  letters,  numbers);  [BUGGY]  return  random(count,  start,  end,  letters,  numbers,  null,  RANDOM);  }  [CLASS]  RandomStringUtils  [METHOD]  random  [RETURN_TYPE]  String  int  count  int  start  int  end  boolean  letters  boolean  numbers  [VARIABLES]  Random  RANDOM  int  count  end  start  boolean  letters  numbers  	projects/Lang11/src/main/java/org/apache/commons/lang3/RandomStringUtils.java	0.5	163	163	1	replace	    Random  RANDOM  =  random(count,  start,  end,  letters,  numbers);		non-compiled	[CE]  incompatible  types	4	None	add
13	[BUG]  [BUGGY]    Random  RANDOM  =  NumberOutput.parseInt(count,  start,  end,  letters,  numbers);  [CE]  cannot  find  symbol  NumberOutput  [CONTEXT]  public  static  String  random(int  count,  int  start,  int  end,  boolean  letters,  boolean  numbers)  {  [BUGGY]    Random  RANDOM  =  NumberOutput.parseInt(count,  start,  end,  letters,  numbers);  [BUGGY]  return  random(count,  start,  end,  letters,  numbers,  null,  RANDOM);  }  [CLASS]  RandomStringUtils  [METHOD]  random  [RETURN_TYPE]  String  int  count  int  start  int  end  boolean  letters  boolean  numbers  [VARIABLES]  Random  RANDOM  int  count  end  start  boolean  letters  numbers  	projects/Lang11/src/main/java/org/apache/commons/lang3/RandomStringUtils.java	0.5	163	163	1	replace	    Random  RANDOM  =  NumberOutput.parseInt(count,  start,  end,  letters,  numbers);		non-compiled	[CE]  cannot  find  symbol  NumberOutput	4	None	add
14	[BUG]  [BUGGY]    Random  RANDOM  =  NumberInput.parseAsString(count,  start,  end,  letters,  numbers);  [CE]  cannot  find  symbol  NumberInput  [CONTEXT]  public  static  String  random(int  count,  int  start,  int  end,  boolean  letters,  boolean  numbers)  {  [BUGGY]    Random  RANDOM  =  NumberInput.parseAsString(count,  start,  end,  letters,  numbers);  [BUGGY]  return  random(count,  start,  end,  letters,  numbers,  null,  RANDOM);  }  [CLASS]  RandomStringUtils  [METHOD]  random  [RETURN_TYPE]  String  int  count  int  start  int  end  boolean  letters  boolean  numbers  [VARIABLES]  Random  RANDOM  int  count  end  start  boolean  letters  numbers  	projects/Lang11/src/main/java/org/apache/commons/lang3/RandomStringUtils.java	0.5	163	163	1	replace	    Random  RANDOM  =  NumberInput.parseAsString(count,  start,  end,  letters,  numbers);		non-compiled	[CE]  cannot  find  symbol  NumberInput	4	None	add
25	[BUG]  [BUGGY]    [CE]  cannot  find  symbol  buffer  [CONTEXT]  }  else  {  if  (!letters  &&  !numbers)  {  end  =  Integer.MAX_VALUE;  }  else  {  end  =  'z'  +  1;  start  =  '  ';  }  }  }  [BUGGY]    [BUGGY]  int  gap  =  end  -  start;  while  (count--  !=  0)  {  char  ch;  if  (chars  ==  null)  {  ch  =  (char)  (random.nextInt(gap)  +  start);  }  else  {  ch  =  chars[random.nextInt(gap)  +  start];  }  if  (letters  &&  Character.isLetter(ch)  [CLASS]  RandomStringUtils  [METHOD]  random  [RETURN_TYPE]  String  int  count  int  start  int  end  boolean  letters  boolean  numbers  char[]  chars  Random  random  [VARIABLES]  char  ch  boolean  letters  numbers  Random  RANDOM  random  int  count  end  gap  start  char[]  buffer  chars  	projects/Lang11/src/main/java/org/apache/commons/lang3/RandomStringUtils.java	0.5	247	247	1	replace	  	char[]  buffer  =  new  char[count];  	non-compiled	[CE]  cannot  find  symbol  buffer	7	None	replace
31	[BUG]  [BUGGY]  if((  letters  &&  Character.isLetter(ch))  ||(numbers  &&  Character.isDigit(ch))  ||(!letters  &&!numbers))  {  [CE]  cannot  find  symbol  ch  [CONTEXT]  char[]  chars,  Random  random)  {  [BUGGY]  if((  letters  &&  Character.isLetter(ch))  ||(numbers  &&  Character.isDigit(ch))  ||(!letters  &&!numbers))  {  [BUGGY]  return   " ";  }  else  if  (count  <  0)  {  throw  new  IllegalArgumentException( "Requested  random  string  length   "  +  count  +   "  is  less  than  0. ");  }  if  (chars  !=  null  &&  chars.length  ==  0)  {  throw  new  IllegalArgumentException( "The  chars  array  must  not  be  empty ");  }  if  (start  ==  0  &&  end  ==  0)  {  if  (chars  !=  null)  {  [CLASS]  RandomStringUtils  [METHOD]  random  [RETURN_TYPE]  String  int  count  int  start  int  end  boolean  letters  boolean  numbers  char[]  chars  Random  random  [VARIABLES]  char  ch  boolean  letters  numbers  Random  RANDOM  random  int  count  end  gap  start  char[]  buffer  chars  	projects/Lang11/src/main/java/org/apache/commons/lang3/RandomStringUtils.java	0.4472135954999579	225	225	1	replace	if((  letters  &&  Character.isLetter(ch))  ||(numbers  &&  Character.isDigit(ch))  ||(!letters  &&!numbers))  {	if  (count  ==  0)  {  	non-compiled	[CE]  cannot  find  symbol  ch	15	None	replace
32	[BUG]  [BUGGY]  if((  letters  &&  Character.isLetter(ch)||(numbers  &&  Character.isDigit(ch))  ||(!letters  &&!numbers))  {  [CE]  ')'  expected  [CONTEXT]  char[]  chars,  Random  random)  {  [BUGGY]  if((  letters  &&  Character.isLetter(ch)||(numbers  &&  Character.isDigit(ch))  ||(!letters  &&!numbers))  {  [BUGGY]  return   " ";  }  else  if  (count  <  0)  {  throw  new  IllegalArgumentException( "Requested  random  string  length   "  +  count  +   "  is  less  than  0. ");  }  if  (chars  !=  null  &&  chars.length  ==  0)  {  throw  new  IllegalArgumentException( "The  chars  array  must  not  be  empty ");  }  if  (start  ==  0  &&  end  ==  0)  {  if  (chars  !=  null)  {  [CLASS]  RandomStringUtils  [METHOD]  random  [RETURN_TYPE]  String  int  count  int  start  int  end  boolean  letters  boolean  numbers  char[]  chars  Random  random  [VARIABLES]  char  ch  boolean  letters  numbers  Random  RANDOM  random  int  count  end  gap  start  char[]  buffer  chars  	projects/Lang11/src/main/java/org/apache/commons/lang3/RandomStringUtils.java	0.4472135954999579	225	225	1	replace	if((  letters  &&  Character.isLetter(ch)||(numbers  &&  Character.isDigit(ch))  ||(!letters  &&!numbers))  {	if  (count  ==  0)  {  	non-compiled	[CE]  ')'  expected	15	None	replace
33	[BUG]  [BUGGY]  if((  letters  &&  Character.isLetter(ch))  ||(numbers  &&  Character.isDigit(ch)))  {  [CE]  cannot  find  symbol  ch  [CONTEXT]  char[]  chars,  Random  random)  {  [BUGGY]  if((  letters  &&  Character.isLetter(ch))  ||(numbers  &&  Character.isDigit(ch)))  {  [BUGGY]  return   " ";  }  else  if  (count  <  0)  {  throw  new  IllegalArgumentException( "Requested  random  string  length   "  +  count  +   "  is  less  than  0. ");  }  if  (chars  !=  null  &&  chars.length  ==  0)  {  throw  new  IllegalArgumentException( "The  chars  array  must  not  be  empty ");  }  if  (start  ==  0  &&  end  ==  0)  {  if  (chars  !=  null)  {  [CLASS]  RandomStringUtils  [METHOD]  random  [RETURN_TYPE]  String  int  count  int  start  int  end  boolean  letters  boolean  numbers  char[]  chars  Random  random  [VARIABLES]  char  ch  boolean  letters  numbers  Random  RANDOM  random  int  count  end  gap  start  char[]  buffer  chars  	projects/Lang11/src/main/java/org/apache/commons/lang3/RandomStringUtils.java	0.4472135954999579	225	225	1	replace	if((  letters  &&  Character.isLetter(ch))  ||(numbers  &&  Character.isDigit(ch)))  {	if  (count  ==  0)  {  	non-compiled	[CE]  cannot  find  symbol  ch	15	None	replace
