projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71BigFractionTHREE_FIFTHS=newBigFraction(3,5);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71BigFractionTHREE_FIFTHS=newBigFraction(4,5);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71BigFractionTHREE_FIFTHS=newBigFraction(4,4);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71BigFractionTHREE_FIFTHS=newBigFraction(3,4);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71BigFractionTHREE_FIFTHS=newBigFraction(2,5);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(3,5);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(2,2);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(4,4);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(1,2);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(0,0);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71BigFractionTHREE_FIFTHS=newBigFraction(3,3);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71newBigFraction(0,0);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71newBigFraction(4,4);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71newBigFraction(2,2);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71BigFraction.this.truncate();
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71newBigFraction(0,5);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(4,4);BigFraction<THREE_FIFTHS=newBigFraction<THREE_FIFTHS>(4,4);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(4,4);BigFraction<THREE_FIFTHS=newBigFraction<THREE_FIFTHS>();
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(4,4);BigFraction<THREE_FIFTHS=newBigFraction<THREE_FIFTHS;
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(4,4);finalAssertionError<THREE_FIFTHS;
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(4,4);BigFraction<THREE_FIFTHS=newBigFraction(4,4);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71BigFractionTHREE_FIFTHS=newBigFraction(2,2);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71BigFractionTHREE_FIFTHS=newBigFraction(1,2);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71BigFractionTHREE_FIFTHS=newBigFraction(0,0);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(0,0);this.exceptionInInitializerError=newExceptionInInitializerError();
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(0,0);this.exceptionInInitializerError=newExceptionInInitializerError(THREE_FIFTHS);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(0,0);this.exceptionInInitializerError=newExceptionInInitializerError(tHREE_FIFTHS);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(0,0);this.exceptionInInitializerError=newExceptionInInitializerError("THREE_FIFTHS");
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(0,0);this.exceptionInInitializerError=newExceptionInInitializerError(THREE_FIFTHS,1);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71BigFractionTHREE_FIFTHS=newBigFraction(2,4);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71BigFractionTHREE_FIFTHS=newBigFraction(2,3);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(2,2);finalAssertionError{returnnewAssertionError(THREE_FIFTHS);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(2,2);finalAssertionError{returnnewAssertionError(THREE_FIFTHS.length());
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(2,2);finalAssertionError{returnnewAssertionError(tHREE_FIFTHS);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(2,2);finalAssertionError{returnnewAssertionError(THREE_FIFTHS,1);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(2,2);finalAssertionError{returnnewAssertionError(THREE_FIFTHS,2);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(10,2);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(1,2);BigFraction<THREE_FIFTHS>=newBigFraction<THREE_FIFTHS>(THREE_FIFTHS);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(1,2);BigFraction<THREE_FIFTHS>=newBigFraction<THREE_FIFTHS>();
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(1,2);BigFraction<THREE_FIFTHS>=newBigFraction<THREE_FIFTHS>(THREE_FIFTHS.length);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(1,2);BigFraction<THREE_FIFTHS>=newBigFraction<THREE_FIFTHS>(1,2);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(1,2);BigFraction<THREE_FIFTHS>=newBigFraction<THREE_FIFTHS>(0,0);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(10,10);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71newBigFraction(1,2);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71newBigFraction(2,3);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71newBigFraction(3,2);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71newBigFraction(2,4);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71newBigFraction(4,5);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71newBigFraction(2,5);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71newBigFraction(3,5);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71newBigFraction(1,5);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(10,0);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(1,1);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(0,1);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71BigFraction.this.truncate(false);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71BigFraction.this.truncateAll();
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(2,2);finalAssertionError<THREE_FIFTHS=newBigFraction(2,2);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(2,2);finalAssertionError<THREE_FIFTHS=newBigFraction(1,2);
projects/Math36/src/main/java/org/apache/commons/math/fraction/BigFraction.java71publicstaticfinalBigFractionTHREE_FIFTHS=newBigFraction(2,2);if(THREE_FIFTHS!=null){thrownewIllegalArgumentException("Failedtoparse:"+THREE_FIFTHS.toString());}
