bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	action	patch
1	[BUG] [BUGGY] return addOrUpdate(new Double(x), new Double(y)); [FE] java.lang.IndexOutOfBoundsException: Index: -1 [CONTEXT] public XYDataItem addOrUpdate(double x, double y) { [BUGGY] return addOrUpdate(new Double(x), new Double(y)); [BUGGY] } [CLASS] XYSeries [METHOD] addOrUpdate [RETURN_TYPE] XYDataItem  double x double y [VARIABLES] List data boolean allowDuplicateXValues autoSort dataRemoved notify long serialVersionUID int end i index maximum maximumItemCount size start double x y  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.7071067811865475	527	527	1	replace	
2	[BUG] [BUGGY] [FE] java.lang.IndexOutOfBoundsException: Index: -1 [CONTEXT] public XYDataItem addOrUpdate(double x, double y) { [BUGGY] [BUGGY] return addOrUpdate(new Double(x), new Double(y)); } [CLASS] XYSeries [METHOD] addOrUpdate [RETURN_TYPE] XYDataItem  double x double y [VARIABLES] List data boolean allowDuplicateXValues autoSort dataRemoved notify long serialVersionUID int end i index maximum maximumItemCount size start double x y  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.7071067811865475	527	527	1	add	
3	[BUG] [BUGGY] this.data.add(-index - 1, new XYDataItem(x, y)); [FE] java.lang.IndexOutOfBoundsException: Index: -1 [CONTEXT] throw new SeriesException("Couldn't clone XYDataItem!"); } existing.setY(y); } else {     if (this.autoSort) { [BUGGY] this.data.add(-index - 1, new XYDataItem(x, y)); [BUGGY] } else { this.data.add(new XYDataItem(x, y)); }  if (getItemCount() > this.maximumItemCount) { this.data.remove(0); } } [CLASS] XYSeries [METHOD] addOrUpdate [RETURN_TYPE] XYDataItem  Number x Number y [VARIABLES] boolean allowDuplicateXValues autoSort dataRemoved notify Number x y List data long serialVersionUID int end i index maximum maximumItemCount size start XYDataItem existing overwritten CloneNotSupportedException e  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.7071067811865475	564	564	1	replace	
4	[BUG] [BUGGY] [FE] java.lang.IndexOutOfBoundsException: Index: -1 [CONTEXT] throw new SeriesException("Couldn't clone XYDataItem!"); } existing.setY(y); } else {     if (this.autoSort) { [BUGGY] [BUGGY] this.data.add(-index - 1, new XYDataItem(x, y)); } else { this.data.add(new XYDataItem(x, y)); }  if (getItemCount() > this.maximumItemCount) { this.data.remove(0); } } [CLASS] XYSeries [METHOD] addOrUpdate [RETURN_TYPE] XYDataItem  Number x Number y [VARIABLES] boolean allowDuplicateXValues autoSort dataRemoved notify Number x y List data long serialVersionUID int end i index maximum maximumItemCount size start XYDataItem existing overwritten CloneNotSupportedException e  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.7071067811865475	564	564	1	add	
5	[BUG] [BUGGY] if (this.autoSort) { [FE] java.lang.IndexOutOfBoundsException: Index: -1 [CONTEXT] catch (CloneNotSupportedException e) { throw new SeriesException("Couldn't clone XYDataItem!"); } existing.setY(y); } else {     [BUGGY] if (this.autoSort) { [BUGGY] this.data.add(-index - 1, new XYDataItem(x, y)); } else { this.data.add(new XYDataItem(x, y)); }  if (getItemCount() > this.maximumItemCount) { this.data.remove(0); } } [CLASS] XYSeries [METHOD] addOrUpdate [RETURN_TYPE] XYDataItem  Number x Number y [VARIABLES] boolean allowDuplicateXValues autoSort dataRemoved notify Number x y List data long serialVersionUID int end i index maximum maximumItemCount size start XYDataItem existing overwritten CloneNotSupportedException e  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.5773502691896258	563	563	1	replace	
6	[BUG] [BUGGY] [FE] java.lang.IndexOutOfBoundsException: Index: -1 [CONTEXT] catch (CloneNotSupportedException e) { throw new SeriesException("Couldn't clone XYDataItem!"); } existing.setY(y); } else {     [BUGGY] [BUGGY] if (this.autoSort) { this.data.add(-index - 1, new XYDataItem(x, y)); } else { this.data.add(new XYDataItem(x, y)); }  if (getItemCount() > this.maximumItemCount) { this.data.remove(0); } } [CLASS] XYSeries [METHOD] addOrUpdate [RETURN_TYPE] XYDataItem  Number x Number y [VARIABLES] boolean allowDuplicateXValues autoSort dataRemoved notify Number x y List data long serialVersionUID int end i index maximum maximumItemCount size start XYDataItem existing overwritten CloneNotSupportedException e  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.5773502691896258	563	563	1	add	
7	[BUG] [BUGGY] if (getItemCount() > this.maximumItemCount) { [FE] java.lang.IndexOutOfBoundsException: Index: -1 [CONTEXT]    if (this.autoSort) { this.data.add(-index - 1, new XYDataItem(x, y)); } else { this.data.add(new XYDataItem(x, y)); }  [BUGGY] if (getItemCount() > this.maximumItemCount) { [BUGGY] this.data.remove(0); } } [CLASS] XYSeries [METHOD] addOrUpdate [RETURN_TYPE] XYDataItem  Number x Number y [VARIABLES] boolean allowDuplicateXValues autoSort dataRemoved notify Number x y List data long serialVersionUID int end i index maximum maximumItemCount size start XYDataItem existing overwritten CloneNotSupportedException e  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.5773502691896258	570	570	1	replace	
8	[BUG] [BUGGY] [FE] java.lang.IndexOutOfBoundsException: Index: -1 [CONTEXT]    if (this.autoSort) { this.data.add(-index - 1, new XYDataItem(x, y)); } else { this.data.add(new XYDataItem(x, y)); }  [BUGGY] [BUGGY] if (getItemCount() > this.maximumItemCount) { this.data.remove(0); } } [CLASS] XYSeries [METHOD] addOrUpdate [RETURN_TYPE] XYDataItem  Number x Number y [VARIABLES] boolean allowDuplicateXValues autoSort dataRemoved notify Number x y List data long serialVersionUID int end i index maximum maximumItemCount size start XYDataItem existing overwritten CloneNotSupportedException e  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.5773502691896258	570	570	1	add	
9	[BUG] [BUGGY] if (x == null) { [FE] java.lang.IndexOutOfBoundsException: Index: -1 [CONTEXT] public XYDataItem addOrUpdate(Number x, Number y) { [BUGGY] if (x == null) { [BUGGY] throw new IllegalArgumentException("Null 'x' argument."); }  XYDataItem overwritten = null; int index = indexOf(x); if (index >= 0 && !this.allowDuplicateXValues) { XYDataItem existing = (XYDataItem) this.data.get(index); try { overwritten = (XYDataItem) existing.clone(); [CLASS] XYSeries [METHOD] addOrUpdate [RETURN_TYPE] XYDataItem  Number x Number y [VARIABLES] boolean allowDuplicateXValues autoSort dataRemoved notify Number x y List data long serialVersionUID int end i index maximum maximumItemCount size start XYDataItem existing overwritten CloneNotSupportedException e  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.5	541	541	1	replace	
10	[BUG] [BUGGY] [FE] java.lang.IndexOutOfBoundsException: Index: -1 [CONTEXT] public XYDataItem addOrUpdate(Number x, Number y) { [BUGGY] [BUGGY] if (x == null) { throw new IllegalArgumentException("Null 'x' argument."); }  XYDataItem overwritten = null; int index = indexOf(x); if (index >= 0 && !this.allowDuplicateXValues) { XYDataItem existing = (XYDataItem) this.data.get(index); try { overwritten = (XYDataItem) existing.clone(); [CLASS] XYSeries [METHOD] addOrUpdate [RETURN_TYPE] XYDataItem  Number x Number y [VARIABLES] boolean allowDuplicateXValues autoSort dataRemoved notify Number x y List data long serialVersionUID int end i index maximum maximumItemCount size start XYDataItem existing overwritten CloneNotSupportedException e  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.5	541	541	1	add	
11	[BUG] [BUGGY] XYDataItem overwritten = null; [FE] java.lang.IndexOutOfBoundsException: Index: -1 [CONTEXT] public XYDataItem addOrUpdate(Number x, Number y) { if (x == null) { throw new IllegalArgumentException("Null 'x' argument."); }  [BUGGY] XYDataItem overwritten = null; [BUGGY] int index = indexOf(x); if (index >= 0 && !this.allowDuplicateXValues) { XYDataItem existing = (XYDataItem) this.data.get(index); try { overwritten = (XYDataItem) existing.clone(); } catch (CloneNotSupportedException e) { throw new SeriesException("Couldn't clone XYDataItem!"); } existing.setY(y); [CLASS] XYSeries [METHOD] addOrUpdate [RETURN_TYPE] XYDataItem  Number x Number y [VARIABLES] boolean allowDuplicateXValues autoSort dataRemoved notify Number x y List data long serialVersionUID int end i index maximum maximumItemCount size start XYDataItem existing overwritten CloneNotSupportedException e  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.5	546	546	1	replace	
12	[BUG] [BUGGY] [FE] java.lang.IndexOutOfBoundsException: Index: -1 [CONTEXT] public XYDataItem addOrUpdate(Number x, Number y) { if (x == null) { throw new IllegalArgumentException("Null 'x' argument."); }  [BUGGY] [BUGGY] XYDataItem overwritten = null; int index = indexOf(x); if (index >= 0 && !this.allowDuplicateXValues) { XYDataItem existing = (XYDataItem) this.data.get(index); try { overwritten = (XYDataItem) existing.clone(); } catch (CloneNotSupportedException e) { throw new SeriesException("Couldn't clone XYDataItem!"); } existing.setY(y); [CLASS] XYSeries [METHOD] addOrUpdate [RETURN_TYPE] XYDataItem  Number x Number y [VARIABLES] boolean allowDuplicateXValues autoSort dataRemoved notify Number x y List data long serialVersionUID int end i index maximum maximumItemCount size start XYDataItem existing overwritten CloneNotSupportedException e  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.5	546	546	1	add	
13	[BUG] [BUGGY] int index = indexOf(x); [FE] java.lang.IndexOutOfBoundsException: Index: -1 [CONTEXT] public XYDataItem addOrUpdate(Number x, Number y) { if (x == null) { throw new IllegalArgumentException("Null 'x' argument."); }  XYDataItem overwritten = null; [BUGGY] int index = indexOf(x); [BUGGY] if (index >= 0 && !this.allowDuplicateXValues) { XYDataItem existing = (XYDataItem) this.data.get(index); try { overwritten = (XYDataItem) existing.clone(); } catch (CloneNotSupportedException e) { throw new SeriesException("Couldn't clone XYDataItem!"); } existing.setY(y); } [CLASS] XYSeries [METHOD] addOrUpdate [RETURN_TYPE] XYDataItem  Number x Number y [VARIABLES] boolean allowDuplicateXValues autoSort dataRemoved notify Number x y List data long serialVersionUID int end i index maximum maximumItemCount size start XYDataItem existing overwritten CloneNotSupportedException e  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.5	547	547	1	replace	
14	[BUG] [BUGGY] [FE] java.lang.IndexOutOfBoundsException: Index: -1 [CONTEXT] public XYDataItem addOrUpdate(Number x, Number y) { if (x == null) { throw new IllegalArgumentException("Null 'x' argument."); }  XYDataItem overwritten = null; [BUGGY] [BUGGY] int index = indexOf(x); if (index >= 0 && !this.allowDuplicateXValues) { XYDataItem existing = (XYDataItem) this.data.get(index); try { overwritten = (XYDataItem) existing.clone(); } catch (CloneNotSupportedException e) { throw new SeriesException("Couldn't clone XYDataItem!"); } existing.setY(y); } [CLASS] XYSeries [METHOD] addOrUpdate [RETURN_TYPE] XYDataItem  Number x Number y [VARIABLES] boolean allowDuplicateXValues autoSort dataRemoved notify Number x y List data long serialVersionUID int end i index maximum maximumItemCount size start XYDataItem existing overwritten CloneNotSupportedException e  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.5	547	547	1	add	
15	[BUG] [BUGGY] if (index >= 0 && !this.allowDuplicateXValues) { [FE] java.lang.IndexOutOfBoundsException: Index: -1 [CONTEXT] public XYDataItem addOrUpdate(Number x, Number y) { if (x == null) { throw new IllegalArgumentException("Null 'x' argument."); }  XYDataItem overwritten = null; int index = indexOf(x); [BUGGY] if (index >= 0 && !this.allowDuplicateXValues) { [BUGGY] XYDataItem existing = (XYDataItem) this.data.get(index); try { overwritten = (XYDataItem) existing.clone(); } catch (CloneNotSupportedException e) { throw new SeriesException("Couldn't clone XYDataItem!"); } existing.setY(y); } else { [CLASS] XYSeries [METHOD] addOrUpdate [RETURN_TYPE] XYDataItem  Number x Number y [VARIABLES] boolean allowDuplicateXValues autoSort dataRemoved notify Number x y List data long serialVersionUID int end i index maximum maximumItemCount size start XYDataItem existing overwritten CloneNotSupportedException e  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.5	548	548	1	replace	
16	[BUG] [BUGGY] [FE] java.lang.IndexOutOfBoundsException: Index: -1 [CONTEXT] public XYDataItem addOrUpdate(Number x, Number y) { if (x == null) { throw new IllegalArgumentException("Null 'x' argument."); }  XYDataItem overwritten = null; int index = indexOf(x); [BUGGY] [BUGGY] if (index >= 0 && !this.allowDuplicateXValues) { XYDataItem existing = (XYDataItem) this.data.get(index); try { overwritten = (XYDataItem) existing.clone(); } catch (CloneNotSupportedException e) { throw new SeriesException("Couldn't clone XYDataItem!"); } existing.setY(y); } else { [CLASS] XYSeries [METHOD] addOrUpdate [RETURN_TYPE] XYDataItem  Number x Number y [VARIABLES] boolean allowDuplicateXValues autoSort dataRemoved notify Number x y List data long serialVersionUID int end i index maximum maximumItemCount size start XYDataItem existing overwritten CloneNotSupportedException e  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.5	548	548	1	add	
