bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number	this_action
1	[BUG]  [BUGGY]  Entry  <  RealVector,  RealVector>  entry  =  v.getValue();  [CE]  type  RealVector.Entry  does  not  take  parameters  [FE]              java.lang.AssertionError:  entry  #0    [CONTEXT]    public  OpenMapRealVector  ebeMultiply(RealVector  v)  {  checkVectorDimensions(v.getDimension());    [BUGGY]  Entry  <  RealVector,  RealVector>  entry  =  v.getValue();  [BUGGY]    OpenMapRealVector  res  =  new  OpenMapRealVector(this);  Iterator  iter  =  entries.iterator();  while  (iter.hasNext())  {  iter.advance();  res.setEntry(iter.key(),  iter.value()  *  v.getEntry(iter.key()));  }      [CLASS]  OpenMapRealVector  OpenMapEntry  OpenMapSparseIterator  [METHOD]  ebeMultiply  [RETURN_TYPE]  OpenMapRealVector  RealVector  v  [VARIABLES]  Entry  current  boolean  double  DEFAULT_ZERO_TOLERANCE  d  epsilon  value  RealVector  v  Iterator  iter  OpenMapRealVector  res  OpenIntToDoubleHashMap  entries  larger  randomAccess  long  serialVersionUID  int  dimension  expectedSize  i  key  resize  virtualSize  	projects/Math29/src/main/java/org/apache/commons/math3/linear/OpenMapRealVector.java	0.6666666666666666	361	361	3	replace	Entry  <  RealVector,  RealVector>  entry  =  v.getValue();	      Entry    <    RealVector,    RealVector>    entry    =    v.getEntry();    	non-compiled	[CE]  type  RealVector.Entry  does  not  take  parameters	16	None	replace
2	[BUG]  [BUGGY]  Entry  <  RealVector,  RealVector>  entry  =  this.v.getEntry();  [CE]  type  RealVector.Entry  does  not  take  parameters  [FE]                java.lang.AssertionError:  entry  #0    [CONTEXT]    public  OpenMapRealVector  ebeMultiply(RealVector  v)  {  checkVectorDimensions(v.getDimension());    [BUGGY]  Entry  <  RealVector,  RealVector>  entry  =  this.v.getEntry();  [BUGGY]    OpenMapRealVector  res  =  new  OpenMapRealVector(this);  Iterator  iter  =  entries.iterator();  while  (iter.hasNext())  {  iter.advance();  res.setEntry(iter.key(),  iter.value()  *  v.getEntry(iter.key()));  }      [CLASS]  OpenMapRealVector  OpenMapEntry  OpenMapSparseIterator  [METHOD]  ebeMultiply  [RETURN_TYPE]  OpenMapRealVector  RealVector  v  [VARIABLES]  Entry  current  boolean  double  DEFAULT_ZERO_TOLERANCE  d  epsilon  value  RealVector  v  Iterator  iter  OpenMapRealVector  res  OpenIntToDoubleHashMap  entries  larger  randomAccess  long  serialVersionUID  int  dimension  expectedSize  i  key  resize  virtualSize  	projects/Math29/src/main/java/org/apache/commons/math3/linear/OpenMapRealVector.java	0.6666666666666666	361	361	3	replace	Entry  <  RealVector,  RealVector>  entry  =  this.v.getEntry();	      Entry    <    RealVector,    RealVector>    entry    =    v.getEntry();    	non-compiled	[CE]  type  RealVector.Entry  does  not  take  parameters	16	None	replace
3	[BUG]  [BUGGY]  Entry  <  RealVector,  RealVector>  entry  =  v.getEntry(0);  [CE]  type  RealVector.Entry  does  not  take  parameters  [FE]                  java.lang.AssertionError:  entry  #0    [CONTEXT]    public  OpenMapRealVector  ebeMultiply(RealVector  v)  {  checkVectorDimensions(v.getDimension());    [BUGGY]  Entry  <  RealVector,  RealVector>  entry  =  v.getEntry(0);  [BUGGY]    OpenMapRealVector  res  =  new  OpenMapRealVector(this);  Iterator  iter  =  entries.iterator();  while  (iter.hasNext())  {  iter.advance();  res.setEntry(iter.key(),  iter.value()  *  v.getEntry(iter.key()));  }      [CLASS]  OpenMapRealVector  OpenMapEntry  OpenMapSparseIterator  [METHOD]  ebeMultiply  [RETURN_TYPE]  OpenMapRealVector  RealVector  v  [VARIABLES]  Entry  current  boolean  double  DEFAULT_ZERO_TOLERANCE  d  epsilon  value  RealVector  v  Iterator  iter  OpenMapRealVector  res  OpenIntToDoubleHashMap  entries  larger  randomAccess  long  serialVersionUID  int  dimension  expectedSize  i  key  resize  virtualSize  	projects/Math29/src/main/java/org/apache/commons/math3/linear/OpenMapRealVector.java	0.6666666666666666	361	361	3	replace	Entry  <  RealVector,  RealVector>  entry  =  v.getEntry(0);	      Entry    <    RealVector,    RealVector>    entry    =    v.getEntry();    	non-compiled	[CE]  type  RealVector.Entry  does  not  take  parameters	16	None	replace
4	[BUG]  [BUGGY]      Integer  dimension  =  v.getDimension();  checkVectorDimensions(dimension);  Integer  dimension  =  v.getDimension();  [CE]  variable  dimension  is  already  defined  in  method  ebeMultiply(RealVector)  [FE]    java.lang.AssertionError:  entry  #0    [CONTEXT]    public  OpenMapRealVector  ebeMultiply(RealVector  v)  {  checkVectorDimensions(v.getDimension());    [BUGGY]      Integer  dimension  =  v.getDimension();  checkVectorDimensions(dimension);  Integer  dimension  =  v.getDimension();  [BUGGY]    OpenMapRealVector  res  =  new  OpenMapRealVector(this);  Iterator  iter  =  entries.iterator();  while  (iter.hasNext())  {  iter.advance();  res.setEntry(iter.key(),  iter.value()  *  v.getEntry(iter.key()));  }      [CLASS]  OpenMapRealVector  OpenMapEntry  OpenMapSparseIterator  [METHOD]  ebeMultiply  [RETURN_TYPE]  OpenMapRealVector  RealVector  v  [VARIABLES]  Entry  current  boolean  double  DEFAULT_ZERO_TOLERANCE  d  epsilon  value  RealVector  v  Iterator  iter  OpenMapRealVector  res  OpenIntToDoubleHashMap  entries  larger  randomAccess  long  serialVersionUID  int  dimension  expectedSize  i  key  resize  virtualSize  	projects/Math29/src/main/java/org/apache/commons/math3/linear/OpenMapRealVector.java	0.6666666666666666	361	361	3	replace	        Integer    dimension    =    v.getDimension();    checkVectorDimensions(dimension);    Integer  dimension  =  v.getDimension();	  	non-compiled	[CE]  variable  dimension  is  already  defined  in  method  ebeMultiply(RealVector)	6	None	add
5	[BUG]  [BUGGY]      Integer  dimension  =  v.getDimension();  checkVectorDimensions(dimension);  Integer  dimension  =  v.getDimension();  checkVectorDimensions(dimension);  [CE]  variable  dimension  is  already  defined  in  method  ebeMultiply(RealVector)  [FE]      java.lang.AssertionError:  entry  #0    [CONTEXT]    public  OpenMapRealVector  ebeMultiply(RealVector  v)  {  checkVectorDimensions(v.getDimension());    [BUGGY]      Integer  dimension  =  v.getDimension();  checkVectorDimensions(dimension);  Integer  dimension  =  v.getDimension();  checkVectorDimensions(dimension);  [BUGGY]    OpenMapRealVector  res  =  new  OpenMapRealVector(this);  Iterator  iter  =  entries.iterator();  while  (iter.hasNext())  {  iter.advance();  res.setEntry(iter.key(),  iter.value()  *  v.getEntry(iter.key()));  }      [CLASS]  OpenMapRealVector  OpenMapEntry  OpenMapSparseIterator  [METHOD]  ebeMultiply  [RETURN_TYPE]  OpenMapRealVector  RealVector  v  [VARIABLES]  Entry  current  boolean  double  DEFAULT_ZERO_TOLERANCE  d  epsilon  value  RealVector  v  Iterator  iter  OpenMapRealVector  res  OpenIntToDoubleHashMap  entries  larger  randomAccess  long  serialVersionUID  int  dimension  expectedSize  i  key  resize  virtualSize  	projects/Math29/src/main/java/org/apache/commons/math3/linear/OpenMapRealVector.java	0.6666666666666666	361	361	3	replace	        Integer    dimension    =    v.getDimension();    checkVectorDimensions(dimension);    Integer  dimension  =  v.getDimension();  checkVectorDimensions(dimension);	  	non-compiled	[CE]  variable  dimension  is  already  defined  in  method  ebeMultiply(RealVector)	6	None	add
6	[BUG]  [BUGGY]      Integer  dimension  =  v.getDimension();  checkVectorDimensions(dimension);  int  dimension  =  v.getDimension();  [CE]  variable  dimension  is  already  defined  in  method  ebeMultiply(RealVector)  [FE]        java.lang.AssertionError:  entry  #0    [CONTEXT]    public  OpenMapRealVector  ebeMultiply(RealVector  v)  {  checkVectorDimensions(v.getDimension());    [BUGGY]      Integer  dimension  =  v.getDimension();  checkVectorDimensions(dimension);  int  dimension  =  v.getDimension();  [BUGGY]    OpenMapRealVector  res  =  new  OpenMapRealVector(this);  Iterator  iter  =  entries.iterator();  while  (iter.hasNext())  {  iter.advance();  res.setEntry(iter.key(),  iter.value()  *  v.getEntry(iter.key()));  }      [CLASS]  OpenMapRealVector  OpenMapEntry  OpenMapSparseIterator  [METHOD]  ebeMultiply  [RETURN_TYPE]  OpenMapRealVector  RealVector  v  [VARIABLES]  Entry  current  boolean  double  DEFAULT_ZERO_TOLERANCE  d  epsilon  value  RealVector  v  Iterator  iter  OpenMapRealVector  res  OpenIntToDoubleHashMap  entries  larger  randomAccess  long  serialVersionUID  int  dimension  expectedSize  i  key  resize  virtualSize  	projects/Math29/src/main/java/org/apache/commons/math3/linear/OpenMapRealVector.java	0.6666666666666666	361	361	3	replace	        Integer    dimension    =    v.getDimension();    checkVectorDimensions(dimension);    int  dimension  =  v.getDimension();	  	non-compiled	[CE]  variable  dimension  is  already  defined  in  method  ebeMultiply(RealVector)	6	None	add
7	[BUG]  [BUGGY]      Integer  dimension  =  v.getDimension();  checkVectorDimensions(dimension);  Integer  dimension  =  v.getDimension();  checkIntegerDimensions(dimension);  [CE]  variable  dimension  is  already  defined  in  method  ebeMultiply(RealVector)  [FE]          java.lang.AssertionError:  entry  #0    [CONTEXT]    public  OpenMapRealVector  ebeMultiply(RealVector  v)  {  checkVectorDimensions(v.getDimension());    [BUGGY]      Integer  dimension  =  v.getDimension();  checkVectorDimensions(dimension);  Integer  dimension  =  v.getDimension();  checkIntegerDimensions(dimension);  [BUGGY]    OpenMapRealVector  res  =  new  OpenMapRealVector(this);  Iterator  iter  =  entries.iterator();  while  (iter.hasNext())  {  iter.advance();  res.setEntry(iter.key(),  iter.value()  *  v.getEntry(iter.key()));  }      [CLASS]  OpenMapRealVector  OpenMapEntry  OpenMapSparseIterator  [METHOD]  ebeMultiply  [RETURN_TYPE]  OpenMapRealVector  RealVector  v  [VARIABLES]  Entry  current  boolean  double  DEFAULT_ZERO_TOLERANCE  d  epsilon  value  RealVector  v  Iterator  iter  OpenMapRealVector  res  OpenIntToDoubleHashMap  entries  larger  randomAccess  long  serialVersionUID  int  dimension  expectedSize  i  key  resize  virtualSize  	projects/Math29/src/main/java/org/apache/commons/math3/linear/OpenMapRealVector.java	0.6666666666666666	361	361	3	replace	        Integer    dimension    =    v.getDimension();    checkVectorDimensions(dimension);    Integer  dimension  =  v.getDimension();  checkIntegerDimensions(dimension);	  	non-compiled	[CE]  variable  dimension  is  already  defined  in  method  ebeMultiply(RealVector)	6	None	add
8	[BUG]  [BUGGY]      Integer  dimension  =  v.getDimension();  checkVectorDimensions(dimension);  Integer  dimension  =  v.getDimension();  CheckVectorDimensions(dimension);  [CE]  variable  dimension  is  already  defined  in  method  ebeMultiply(RealVector)  [FE]            java.lang.AssertionError:  entry  #0    [CONTEXT]    public  OpenMapRealVector  ebeMultiply(RealVector  v)  {  checkVectorDimensions(v.getDimension());    [BUGGY]      Integer  dimension  =  v.getDimension();  checkVectorDimensions(dimension);  Integer  dimension  =  v.getDimension();  CheckVectorDimensions(dimension);  [BUGGY]    OpenMapRealVector  res  =  new  OpenMapRealVector(this);  Iterator  iter  =  entries.iterator();  while  (iter.hasNext())  {  iter.advance();  res.setEntry(iter.key(),  iter.value()  *  v.getEntry(iter.key()));  }      [CLASS]  OpenMapRealVector  OpenMapEntry  OpenMapSparseIterator  [METHOD]  ebeMultiply  [RETURN_TYPE]  OpenMapRealVector  RealVector  v  [VARIABLES]  Entry  current  boolean  double  DEFAULT_ZERO_TOLERANCE  d  epsilon  value  RealVector  v  Iterator  iter  OpenMapRealVector  res  OpenIntToDoubleHashMap  entries  larger  randomAccess  long  serialVersionUID  int  dimension  expectedSize  i  key  resize  virtualSize  	projects/Math29/src/main/java/org/apache/commons/math3/linear/OpenMapRealVector.java	0.6666666666666666	361	361	3	replace	        Integer    dimension    =    v.getDimension();    checkVectorDimensions(dimension);    Integer  dimension  =  v.getDimension();  CheckVectorDimensions(dimension);	  	non-compiled	[CE]  variable  dimension  is  already  defined  in  method  ebeMultiply(RealVector)	6	None	add
9	[BUG]  [BUGGY]  int  dimension  =  v.getDimension()  +  1;  [CE]  type  RealVector.Entry  does  not  take  parameters  [FE]    java.lang.AssertionError:  entry  #0    [CONTEXT]    public  OpenMapRealVector  ebeMultiply(RealVector  v)  {  checkVectorDimensions(v.getDimension());    [BUGGY]  int  dimension  =  v.getDimension()  +  1;  [BUGGY]    OpenMapRealVector  res  =  new  OpenMapRealVector(this);  Iterator  iter  =  entries.iterator();  while  (iter.hasNext())  {  iter.advance();  res.setEntry(iter.key(),  iter.value()  *  v.getEntry(iter.key()));  }      [CLASS]  OpenMapRealVector  OpenMapEntry  OpenMapSparseIterator  [METHOD]  ebeMultiply  [RETURN_TYPE]  OpenMapRealVector  RealVector  v  [VARIABLES]  Entry  current  boolean  double  DEFAULT_ZERO_TOLERANCE  d  epsilon  value  RealVector  v  Iterator  iter  OpenMapRealVector  res  OpenIntToDoubleHashMap  entries  larger  randomAccess  long  serialVersionUID  int  dimension  expectedSize  i  key  resize  virtualSize  	projects/Math29/src/main/java/org/apache/commons/math3/linear/OpenMapRealVector.java	0.6666666666666666	361	361	3	replace	int  dimension  =  v.getDimension()  +  1;	      int    dimension    =    v.getDimension();    	non-compiled	[CE]  type  RealVector.Entry  does  not  take  parameters	2	None	replace
10	[BUG]  [BUGGY]  int  dimension  =  v.getDimension()  *  DEFAULT_ZERO_TOLERANCE;  [CE]  possible  loss  of  precision  [FE]      java.lang.AssertionError:  entry  #0    [CONTEXT]    public  OpenMapRealVector  ebeMultiply(RealVector  v)  {  checkVectorDimensions(v.getDimension());    [BUGGY]  int  dimension  =  v.getDimension()  *  DEFAULT_ZERO_TOLERANCE;  [BUGGY]    OpenMapRealVector  res  =  new  OpenMapRealVector(this);  Iterator  iter  =  entries.iterator();  while  (iter.hasNext())  {  iter.advance();  res.setEntry(iter.key(),  iter.value()  *  v.getEntry(iter.key()));  }      [CLASS]  OpenMapRealVector  OpenMapEntry  OpenMapSparseIterator  [METHOD]  ebeMultiply  [RETURN_TYPE]  OpenMapRealVector  RealVector  v  [VARIABLES]  Entry  current  boolean  double  DEFAULT_ZERO_TOLERANCE  d  epsilon  value  RealVector  v  Iterator  iter  OpenMapRealVector  res  OpenIntToDoubleHashMap  entries  larger  randomAccess  long  serialVersionUID  int  dimension  expectedSize  i  key  resize  virtualSize  	projects/Math29/src/main/java/org/apache/commons/math3/linear/OpenMapRealVector.java	0.6666666666666666	361	361	3	replace	int  dimension  =  v.getDimension()  *  DEFAULT_ZERO_TOLERANCE;	      int    dimension    =    v.getDimension();    	non-compiled	[CE]  possible  loss  of  precision	2	None	replace
